Taxa,name,cooccurrence_g1,cooccurrence_g2,cor_g1,cor_g2,diff_cor,p,sign
data1 - s__Absicoccus_porci,data2 - HMDB0000859,92,65,-0.06578720097441,-0.39134678050004,0.32555957952563,0.0356664845732366,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0028695,92,65,-0.220908624511188,-0.301100602954705,0.0801919784435167,0.602650539532605,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0030651,92,65,-0.111137395708678,-0.378181045988721,0.267043650280043,0.0834639715393861,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0034021,92,65,-7.72113187674995e-05,-0.376578463134049,0.376501251815281,0.0166752956789453,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0038340,92,65,-0.0196773082197422,-0.333862221726625,0.314184913506883,0.047737493607023,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0059622,92,65,-0.0543168546966008,-0.341085353757226,0.286768499060626,0.0688706227637439,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0248577,92,65,-0.128920315695829,-0.327662328867317,0.198742013171488,0.203058625806822,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0250255,92,65,-0.121135817553289,-0.301766183882498,0.180630366329209,0.251413951424399,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0256000,92,65,-0.0546739765814937,-0.331542652637109,0.276868676055615,0.0797638101451195,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0257353,92,65,-0.0449327490376112,-0.309350271665348,0.264417522627737,0.09659811522963,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0301716,92,65,-0.0371365351144564,-0.315562463589117,0.27842592847466,0.0800494180262361,g2-
data1 - s__Absicoccus_porci,data2 - HMDB0302539,92,65,-0.0827862958646476,-0.310571696864477,0.227785400999829,0.149881532864507,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0006236,147,82,-0.311375590601017,-0.120204890610243,0.191170699990774,0.150544882967949,g1-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0035904,147,82,-0.141857891655929,-0.379169054536751,0.237311162880823,0.0671962958616314,g2-
data1 - s__Adlercreutzia_equolifaciens,data2 - HMDB0244272,147,82,-0.120023974027851,-0.300207376931947,0.180183402904096,0.176720005604209,g2-
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0000133,149,82,0.301806108437885,0.253204392809322,0.0486017156285623,0.70608639705243,g1+
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0012517,149,82,-0.200932412456859,-0.3204453773377,0.11951296488084,0.357784136836762,g2-
data1 - s__Agathobaculum_butyriciproducens,data2 - HMDB0030085,149,82,-0.0158306717348151,-0.356248128140435,0.34041745640562,0.0106417990504255,g2-
