Feature	lfc_(Intercept)	lfc_group1g2	lfc_group1g3	lfc_group1g4	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_group1g2	se_group1g3	se_group1g4	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_group1g2	W_group1g3	W_group1g4	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_group1g2	p_group1g3	p_group1g4	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_group1g2	q_group1g3	q_group1g4	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_group1g2	diff_group1g3	diff_group1g4	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes	Description	Ontology	Definition
GO:0005198	0.238160828197173	-0.123244602565253	-0.0206795705241355	-0.181047891554653	-0.00267957014025748	-0.0965515754473413	0.00439357033951499	0.0407492902916123	-0.110555631343974	0.145408794338183	0.112327288912285	0.108569079250665	0.14387335769232	0.00243272269266377	0.121213644950778	0.113977398334564	0.113470344797831	0.0859290283615956	1.63787086799766	-1.09719199812161	-0.190473850076505	-1.25838372342593	-1.10146962016596	-0.796540484254462	0.0385477331796811	0.359118414280091	-1.28659235943816	0.102852568896833	0.273735546207525	0.849110343518098	0.209563045185241	0.271874461002128	0.426561359857442	0.969285306956865	0.719844786359186	0.199564501053688	0.597307731592042	0.998353477037475	0.987809636172538	0.747677507699871	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.577608540729571	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	structural molecule activity	MF	The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell.
GO:0003725	0.0261421678309568	-0.000663998584551089	-0.0303283565320247	-0.0347080424835092	0.000174855169710389	-0.0177098996861265	-0.0208169405943371	-0.0384111953517855	0.00529824957201825	0.0574688457811525	0.0562721825147298	0.0492504806429275	0.0650096685338924	0.00108027432533667	0.0411757577221595	0.0455051349497101	0.0471710062967257	0.0336690724404353	0.454892863700604	-0.011799765974552	-0.615798183816911	-0.533890469929322	0.161861821214621	-0.430105009982502	-0.457463550373884	-0.814296712479753	0.15736250475541	0.649626871085227	0.99059586986237	0.538652926206339	0.593946728633855	0.871560573766739	0.667532748029397	0.647781278987839	0.416339815536044	0.875100914878343	0.983777625352245	0.998353477037475	0.958225210186222	0.965730177091688	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.959473936941067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	double-stranded RNA binding	MF	Interacting selectively and non-covalently with double-stranded RNA.
GO:0015658	-0.00415570378335241	0.028064620078975	0.108771031062516	0.102915379566944	0.00122160493762644	-0.100632614415308	-0.0864290475229465	-0.132010008857929	-0.0526021907918507	0.0664825807402573	0.0607967311663636	0.0562765228603493	0.0718594968884497	0.00124725843578327	0.0499032375510929	0.0516638551287884	0.0578110349558655	0.0405420979364451	-0.0625081598379649	0.461613964115592	1.93279587177822	1.43217506416311	0.979432090879609	-2.01655482396861	-1.6729113092218	-2.2834742356491	-1.29747086286238	0.950213904364473	0.644806140191052	0.0545220868099688	0.15348767076946	0.328423148777026	0.0449357156245114	0.095740752512259	0.023339997657808	0.195803842233088	0.996471078768772	0.998353477037475	0.583578115101676	0.657162905591139	0.999719775516207	0.999608607767095	0.999842020564018	0.596512412730313	0.575247761390881	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	branched-chain amino acid transmembrane transporter activity	MF	Enables the transfer of branched-chain amino acids from one side of a membrane to the other. Branched-chain amino acids are amino acids with a branched carbon skeleton without rings.
GO:0019867	0.132479132362739	-0.275518273389159	-0.123390532514409	-0.120332680701486	-0.00174861669555413	0.0599363612639289	0.146372392609797	0.238201493974493	-0.106663835906881	0.174977968979021	0.146741122048642	0.12968322653891	0.184933206778557	0.0034792952417795	0.136172056049402	0.163550842582114	0.133752792689197	0.107812047307673	0.757118928375622	-1.87758052782116	-0.951476423031376	-0.650681847774234	-0.502577842362062	0.440151694868912	0.894965689561081	1.78090856411503	-0.989349878520385	0.449774264332653	0.0617380916569297	0.342388095143451	0.515918746303027	0.615754844398481	0.660251654337997	0.371766087994355	0.0762825357004678	0.323559464602717	0.975795466517811	0.998353477037475	0.876537711857954	0.938253090778992	0.999719775516207	0.999608607767095	0.999842020564018	0.796479416872531	0.698513058006685	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	outer membrane	CC	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.
GO:0004788	0.00363918916775168	0.00461417372295558	-0.00758609698669533	-0.0382764000937271	0.000156983372483613	0.0107296832959946	-0.0121449271563703	-0.0140205507838486	0.00426332751854853	0.0589257096021326	0.0569000931661737	0.0506163048274044	0.0668733267869898	0.00115311005944823	0.0429917598357008	0.0486998404154463	0.0480073563485371	0.0349351463338494	0.0617589366733731	0.0810925512807182	-0.149874571297984	-0.572371705323531	0.136139105887888	0.249575345066117	-0.249383305012192	-0.292050049206175	0.122035484775334	0.950809874498945	0.935440757435066	0.880998433931461	0.567644189138127	0.891833583004145	0.803144482350727	0.803292827550588	0.770518663123704	0.902980325782488	0.996471078768772	0.998353477037475	0.987809636172538	0.960351169868316	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.96477354959567	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	thiamine diphosphokinase activity	MF	Catalysis of the reaction: ATP + thiamine = AMP + thiamine diphosphate.
GO:0008137	-0.0849581686454304	0.0223784034364031	0.0393304928920202	0.10015561454619	0.000788506690464173	-0.048800601590673	-0.00397059736098938	0.0799470234587584	0.0152024742115929	0.0667630964680825	0.0608090333871387	0.058025282960575	0.0724219454171319	0.00134354603859909	0.0502522267512508	0.0527621855840388	0.0559994311296963	0.0410268790088724	-1.27253187973459	0.368011168569836	0.677816477323223	1.38294565230634	0.586884757061506	-0.971113217176159	-0.0752546035960749	1.42763992144132	0.370549127275932	0.204503498062024	0.713212421762271	0.498587588512894	0.168058514781211	0.557872130312474	0.332539343802786	0.940079305128815	0.154788141986903	0.711323540028138	0.777348170208066	0.998353477037475	0.943911239246383	0.682556742305507	0.999719775516207	0.999608607767095	0.999842020564018	0.893824809872862	0.916587501669651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NADH dehydrogenase (ubiquinone) activity	MF	Catalysis of the reaction: NADH + H+ + ubiquinone = NAD+ + ubiquinol.
GO:0008448	0.00907014934172203	0.00917905204818981	-0.00485362865105086	-0.0327026445674434	-0.000256351628279251	-0.0177681146676079	-0.0287224414037858	-0.0272124213465935	0.0501674523834736	0.0684557985476761	0.0680880421800521	0.056653717593564	0.0745124501817682	0.00128579955397735	0.0522257219465712	0.0556625400917567	0.0581991582119198	0.0401033084966102	0.132496436155151	0.134811513950081	-0.085671847448229	-0.43888832655036	-0.199371377510811	-0.340217693606712	-0.516010253151194	-0.46757413994727	1.25095545141155	0.894710583775675	0.89288195854831	0.931803808015497	0.661165490149858	0.842153107916233	0.734011420611546	0.606356216634615	0.640543716335097	0.212255734914065	0.993141907375872	0.998353477037475	0.994497072239434	0.976832967007296	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.590986556035241	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	N-acetylglucosamine-6-phosphate deacetylase activity	MF	Catalysis of the reaction: N-acetyl-D-glucosamine 6-phosphate + H2O = D-glucosamine 6-phosphate + acetate.
GO:0030435	0.161200664257266	-0.0712599296573589	-0.116981445953129	-0.111614401898435	-0.00307179078088886	0.0616739324429692	0.0557207564036199	0.0200684986742975	0.00682827259703258	0.0876111566195412	0.0722002332605703	0.0674730984692142	0.0833844486482917	0.00159010910811346	0.0696845256189907	0.0696306395811647	0.068921102994112	0.049105060698051	1.83995589691041	-0.986976446463576	-1.73374942913736	-1.33855177683329	-1.93181132364767	0.8850448775411	0.80023329871427	0.291180753099844	0.139054356108425	0.0670978492593465	0.32471907326985	0.0843384798395132	0.182073616286845	0.0546442673586137	0.377081473105081	0.424423506397994	0.771182525507933	0.889532132457395	0.470126378034237	0.998353477037475	0.611023680469942	0.704440497881807	0.606209841009621	0.999608607767095	0.999842020564018	0.999864596704734	0.961023049558459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	sporulation resulting in formation of a cellular spore	BP	The process in which a relatively unspecialized cell acquires the specialized features of a cellular spore, a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction.
GO:0006109	0.102796336704198	-0.0268689590224794	-0.0847137012433792	-0.0485366753837564	-0.000879740216829346	-0.0140386317930238	-0.0337879425039081	-0.0657903163397646	0.010007483727586	0.073937643677858	0.0670487272731572	0.0628711990573018	0.0761540608919033	0.00141913295478696	0.0603753849720136	0.0646380357139823	0.0626018174099568	0.0447680120169275	1.39031123512775	-0.400737793470933	-1.34741666317148	-0.637348485626415	-0.619913880416803	-0.232522439393658	-0.522725391183247	-1.050933009004	0.223540945347362	0.165814261848792	0.688995145965372	0.179207403814066	0.524548764748795	0.535944579752568	0.816344570934223	0.601681990919554	0.294421803238523	0.823318253021461	0.718640224473172	0.998353477037475	0.786786515035945	0.94300261410781	0.999719775516207	0.999608607767095	0.999842020564018	0.995324715793269	0.946359882132798	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	regulation of carbohydrate metabolic process	BP	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates.
GO:0051537	0.0320055058471396	-0.0172005045421971	-0.0482599029207571	-0.0725015461799951	-0.000167740931393954	0.0162139708258197	-0.0519774987040535	-0.0190229238707806	0.0348566048210074	0.0611313257463769	0.0588312029668935	0.0514212506957651	0.0676633333176602	0.00108645542324616	0.0423034161935107	0.0480296737704034	0.0463908500167605	0.0340444257186159	0.523553275777542	-0.292370437365975	-0.938520597374962	-1.0715042050858	-0.154392833617389	0.383278049026851	-1.08219553921024	-0.41005767007735	1.02385644889722	0.601106857551315	0.770274032357148	0.348987798141031	0.28509588322094	0.877439020270796	0.701877108371179	0.280329260849263	0.682155549741817	0.307007509184765	0.983777625352245	0.998353477037475	0.876577583394571	0.841415183164917	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.683308249282707	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2 iron, 2 sulfur cluster binding	MF	Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.
GO:0006542	0.0114941765767085	0.0127565599482941	-0.00862140963230168	-0.0411029894055451	0.000877668524208594	-0.0671840098605944	-0.0820796325168809	-0.0816782473786708	0.0327639148648873	0.0609771425401573	0.0585154451975846	0.0535757540989879	0.0740812692394258	0.00120214338443148	0.0516150282290971	0.0535767411781064	0.0539078689018512	0.0387521114437441	0.188499757415475	0.21800329648386	-0.160919986611342	-0.554836463083576	0.730086390338254	-1.30163660014663	-1.5320012138107	-1.51514517346958	0.845474314669283	0.850655569209405	0.827625009572269	0.872301455738455	0.579560114196631	0.466100214303712	0.194377692745543	0.126933202308537	0.131145454265133	0.398748267343985	0.992650683275636	0.998353477037475	0.987809636172538	0.965178298075704	0.999719775516207	0.999608607767095	0.999842020564018	0.859672972668426	0.746995434866041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	glutamine biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of glutamine, 2-amino-4-carbamoylbutanoic acid.
GO:0008736	0.0255311645080697	0.0163195286114156	-0.0767684062897604	-0.0594328183962495	-0.00165605734957049	0.103956290487928	0.0456432014962666	0.0680333481776915	0.0351614486919151	0.0780565397733382	0.0752311707565741	0.068371327471971	0.0821374123684769	0.00141745817556612	0.067485284035563	0.0661675239497532	0.0660966399683924	0.0462499939828008	0.327085527775219	0.216925091651449	-1.12281579323192	-0.723577924875789	-1.16832889895258	1.54042902795142	0.689812747578819	1.02930115979005	0.760247638194089	0.74390864652147	0.828464165792814	0.262717751309557	0.470079833526513	0.243916065426124	0.124867256960127	0.491025971836528	0.304448310733214	0.447906020368338	0.985059286946305	0.998353477037475	0.826635305875406	0.932139634250931	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.780569401302723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	L-fucose isomerase activity	MF	Catalysis of the reaction: L-fucose = L-fuculose.
GO:0004315	-0.0135264888932879	-0.0189534634671223	0.00131624893637162	-0.0774195077988264	0.000667603976044082	-0.0149160290425668	-0.0122053921871595	-0.00135365581281896	0.0185459354551088	0.0706883287749095	0.0671115192997806	0.0595787983598285	0.0703524625465721	0.00145738733898762	0.063114945615802	0.0626447091168005	0.0585595616188061	0.0429598385966138	-0.191353921187752	-0.282417439880314	0.0220925727374037	-1.10045199551581	0.458082733522193	-0.23633117159547	-0.194835164202018	-0.0231158802320037	0.431704030111757	0.848421653453092	0.77788422271748	0.982393778233278	0.272316411199996	0.647337069181112	0.813391660898445	0.84569859115957	0.981578417019538	0.666371763555127	0.992650683275636	0.998353477037475	0.998164845657655	0.831249006247604	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.892686702121019	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3-oxoacyl-[acyl-carrier-protein] synthase activity	MF	Catalysis of the reaction: acyl-[acyl-carrier protein] + malonyl-[acyl-carrier protein] = 3-oxoacyl-[acyl-carrier protein] + CO2 + [acyl-carrier protein].
GO:0004417	-0.0176898495994423	0.0186208861493114	0.021042541690278	-0.0415715587627348	0.00085292384727807	-0.0263099595697571	-0.0530282492481519	-0.0566710534210136	0.0252470684835855	0.066566639739521	0.0643611900788253	0.0557839958846679	0.0782879186288845	0.00122849413828419	0.0495567515754829	0.0562999211183774	0.0546330178797293	0.0395701144486697	-0.265746471035096	0.289318549369671	0.377214671637775	-0.531008608873616	0.694284018700593	-0.530905653282839	-0.941888517688215	-1.03730409961556	0.638033749342221	0.790678894739384	0.772605217025239	0.706371207700567	0.595938918702498	0.488223541170645	0.596010147153156	0.347264403101077	0.30071261059559	0.524103419956863	0.992425483674064	0.998353477037475	0.982489378835859	0.966248085640453	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.817235471027612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	hydroxyethylthiazole kinase activity	MF	Catalysis of the reaction: 5-(2-hydroxyethyl)-4-methylthiazole + ATP = 4-methyl-5-(2-phosphoethyl)-thiazole + ADP + 2 H(+).
GO:0005247	-0.0578368506720427	0.021131727409583	0.0150718103692414	-0.0198554197172005	0.00074178984052101	0.0136699829910536	-0.0192175606760079	0.0547585081611874	0.0115431803886085	0.0631876540753271	0.0655063630264691	0.0545600475702602	0.0676642923580309	0.00125960637617214	0.0517074606991385	0.0537836282626689	0.0544507936555531	0.0382739258237704	-0.915318846987014	0.322590454320358	0.276242617820899	-0.293440144354719	0.588906069827356	0.264371578225293	-0.357312462858643	1.00565124004585	0.301593843332357	0.361008554699905	0.74730631996818	0.782616427416291	0.769457429747242	0.556517685760405	0.79173669216371	0.721194311649655	0.315668462101936	0.763241503465522	0.929644830468661	0.998353477037475	0.982489378835859	0.982191815806395	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.932739922622149	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	voltage-gated chloride channel activity	MF	Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.
GO:0006821	-0.0578368506720427	0.021131727409583	0.0150718103692414	-0.0198554197172005	0.00074178984052101	0.0136699829910536	-0.0192175606760079	0.0547585081611874	0.0115431803886085	0.0631876540753271	0.0655063630264691	0.0545600475702602	0.0676642923580309	0.00125960637617214	0.0517074606991385	0.0537836282626689	0.0544507936555531	0.0382739258237704	-0.915318846987014	0.322590454320358	0.276242617820899	-0.293440144354719	0.588906069827356	0.264371578225293	-0.357312462858643	1.00565124004585	0.301593843332357	0.361008554699905	0.74730631996818	0.782616427416291	0.769457429747242	0.556517685760405	0.79173669216371	0.721194311649655	0.315668462101936	0.763241503465522	0.929644830468661	0.998353477037475	0.982489378835859	0.982191815806395	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.932739922622149	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chloride transport	BP	The directed movement of chloride into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
GO:0001216	-0.0631101811156156	-0.0253042541650197	0.072236489069337	0.212437391074723	-0.0014899123723002	0.0724146710452645	0.144905312675527	0.138130777660205	-0.0304618913073395	0.0914817762525022	0.0879717095119155	0.0817454304474138	0.103765506274599	0.00168783412448268	0.0840642692774255	0.0763735210670157	0.0736192680804821	0.0599536056203412	-0.68986615368533	-0.287640814364217	0.883676172159938	2.0472833285518	-0.882736253929491	0.86142033550883	1.89732397630819	1.87628566898	-0.508091064618211	0.490992447564126	0.773887636980549	0.377818485542639	0.0417972987326718	0.378325124289889	0.38992774968085	0.0590713861163245	0.0619164359792243	0.611889454801171	0.983777625352245	0.998353477037475	0.891027726910187	0.408556981656594	0.999719775516207	0.999608607767095	0.999842020564018	0.77276758609735	0.871135595820329	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	MF	Interacting selectively and non-covalently with a specific DNA sequence in order to activate or increase the frequency, rate or extent of transcription by bacterial-type RNA polymerase. The transcription factor may or may not also interact selectively with a protein or macromolecular complex.
GO:0004071	0.0263193154961815	-0.0255134510879785	-0.0183103639171649	0.0509188872127109	-0.000838564760201729	-0.00623229989705803	0.0378349314767262	-0.0279041859605722	0.0296396019136697	0.0740681358057722	0.0649739159412382	0.0609687063635469	0.0698264300217446	0.00135667271158336	0.0577371848495676	0.0634488617732361	0.0605765588481378	0.0427765592693519	0.355339245545456	-0.392672208814575	-0.30032396961128	0.729220829374412	-0.618103948757876	-0.107942566186697	0.59630591344486	-0.46064329983693	0.69289354777315	0.722669828594741	0.694935005788615	0.764208586291707	0.466628375774418	0.537134759895845	0.914137874302524	0.551573000738481	0.645501430463561	0.489094106552393	0.983777625352245	0.998353477037475	0.982489378835859	0.930635243819767	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.799598153506088	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	aspartate-ammonia ligase activity	MF	Catalysis of the reaction: ATP + L-aspartate + NH3 = AMP + diphosphate + L-asparagine.
GO:0009408	-0.015439957677629	-0.00993317960608998	0.00445025492112971	-0.00935587970849803	0.000118220215653866	-0.0213710784036303	0.000735770638327493	0.0114719770212297	0.0309814962808459	0.0564462832200871	0.0554821559354419	0.0482474768689994	0.059826286637154	0.00102440717669569	0.0401257103692248	0.0439529625461953	0.0444926224577259	0.0316704184227458	-0.273533646448035	-0.179033771103777	0.0922380860083721	-0.156384095259687	0.11540354103648	-0.532603116729398	0.0167399555275526	0.25783998306977	0.978247141142755	0.784695074580409	0.858073014743787	0.926591317044407	0.875871123920778	0.908228657723166	0.594836278813124	0.986658972305631	0.796767130016925	0.329007424062717	0.991593789633675	0.998353477037475	0.994497072239434	0.985522031747001	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.70003323316053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	response to heat	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.
GO:0043094	0.029101711179785	0.00926138409996571	-0.0690297010891575	-0.0301635350861551	-0.000649609514412885	-0.00921824948484576	-0.0375791049184217	-0.00575012870521873	0.072185988542985	0.0836171182437187	0.0740146831079014	0.0675034349948072	0.0898602475588763	0.00154657551861729	0.0663853553900617	0.0736687687210655	0.0669522043535856	0.0498639866397763	0.34803532806479	0.125129011043175	-1.02261019893977	-0.335671622386662	-0.420030904791293	-0.138859684198148	-0.510109040381938	-0.0858840834403503	1.4476577868606	0.728140495679046	0.90053364163789	0.30759530033215	0.737432689843558	0.674865488274386	0.889685787637071	0.610477334053772	0.931635280992479	0.149110904944391	0.983777625352245	0.998353477037475	0.862034433582902	0.981309020952572	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.509801328301049	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	cellular metabolic compound salvage	BP	Any process which produces a useful metabolic compound from derivatives of it without de novo synthesis, as carried out by individual cells.
GO:0006424	-0.00235283946684959	0.0159871455330734	0.032605195154536	0.0438995493625064	2.42321038417986e-05	-0.0180174727472722	0.00420193153995908	0.0106766119073683	-0.0415553386675512	0.0526359303583062	0.0515397064165041	0.04509267437264	0.0591017764721693	0.000992210840841158	0.0384338990885764	0.0405550511535878	0.0424841998013568	0.030426817060737	-0.0447002541958166	0.310190853705638	0.72307077830627	0.742778846642257	0.0244223332827683	-0.468791175877013	0.103610559484829	0.251307826375192	-1.36574714945043	0.964386053807859	0.756704229990455	0.470390721338053	0.458393827040524	0.980537476518415	0.639674811855242	0.917571111152885	0.801806515697131	0.173388097799715	0.996471078768772	0.998353477037475	0.938744042583731	0.930635243819767	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.546901878179206	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	glutamyl-tRNA aminoacylation	BP	The process of coupling glutamate to glutamyl-tRNA, catalyzed by glutamyl-tRNA synthetase. The glutamyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a glutamic acid-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.
GO:0006779	-0.0220191101640145	-0.0278731793661478	-0.0264838440657719	-0.035613205630345	0.000534877569445055	0.0069013404637781	-0.00260560654210992	0.0211282767995326	0.0286626483806974	0.0548426139734532	0.0537254515984591	0.0470590801107552	0.0611618554031235	0.00097675557532909	0.0372244862201493	0.0422563923661615	0.0432044346830744	0.0312637157530574	-0.401496365119886	-0.518807725888846	-0.56277861792966	-0.582278045615442	0.547606364330035	0.185397870180475	-0.0616618314107776	0.489030280213567	0.916802359869662	0.688437484421508	0.604406984659755	0.574148460810558	0.560965022162719	0.58450743618022	0.853084743325466	0.950887118988521	0.625298738443757	0.360232213964779	0.983777625352245	0.998353477037475	0.966081458457755	0.95435742588386	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.718302120624324	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	porphyrin-containing compound biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
GO:0015940	0.0591680990120731	-0.042392802462675	-0.0283864667270129	0.0057858601008893	-0.00198036698909563	0.103087272193377	0.026875532040284	0.0648400001675037	-0.023983838734172	0.0635127590137782	0.0602089992603644	0.0532673217644599	0.0669672126600406	0.0011635389608617	0.0445145282378284	0.0504139008107975	0.0507375962609142	0.0366395779127909	0.931593902246278	-0.704094121866299	-0.532905837701651	0.0863984011140086	-1.70202034973457	2.31581185456152	0.53309764981582	1.27794781278303	-0.654588292235737	0.352549406610194	0.482105469424773	0.59462704609875	0.931226897352348	0.0901389226847413	0.0214728932593772	0.59449448817109	0.202590559217008	0.513404417362408	0.924592167433677	0.998353477037475	0.966081458457755	0.986519099268122	0.780471159831296	0.874443741317605	0.999842020564018	0.923518087619156	0.814866921745104	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	pantothenate biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of pantothenate, the anion of pantothenic acid. It is a B complex vitamin that is a constituent of coenzyme A and is distributed ubiquitously in foods.
GO:0015095	0.0540203173104368	-0.00873001973555586	-0.0409593711674815	0.00532386781543565	-0.00125388540046822	-0.00241876331468172	0.0185433677305812	-0.0126354016777681	0.0295768040623576	0.0652656717767767	0.0586852411006492	0.0554863992588039	0.0722360594333314	0.00126706310499107	0.0522603299312415	0.0558186504931849	0.0563290246390635	0.040501297801719	0.827698786204154	-0.148760055711167	-0.738187586771231	0.0737009723010872	-0.989599804089522	-0.0462829706177527	0.332207381703813	-0.224314228033085	0.730268057264632	0.408722037396327	0.881876806311801	0.461173133817136	0.941314096003548	0.323437514548188	0.963125947936617	0.740043323118671	0.822717276212829	0.465989404394565	0.951017046359042	0.998353477037475	0.932857336211301	0.986519099268122	0.999719775516207	0.999608607767095	0.999842020564018	0.999864596704734	0.789624050406064	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	magnesium ion transmembrane transporter activity	MF	Enables the transfer of magnesium (Mg) ions from one side of a membrane to the other.
