Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W_group1g2	W_group1g3	W_group1g4	p_group1g2	p_group1g3	p_group1g4	q_group1g2	q_group1g3	q_group1g4	diff_group1g2	diff_group1g3	diff_group1g4	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	Description	Ontology	Definition
GO:1990362	-0.0755353777125789	-0.0789364374319312	-0.164528366583143	0.063780112478568	0.05663710189292	0.0736368856980485	-1.1843092584379	-1.39372310364981	-2.23432000176922	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	butanol dehydrogenase activity	MF	Catalysis of the reaction: butanal + NADH + H+ => n-butanol + NAD+.
GO:0008830	0.00757642552844488	0.0213703463958266	0.0902674539412903	0.0604767461399392	0.0530027792685769	0.0684592429510388	0.125278326167111	0.403192939893553	1.31855758331784	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	dTDP-4-dehydrorhamnose 3,5-epimerase activity	MF	Catalysis of the reaction: dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-4-dehydro-6-deoxy-L-mannose.
GO:0004639	-0.0248230917142319	-0.00239777536944487	0.00318278225735653	0.0576748255382059	0.0511983017750715	0.0680143551659871	-0.430397343773293	-0.0468331035661879	0.0467957425985888	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate + ATP = (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + 2 H(+) + phosphate.
GO:0015205	0.0268355855196783	4.21973002673261e-06	0.0469751551658713	0.060535728194099	0.0528638895646602	0.0703415189874784	0.443301605848927	7.98225416533392e-05	0.667815478568687	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	nucleobase transmembrane transporter activity	MF	Enables the transfer of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acidfrom one side of a membrane to the other.
GO:0031071	0.0224708571482873	0.0488811946026695	0.0272782491772541	0.0552478489893315	0.0480956423415957	0.0615741241401054	0.406728181446964	1.01633312755227	0.4430148143916	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cysteine desulfurase activity	MF	Catalysis of the reaction: L-cysteine + [enzyme]-cysteine = L-alanine + [enzyme]-S-sulfanylcysteine.
GO:0008804	0.0124409856167034	-0.0415384966815591	-0.0205308040247133	0.0725861619897366	0.0672589254395275	0.091159161596463	0.17139610740767	-0.617590846272238	-0.225219316030984	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	carbamate kinase activity	MF	Catalysis of the reaction: ATP + NH3 + CO2 = ADP + carbamoyl phosphate.
GO:0002098	0.0124734797914558	-0.0296567618011064	0.0284068379665534	0.0540895944329502	0.0491057589023446	0.0609653950315541	0.230607752234452	-0.603936533392837	0.465950199319643	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	tRNA wobble uridine modification	BP	The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified.
GO:0016812	0.0179055287190185	0.0224500640863063	-0.00649626656421765	0.0499725139671222	0.044712218367535	0.0551507522519793	0.358307543438757	0.50210132500621	-0.117791078071551	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	MF	Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amide.
GO:0004127	0.0157387834456089	0.0707555977159467	0.0403143698714632	0.0535523788909849	0.0476369474436367	0.0587577821470433	0.293895131673756	1.48530922976674	0.68611115665624	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	cytidylate kinase activity	MF	Catalysis of the reaction: ATP + (d)CMP = ADP + (d)CDP.
GO:0050151	-0.0123570732424927	-0.0236478818546279	-0.0306102384124205	0.0721162186058465	0.0688565401183909	0.0851274913813726	-0.171349434029961	-0.343436975107493	-0.359581116695735	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	oleate hydratase activity	MF	Catalysis of the reaction: (R)-10-hydroxystearate = H(2)O + oleate.
GO:0004040	0.0361444070761396	-0.0565796004778488	0.0314128448266675	0.0772477222015348	0.067252061792675	0.0881468978022373	0.46790256134467	-0.84130655580899	0.356369260970976	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	amidase activity	MF	Catalysis of the reaction: a monocarboxylic acid amide + H2O = a monocarboxylate + NH3.
GO:0070573	-0.0114272496023809	0.0260653458060937	0.115354407893957	0.0626616198123824	0.0570525838924151	0.0734225203864803	-0.182364414399048	0.456865299129054	1.57110389682561	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	metallodipeptidase activity	MF	Catalysis of the hydrolysis of a dipeptide by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
GO:0009678	0.044688525393704	0.00862881375411513	0.0402896912036889	0.0736083906664666	0.0633176254136793	0.0766227627893648	0.607111838597262	0.136278227393078	0.525818826377285	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	hydrogen-translocating pyrophosphatase activity	MF	Catalysis of the hydrolysis of pyrophosphate, which generates a proton motive force.
GO:0004401	-0.0230828942717309	-0.0350660751635221	0.0248120301628246	0.0603066631250469	0.0571824519726637	0.0702118342089651	-0.382758605361204	-0.613231401484595	0.353388149481736	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	histidinol-phosphatase activity	MF	Catalysis of the reaction: L-histidinol phosphate + H(2)O = L-histidinol + phosphate.
GO:0000271	0.0233804778946983	0.0479222822238562	0.0538522650267801	0.0526772549049532	0.0473332930900768	0.0609928065289596	0.443843893097395	1.01244344298333	0.882928136799391	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	polysaccharide biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.
GO:0004450	-0.0439020364590478	0.00661728272644697	-0.055088317287412	0.0621641793452686	0.054372036645073	0.0705638953475308	-0.706227234420803	0.121703786261363	-0.78068702154408	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	isocitrate dehydrogenase (NADP+) activity	MF	Catalysis of the reaction: isocitrate + NADP+ = 2-oxoglutarate + CO2 + NADPH + H+.
GO:0004360	0.0169493494597895	0.0139228673152338	0.00666318134664637	0.0549535437689248	0.0475227697864449	0.062399007469912	0.308430508704955	0.292972555635952	0.106783450840292	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	MF	Catalysis of the reaction: beta-D-fructose 6-phosphate + L-glutamine = D-glucosamine 6-phosphate + L-glutamate.
GO:1901137	0.0169493494597895	0.0139228673152338	0.00666318134664637	0.0549535437689248	0.0475227697864449	0.062399007469912	0.308430508704955	0.292972555635952	0.106783450840292	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	carbohydrate derivative biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of carbohydrate derivative.
GO:0008134	-0.0734646177212247	0.0168424182065324	-0.0119119443961735	0.0589868323148814	0.0557388625316145	0.0768158431111566	-1.24544097111468	0.302166521553603	-0.15507145288943	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	transcription factor binding	MF	Interacting selectively and non-covalently with a transcription factor, any protein required to initiate or regulate transcription.
GO:0004124	-0.0199478792739048	-0.0239345959451531	-0.00346575371319901	0.054309290063593	0.0497276603860918	0.0624399311562433	-0.367301418423018	-0.481313533742024	-0.0555054057399049	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cysteine synthase activity	MF	Catalysis of the reaction: O3-acetyl-L-serine + hydrogen sulfide = L-cysteine + acetate.
GO:0015225	0.0093671977383968	-0.0189120181398526	-0.0588819743352698	0.0634846198196293	0.0574543567218293	0.0754650032419512	0.147550662900882	-0.329165953966153	-0.780255374090239	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	biotin transmembrane transporter activity	MF	Enables the transfer of biotin from one side of a membrane to the other. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions.
GO:0015878	0.0093671977383968	-0.0189120181398526	-0.0588819743352698	0.0634846198196293	0.0574543567218293	0.0754650032419512	0.147550662900882	-0.329165953966153	-0.780255374090239	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	biotin transport	BP	The directed movement of biotin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Biotin is cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid; the (+) enantiomer is very widely distributed in cells and serves as a carrier in a number of enzymatic beta-carboxylation reactions.
GO:0043768	0.00857253379784965	0.0249257781268494	0.0134039862209952	0.0610381496995131	0.0539762754940324	0.0705164258466794	0.140445505639534	0.46179136849865	0.190083176508957	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	S-ribosylhomocysteine lyase activity	MF	Catalysis of the reaction: S-(5-deoxy-D-ribos-5-yl)-L-homocysteine = (S)-4,5-dihydroxypentane-2,3-dione + L-homocysteine.
GO:0000413	-0.0165274384884794	0.0103262703287336	0.0124256294955529	0.0527384116694818	0.0459130579788584	0.0594962659842174	-0.313385215164592	0.224909225900148	0.208847215703403	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein peptidyl-prolyl isomerization	BP	The modification of a protein by cis-trans isomerization of a proline residue.
GO:0004673	-0.0200674292028101	-0.0365854528368865	-0.182153378652488	0.0719531043410372	0.068026263481766	0.0858737651967634	-0.278895947389514	-0.537813646735029	-2.12117610349468	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	protein histidine kinase activity	MF	Catalysis of the reaction: ATP + protein L-histidine = ADP + protein phospho-L-histidine.
GO:0015128	-0.139457443227593	-0.138388993490543	-0.140178728172868	0.0852628792878547	0.0792952452232541	0.104907389707564	-1.63561733303391	-1.74523696976926	-1.33621405092267	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	gluconate transmembrane transporter activity	MF	Enables the transfer of gluconate from one side of a membrane to the other. Gluconate is the aldonic acid derived from glucose.
GO:0035429	-0.139457443227593	-0.138388993490543	-0.140178728172868	0.0852628792878547	0.0792952452232541	0.104907389707564	-1.63561733303391	-1.74523696976926	-1.33621405092267	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	gluconate transmembrane transport	BP	The process in which gluconate is transported across a membrane. Gluconate is the aldonic acid derived from glucose.
GO:0051304	-0.013525011157038	-0.0430386680839854	-0.0220611428032736	0.0575711256131513	0.051221978748694	0.0697342082370141	-0.234926988364258	-0.840238294876156	-0.316360411353517	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	chromosome separation	BP	The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II).
GO:0042121	0.0128501243244116	-0.0286763299867461	0.031910087762086	0.0629629091657855	0.0630134220633482	0.071632228908248	0.204090384238383	-0.455082886276474	0.445471099370074	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	alginic acid biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of alginic acid, a hydrophilic polysaccharide occurring in, for example, the cell walls of brown algae (brown seaweeds).
GO:0006102	-0.0431097065750728	-0.00531356301800408	-0.0657343508167397	0.0643124978302956	0.0579406202116753	0.0743307505974238	-0.670316159836125	-0.0917070441875142	-0.884349347859511	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	isocitrate metabolic process	BP	The chemical reactions and pathways involving isocitrate, the anion of isocitric acid, 1-hydroxy-1,2,3-propanetricarboxylic acid. Isocitrate is an important intermediate in the TCA cycle and the glycoxylate cycle.
GO:0004152	0.0350265410666453	0.0424573926509457	0.00828112597020096	0.0560206368274184	0.047970779756143	0.0601347936244107	0.625243536137421	0.885067803082953	0.137709393698482	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	dihydroorotate dehydrogenase activity	MF	Catalysis of the reaction: (S)-dihydroorotate + A = AH(2) + orotate.
GO:0050515	0.017951222140343	-0.0163707960906207	-0.00575403503689234	0.0586620456078219	0.0498141666813902	0.0658223893908412	0.306010844905644	-0.328637357226667	-0.0874175958992606	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	MF	Catalysis of the reaction: 4-CDP-2-C-methyl-D-erythritol + ATP = 4-CDP-2-C-methyl-D-erythritol 2-phosphate + ADP + 2 H(+).
GO:0030527	-0.0290810373303783	0.0234780164096221	0.114479059867612	0.0602629592360295	0.0562328353535664	0.0746653380692347	-0.482569022481584	0.417514362596213	1.53322897649589	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	structural constituent of chromatin	MF	The action of a molecule that contributes to the structural integrity of chromatin.
GO:0008767	-0.0109183050555907	0.00397411585047219	-0.0261300738619282	0.0673401252466841	0.0610130821996219	0.0814444708428035	-0.162136690652032	0.0651354710694621	-0.320832999361762	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	UDP-galactopyranose mutase activity	MF	Catalysis of the reaction: UDP-D-galactopyranose = UDP-D-galacto-1,4-furanose.
GO:0030655	-0.00600645320587581	-0.0443091057106265	-0.0381853666730184	0.0906616815639075	0.0742232420116573	0.101837627742053	-0.0662512883311331	-0.596970766969023	-0.374963238241755	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	beta-lactam antibiotic catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of a beta-lactam antibiotic, any member of a class of natural or semisynthetic antibiotics whose characteristic feature is a strained, four-membered beta-lactam ring. They include the penicillins and many of the cephalosporins.
GO:0003984	0.00757589724790567	-0.0118473697492688	-0.0918298733575501	0.061748164903906	0.0536425064468749	0.0692019150536707	0.122690241235435	-0.220857870632908	-1.32698456807633	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	acetolactate synthase activity	MF	Catalysis of the reaction: 2 pyruvate = 2-acetolactate + CO2.
GO:0006213	-0.0353528895632238	0.0787232031913139	0.198321129669823	0.0780695030533705	0.0659647101693575	0.0842753179157774	-0.452838665298734	1.19341391767204	2.3532528215203	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	pyrimidine nucleoside metabolic process	BP	The chemical reactions and pathways involving any pyrimidine nucleoside, one of a family of organic molecules consisting of a pyrimidine base covalently bonded to ribose (a ribonucleoside) or deoxyribose (a deoxyribonucleoside).
GO:0004479	0.0177627727731808	0.00995212125535831	0.026392951174664	0.0525716062633306	0.0450493716783417	0.0594196857328401	0.337877687895007	0.220915872621215	0.444178572288833	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	methionyl-tRNA formyltransferase activity	MF	Catalysis of the reaction: 10-formyltetrahydrofolate + L-methionyl-tRNA + H2O = tetrahydrofolate + N-formylmethionyl-tRNA.
GO:0003949	0.0154743960070524	0.0234926080672378	0.0130811293327402	0.057382759955256	0.0488931843391697	0.0652209425657316	0.269669775715188	0.480488403133465	0.200566395058714	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	MF	Catalysis of the reaction: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide = 5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide.
GO:0006064	-0.0414660565317932	0.0387746944552238	0.138272083743989	0.0779259186370068	0.0653323154078384	0.077784391454188	-0.532121497661769	0.593499468267303	1.77763277643467	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	glucuronate catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of glucuronate, any salt or ester of glucuronic acid.
GO:0004425	-0.0207641734402167	-0.0279128240957688	-0.132332758375599	0.0719690930804531	0.0594658459610977	0.0775478781143647	-0.288515146592229	-0.469392533556645	-1.70646523919635	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	indole-3-glycerol-phosphate synthase activity	MF	Catalysis of the reaction: 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate = 1-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O.
GO:0030643	0.0184636991220157	-0.00298508411203281	-0.0363334765742799	0.0550194686044247	0.0496143088458372	0.0648625810567657	0.335584831884961	-0.0601657905042704	-0.560160819725659	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cellular phosphate ion homeostasis	BP	Any process involved in the maintenance of an internal steady state of phosphate ions at the level of a cell.
GO:0045936	0.0184636991220157	-0.00298508411203281	-0.0363334765742799	0.0550194686044247	0.0496143088458372	0.0648625810567657	0.335584831884961	-0.0601657905042704	-0.560160819725659	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	negative regulation of phosphate metabolic process	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates.
GO:0009035	0.0309820177165088	0.052413274746709	0.0978474368881265	0.0756024610559364	0.0659595194672558	0.0738286076282121	0.409801708618797	0.794627904660956	1.32533228014903	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	Type I site-specific deoxyribonuclease activity	MF	Catalysis of the endonucleolytic cleavage of DNA to give random double-stranded fragments with terminal 5' or 3' protrusions; ATP is simultaneously hydrolyzed. Cleavage is dependent on the presence in the DNA of a specific recognition site. Cleavage may occur hundreds or thousands of base pairs away from the recognition site due to translocation of DNA.
GO:0018492	-0.05814928498097	-0.258198967648475	-0.284273240383689	0.11359629884653	0.103148624320328	0.135218705570693	-0.511894186442907	-2.50317412713754	-2.10232185838422	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	carbon-monoxide dehydrogenase (acceptor) activity	MF	Catalysis of the reaction: CO + H2O + acceptor = CO2 + reduced acceptor.
GO:0016791	-0.158565749420693	-0.0552975040890542	0.0351736264731573	0.106752926466208	0.0963717466381919	0.127945223215719	-1.48535271743474	-0.573793731233879	0.274911603490298	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphatase activity	MF	Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.
GO:0015417	0.000947653569834797	-0.0819836479749916	-0.0654300228454034	0.0635523424428289	0.0606796545834242	0.0735971369961208	0.0149113869514298	-1.35108956268494	-0.889029458426517	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	polyamine-transporting ATPase activity	MF	Catalysis of the reaction: ATP + H2O + polyamine(out) = ADP + phosphate + polyamine(in).
GO:0006555	-0.0551645487529673	-0.00048945698174482	-0.000899300574123315	0.0612335360547963	0.0502757924926278	0.0671158909289819	-0.900887851774589	-0.0097354404073609	-0.0133992197924468	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	methionine metabolic process	BP	The chemical reactions and pathways involving methionine (2-amino-4-(methylthio)butanoic acid), a sulfur-containing, essential amino acid found in peptide linkage in proteins.
GO:0042773	0.0274952021652499	0.0584972498933407	0.121681313382556	0.0643742752861795	0.0620204649988075	0.0795586185881402	0.427114744873141	0.943192700900669	1.52945482892906	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ATP synthesis coupled electron transport	BP	The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP.
GO:0008972	0.00801260466066042	0.00214382308688748	0.0251313540444513	0.0614885354134428	0.0510441427125996	0.0715288837218727	0.130310546621162	0.0419993945036577	0.351345536750861	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphomethylpyrimidine kinase activity	MF	Catalysis of the reaction: ATP + 4-amino-2-methyl-5-phosphomethylpyrimidine = ADP + 4-amino-2-methyl-5-diphosphomethylpyrimidine.
GO:0042597	0.00665324176033398	-0.0407087147894529	-0.017327049040571	0.0572125808118546	0.0531398712137601	0.0610924443936921	0.116289838107695	-0.766067245923466	-0.283620163058332	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	periplasmic space	CC	The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria).
GO:0032049	-0.0328813971413844	-0.0315477432427639	0.0194804226376372	0.0709302807153317	0.0639111820966034	0.0821197806366899	-0.463573481026377	-0.493618521952523	0.237219613674097	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cardiolipin biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of cardiolipin, 1,3-bis(3-phosphatidyl)glycerol.
GO:0070004	-0.00573386984518279	0.183724834743498	0.190377229800117	0.0913789228247237	0.0805554426235555	0.0983791644017086	-0.0627482757285406	2.28072528385282	1.93513769869762	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	cysteine-type exopeptidase activity	MF	Catalysis of the hydrolysis of C- or N-terminal peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.
GO:0008808	-0.0319378082185895	-0.0335465335572156	0.0183871691939944	0.0713869051137907	0.0645530304553316	0.0824958040039805	-0.447390290525701	-0.519674031111965	0.222886114221121	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	cardiolipin synthase activity	MF	Catalysis of the reaction: phosphatidylglycerol + phosphatidylglycerol = diphosphatidylglycerol (cardiolipin) + glycerol.
GO:0006470	0.00786142745892951	0.0237170750901211	-0.0168765309521089	0.0641038048025489	0.0547835666513045	0.0689501530704365	0.122635894751397	0.432923165464553	-0.244764227497342	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	protein dephosphorylation	BP	The process of removing one or more phosphoric residues from a protein.
GO:0008963	0.0305517836155683	0.0316038053598265	0.0564236817687471	0.0549292101317729	0.0481682027312843	0.0595920786478026	0.556202857136955	0.656113443470882	0.946831912043525	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	MF	Catalysis of the reaction: UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine + undecaprenyl phosphate = UMP + N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenol.
GO:0043546	0.0888683389883174	0.0291094290532487	-0.0161039827953006	0.119188521520205	0.114630001616712	0.141069310768766	0.745611556002499	0.253942498845825	-0.114156528500359	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	molybdopterin cofactor binding	MF	Interacting selectively and non-covalently with the molybdopterin cofactor (Moco), essential for the catalytic activity of some enzymes, e.g. sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase. The cofactor consists of a mononuclear molybdenum (Mo-molybdopterin) or tungsten ion (W-molybdopterin) coordinated by one or two molybdopterin ligands.
GO:0046677	-0.00759351057392772	-0.0687078766251757	-0.0902801670689405	0.0810837149659795	0.0713112629449973	0.0946240974856111	-0.0936502548892061	-0.963492634791371	-0.954092767782211	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	response to antibiotic	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms.
GO:0009288	-0.0910770919687546	0.0191216542983544	-0.373168006166857	0.178704365497853	0.190968989873685	0.304021341686458	-0.509652306002837	0.100129630004338	-1.22744016619633	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	bacterial-type flagellum	CC	A motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope.
GO:0071586	-0.0232879873625976	-0.0310277099232734	-0.0510788518069144	0.060090242941802	0.0537443323557217	0.0663473776556964	-0.387550228165199	-0.577320594810033	-0.769869942290461	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	CAAX-box protein processing	BP	The second process in a series of specific posttranslational modifications to the CAAX box region of CAAX box proteins, in which the last three amino acids of the protein (AAX) are removed by proteolysis.
GO:0004156	0.0238143873464987	0.0174153866821593	0.0306282664981266	0.0697521029328461	0.0579840113966952	0.0718098433452066	0.341414614688048	0.300348083250272	0.426519054649506	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	dihydropteroate synthase activity	MF	Catalysis of the reaction: 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + 4-aminobenzoate = diphosphate + dihydropteroate.
GO:0044780	0.00671823661948583	0.0527966906367741	-0.411998377693395	0.194287845851061	0.220075243173746	0.379309857588342	0.034578779696986	0.239902907184757	-1.08617893643178	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	bacterial-type flagellum assembly	BP	The assembly of a bacterial-type flagellum, a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope which functions in cell motility.
GO:0008443	-0.0317414469724198	-0.0854634265344606	-0.0773368571647975	0.0633411756526711	0.0573532620257475	0.0712675645729516	-0.501118690099357	-1.4901232033863	-1.08516205974224	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	phosphofructokinase activity	MF	Catalysis of the transfer of a phosphate group, usually from ATP, to a phosphofructose substrate molecule.
GO:0016070	-0.0238470733499699	-0.0481413870182139	-0.0129199308386326	0.060598440440527	0.0522949722721719	0.0699893893316765	-0.393526189397136	-0.920573908475553	-0.184598422160902	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	RNA metabolic process	BP	The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage.
GO:0030288	-0.0817528396251996	-0.0141478876723343	-0.0923465010789322	0.075738029920981	0.0694765119033708	0.0896537194496266	-1.07941597781846	-0.203635549407136	-1.03003535877637	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	outer membrane-bounded periplasmic space	CC	The region between the inner (cytoplasmic or plasma) membrane and outer membrane of organisms with two membranes such as Gram negative bacteria. These periplasmic spaces are relatively thick and contain a thin peptidoglycan layer (PGL), also referred to as a thin cell wall.
