Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W	p_val	q_val	diff_abn	passed_ss	Description	Ontology	Definition
GO:0019898	2.34606872670264e-10	0.0948329069772404	0.094832907240708	0.20661111114011	0.185209781237567	0.276001809449218	0.094832907240708	0.912	0.999469234382339	FALSE	TRUE	extrinsic component of membrane	CC	The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.
GO:0070566	0.0988335929039662	0.125167630655661	0.414407214474567	0.210639316528026	0.184415441973943	0.258208471245746	0.414407214474567	0.099	0.4686	FALSE	FALSE	adenylyltransferase activity	MF	Catalysis of the transfer of an adenylyl group to an acceptor.
GO:0016760	0.0365579175098474	0.0891537298403763	0.269443878479991	0.217632906571333	0.17674167087606	0.257998282526186	0.269443878479991	0.354	0.794541622760801	FALSE	TRUE	cellulose synthase (UDP-forming) activity	MF	Catalysis of the reaction: UDP-glucose + ((1,4)-beta-D-glucosyl)(n) = UDP + ((1,4)-beta-D-glucosyl)(n+1).
GO:0019379	-0.129356144166673	-0.129356144463421	-0.129356144761047	0.225702912070362	0.197259544961426	0.267671576386765	0.129356144761047	0.814	0.999469234382339	FALSE	TRUE	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	BP	The pathway by which inorganic sulfate is processed and incorporated into sulfated compounds, where the phosphoadenylyl sulfate reduction step is catalyzed by the enzyme phosphoadenylyl-sulfate reductase (thioredoxin) (EC:1.8.4.8).
GO:0018551	0.276728123479696	0.276728123577282	0.27672812654447	0.179531052147153	0.166327729421028	0.224083071834672	0.27672812654447	0.251	0.702536136662286	FALSE	FALSE	hydrogensulfite reductase activity	MF	Catalysis of the reaction: trithionate + acceptor + 2 H2O + OH- = 3 HSO3- + reduced acceptor.
GO:0019491	0.193363317808043	0.228358786309052	0.228358786324234	0.191735446047077	0.166653338935794	0.231878551046653	0.228358786324234	0.398	0.819546769527483	FALSE	TRUE	ectoine biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of ectoine (1,4,5,6-tetrahydro-2-methyl-4-pyrimidinecarboxylic acid), a tetrahydropyrimidine commonly synthesized by halophilic bacteria.
GO:0047307	0.190718399357111	0.224617581372331	0.224617581390197	0.191540085470636	0.166613634313541	0.231871986440651	0.224617581390197	0.408	0.824191106906339	FALSE	TRUE	diaminobutyrate-pyruvate transaminase activity	MF	Catalysis of the reaction: L-2,4-diaminobutyrate + pyruvate = L-alanine + L-aspartate 4-semialdehyde.
GO:0006650	-3.21405554555725e-11	-3.44244965984451e-11	-0.331072460341485	0.231368182606726	0.192462936740256	0.27889687974868	0.331072460341485	0.282	0.737911547911548	FALSE	FALSE	glycerophospholipid metabolic process	BP	The chemical reactions and pathways involving glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue.
GO:0047294	-3.21405554555725e-11	-3.44244965984451e-11	-0.331072460341485	0.231368182606726	0.192462936740256	0.27889687974868	0.331072460341485	0.271	0.726075471698113	FALSE	FALSE	phosphoglycerol geranylgeranyltransferase activity	MF	Catalysis of the reaction: sn-glycerol 1-phosphate + all-trans-geranylgeranyl diphosphate = sn-3-O-(geranylgeranyl)glycerol 1-phosphate + diphosphate.
GO:0030253	0.0634911322476619	0.31423575842471	0.314235758416406	0.236857017970406	0.194554060722614	0.277067753683467	0.314235758416406	0.312	0.765622119815668	FALSE	TRUE	protein secretion by the type I secretion system	BP	The process in which proteins are secreted into the extracellular milieu via the type I secretion system; secretion occurs in a continuous process without the distinct presence of periplasmic intermediates and does not involve proteolytic processing of secreted proteins.
GO:0030256	0.0634911322476619	0.31423575842471	0.314235758416406	0.236857017970406	0.194554060722614	0.277067753683467	0.314235758416406	0.296	0.7525	FALSE	TRUE	type I protein secretion system complex	CC	A complex of three secretory proteins that carry out secretion in the type I secretion system: an inner membrane transport ATPase (termed ABC protein for ATP-binding cassette), which provides the energy for protein secretion; an outer membrane protein, which is exported via the sec pathway; and a membrane fusion protein, which is anchored in the inner membrane and spans the periplasmic space.
GO:0019058	1.08696239692152e-09	0.0486343510471404	0.571374206310733	0.277889762125884	0.213371080377987	0.295228438586694	0.571374206310733	0.057	0.347879656160458	FALSE	TRUE	viral life cycle	BP	A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome.
GO:0043711	0.789677690511302	1.43833787697915	1.43833787706332	0.272471252374168	0.215391332019191	0.307637589838902	1.43833787706332	0	0	TRUE	FALSE	pilus organization	BP	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a pilus, a short filamentous structure on a bacterial cell, flagella-like in structure and generally present in many copies.
GO:0019439	-0.410596218714855	-0.410596218724432	-0.512077098173018	0.295279566600813	0.275487020006244	0.339038588855269	0.512077098173018	0.138	0.535388788426763	FALSE	TRUE	aromatic compound catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring.
GO:0009428	0.0152648565159195	0.319783982584784	0.454367011247642	0.245819056008433	0.212335565968608	0.288128950629623	0.454367011247642	0.118	0.494763779527559	FALSE	TRUE	bacterial-type flagellum basal body, distal rod, P ring	CC	One of the rings of the bacterial-type flagellar basal body; anchors the basal body to the peptidoglycan layer.
GO:0044384	-0.0343632652211958	-0.254136780139633	-0.43359272032308	0.242305296708829	0.220212751368919	0.27660545652948	0.43359272032308	0.139	0.535388788426763	FALSE	TRUE	host outer membrane	CC	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites, occurring in a host cell.
GO:0003865	-0.0127690685662352	-0.376347245919673	-0.380066888746686	0.227104626976053	0.206393037364328	0.259148918398718	0.380066888746686	0.157	0.567758913412564	FALSE	FALSE	3-oxo-5-alpha-steroid 4-dehydrogenase activity	MF	Catalysis of the reaction: a 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.
GO:0008202	-0.0127690685662352	-0.376347245919673	-0.380066888746686	0.227104626976053	0.206393037364328	0.259148918398718	0.380066888746686	0.174	0.593942307692308	FALSE	FALSE	steroid metabolic process	BP	The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus.
GO:0008968	-0.085701747027284	-0.0857017471217522	-0.255298221904034	0.205717404000158	0.167768770825437	0.231473403525341	0.255298221904034	0.336	0.780228260869565	FALSE	TRUE	D-sedoheptulose 7-phosphate isomerase activity	MF	Catalysis of the reaction: D-sedoheptulose-7-phosphate = D-alpha,beta-D-heptose 7-phosphate.
GO:0008746	-0.752414722052522	-0.75241472240688	-0.752414722228401	0.232821378032826	0.198209779164136	0.260913292596645	0.752414722228401	0.003	0.0614423076923077	FALSE	TRUE	NAD(P)+ transhydrogenase activity	MF	Catalysis of the reaction: NADPH + H+ + NAD+ = NADP+ + NADH + H+.
GO:0004451	1.51975369030239	1.5609794850908	1.56097948518576	0.258553394408851	0.216233456511554	0.305193947214861	1.56097948518576	0	0	TRUE	FALSE	isocitrate lyase activity	MF	Catalysis of the reaction: isocitrate = glyoxylate + succinate.
GO:0004143	0.249666682679567	0.336748836993005	0.475937340985294	0.245148826147727	0.202390903296781	0.292389308546426	0.475937340985294	0.111	0.486481481481481	FALSE	TRUE	diacylglycerol kinase activity	MF	Catalysis of the reaction: NTP + 1,2-diacylglycerol = NDP + 1,2-diacylglycerol-3-phosphate.
