"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"Ruthenibacterium lactatiformans","Parasutterella excrementihominis",0.0147008547008547,-0.881118881118881,26,12,0.000567812054895601,0.011356241097912,0.895819735819736,1,1
"Ruminococcus [Genus]","Alistipes indistinctus",0.0383498854087089,0.918181818181818,34,11,0.00016557681380024,0.00414204956703306,0.879831932773109,1,1
"Parabacteroides distasonis","Rikenellaceae [Family]",0.346794160334671,0.81578947368421,52,19,0.00804858397916041,0.0731689452650947,0.46899531334954,1,1
"Prevotella stercorea","Blautia [Genus]",-0.655384615384615,0.515151515151515,25,10,0.00249718788416804,0.0312148485521005,1.17053613053613,1,1
"Anaerostipes [Genus]","Blautia obeum",0.0996515679442509,0.767857142857143,41,15,0.00726401978939894,0.0726401978939894,0.668205574912892,1,1
"Bacteroides vulgatus","Lachnospira [Genus]",0.582091592617908,-0.128070175438597,56,19,0.00588918037627876,0.0654353375142085,0.710161768056505,1,2
"Acidaminococcus [Genus]","Lachnospira [Genus]",-0.203076923076923,-0.981818181818182,25,11,3.89463414628491e-07,3.89463414628491e-05,0.778741258741259,1,2
"Collinsella aerofaciens","Roseburia [Genus]",0.086996336996337,-0.716403162055336,64,23,0.000165681982681322,0.00414204956703306,0.803399499051673,1,1
"Roseburia [Genus]","Dorea [Genus]",0.0328092959671907,-0.62051282051282,77,26,0.00177795336473364,0.0296325560788939,0.653322116480011,1,1
"Faecalibacterium prausnitzii","[Ruminococcus] [Genus]",0.38076813655761,-0.311355311355311,75,27,0.00243644804074833,0.0312148485521005,0.692123447912922,1,2
"Phascolarctobacterium faecium","[Ruminococcus] [Genus]",-0.364395105745077,0.832167832167832,42,12,3.31887358485775e-05,0.00165943679242887,1.19656293791291,1,2
