Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W	p_val	q_val	diff_abn	passed_ss
s__Roseburia_intestinalis	-0.259412953781317	-0.4568312167175	-0.807744196265056	0.310116935221918	0.27745263146696	0.322351426251806	0.807744196265056	0.019	0.131051282051282	FALSE	FALSE
s__Ellagibacter_isourolithinifaciens	0.546831490269558	0.844328940270394	0.947789282995442	0.439809630980845	0.383866311656748	0.440902856481396	0.947789282995442	0.035	0.174614035087719	FALSE	FALSE
s__Coprococcus_eutactus	-3.77861128448152e-11	-6.57486568849285e-11	-0.21518483822323	0.368840094876922	0.323697187816323	0.399796311863125	0.21518483822323	0.758	0.882692640692641	FALSE	TRUE
s__Akkermansia_muciniphila	-9.55527174788297e-11	-1.42181084495284	-1.73831719455399	0.702398140706722	0.599339203589071	0.685754291355378	1.73831719455399	0.012	0.111310344827586	FALSE	TRUE
s__Blautia_sp._BIOML_A1	-2.18412949983701e-10	-0.311895187279577	-0.382152953538338	0.457647101013293	0.411603745578693	0.549244441216428	0.382152953538338	0.631	0.808274881516588	FALSE	TRUE
s__Vescimonas_coprocola	0.107154927072003	0.22336865021148	0.389547660596324	0.41913826734776	0.365370343056217	0.443765179052117	0.389547660596324	0.453	0.658686486486487	FALSE	TRUE
s__sp._5	-0.0155969871844938	-0.0627868138263767	-0.127819400022621	0.249428254625517	0.238738355428331	0.302811633435811	0.127819400022621	0.847	0.915032128514056	FALSE	TRUE
s__Eubacterium_ramulus	-0.648541750912643	-0.681289210748513	-0.974610540603494	0.395882880368475	0.37292261493764	0.44948511925099	0.974610540603494	0.031	0.16878431372549	FALSE	TRUE
s__sp._6	1.22142520196734e-10	0.0266812247065096	0.15465089922435	0.240328071934854	0.214659896744654	0.258249310638947	0.15465089922435	0.682	0.846668202764977	FALSE	TRUE
s__Faecalibacterium_sp._HTFF	2.39685206095385e-11	0.0413607771010605	0.408570155381528	0.381122663188347	0.370648299712969	0.489249871376195	0.408570155381528	0.495	0.691912371134021	FALSE	TRUE
s__Coprococcus_catus	-0.14637366192541	-0.327902738511062	-0.663517328000524	0.267120146515732	0.236865405807339	0.297817003662562	0.663517328000524	0.026	0.148808510638298	FALSE	FALSE
s__Evtepia_gabavorous	-0.0948202159924568	-0.171447356257884	-0.171447356448251	0.330132733873251	0.298983832314443	0.368255663953563	0.171447356448251	0.847	0.915032128514056	FALSE	TRUE
s__Dialister_succinatiphilus	8.47500409626096e-10	0.8778838446467	1.86398003725069	0.631501363941421	0.660440042766196	0.798807807619004	1.86398003725069	0.02	0.1345	FALSE	FALSE
s__Blautia_stercoris	-1.02706000311351e-11	-0.300548164597667	-0.334254339998859	0.463887915134511	0.418867689207045	0.541406170684168	0.334254339998859	0.706	0.852431111111111	FALSE	TRUE
s__Lentihominibacter_faecis	7.64414327085811e-13	-0.015831444104365	-0.335207052645979	0.37837600826012	0.352395185061575	0.441737803576999	0.335207052645979	0.558	0.754281407035176	FALSE	TRUE
s__sp._7	-2.53096614259936e-10	-0.253518572196724	-0.380490637085637	0.215109288179768	0.199578225450831	0.24609767642143	0.380490637085637	0.134	0.336878504672897	FALSE	FALSE
s__Parolsenella_catena	4.95975469461732e-10	1.23930914271415	1.23930914342262	0.641296455167468	0.525263730784586	0.69291573464678	1.23930914342262	0.078	0.246847058823529	FALSE	FALSE
s__Senegalimassilia_anaerobia	0.487668512154758	0.572473659462427	0.796861121535446	0.553666088309131	0.480325659308286	0.533113774624245	0.796861121535446	0.142	0.350440366972477	FALSE	FALSE
s__Collinsella_bouchesdurhonensis	0.671952210838381	0.756216341319754	0.756216341519735	0.503077478898593	0.445979261934108	0.590496640583587	0.756216341519735	0.209	0.449768	FALSE	FALSE
s__Escherichia_coli	-1.73909791020984e-09	-0.0209547638283876	-0.392486968836609	0.536355705097565	0.474085840343691	0.561161817449186	0.392486968836609	0.604	0.788718446601942	FALSE	TRUE
s__Lachnospira_eligens	-0.163822131006387	-0.163822131046352	-0.402285263373803	0.311616050042642	0.274924056547087	0.36154306869925	0.402285263373803	0.337	0.56658125	FALSE	TRUE
s__Anthropogastromicrobium_aceti	2.99050840587521e-11	0.00511405049808313	0.189556418402377	0.448166324029887	0.411295623177363	0.530018485810171	0.189556418402377	0.906	0.954109375	FALSE	TRUE
s__Ruminococcus_bicirculans	-1.29321899427553e-09	-1.84391474109468e-09	-0.069417464530854	0.485056196955674	0.425524601298374	0.530847460214244	0.069417464530854	0.994	0.998	FALSE	TRUE
s__Veillonella_parvula	-0.696313778155283	-0.696313778173033	-1.06294250317747	0.454748387463691	0.429550451652906	0.544001025369873	1.06294250317747	0.053	0.212791044776119	FALSE	TRUE
s__Ruminococcus_flavefaciens	0.813972023326409	0.842687750032035	1.03821837055345	0.436281597061074	0.406752517587765	0.48379162034175	1.03821837055345	0.036	0.174614035087719	FALSE	FALSE
s__sp._8	-1.30899936445179e-11	-0.149216818786742	-0.379127618514282	0.234397829672215	0.209784713306735	0.263069369838649	0.379127618514282	0.171	0.398862068965517	FALSE	FALSE
s__Prevotella_sp._885	0.92196780749048	0.921967807674277	0.921967811586741	0.486459236212153	0.465950137607528	0.679605465970496	0.921967811586741	0.182	0.410114754098361	FALSE	FALSE
s__sp._9	0.309686838999173	1.14853482717009	1.30046223098953	0.588608929027111	0.513465725517167	0.594987263198563	1.30046223098953	0.024	0.148808510638298	FALSE	TRUE
s__Phascolarctobacterium_succinatutens	0.774677704503394	1.69360275950981	1.89329940785185	0.615578500155476	0.546732242043187	0.689509717956293	1.89329940785185	0.004	0.0538	FALSE	FALSE
s__Oscillibacter_valericigenes	0.0340070796136002	0.380542292226364	0.425629301029987	0.318787039177162	0.285730936951418	0.362321550868422	0.425629301029987	0.267	0.518647482014388	FALSE	TRUE
s__Lachnoclostridium_sp._210928_DFI_6_3	9.85162685895944e-10	0.121406203988391	0.560655704351421	0.498269240094734	0.451111200165041	0.538053497253805	0.560655704351421	0.352	0.577365853658537	FALSE	TRUE
s__Ruminococcus_lactaris	-0.622537628121931	-0.780496900439429	-1.07046506563255	0.309945453354391	0.300103738143297	0.369288510095483	1.07046506563255	0.003	0.0448333333333333	TRUE	TRUE
s__Ruminococcus_sp._NSJ_71	9.87796075594034e-11	2.99651315588076e-10	0.41045539621886	0.598532801114681	0.570241412450218	0.702109075631877	0.41045539621886	0.783	0.884987394957983	FALSE	TRUE
s__Ruthenibacterium_lactatiformans	-3.09880297613768e-11	-0.129138778918847	-0.129138779857075	0.306825868378912	0.274606775633422	0.32528619139198	0.129138779857075	0.875	0.930335968379447	FALSE	TRUE
s__Butyrivibrio_crossotus	-1.61760069607597e-09	-1.67427960311635e-09	-0.162457232905218	0.490935938766857	0.413414475171633	0.520121636065449	0.162457232905218	0.935	0.974864341085271	FALSE	TRUE
s__sp._10	0.35338553919263	0.362516544299428	0.374910348165722	0.347326429705983	0.327796481360112	0.40120336330669	0.374910348165722	0.446	0.652032608695652	FALSE	TRUE
s__sp._11	-0.09860815845056	-0.0986081587800998	-0.149769816805603	0.256763732526655	0.226996592160231	0.298042942907271	0.149769816805603	0.8	0.892946058091286	FALSE	TRUE
s__Flavonifractor_plautii	-0.341064752923868	-0.341064753563202	-0.63630373008024	0.263500795446258	0.234536018574092	0.280328211438286	0.63630373008024	0.017	0.131051282051282	FALSE	FALSE
s__Prevotellamassilia_timonensis	0.536119945719249	1.78925220315019	1.78925220400074	0.570040541467545	0.539102193842384	0.7244725825391	1.78925220400074	0.013	0.112806451612903	FALSE	TRUE
s__Roseburia_sp._BX1005	-0.0421602508540823	-0.0421602511231241	-0.3441725983332	0.315540945912123	0.295954685218416	0.378332378682001	0.3441725983332	0.446	0.652032608695652	FALSE	TRUE
s__Olsenella_uli	0.470656208649769	1.35947332716521	1.36469406004815	0.55881963858751	0.514553120953606	0.653437905997862	1.36469406004815	0.036	0.174614035087719	FALSE	FALSE
s__Gallintestinimicrobium_propionicum	-0.0361828845196668	-0.0361828845282847	-0.581860551134759	0.408014732785018	0.371110793300835	0.443045347188553	0.581860551134759	0.225	0.460560606060606	FALSE	TRUE
s__Roseburia_hominis	-0.0920847422995664	-0.0920847423591152	-0.1884598643192	0.302755834110505	0.285566542423379	0.346220109233315	0.1884598643192	0.747	0.877480349344978	FALSE	TRUE
s__Ruminococcus_sp._BSD2780120874_150323_B10	-0.488604818031623	-0.488604818446506	-0.782884565834668	0.625726855954459	0.527021199236695	0.684485445221724	0.782884565834668	0.306	0.538	FALSE	TRUE
s__Vescimonas_fastidiosa	4.81759912289195e-10	0.490848708839195	0.490848708917879	0.418621462975396	0.400006104988328	0.490008293485427	0.490848708917879	0.409	0.625119318181818	FALSE	TRUE
s__Faecalicatena_fissicatena	-0.822947891507945	-0.822947905789513	-0.94974625439008	0.429395955395256	0.391813978399774	0.483204759163181	0.94974625439008	0.059	0.214472972972973	FALSE	FALSE
s__Simiaoa_sunii	-0.0419663892504188	-0.160013564953834	-0.160013565277002	0.477163244896762	0.426809151398811	0.578225090463473	0.160013565277002	0.962	0.994578544061303	FALSE	TRUE
s__Ruminococcus_sp._FMBCY1	-0.4900938057972	-0.490093805830093	-0.49009380610575	0.576033197337241	0.497806021083371	0.719416159331831	0.49009380610575	0.644	0.817150943396226	FALSE	TRUE
s__Collinsella_sp._AM34_10	7.79533560160125e-11	0.0275071345555354	0.0362388327028447	0.376757930451053	0.353001372539396	0.414329473064826	0.0362388327028447	0.997	0.998	FALSE	TRUE
s__Senegalimassilia_faecalis	0.906593258066936	1.07893828425927	1.07893828441853	0.540360150060244	0.4575686374478	0.566613913885613	1.07893828441853	0.057	0.212958333333333	FALSE	FALSE
s__Mediterraneibacter_sp._NSJ_151	-0.17489301580734	-0.481777801026391	-0.481777802217538	0.484962053677533	0.444761423803387	0.572534604021095	0.481777802217538	0.516	0.711815384615385	FALSE	TRUE
s__Agathobaculum_butyriciproducens	-6.10009048300328e-11	-3.62685336408826e-10	-0.0386509524402374	0.261307212789728	0.221410636277118	0.273119040541942	0.0386509524402374	0.99	0.998	FALSE	TRUE
s__Anaerotardibacter_sp._CLA_AA_M13	-0.492145471418789	-0.811845286206327	-1.23804174401531	0.492985746940823	0.43458444158351	0.563019045873588	1.23804174401531	0.036	0.174614035087719	FALSE	TRUE
s__sp._12	-0.360687295000161	-0.360687295425135	-0.853276735007401	0.419678767508835	0.351819912176706	0.486297149406457	0.853276735007401	0.085	0.259829545454545	FALSE	TRUE
s__Phascolarctobacterium_sp._Marseille_Q4147	0.306558636747147	1.535258828059	1.53525882806325	0.575213040455818	0.483576856578361	0.645475711649066	1.53525882806325	0.022	0.144341463414634	FALSE	TRUE
s__Eggerthella_lenta	-0.134927421817436	-0.449649416743105	-1.24745728986153	0.368262089322857	0.341276629912991	0.385608001977333	1.24745728986153	0.001	0.0192142857142857	TRUE	TRUE
s__Eubacterium_ventriosum	-4.21959578059293e-11	-0.41524948437222	-0.977794434224688	0.435219440355436	0.349309058664126	0.471727828421699	0.977794434224688	0.037	0.174614035087719	FALSE	TRUE
s__Alistipes_putredinis	-0.659738705148336	-1.67667759089488	-1.8099738571343	0.639130744471396	0.580616734775198	0.687012307903056	1.8099738571343	0.008	0.0978181818181818	FALSE	TRUE
s__sp._13	-0.238605093773699	-0.37517801503539	-0.648820681125289	0.259285848276254	0.237396476518309	0.283886166793499	0.648820681125289	0.023	0.147309523809524	FALSE	FALSE
s__Absicoccus_porci	0.609637724477702	0.765678874452946	1.32228300567745	0.576804229303217	0.502121509319233	0.709865731667121	1.32228300567745	0.072	0.239111111111111	FALSE	TRUE
s__Oscillibacter_sp._MSJ_31	0.179732229742587	0.515745206389879	0.515745206460653	0.399935554802842	0.374869495160551	0.462231260780226	0.515745206460653	0.3	0.536230263157895	FALSE	TRUE
s__Bacteroides_caccae	-0.34737942914402	-0.397345849551113	-1.0674482463846	0.483195383424616	0.443849051937043	0.565008814410404	1.0674482463846	0.054	0.212958333333333	FALSE	FALSE
s__Intestinibacter_bartlettii	-6.81931497091148e-12	-1.08665791525147e-11	-1.07978412355142	0.61571618844892	0.539496946755885	0.678544717101492	1.07978412355142	0.128	0.324830188679245	FALSE	TRUE
s__sp._14	-0.0820942115307021	-0.247152810536398	-0.247152810555828	0.282177429039903	0.262610002542163	0.317065023758492	0.247152810555828	0.602	0.788718446601942	FALSE	TRUE
s__Bacteroides_ovatus	-0.333576685117453	-0.333576685437159	-0.726137473160909	0.439724113805478	0.387111969032812	0.494788260375049	0.726137473160909	0.185	0.410114754098361	FALSE	TRUE
s__Blautia_schinkii	-7.07054286070463e-12	-0.14220535332489	-0.157810806361273	0.359998019212851	0.343562850892114	0.435529155684966	0.157810806361273	0.881	0.933027559055118	FALSE	TRUE
s__Faecalibacillus_intestinalis	-0.521398257289149	-0.521398257604125	-0.859380829343017	0.54974298555736	0.477294673762267	0.5510382626471	0.859380829343017	0.139	0.346212962962963	FALSE	TRUE
s__Holdemanella_sp._MSK_7_32	1.82886697538617e-11	3.14950938499746e-11	0.320519528549902	0.441315521981873	0.380318128813887	0.455006711934784	0.320519528549902	0.617	0.795416267942584	FALSE	TRUE
s__sp._15	-1.17495094627463e-10	-0.165633946543011	-0.330785782173421	0.247268951580734	0.21865092888775	0.280650862717352	0.330785782173421	0.264	0.51836496350365	FALSE	TRUE
s__Pseudoflavonifractor_sp._MSJ_30	0.162142996924369	0.258202553289023	0.433574309039528	0.392706842473393	0.367089045797666	0.450603565815682	0.433574309039528	0.402	0.617931428571429	FALSE	TRUE
