Feature	lfc_(Intercept)	lfc_group1g2	lfc_group1g3	lfc_group1g4	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_group1g2	se_group1g3	se_group1g4	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_group1g2	W_group1g3	W_group1g4	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_group1g2	p_group1g3	p_group1g4	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_group1g2	q_group1g3	q_group1g4	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_group1g2	diff_group1g3	diff_group1g4	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes
s__Dialister_succinatiphilus	-0.188334373780677	-1.59782324346002	-0.0305023582357651	0.963076716541558	0.00262646182118512	0.454086233873709	0.956246288477517	-0.616173095346367	-0.120057027129189	0.832874521093939	0.631501363941421	0.660440042766196	0.798807807619004	0.0157633312188688	0.647841853564878	0.732013402302439	0.631063350064895	0.489408777562978	-0.226125747649609	-2.53019761269785	-0.0461849013697119	1.20564259306902	0.166618450422537	0.700921422990827	1.30632347094983	-0.976404500884108	-0.245310326731399	0.821407404932302	0.0124177156820522	0.963223499669883	0.229828789776004	0.867891715471423	0.484423675798761	0.193415841268825	0.330415456170063	0.80654704902524	0.996136557408079	0.477195074067435	0.996946020825972	0.515199537081209	0.994214556961177	0.911258523006061	0.994297915675621	0.900492269537285	0.964271805279065	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
s__Blautia_stercoris	0.00403777051454282	0.364833234812881	-0.16353331698563	-0.197290813506864	0.0034576272264557	-0.708391698382018	-0.887815556917156	-0.0654488457291689	0.311484183730499	0.562710460448334	0.463887915134511	0.418867689207045	0.541406170684168	0.00961801294051312	0.447140199242267	0.459264962576038	0.442664722433606	0.331348482046284	0.00717557393783965	0.786468504373719	-0.390417597726894	-0.364404441969234	0.359494965107755	-1.58427200144938	-1.93312277064934	-0.147851957502634	0.940050130324693	0.994281155870782	0.432424289515153	0.696598799424933	0.715899782137769	0.719563513431892	0.114542594927878	0.0544815700471936	0.882592605159891	0.348204445651708	0.996136557408079	0.953460113767017	0.889808935953402	0.85627910917701	0.994214556961177	0.655573575225512	0.994297915675621	0.954691971524427	0.700203739767542	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Lentihominibacter_faecis	-0.56877195253626	0.463506198952052	0.135954437802987	-0.197467351063525	0.0028403035966355	0.198709215594356	0.398286311544493	0.299613150110751	0.0536340436231057	0.493135616751925	0.37837600826012	0.352395185061575	0.441737803576999	0.00795967334130394	0.373233156111384	0.399837609842609	0.386676377853642	0.275346469449783	-1.15337836735971	1.22498834184383	0.385801065298979	-0.447023889430611	0.356836703573844	0.532399687274984	0.996120179142913	0.774842134846302	0.194787475322567	0.249995385733902	0.221877766337423	0.700013454005431	0.655293618776667	0.721553000257325	0.594981653500281	0.320276257174366	0.43925744799773	0.845737471056243	0.932907266245772	0.944457888567069	0.889808935953402	0.843416188760399	0.994214556961177	0.93462195854302	0.994297915675621	0.935265004567039	0.968756697612857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__sp._7	-0.117224627940664	0.00907008409678403	-0.252363733759197	-0.379261558118141	-0.000542826866233032	0.0786428869190079	0.168271731819307	0.133674425920165	0.258517803095714	0.26041441574794	0.215109288179768	0.199578225450831	0.24609767642143	0.0045151022981143	0.204038373302947	0.217645446575354	0.187688081003699	0.149310783698728	-0.450146462145659	0.042165004466028	-1.26448530739828	-1.54110174314964	-0.120224710403514	0.385431846205921	0.773146116617913	0.712215848791863	1.73140744889088	0.653040177582443	0.96640472012176	0.207369965777914	0.124703495595594	0.904412907578151	0.700283254073943	0.440251000344413	0.477072277232564	0.0847559625130094	0.996136557408079	0.989707588676162	0.556887916668996	0.349429586616821	0.994214556961177	0.93462195854302	0.994297915675621	0.935265004567039	0.465292937061215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
s__Parolsenella_catena	-1.1402416046103	-0.275591969947688	1.20793827548308	0.956092035492182	0.00424780431195843	0.719532564881276	0.560073461817649	0.566493560697018	-0.221443122285809	0.70094669918051	0.641296455167468	0.525263730784586	0.69291573464678	0.0128509648915473	0.585248714698836	0.641227335578401	0.606490583640573	0.433699263012532	-1.6267165619631	-0.429741920023119	2.29967957939679	1.37980996488636	0.330543608811227	1.22944749268102	0.87343977828464	0.934051700022339	-0.510591419380415	0.105387705638983	0.667850689883059	0.0225090946635666	0.169201303575108	0.741338750419256	0.220363049547948	0.383481494579047	0.351414912205391	0.610205967933864	0.741259769286562	0.989663083780718	0.232302410968304	0.429388213789661	0.994214556961177	0.765167013610366	0.994297915675621	0.900492269537285	0.856741782641575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
s__Senegalimassilia_anaerobia	-1.07538834923905	0.48766812567551	0.572473740437556	0.796861325980432	0.0159443439896539	-0.258998856843925	-0.463283576271103	-0.139155498754392	0.246582321995951	0.628861115494098	0.553666088309131	0.480325659308286	0.533113774624245	0.0100408185962705	0.460306394569875	0.544595639260758	0.478506798444167	0.35509958252839	-1.71005699468969	0.880798257239892	1.19184501044973	1.49473032570221	1.58795259936038	-0.562666215154237	-0.85069277620359	-0.290811957545529	0.694403300167883	0.088678108629921	0.379397036235365	0.234617872443976	0.136430934744784	0.113746354288449	0.574240356951916	0.39587343405902	0.771471618835808	0.488168686554344	0.734673189369475	0.944457888567069	0.58983371670495	0.378349705632443	0.994214556961177	0.93462195854302	0.994297915675621	0.954254343794924	0.791068534235653	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Collinsella_bouchesdurhonensis	-0.474934889547247	0.661615443975366	0.836034361062653	0.531186039210115	0.00119074299364806	-0.274555783893936	0.319822889535594	-0.171900267605229	-0.259358591226397	0.594657111765796	0.503077478898593	0.445979261934108	0.590496640583587	0.0105656511471905	0.470537728055882	0.492227836741527	0.454356286366816	0.342608046452117	-0.798670158231117	1.31513627965193	1.87460366976923	0.899558105335104	0.112699442472572	-0.5834936659135	0.649745637412082	-0.378338041671659	-0.757012550966589	0.425379742771633	0.189891531164985	0.0622290058664595	0.36938092661159	0.910375990656442	0.56018419727638	0.516563260993815	0.705559857011718	0.449886829579029	0.996136557408079	0.944457888567069	0.336799537953464	0.623736142392409	0.994214556961177	0.93462195854302	0.994297915675621	0.954254343794924	0.775797089870667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Escherichia_coli	-1.35222136858233	0.0219100697154103	-0.0137570255972715	-0.385726489556745	0.0262663716276124	0.219947818341946	-0.690448363653699	0.723934280603874	0.218097814073659	0.614987235967466	0.536355705097565	0.474085840343691	0.561161817449186	0.0113794079734001	0.523537634113859	0.540985599636534	0.495230533292528	0.379476363273226	-2.19877956727847	0.040849886571869	-0.0290180056575793	-0.687371231546189	2.30823709713292	0.420118448054323	-1.2762786368391	1.46181269517211	0.574733593925129	0.0289309011989141	0.967452448970905	0.976876417508233	0.492569534455339	0.0219105522809459	0.674807094949142	0.203196637216409	0.145213006390221	0.566056078004896	0.486400776406744	0.989707588676162	0.996946020825972	0.729414699073565	0.994214556961177	0.93462195854302	0.994297915675621	0.720670761815241	0.847117691533124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Lachnospira_eligens	0.205378889823439	-0.298258663113397	-0.0687557422630822	-0.402507150968929	-0.00372426888124082	0.05536935597376	-0.00330231458168427	0.249305263086687	-0.125894593267997	0.372785943637058	0.311616050042642	0.274924056547087	0.36154306869925	0.00682392445293058	0.295152764576501	0.322330977829963	0.28001130442673	0.225335573868779	0.55092981194429	-0.957135112496877	-0.250089945298425	-1.11330346455558	-0.545766429117105	0.187595586486227	-0.0102451045937828	0.890339993940931	-0.558698261026954	0.582230852930248	0.339530931232142	0.802747004270052	0.266771364439454	0.58576959394284	0.851363504346732	0.991834850804196	0.374238603608456	0.576925739748159	0.996136557408079	0.944457888567069	0.936388896832803	0.527658066428038	0.994214556961177	0.966315538688907	0.994297915675621	0.916270305099025	0.847117691533124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Anthropogastromicrobium_aceti	0.161192220657723	-0.065950455222532	-0.0198536463493545	0.163383556057727	-0.00303020434074342	-0.354994226567061	0.0215518358628517	-0.104373651386151	0.0045877180120426	0.567578121863237	0.448166324029887	0.411295623177363	0.530018485810171	0.00953155603309406	0.438430010114534	0.491545245273991	0.4179532028695	0.326356247064622	0.284000059989211	-0.147156204485667	-0.0482709886285198	0.308260108716743	-0.317912870702579	-0.809694177810325	0.0438450703573352	-0.249725688592798	0.0140573929664481	0.776673850481119	0.883141683702743	0.961543479012724	0.758172169822018	0.750848528785636	0.41897909368399	0.965067135094913	0.803029377125474	0.988796760923388	0.996136557408079	0.989663083780718	0.996946020825972	0.864187769839503	0.994214556961177	0.87002673090176	0.994297915675621	0.954254343794924	0.991237700560778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Ruminococcus_bicirculans	0.152295970327616	-0.0132525759655679	0.0958423608108558	-0.027746650662203	-0.00631759205522114	0.0496250918513335	0.487886778010486	0.216488682598591	-0.372484896319221	0.581591520006059	0.485056196955674	0.425524601298374	0.530847460214244	0.0099470107380424	0.451688336986834	0.51845077358151	0.441789814498326	0.337590365218851	0.261860713385281	-0.0273217331285409	0.225233418980756	-0.0522685945431571	-0.635124684349588	0.109865780866465	0.941047449191974	0.490026423185933	-1.10336352780018	0.793673836959387	0.978227890141491	0.822006770534869	0.958362105714967	0.526007106385668	0.91261597304452	0.34771268521051	0.624603511808501	0.271074761702565	0.996136557408079	0.992993594143627	0.938491667731955	0.980225879989834	0.994214556961177	0.992948829364193	0.994297915675621	0.954254343794924	0.675176952759167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Veillonella_parvula	0.608971116165541	-0.815156329626729	-0.598659016057418	-1.06350786963995	-0.00394742297078397	0.177482354159683	0.919527754669707	-0.0914633322734428	-0.349719416720929	0.510309249843598	0.454748387463691	0.429550451652906	0.544001025369873	0.00910529865326548	0.435780314349492	0.487892986379413	0.465746803200904	0.340398743373791	1.1933374054109	-1.79254363973267	-1.39368731601558	-1.95497401667002	-0.433530312525036	0.407274831642221	1.88469148018174	-0.196379946453415	-1.02738163265457	0.234040297786185	0.0744388183650846	0.164837709319644	0.0518702200443526	0.665060205935399	0.684207615031645	0.0608081056012149	0.844496579528081	0.305384625287184	0.913838005690668	0.910183733645808	0.515597021011443	0.221477606221124	0.994214556961177	0.93462195854302	0.994297915675621	0.954254343794924	0.691294672728009	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Ruminococcus_flavefaciens	-0.229585630506146	0.8139713074548	0.84268757962806	1.0382190130729	0.00044279347340779	-0.0909459814637548	-0.75905596720125	-0.379052927237528	-0.563973000208594	0.528979134847311	0.436281597061074	0.406752517587765	0.48379162034175	0.00939287667821715	0.434659797848638	0.445716267618192	0.39958587292066	0.309201399643675	-0.434016420274147	1.86570167739817	2.07174520916452	2.14600453877127	0.047141412431685	-0.209234858880197	-1.7030026102872	-0.948614435407709	-1.82396651780528	0.664698013337515	0.0634021354011013	0.0394446294234107	0.0329575945816237	0.962442902041549	0.834456772217531	0.0899671201094348	0.343848235307682	0.0695015775839974	0.996136557408079	0.81215116299506	0.261357795370375	0.179006777135791	0.994214556961177	0.959767288699363	0.994297915675621	0.900492269537285	0.465292937061215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
s__sp._8	-0.175981406793648	0.11290268566923	-0.133749901221021	-0.363655404593434	0.00385195133659304	-0.0107553292208175	0.0461888152991567	-0.094580214813687	0.0829293249807071	0.284703659418707	0.234397829672215	0.209784713306735	0.263069369838649	0.00476266040358123	0.21730513385809	0.235033378358557	0.21359982787707	0.163914566841293	-0.618121337649672	0.481671207566704	-0.637557899776326	-1.38235555441699	0.808781439402358	-0.0494941331107306	0.196520237345578	-0.442791624664226	0.505930171910845	0.537123318898108	0.630509773265085	0.524412648264629	0.1682393030175	0.419499053066016	0.960569615988611	0.844381174515974	0.658343753544478	0.613403196007467	0.996136557408079	0.989663083780718	0.801517058995371	0.429388213789661	0.994214556961177	0.99361255669852	0.994297915675621	0.954254343794924	0.856741782641575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Prevotella_sp._885	-0.943760595554765	1.08567305219649	0.788661321521744	0.885841291304646	-0.0058253712675918	-0.590826913614265	0.235101069379372	0.827039661707564	0.341114753182022	0.65021804435785	0.486459236212153	0.465950137607528	0.679605465970496	0.0124434646139358	0.501492520278216	0.607005204815485	0.459837732718668	0.377133403611251	-1.45145248389225	2.23178628624704	1.6925873776349	1.3034640473935	-0.468147051349976	-1.17813704038196	0.387313102942563	1.79854675434726	0.904493608669157	0.148507681423163	0.0269437028896462	0.0923767469822053	0.194189289918128	0.640282629140172	0.240398247914698	0.699011750582784	0.0738750094281598	0.36702129110492	0.849969495804912	0.639490438215433	0.407366310462512	0.464487482492918	0.994214556961177	0.765167013610366	0.994297915675621	0.537091284761486	0.700203739767542	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
s__sp._9	-1.51062506143333	0.309685950957904	1.14853528486323	1.30046149882443	0.0197973846306293	-0.759650874955899	0.222502504489788	-0.322715939237331	0.424737770722911	0.710336313711548	0.588608929027111	0.513465725517167	0.594987263198563	0.0111777028013826	0.52409701704071	0.566527126379516	0.532218379244329	0.380016336886483	-2.12663358506935	0.526131928494139	2.23682950542885	2.18569636572276	1.77114967023282	-1.44944704941317	0.392748191797499	-0.60636000525863	1.11768292437856	0.0346345967446925	0.599359780002092	0.0263639257594641	0.0299596965145452	0.0780073215843719	0.148726082329174	0.694909611355226	0.544940108609311	0.264997941292717	0.548041560254251	0.989663083780718	0.234422860861553	0.179006777135791	0.994214556961177	0.707274432694351	0.994297915675621	0.93967236676862	0.675176952759167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Phascolarctobacterium_succinatutens	-1.21065449828891	0.774677676993984	1.69360334654783	1.89329874888898	-0.00511277094690297	-0.479325414822521	0.26768017948774	0.418463753398406	0.203688462233487	0.73036162640541	0.615578500155476	0.546732242043187	0.689509717956293	0.0123931387183577	0.584701542167175	0.687492879743799	0.561288483842095	0.391090575865325	-1.65760967515139	1.25845473290299	3.09768331975207	2.745862312863	-0.41254851277744	-0.819777921306516	0.389357020813792	0.74554131332602	0.520821709351617	0.0991284601696847	0.209848199038471	0.00226140546307569	0.00664448917893305	0.680425667300645	0.413420912379349	0.697469770703593	0.45691161997917	0.603127540528086	0.740709882934589	0.944457888567069	0.07603975869592	0.0954235392363521	0.994214556961177	0.87002673090176	0.994297915675621	0.935265004567039	0.856741782641575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
s__Oscillibacter_valericigenes	0.126724696272904	0.0340067669228477	0.38054192454893	0.425629195110236	-0.00100240977943183	-0.319840815568511	-0.0906915162120208	-0.285668864107147	-0.396783534822238	0.376574613175495	0.318787039177162	0.285730936951418	0.362321550868422	0.00679226298107904	0.310038226443535	0.329523263211053	0.282432312667644	0.225664324036698	0.336519488672611	0.106675500392439	1.3318191183954	1.17472779107419	-0.147581120198703	-1.03161735647059	-0.275220375424404	-1.01145956498013	-1.75829093285349	0.736794205253888	0.915141895539175	0.184273201480305	0.241350911875917	0.882806108526835	0.303363955269673	0.783400631505876	0.312887828677857	0.0800636834840056	0.996136557408079	0.989663083780718	0.544719683496725	0.515265042020807	0.994214556961177	0.786934205121295	0.994297915675621	0.900492269537285	0.465292937061215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
s__Lachnoclostridium_sp._210928_DFI_6_3	0.285544664776465	-0.0535655516779135	0.100510119549072	0.538790315440299	-0.00716541263126499	-0.589581466288425	-0.0473699060454587	-0.146561784475147	0.00843202057133888	0.587273915264575	0.498269240094734	0.451111200165041	0.538053497253805	0.0105722337939262	0.474853112746599	0.537378199644873	0.451773509286464	0.350475632388011	0.486220581835008	-0.10750322790893	0.222805639745366	1.00136941436169	-0.677757678361366	-1.24160808987484	-0.0881500330247173	-0.32441429491213	0.0240587926580979	0.627303701902471	0.914489551618134	0.82389732691697	0.317768712587494	0.498650687604448	0.215727752244261	0.92983910170916	0.745938346051303	0.980827923735473	0.996136557408079	0.989663083780718	0.938491667731955	0.58149512711589	0.994214556961177	0.765167013610366	0.994297915675621	0.954254343794924	0.991237700560778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Ruminococcus_lactaris	0.508173489226775	-0.622537571839084	-0.780496934854975	-1.07046512260361	-0.00325713177235905	-0.083388774340867	-0.033112972376233	0.0570841963538097	0.311909144162846	0.390260756494529	0.309945453354391	0.300103738143297	0.369288510095483	0.0063181966634518	0.296476053087009	0.316023193718097	0.298377414051224	0.230308140476166	1.30213832871996	-2.00853913197196	-2.60075712379928	-2.89872306703187	-0.51551604767231	-0.281266474889269	-0.104780196626235	0.191315406815644	1.3543122857836	0.194206443953167	0.0457865486120345	0.00992112447821184	0.00411922682187523	0.606700864642049	0.778765666159211	0.916643985664135	0.848451790022408	0.177001354424972	0.870692223723363	0.752438526044441	0.133439124231949	0.0692545009427773	0.994214556961177	0.939407911196537	0.994297915675621	0.954254343794924	0.615881658253825	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Ruminococcus_sp._NSJ_71	-0.0739956437730801	-0.356617009547656	-0.561401952818456	0.0890135532136957	0.00249144015791667	0.408562308871317	-0.0658243598479025	0.313114518507089	-0.163907752606849	0.751290197712027	0.598532801114681	0.570241412450218	0.702109075631877	0.013251397467714	0.594167087710801	0.65283410624247	0.597445938655921	0.453344099966474	-0.0984914271454968	-0.595818656694351	-0.984498741342232	0.126780234443752	0.188013389832044	0.687621911953119	-0.100828616670733	0.524088454281746	-0.361552632137422	0.921638316111696	0.551953629714238	0.326030856088333	0.899238603470826	0.851052128950596	0.492468148948845	0.919785053055146	0.600783190126106	0.718058734733104	0.996136557408079	0.989663083780718	0.651689010624126	0.946496923243417	0.994214556961177	0.919957861578051	0.994297915675621	0.954254343794924	0.919799045920024	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Ruthenibacterium_lactatiformans	0.204182604195298	0.26956554539374	-0.0736070816942164	-0.0480140495980219	-0.00925225169758568	0.115342645594587	0.278389884302793	-0.00227274300742797	-0.0398445669977276	0.372199042682329	0.306825868378912	0.274606775633422	0.32528619139198	0.00620194689115766	0.292098567649412	0.304334499879296	0.274561225325069	0.212651634326026	0.548584442140995	0.878561989632641	-0.26804539518164	-0.147605557409486	-1.49183020428262	0.394875765816919	0.914749673182655	-0.00827772750772489	-0.187370142364578	0.583837013741597	0.380580238710544	0.788911045674417	0.882786844112197	0.137150640566066	0.693310315614706	0.361306690649496	0.993402771848878	0.851540038245956	0.996136557408079	0.944457888567069	0.930776628449202	0.94587170913995	0.994214556961177	0.93462195854302	0.994297915675621	0.997109498609508	0.968756697612857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Butyrivibrio_crossotus	0.0780750538714283	-0.210677562988953	0.158798964873524	-0.136397098189421	-0.00368925775504195	0.0166881831055705	0.0320907225826996	0.521967129553791	-0.343818682982092	0.555267106762516	0.490935938766857	0.413414475171633	0.520121636065449	0.00903556713429124	0.464498991951556	0.462642462960225	0.458140096756869	0.344247408574012	0.140608101795629	-0.429134529279191	0.384115637962597	-0.262240769719215	-0.408303950400712	0.0359272751819254	0.0693639800751677	1.13931771798353	-0.99875460037972	0.888307620361173	0.668243361290468	0.701262061048778	0.793380098233424	0.683445861416372	0.971372777283702	0.944762620672385	0.255804047355799	0.319005872466282	0.996136557408079	0.989663083780718	0.889808935953402	0.882976955044816	0.994214556961177	0.99361255669852	0.994297915675621	0.898717090124401	0.695793130076522	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__sp._10	-0.338312537919286	0.353386177492279	0.362515916581025	0.374910652323784	0.0030078497406186	-0.238336446616009	0.021401835644468	0.0965167341111775	-0.169571979948646	0.415495037828663	0.347326429705983	0.327796481360112	0.40120336330669	0.0067730560281478	0.333667909975467	0.318938579167756	0.304108223102282	0.239239583545989	-0.814239659003569	1.01744683752234	1.1059176568243	0.934465377442992	0.444090485612171	-0.714292383206801	0.0671033140622696	0.317376271929074	-0.708795665981629	0.416376298265951	0.310043490535278	0.269953815326284	0.351074641462959	0.657407796711141	0.47579340416421	0.94655957947932	0.751255065568408	0.479191596377351	0.996136557408079	0.944457888567069	0.628986842051314	0.621309727325894	0.994214556961177	0.907719331348741	0.994297915675621	0.954254343794924	0.791068534235653	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__sp._11	0.100583072453871	-0.120679951808667	-0.0823962339931534	-0.149142171533082	-0.0010676077814691	-0.106472058461173	-0.061835720149623	-0.0659424254202755	0.0136226154121075	0.315776216150783	0.256763732526655	0.226996592160231	0.298042942907271	0.00538146789204159	0.248203589254836	0.259203891445703	0.225989060310013	0.177373128165372	0.318526435207655	-0.470003884976783	-0.362984453682865	-0.500404975465179	-0.198385979975452	-0.428970663884542	-0.238560153571522	-0.291794767984855	0.076802024934727	0.750382436636202	0.638809491195085	0.716958785939309	0.617281229933266	0.842923018814333	0.668356837498145	0.811664766164298	0.770713598269192	0.938849593915673	0.996136557408079	0.989663083780718	0.890419816347966	0.802167395420524	0.994214556961177	0.93462195854302	0.994297915675621	0.954254343794924	0.986525549856703	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Flavonifractor_plautii	0.372141138970656	-0.353144757119951	-0.332187595862805	-0.636068863335332	-0.00243283945762381	-0.280273479477466	-0.00482020990767544	-0.0759611195863969	0.0945500613159663	0.312119964328408	0.263500795446258	0.234536018574092	0.280328211438286	0.00520297846143386	0.233929374804365	0.260295641826936	0.235055358988187	0.174137995452855	1.19230161957565	-1.34020376113808	-1.41636068473578	-2.26901480971836	-0.467585917500293	-1.19811152281264	-0.0185182121139019	-0.323162679265757	0.542960547295171	0.234404544210617	0.18153691427466	0.158059031522082	0.024219766442263	0.640535305354998	0.232139742758737	0.985241932856967	0.746873518298922	0.58769681926472	0.913838005690668	0.944457888567069	0.507071232758103	0.179006777135791	0.994214556961177	0.765167013610366	0.994297915675621	0.954254343794924	0.847117691533124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Prevotellamassilia_timonensis	-0.888470068050901	0.535261756171241	1.82135129888738	1.69663109635661	-0.00372008164375226	-1.05709072945879	0.102042609893509	-0.126023086059734	0.0740411859132166	0.759849757901784	0.570040541467545	0.539102193842384	0.7244725825391	0.0132171337771253	0.590846446819739	0.636416012344321	0.560470222738844	0.425483053180317	-1.16927071281076	0.938988926635346	3.37848986646841	2.34188447878915	-0.281459029354047	-1.78911244224051	0.160339475931194	-0.224852420247946	0.174016768376056	0.243866800320556	0.349016021262069	0.000896387345931671	0.0202992703735373	0.778687125301363	0.0753066965277799	0.872796505093458	0.822353458061984	0.862051151048156	0.923946046284922	0.944457888567069	0.0580197933108121	0.179006777135791	0.994214556961177	0.561225870729036	0.994297915675621	0.954254343794924	0.968756697612857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Roseburia_sp._BX1005	-0.00451587694497141	-0.0751706533458089	-0.0147818765683052	-0.343160482967578	0.00469850321806028	-0.355566956032158	-0.200654563161779	-0.0497055109769013	-0.0982716446079119	0.379878646238958	0.315540945912123	0.295954685218416	0.378332378682001	0.00672855046656193	0.32035423110966	0.346500588999983	0.310867412636851	0.224716035205356	-0.011887683052684	-0.238227888708757	-0.0499464185113207	-0.907034402297388	0.69829352420107	-1.10991808911194	-0.579088664007405	-0.159892960652541	-0.43731478493783	0.990525852785592	0.811923104766003	0.960209793725115	0.365367674195781	0.485721176684623	0.26822974586072	0.563113826476712	0.873110126669278	0.662306283765757	0.996136557408079	0.989663083780718	0.996946020825972	0.623736142392409	0.994214556961177	0.784280452571019	0.994297915675621	0.954254343794924	0.88401604683939	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
