"","c__Clostridia","f__Lachnospiraceae","f__Oscillospiraceae","f__Ruminococcaceae","f__Veillonellaceae","g__[Eubacterium]_coprostanoligenes_group","g__[Eubacterium]_eligens_group","g__[Eubacterium]_hallii_group","g__[Eubacterium]_ruminantium_group","g__[Ruminococcus]_gauvreauii_group","g__[Ruminococcus]_gnavus_group","g__[Ruminococcus]_torques_group","g__Acidaminococcus","g__Actinomyces","g__Agathobacter","g__Alistipes","g__Anaerostipes","g__Bacteroides","g__Bifidobacterium","g__Bilophila","g__Blautia","g__Butyricicoccus","g__Butyricimonas","g__Catenibacterium","g__Christensenellaceae_R-7_group","g__Clostridia_UCG-014","g__Clostridia_vadinBB60_group","g__Clostridium_sensu_stricto_1","g__Colidextribacter","g__Collinsella","g__Coprococcus","g__Dialister","g__Dorea","g__Escherichia-Shigella","g__Faecalibacterium","g__Flavonifractor","g__Fusicatenibacter","g__Fusobacterium","g__GCA-900066575","g__Haemophilus","g__Holdemanella","g__Howardella","g__Incertae_Sedis","g__Intestinibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae","g__Lachnospiraceae_NK4A136_group","g__Lachnospiraceae_UCG-004","g__Marvinbryantia","g__Methanobrevibacter","g__Mitsuokella","g__Monoglobus","g__NK4A214_group","g__Odoribacter","g__Oscillibacter","g__Parabacteroides","g__Paraprevotella","g__Parasutterella","g__Peptoniphilus","g__Prevotella","g__Romboutsia","g__Roseburia","g__Ruminococcus","g__Slackia","g__Streptococcus","g__Subdoligranulum","g__Sutterella","g__Turicibacter","g__UCG-002","g__UCG-003","g__UCG-005","g__UCG-010","g__uncultured","g__Veillonella","o__Lactobacillales","o__Oscillospirales","s__[Clostridium]_leptum","s__[Eubacterium]_siraeum","s__Alistipes_obesi","s__Alistipes_shahii","s__Alistipes_sp.","s__Anaerostipes_hadrus","s__bacterium_YE57","s__Bacteroidaceae_bacterium","s__Bacteroides_stercoris","s__Bacteroides_vulgatus","s__Campylobacter_hominis","s__Clostridium_sp.","s__Dorea_longicatena","s__Eubacterium_ramulus","s__Fusobacterium_mortiferum","s__gut_metagenome","s__human_gut","s__Lachnospiraceae_bacterium","s__Massiliprevotella_massiliensis","s__Megasphaera_elsdenii","s__metagenome","s__Parabacteroides_merdae","s__Prevotella_bivia","s__Prevotella_buccalis","s__Prevotella_corporis","s__Prevotellaceae_bacterium","s__Trichuris_trichiura","s__uncultured_Alistipes","s__uncultured_bacterium","s__uncultured_Blautia","s__uncultured_Clostridium","s__uncultured_Desulfovibrionaceae","s__uncultured_Dorea","s__uncultured_Eubacterium","s__uncultured_Lachnospiraceae","s__uncultured_marine","s__uncultured_organism","s__uncultured_prokaryote","s__uncultured_Roseburia","s__uncultured_rumen","s__uncultured_Veillonellaceae","s__unidentified","Unassigned"
"g__Clostridia_vadinBB60_group",0.0400928195363408,-0.500165284729356,-0.315034846942891,0.241167487874262,0,-0.341524961121737,-0.488816971978055,-0.138281286529339,-0.151215045323998,-0.174264351526007,0,-0.612677083482432,0,0,-0.176367338895626,0.221568938864354,-0.0816567031556304,0.0271830671043206,0.501258557395197,0.20176595932904,0.127849379146107,-0.385035401227808,-0.542323417894961,-0.829907339217242,0.179090322887424,0.341081158182111,0,0,0.0518723732552233,-0.118866632854268,0.0234540108050978,0.103811423568353,-0.480146351364891,0.328055071761454,-0.498908909045463,-0.302368262473118,-0.178098138007562,0,0.00364470080045706,-0.0200285076868333,-0.58086878162219,0.328055071761454,0.471300139387786,0,-0.203188342301246,-0.192460788001672,0,-0.218551239853168,-0.306546099220816,-0.772283058781153,0,-0.107272734613179,0.678709645076223,-0.28501366091038,0.0976733009324344,-0.0738702117085009,0.102404554476653,0,0,0,-0.547141490284325,-0.281949050039026,0.169453431200057,-0.282526561325946,0,0.668273881687189,0.41927366181582,-0.420835238981979,0.678299878704279,-0.728048720615255,-0.0614203439999286,-0.196429959536879,-0.343000350101303,0.0155838130948558,0,0,0,-0.0518723732552233,-0.849691089506706,0,-0.311986558639854,-0.17477148097175,0.243894607048685,0,0,-0.58461498853833,0.0231334992800831,0,0.239992587787558,0,-0.121967840788115,0,-0.160618156578499,-0.116698919863175,0,-0.771659415169558,0,-0.42680332625841,-0.305173870539486,0,0,0,-0.863143058407424,-0.70632086646535,-0.17477148097175,-0.0810317694064338,-0.0953353477310756,-0.408435204274646,0,-0.400930767128708,0.194842591793656,0,0,-0.519941534650377,0.0545395430475666,0,0.198711775482652,-0.142881829424507,0.125140565613364,0
"g__Clostridium_sensu_stricto_1",-0.121590042315051,-0.0142147067262961,-0.242760703335423,0.244905920636398,-0.0232506964553327,0.20491800874335,-0.13129811495914,0.0270716668449143,0.0359430130906071,-0.0459800969210248,0.0953353477310756,-0.335009041659613,-0.202786297621696,0.17477148097175,0.327452352395824,0.458636129022255,0.70098898354398,0.539284195570673,-0.404923363408996,0.13230386718298,0.168509493859905,0.0275987061354229,0.0340111298597139,-0.186150713953265,0.874965480200641,0.229100861628187,0,0,0.166031922422028,0.342668901062005,0.0596507051956092,-0.181558715936643,-0.164188036808744,0.276941629991603,0.322519038540776,0.580319823978863,0.232922708561439,0.304949082795012,-0.146773307918486,0.1118247309587,-0.0109558180595906,-0.0932852518788181,-0.101061420458601,-0.270890196066232,-0.301636361158768,-0.185650223930879,0.252280403005916,-0.203868443005674,-0.778445545125246,0.166281120916818,0.219882185446923,0.125158879156204,0.352559648154088,0.500650638159565,0.136719872151657,0.137499852992768,0.467512863302877,0.270250663317316,0.557548797850146,-0.28059732059551,-0.601130069666133,-0.207414174697279,-0.312744883776986,0.351136526745496,-0.365622189237073,-0.361557365183736,0.608604432745292,-0.141972532950651,-0.740591163478634,0.512813078446417,0.179545013387862,0.312502055637626,0.536047325441589,0.0360940316964404,0.00292838263338079,-0.252682775542133,-0.0518723732552233,-0.112500882748681,0.363617210265387,0.18935651977752,0.191350984320471,0.689275142718567,-0.488269331611463,0.758240709814859,-0.314069293274656,0.107975982066759,0.467752580831388,-0.21994812461042,-0.206087745482586,-0.134518198869102,-0.185008171154989,-0.285214595049569,0.314985493017968,0.0734380786213134,0.0861102733464722,0.26089636187562,-0.0344539717869909,-0.582393923990676,0.582758324675274,0,-0.709326973475076,-0.20200485525195,-0.676645240929708,-0.314604564321859,-0.0313766816964918,0.0407208728266902,0.146994528518554,0.00561095659362626,-0.8899414924912,-0.331540490335412,-0.00153788013500011,0.154885431591982,-0.151327639457916,0.220707685562982,0.803653122149598,0.120895979997893,0.334644122179286,0.357268085197463,-0.634283936697708,-0.424577371035842
"g__Colidextribacter",0.521059463020907,-0.52207550546132,0.0112827859080628,0.578363941066662,-0.17477148097175,-0.279986543916255,0.415988285008955,-0.272193873982763,0.178818763847782,-0.801075004877812,0,0.304325506244149,-0.148066523925395,0.0171737210753364,0.301203315100215,0.163377545802701,-0.407290215048604,-0.453383238774115,0.479197964551793,0.521092271681421,0.196948431953941,0.032317035939005,0.496578995188655,0.0717052446085681,0.120761122292679,0.278169578428708,0.0518723732552233,0.166031922422028,0,0.23010033603792,0.0258153250213384,0.353516724275319,-0.042087460518947,-0.131695906395082,-0.159201203159305,-0.444165722472624,-0.676187526742827,-0.0199048704734037,-0.527544450821804,-0.113978763722603,-0.23796037099642,-0.181575485592831,0.174222209810039,-0.289646976200319,-0.500983862828333,-0.137155234836093,-0.163226340216859,-0.546404976715677,-0.971687082253757,-0.127958075646614,0.0783710003945958,0.363675183705368,-0.190634710742504,-0.329491251844048,1.01323326609934,0.558888084999772,0.174834225195567,0.428050868010201,0.127617969683349,-0.057128126182838,-0.231303329071097,0.195362895346788,-0.207507811017661,0.251342137912267,-1.02995535016904,0.284348495494538,0.585060254368796,-0.0557672694487375,-0.722665889939776,-0.148608642333368,-0.678810609997263,-0.526243878178338,-0.159484745044736,-0.897015652408658,0.167015669379325,-0.121787320693521,0.311318864889437,0.282159971027843,0.496877317102086,0.415083618753473,0.370654391185872,0.791732839828963,-0.658393267985833,0.17477148097175,-0.0267078710071119,0.0424712095592601,0.178035478717253,-0.051569342952193,-0.278757226304817,0.0190336553078979,-0.375740221641,-0.313713723533041,0.0235148095970542,-0.00287174738997618,0.509984641271797,0.538593699170984,-0.0802995294083165,-0.279906794207299,0.0773462811524726,0,-0.197790621773131,0.296620093830768,0.245322189048636,0.221052445867418,0.818152110310819,-0.26408729905208,0.448952157108877,-0.0657881931324676,-0.71839269824062,0.155743095045057,-0.0152245821010471,0.236708405423111,0.312313017741453,0.00588262322564001,0.190939891997395,0,0.218297968433086,-1.08352416107739,-0.298388571246995,0.304085434190289
"g__Collinsella",0.597156009898069,-0.166629944917545,0.587436256010002,0.172879764717934,-0.328103730482528,0.178672317323636,-0.189626575771978,-0.0273344988278066,-0.429256275509842,0.0407395424497615,-0.36288820784163,-0.310640057073511,0.394566138126233,-0.408187365700356,-0.278433776806869,-0.274324140805811,-0.39091046628449,-0.355497686370515,-0.660134830787828,0.120673705136673,-0.0244660856071762,-0.169749512298778,0.393547310223971,0.489460758551095,-0.139926981223925,-0.280585834672827,-0.118866632854268,0.342668901062005,0.23010033603792,0,-0.080731714716072,0.130760499057895,0.176786492387767,0.29039340339049,0.0616779149377646,0.462776085604649,0.0790097767208331,-0.0128098108280572,0.432796214198685,-0.216689143164968,0.00255770120150123,-0.387676070295806,0.191931288149395,0.0831470229941111,-0.152894560955641,-0.243053398248011,0.0794785043151493,-0.24074149117998,0.237175984159364,0.378533313742457,-0.0206424348988144,-0.332736282375634,0.259398200594916,-0.310681401700886,-0.0214334235604023,-0.00336411897222144,-0.148087260233558,-0.6183872319358,-0.339544334806942,-0.156574752934626,0.160040064822368,0.0971359574056064,0.00246411703434897,-0.26949168842518,-0.377190748279281,-0.579661620849271,0.0586381561027587,0.312853350669532,-0.0199247337281095,0.0814396871760621,-0.10583506156068,-0.228826502316542,-0.281407240471438,-0.177534185855243,0.57262205137331,0.430482595145617,-0.382851054527672,0.720301639402946,0.0148001565801848,0.467086368619303,-0.316032521929313,0.369682784380889,-0.440948430101299,0.183197478541385,-0.240907596568586,0.0634780124108409,-0.247358429853077,-1.58385356369549,-0.0289412831856429,-0.113842517506804,-0.66139533136075,0.307858751516189,0.327767291889569,0.605364926208031,-0.495785254624613,0.0785340170764856,-0.267754510701654,0.23886254126545,-0.137206002151276,-0.288905114851404,0.156491820793478,-0.593817265758393,0.0329804711786309,0.400801492050871,-0.144072176091477,0.314566302977925,0.328850166215919,-0.0884597085196928,0.364794636841786,0.359239773498101,-0.229790916884787,-0.640405683656213,0.551220508205543,0.505830672856982,0.181991333858776,0.232966758397829,-0.0353264126882174,-0.539320325311242,0.260331750614332,-0.135707051531268
"g__Coprococcus",0.629735421322832,-0.0642056971827994,0.379921310268373,0.390200860446897,-0.0462396239690938,0.156963002221476,0.149222330580191,0.328249193892129,-0.444041388387066,0.528385465223692,0,0.0827590116418939,-0.322390847930635,-0.633799935414507,-0.242878367805462,0.106690826263839,0.111356525308999,0.103708033593853,0.380744579964926,-0.371817672674403,0.0119251066921128,0.0484168233111016,0.288616099163522,0.378581927248365,0.0621661040353418,-0.276352397554098,0.0234540108050978,0.0596507051956092,0.0258153250213384,-0.080731714716072,0,-0.487573141332682,0.623325470766216,0.417264010990944,0.482800519932043,0.0580253720931241,0.224742446522325,-0.0678584068108582,0.121435235843042,0.193828100818254,0.28276751052322,-0.60180245387998,-0.0892668026673742,0.476311494009274,-0.206355136000447,-0.184460817250679,-0.141262094512285,-0.12435125714976,0.446051408437362,0.400834269711673,-0.234649268282551,0.055600400787021,0.635973685177472,-0.512828599869366,-0.1058827662236,-0.453739694857764,-0.0334160300378763,-0.0347053990885145,-0.24708421594651,-0.279098196664182,0.122074546139565,0.241216585678686,0.0601563372997355,0.197813316667934,0.161937171301589,-0.194661567851626,0.191155968815576,-0.209718056552028,0.250535888560371,0.3049523569056,0.0198875101559101,0.0400666905692202,0.174963086394097,0.0586901571803094,0.0657012914411053,0.592594446408666,-0.136254583770399,-0.380842470644499,-0.384111838075121,0.282279717753701,-0.183338115384542,0.296177433855955,-0.333406089069751,0.01931012894096,0.291272346881132,-0.0138821748230287,0.239671356334547,-0.408245377252187,-0.179078974053999,0.196193598128291,-0.576361072847518,0.576478995673623,0.364286916947909,0.197043879127901,-0.927097356068661,0.0564442086328805,-0.274316029816899,0.238475997766228,-0.130494719635358,0,-0.151967619623447,-0.166761614675278,0.116383329344883,0.33343879090268,0.286497568585525,0.417036934052758,0.176491113457617,0.352045478673106,0.618076020689658,0.0613190294477026,-0.177768084038829,-0.217170011209858,0.334889495730102,0.441849277652573,0.27295263848147,0.491578159146569,-0.00615754702739756,-0.0400742707519438,0.108166539149902,0.226604751210878
"g__Dialister",-0.133837040293634,0.287923818102504,0.398581140381047,-0.131091117455831,-0.093010597247431,0.263052935146052,-0.0204108331646261,0.392783128047948,0.424112428040008,0.151975933603887,-0.256830571047308,-0.0860224510881755,-0.15932687978451,0.395897971598209,-0.206739452628689,-0.0163003417184022,-0.00120486018311597,0.0778251373258742,0.187457009700533,-0.300151017598974,-0.182032726654,0.215100124870717,0.0915035286054817,0.0487345870950575,0.333377454766642,-0.0217210035589906,0.103811423568353,-0.181558715936643,0.353516724275319,0.130760499057895,-0.487573141332682,0,0.273044382751915,0.414077976541797,0.0288582932467761,-0.688771516898423,-0.28915782085666,-0.9745923547014,0.10491604545559,-0.221713482138405,0.504770455888914,-0.380443564965108,-0.234683261107477,0.251122288497405,-0.0412583177505699,-0.00726089579328992,0.396041632871246,0.251857877654611,0.306243199080727,-0.0493443442171819,-0.340882503680427,0.787075761833701,-0.288621031138509,0.416274269040037,-0.631781838453431,0.035517889700475,0.0489158020588328,-0.301279263973101,0.323407127888447,-0.418386079850458,-0.0141968626440555,0.158315371830582,-0.071684901066239,0.246084007611254,0.520604680829987,-0.374575435634067,-0.107357700671506,-0.686604241475193,0.00811238240917586,0.984795633036092,0.805476043163432,0.365017431103308,0.993757518230193,-0.0414696150728647,-0.456250201747175,-0.0151960670618593,0.210424431378662,-0.464235828212337,0.011353264232123,-0.350968401215105,0.0241275514453853,-0.0608992907330042,0.557809122060872,-0.202786297621696,0.296388700973354,-0.709050113190443,0.369598337283091,0.0185292602695274,-0.241650825331955,0.179215486280894,0.0168476301270912,-0.314868357382149,0.122759709264166,0.157057880904978,-0.327375094454576,-0.00555678670207572,0.625150493765269,0.237091448839207,0.0235247799807277,-0.0563867355754152,-0.475199430508116,0.553994254075064,0.089136050432451,0.18995804170239,-0.513818168159249,0.507604739362998,-0.0549730905967421,-0.0753706955941617,-0.411050192622545,-0.192852642753652,-0.447578552606906,0.800685071614172,0.406495646986197,0.0564099499429268,0.480093140975611,0.445255917880676,0.143790552981921,0.313274108372986,0.180906784246847,-0.0544798760396189
"g__Dorea",0.47530303606778,0.0314158324009489,0.0738335381860234,0.298862013729573,-0.294077401632681,0.139980113006427,0.187991745510693,0.325733895222785,0.222412844276064,0.242978459520332,0.299086714479157,0.286511333864256,-0.56883033752739,-0.285283344359577,0.271276216041796,-0.228351772234618,0.165130970535534,0.25028129404761,-0.334312265686501,0.379230279657759,0.347175468570923,-0.0699159520843073,0.267490912611958,0.173861790697747,0.21276874355558,-0.0165119108795418,-0.480146351364891,-0.164188036808744,-0.042087460518947,0.176786492387767,0.623325470766216,0.273044382751915,0,0.155672515886455,0.682883452912626,0.75836104365574,0.0602367829835739,0.252974492976769,0.287346452162338,-0.301710137748641,0.114619375861023,-0.628031077696865,0.257944585431786,0.177245410171769,-0.0404975886431091,-0.0244741164153029,0.536121095941443,0.00973872988559448,-0.0374833446665674,-0.207285467035896,0.521352608146789,-0.347460138494489,0.218769600695977,-0.654114423232556,-0.114249487385785,0.174495307960198,0.0367533935992929,0.760235339390553,-0.0968202874996699,-0.36610553239822,-0.22749833671095,0.0936379890911903,-0.00811555787070112,-0.107775115351846,-0.35842367286212,-0.218492107935626,0.545102110967595,0.038463793133175,-0.153961631524513,0.101239469622155,-0.230752376420495,0.00694565193326965,0.148242993131278,0.214016198642851,-0.313941730759352,-0.397539068044443,-0.160011691860929,0.0117721030326404,-0.0572764853352204,0.294768037490057,-0.0994146726821694,0.511002303637397,-0.204822852434849,0.0945012891015877,0.671633727730716,0.182979686179658,0.210909454702296,-0.213022274506165,-0.289378850537329,0.0821461961921433,0.0607083137794867,-0.141437242617829,0.346837854048542,-0.160297977003831,0.382989656441552,0.2050096856581,-0.593386655461131,-0.143119430306512,0.0655589159289141,0.503357302002163,0.0479694952953663,-0.197056233940419,-0.295318686601117,0.260927505731625,-0.0879602778864613,-0.26710573755199,0.480871307143278,0.392539231585757,0.296368742949573,0.241916942580812,0.0520831665417861,0.0176886497955195,0.231263634942907,0.496874825068186,0.708534621954115,0.455917653158785,-0.112201493360658,-0.0682438136264729,-0.386356899653454,-0.372708980750712
"g__Escherichia-Shigella",-0.16279383878022,-0.189242718542216,0.175470849158623,-0.11443865650734,0.245835383337231,0.260189510293503,-0.767424077075307,0.269358797014613,0.0685742313441461,0.147855420469848,0.275565109864664,-0.120674808809005,-0.27624474100645,-0.0400928195363408,-0.420164184178857,-0.311971012223722,-0.0328050203767451,-0.649388639023553,-0.2549038662108,-0.996369329016418,0.244874553164965,0.00749139982593293,-0.2583843710811,0.609916374450185,0.730049291995399,0,0.328055071761454,0.276941629991603,-0.131695906395082,0.29039340339049,0.417264010990944,0.414077976541797,0.155672515886455,0,-0.235406752735057,-0.279832121403545,-0.280253841156374,-0.0815577697902576,0.0627881322681785,-0.539088515645747,0.249087220338069,0.399821194834185,-0.457418141125478,0.394886837662529,0.324040375675742,-0.637697232168737,0,0.353864817512348,0.199094260575154,-0.132071315947638,-0.0142473837796172,0.151967619623447,-0.670414140332144,0.161806424751151,-1.403152703666,0.138872632366471,-0.00305765011136216,-0.204383754952733,-0.372442876656342,0.164365771121383,0.372960028317321,-0.207034036340592,-0.356829002945166,-0.113780658392438,-0.22045773230295,-0.309622056107582,-0.307317913717202,-0.482062259712992,0.0835858737734621,0.49264153352232,0.564387702734441,0.167015669379325,0.148084457158913,-0.0494534134332492,-0.0793946868376869,0,0,0.526440239679869,0.490547408487619,0.189465523351332,-0.604348518011092,0.191999758687874,0.345740829722052,-0.60683360163965,-0.501258557395197,-0.254811578702243,-0.343262031829936,-0.436362787472079,-0.994972755678862,-0.0267078710071119,0.149817266451877,-0.105756926505656,0.364125538586456,0.685118566725088,0.132563344870236,-0.69965217066062,0.10042753677634,0.65763999798377,-0.42999409770548,0,-0.36108879843156,0.0444115121365136,-0.0846462437671856,0.358017369055158,-0.874011596647204,0.27991344751086,-0.677020262985588,0.301540584441489,-0.311025456765154,-0.0746918237468709,0.0565803565219863,0.427360978005508,-0.115244133076238,0.874625959997238,0.157995633373092,-0.215660804282881,0.532254835246986,-0.114385422431584,-0.268471507194105,-0.259130743497131
"g__Faecalibacterium",-0.369880470840759,-0.00438299461423378,0.293190035713175,0.141199946015298,-0.0357925415983034,0.533084374267836,-0.148663772125007,0.415028890870116,-0.183563127487733,0.582508494746173,0.638484332233431,-0.0727245885098403,0.095918083051587,-0.224410132913631,0.13372147937476,-0.203095232292431,0.390421786731962,-0.205933780898975,0.334756360585313,0.0697688217161243,0.0408676767753299,-0.535388684232014,-0.390257478432403,0.447686557620227,-0.283279453274834,-0.166417272280736,-0.498908909045463,0.322519038540776,-0.159201203159305,0.0616779149377646,0.482800519932043,0.0288582932467761,0.682883452912626,-0.235406752735057,0,0.094102970270637,0.403079234594103,-0.615134188459778,-0.230428615015689,0.0340032293132414,0.379943199640691,-0.290730863800315,-0.124693243869072,0.395128548437833,0.298371755522463,0.0387734224554694,0.233975909428777,-0.514359401728206,0.406314530022832,0.825457118916442,-0.180725143076868,0.106745563554408,0.302633236285794,-0.511652604235309,-0.0876023012028055,-0.456145053291207,-0.195454737650952,0.440124096158908,-0.179024675847315,-0.772410664803383,0.285031839353061,0.32660043414348,-0.0323468493545881,0.0517181995661668,0.473191278849621,0.0196819140206765,-0.205766968760486,-0.0762640369099533,0.105138061531859,-0.102651442468113,-0.253344120614796,-0.676250844549244,0.499330303895691,0.194078652006223,-0.104360775052389,-0.385162718522884,-0.404792061899286,-0.278225217434989,-0.510347350540417,-0.42032312328829,-0.110722656603235,-0.116689027991376,0.0924911688620902,-0.24539634308571,1.06842078002236,-0.0109621140853405,-0.10845551748973,0.0233921693573791,-0.00553430633898694,0.0953729325626198,-0.415523218764573,0.296407541812787,0.182251806318233,-0.193762660714438,-0.0791708922265508,-0.0982022608626257,0.244151009477722,0.478050363501505,-0.300581436284868,0.153056191097613,-0.0772940982491034,-0.384438224656316,0.385030094978187,-0.0437299772342977,-0.460300393482031,-0.0445561226596087,-0.133269682550978,0.689599227679592,-0.130536742490116,0.170229282159563,0.171330052325538,-0.554604483999857,-0.239186210340866,-0.187505910659454,0.157418917570861,-0.137149169582837,0.0413800169757546,0.258367046419148,-0.366105349219402,3.69431035174284e-06
"g__Flavonifractor",-0.456742441750733,-1.04969722128923,-0.655714407734054,-0.419929907328038,0.0630619926085576,-0.203207489688547,-0.954574346853553,0.783391995161867,0,-0.0505229754344055,0,0.385190365378012,-0.183735022189051,0,-0.225380227956334,0.43137105437351,-0.218948213619913,0.424286872045386,0.366214609088562,0.757689403220275,0.27063299691968,-0.562263315961318,1.12150385885023,0.0204482444927564,-0.383715487153051,0,-0.302368262473118,0.580319823978863,-0.444165722472624,0.462776085604649,0.0580253720931241,-0.688771516898423,0.75836104365574,-0.279832121403545,0.094102970270637,0,0.336702394375396,0.0791708922265508,-0.285452225602845,0.30970569137176,0.741758627548081,-0.897014314182173,0.210056796486924,-0.0134735836706347,0.25431356393315,-0.374988710112036,0,-0.780828784868725,-0.129327982209818,-0.241300954859267,0.203207489688547,0.203415969265891,-0.219819493654528,-0.450661923732093,0.672657459018675,-0.614230962002926,-0.140109287774081,0.0656171278676577,-0.159484745044736,0.705543233204587,-1.04524609392336,0.0562029078087422,0.312488740914808,-0.335959811824408,0.515669530247005,0.743119166389355,-0.66294435604375,-0.4410498272349,0.551301431167508,-0.713305299182468,-0.655128743405438,-0.861420948588996,0,-0.335241918268759,-0.0157981964319717,-0.395897971598209,0,0.0819018633769199,0.0200285076868333,-0.294519604203112,0.0223801043928989,-0.440063391072076,0.0970020143977423,0,0,0.637574663907346,0.620878464922248,0,0.609427962593747,0,-0.113059965893094,0.127617969683349,-0.0556262117057427,-0.236613974941998,0,-0.206393192727267,0,-0.134861701798502,0.43418967676614,0,0.104072237576797,-0.15693902525347,-0.38423085372952,-0.340547467226587,0.343699968898503,-0.265147003749149,-0.364541100403614,-0.427014545978537,0,0.139402946117043,-0.265641802869675,-0.0133511981127479,-0.587094327381306,-0.726186058642956,-0.477479191266462,0,-0.206973225426158,-0.0803110212461818,-0.00667525703314234,-0.048256014992777
"g__Fusicatenibacter",0.515435001585265,0.0602095004349707,-0.0673746856032322,0.467877433241344,-0.894596309195336,-0.0986009503186115,0.0893107152525547,-0.043345036416287,-0.427871648647022,-0.0755740071778416,-0.684081508283413,0.18268518701119,-0.420014920521447,-0.747388244237233,-0.0583550811289926,-0.21142736561878,0.12461654380729,-0.291906808441004,0.0198404374667955,0.350872381575722,0.127459365825173,0.311495882469645,-0.184313512310446,0.178875877403223,0.431264148833399,0.515449267163151,-0.178098138007562,0.232922708561439,-0.676187526742827,0.0790097767208331,0.224742446522325,-0.28915782085666,0.0602367829835739,-0.280253841156374,0.403079234594103,0.336702394375396,0,0.0579421629371123,0.171415464662396,-0.134002509307314,0.54994982775235,-0.0799881206414772,-0.239822939854632,0.27691060346212,0.471727634222585,0.44824496744075,0.0112742635779673,-0.12544042079474,0.224640772789941,0.111382011044767,0.37646153384413,-0.520096873379437,-0.0879841214245717,-0.312689871119287,-0.0723907696558426,-0.468635322666708,-0.693094515614562,-0.0451595044598511,-0.279618737713909,-0.279904622574425,0.308094495782073,-0.187502149231294,0.0801254795875823,-0.0584022057450158,-0.221195304054787,-0.135778144591689,-0.0552228689442407,0.206137126250733,0.0477610389490142,0.150502030948975,-0.301511430232796,0.24895500851442,-0.452393023028352,0.0902455529649272,-0.467269977257014,0.296747004982971,0.304191036512794,-0.409798881663024,0.332774889122863,0.187372975835324,-0.33315008264688,0.264402388985397,0.162805556693332,0.343231757485067,0.0166223945012803,0.0118949667002305,-0.201809879647887,-0.339637511386298,-0.203280775223237,-0.281996888829167,-0.203913106539865,0.1614278966709,0.588616979813243,0.00434521855997475,0.738567626437093,0.342262907466236,-0.373854172746661,0.32192325066976,-0.531180250497401,-0.13219189895184,0.418692378373206,-0.612129169108006,0.0513737341451608,0.616100771955167,-0.698491188988891,-0.0124664393170565,0.12988706349625,0.0482955676857632,-0.197973763724424,0.143476764074342,0.0968171522620494,-0.106941494023794,-0.102533900561771,-0.0532665260097626,0.0626868620446639,-0.586471206323594,0.156987365606077,-0.372549122576288,-0.486206315746062,1.17106688224621
"g__Fusobacterium",-0.302368262473118,0.109763718949642,-0.279353699002714,-0.49999288014015,0.705543233204587,-0.0316053575222724,0.0996935225169875,-0.472924349886934,0.210837160939611,-0.0493764884963544,0,0.107571754214171,-0.264656378816196,1.02739367286195,-0.52663822911081,0.0441943739211453,-0.210899555741821,-0.0213814953204797,-0.0733515066562499,-0.219917098165317,-0.565898832428568,0.338441514964126,-0.503481543896134,0.24774774887621,0.123890016451663,0,0,0.304949082795012,-0.0199048704734037,-0.0128098108280572,-0.0678584068108582,-0.9745923547014,0.252974492976769,-0.0815577697902576,-0.615134188459778,0.0791708922265508,0.0579421629371123,0,0.0579465215732765,0.577326871290778,-0.0370311153273553,0.187391652818611,-0.818594609191983,-0.173092182673444,-0.31167803694216,0.0316759927426735,0.239992587787558,0.0260419414823815,0.123344177124813,0.676855743529179,-0.421995499731779,-0.262890086589151,0,0.197698297727267,-0.0166223945012803,-0.73525741674885,-0.116145132074018,-0.107297954432621,-0.584559051617597,0.650968036343846,0.0224110202283014,-0.605635979007695,-0.625480695034067,0.307584124408028,0.636116042271808,0.174988919987061,-0.3839815519041,-0.894181609712376,-0.250121167076397,-0.128139375326891,0.479666872845987,0.410798962286019,0.260189510293503,0.216659336385945,0.316900290590089,0.571680439347294,0,-0.239134633163476,-0.262338616000916,-0.0210658107948071,-0.294537018724111,-0.587092195603739,0.264149804877055,0,0,0.24738164763985,-0.124432085110014,0.311433364139447,-0.358726248534158,0.0897877340200146,0.225201781840842,0.411890716439179,0.0480893699858213,-0.231740810150441,-0.408326023938946,-0.246722294893523,-0.436310672082099,0.040284680890231,-0.722034476141003,0,0.380733290476209,0.370873153723426,0.390416574347697,-0.115782142979972,1.44696003604183,0.311034945251489,-0.49481113792052,0.111577694912532,0,0.0193680332055681,0.114284333598387,0.120823762664984,0,-0.0398091373197236,-0.241588040555461,-0.589916444997966,-0.577050160952721,0.470379748942375,0.395897971598209,0
