"t1","t2","r1","r2","n1","n2","p","BH_p","Description","Ontology"
"s__Catenibacterium_mitsuokai","GO_none",-0.126761812309818,-0.384009907224718,137,83,0.0512457117955386,0.279574014930521,"none","none"
"s__Ruminococcus_bromii","GO_none",-0.268711801789462,-0.136789471201472,148,86,0.317053035809509,0.590633950452614,"none","none"
"s__Paratractidigestivibacter_faecalis","GO_none",-0.256339445438283,-0.412359792106628,129,78,0.23126457526544,0.511283094549694,"none","none"
"s__Coprococcus_eutactus","GO_none",-0.291819336114638,0.197433841218925,149,86,0.00028778273128805,0.0803975280395065,"none","none"
"s__Vescimonas_coprocola","GO_none",-0.289219914339761,-0.00621727439973584,148,86,0.0347770657390159,0.244493768256239,"none","none"
"s__Parolsenella_catena","GO_none",-0.267011623547057,-0.358528189412703,126,83,0.484395337978948,0.723711578072223,"none","none"
"s__Collinsella_bouchesdurhonensis","GO_none",-0.308895885513106,-0.308676723701529,138,84,0.994468315755203,0.998626789980148,"none","none"
"s__Prevotella_sp._885","GO_none",0.110111875232665,0.390873750462792,107,73,0.0522601978605857,0.281722861846102,"none","none"
"s__Phascolarctobacterium_succinatutens","GO_none",0.150352255791898,0.490040241448692,121,71,0.0121659740099514,0.176699123121644,"none","none"
"s__Oscillibacter_valericigenes","GO_none",-0.306914565572284,-0.0204820982121798,149,86,0.0314532002882162,0.23600954156863,"none","none"
"s__Olsenella_uli","GO_none",-0.282777516160795,-0.299341905436874,141,84,0.901607568324017,0.961042381409485,"none","none"
"s__Collinsella_sp._AM34_10","GO_none",-0.294610338600912,-0.332813911472448,133,81,0.772440106986302,0.901137279879642,"none","none"
"s__Senegalimassilia_faecalis","GO_none",-0.168517930815614,-0.365213992573774,137,85,0.131987843051327,0.403630109213235,"none","none"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO_none",0.166040340516911,0.401006036217304,118,71,0.0953973220811615,0.355880651464278,"none","none"
"s__Ruminococcus_sp._M6_2020","GO_none",-0.282523312245268,0.143921883107694,148,86,0.00163363868499642,0.103920952566205,"none","none"
"s__Collinsella_sp._TF05_9AC","GO_none",-0.220315034533416,-0.504805438349742,133,80,0.0219901231126868,0.211946544057222,"none","none"
"s__Pseudoflavonifractor_phocaeensis","GO_none",-0.345662978414656,-0.104901174583707,149,86,0.0639429069385648,0.304561836594171,"none","none"
"s__Bacteroides_thetaiotaomicron","GO_none",0.0648928212528995,0.402777777777778,147,81,0.0105153223292234,0.167594993870321,"none","none"
"s__Bacteroides_xylanisolvens","GO_none",0.100578731613214,0.490141187925998,144,79,0.0023693523673094,0.110780040572177,"none","none"
"s__Waltera_sp._CLA_AA_H273","GO_none",0.0786311389759666,0.355209071580439,144,84,0.037040981677917,0.250428399718563,"none","none"
"s__Prevotella_pectinovora","GO_none",0.154193559119037,0.561193246435133,113,70,0.00214067685433825,0.110330140099536,"none","none"
"s__Collinsella_tanakaei","GO_none",-0.325618043927903,-0.220498719617145,143,83,0.416250581493781,0.671890298076445,"none","none"
"s__Pseudoflavonifractor_capillosus","GO_none",-0.330988572465083,-0.0881456672484551,149,86,0.0636380006012712,0.303885498709632,"none","none"
"s__Dorea_ammoniilytica","GO_none",0.0743696716851079,-0.358651412372178,148,84,0.00125748214050115,0.0985630673079499,"none","none"
"s__Prevotella_sp._P5_64","GO_none",0.150469783381176,0.488106630211893,78,56,0.0349270136516738,0.244842005077616,"none","none"
"s__Collinsella_aerofaciens","GO:0005524",0.248333031017595,0.399764139817916,149,86,0.22106475899414,0.502151227559998,"ATP binding","MF"
"s__Faecalibacterium_prausnitzii","GO:0005524",-0.181345909668057,-0.373215717722534,149,86,0.131749690686852,0.403296472507418,"ATP binding","MF"
"s__Prevotella_copri","GO:0005524",-0.299901693551991,-0.466269258217539,139,83,0.168283062074602,0.445727101449185,"ATP binding","MF"
"s__Blautia_obeum","GO:0005524",0.171946308724832,0.354063870937308,149,86,0.156235003772791,0.431940825743972,"ATP binding","MF"
"s__Bifidobacterium_adolescentis","GO:0005524",0.31664357508124,0.20384013436653,106,68,0.44424548239393,0.693654551172048,"ATP binding","MF"
"s__Cyclospora_cayetanensis","GO:0005524",-0.188347542173046,-0.412179819802821,149,86,0.0737413613600784,0.321776402520043,"ATP binding","MF"
"s__Roseburia_inulinivorans","GO:0005524",-0.370756319941363,-0.40117930091042,148,86,0.801209972453606,0.915113058757525,"ATP binding","MF"
"s__Ruminococcus_callidus","GO:0005524",-0.257173705571033,-0.363460540591537,146,86,0.398372997330826,0.658628192657937,"ATP binding","MF"
"s__Oscillibacter_sp._ER4","GO:0005524",-0.182195717209888,-0.452389263644512,145,86,0.0291437610752848,0.230229144691874,"ATP binding","MF"
"s__Prevotella_stercorea","GO:0005524",-0.299239372379795,-0.571428571428571,130,77,0.020687381891911,0.20715362979304,"ATP binding","MF"
"s__Prevotella_hominis","GO:0005524",-0.224459288618581,-0.431410380088752,112,72,0.132786912760633,0.404484999860408,"ATP binding","MF"
"s__Vescimonas_coprocola","GO:0005524",-0.0395428986033013,-0.374781829331572,148,86,0.0104709284504813,0.167525356802639,"ATP binding","MF"
"s__Dialister_succinatiphilus","GO:0005524",-0.188741447232013,-0.421760127964564,105,58,0.125936475260423,0.396808925242217,"ATP binding","MF"
"s__Prevotella_sp._885","GO:0005524",-0.348439428672192,-0.532796495125262,107,73,0.139718361176815,0.413603360569777,"ATP binding","MF"
"s__Phascolarctobacterium_succinatutens","GO:0005524",-0.151625795962607,-0.453655264922871,121,71,0.0283105054411989,0.228028128419418,"ATP binding","MF"
"s__Prevotellamassilia_timonensis","GO:0005524",-0.331295490816926,-0.534703875426472,118,70,0.103858878317728,0.367961746507561,"ATP binding","MF"
"s__Vescimonas_fastidiosa","GO:0005524",0.003239289446186,-0.426822019906599,144,86,0.000962610906190247,0.0935868372687445,"ATP binding","MF"
"s__Simiaoa_sunii","GO:0005524",-0.36402880471981,-0.480555012702756,146,85,0.310177614784691,0.584543275572633,"ATP binding","MF"
"s__Anaerotardibacter_sp._CLA_AA_M13","GO:0005524",0.114329355303444,0.35448010529513,138,84,0.0707147689260578,0.316988541848312,"ATP binding","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0005524",-0.232390739868307,-0.527565392354125,118,71,0.0231994331283226,0.215094003971643,"ATP binding","MF"
"s__Bacteroides_ovatus","GO:0005524",-0.363080617225634,-0.347809152872444,145,79,0.89671774994105,0.958454200897505,"ATP binding","MF"
"s__Bacteroides_fragilis","GO:0005524",-0.350186831126428,-0.275711248354764,149,84,0.548638867011174,0.767729712459884,"ATP binding","MF"
"s__Collinsella_sp._TF05_9AC","GO:0005524",0.135287336387101,0.428293483356774,133,80,0.0263047575521412,0.223272410227995,"ATP binding","MF"
"s__Brotomerdimonas_butyrica","GO:0005524",0.221463705808129,0.387922610904827,147,85,0.186858104039894,0.466378501156794,"ATP binding","MF"
"s__Bacteroides_thetaiotaomicron","GO:0005524",-0.353652086528799,-0.39263775971093,147,81,0.753977388764153,0.891845703444668,"ATP binding","MF"
"s__Dorea_sp._AF36_15AT","GO:0005524",0.2348697142561,0.496466538422598,148,84,0.0288986586973643,0.229237610865564,"ATP binding","MF"
"s__Bacteroides_xylanisolvens","GO:0005524",-0.354312354312354,-0.482838364167478,144,79,0.277742772138456,0.555377142210208,"ATP binding","MF"
"s__Waltera_intestinalis","GO:0005524",-0.394570372156579,-0.519986449864499,144,81,0.265127222330357,0.543981518064445,"ATP binding","MF"
"s__Oscillibacter_sp._MCC667","GO:0005524",-0.130245023821246,-0.375845221809654,148,85,0.0575268934465267,0.29227593746404,"ATP binding","MF"
"s__Dorea_sp._AM58_8","GO:0005524",0.284026845637584,0.400066040850984,149,86,0.34328852044094,0.614205657097923,"ATP binding","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0005524",-0.340373815373815,-0.471504370729473,111,68,0.321855517497676,0.595211523862216,"ATP binding","MF"
"s__Brotolimicola_acetigignens","GO:0005524",-0.307752592235351,-0.289189277434943,144,82,0.880718147372349,0.951651926456139,"ATP binding","MF"
"s__Prevotella_pectinovora","GO:0005524",-0.372321844434094,-0.492362872889511,113,70,0.345633176012473,0.616319129039628,"ATP binding","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0005524",-0.0182207647961073,-0.398235765838011,147,86,0.00361350102384217,0.123682602191735,"ATP binding","MF"
"s__Dorea_ammoniilytica","GO:0005524",0.185431836438548,0.475852991799129,148,84,0.0181330249346587,0.199138939539762,"ATP binding","MF"
"s__Prevotella_sp._P5_64","GO:0005524",-0.186003869548173,-0.593438140806562,78,56,0.0062605445682728,0.14538823403961,"ATP binding","MF"
"s__Dorea_sp._AM13_35","GO:0005524",0.20908909823772,0.374424287301,127,74,0.227501675872396,0.507897276816348,"ATP binding","MF"
"s__Blautia_wexlerae","GO:0003677",0.561915472519499,0.621699136751734,149,86,0.510869980938556,0.743157657321188,"DNA binding","MF"
"s__Prevotella_copri","GO:0003677",-0.290142544349613,-0.536480416439276,139,83,0.0342765179956651,0.243637100576515,"DNA binding","MF"
"s__Catenibacterium_mitsuokai","GO:0003677",-0.301808949539829,0.0452961672473868,137,83,0.0118776281615771,0.175329270488812,"DNA binding","MF"
"s__Fusicatenibacter_saccharivorans","GO:0003677",0.275657536731362,0.17522524647389,149,86,0.440554078610084,0.690470239497069,"DNA binding","MF"
"s__Blautia_obeum","GO:0003677",0.374986395791765,0.387442803905845,149,86,0.921408466721806,0.969169368027559,"DNA binding","MF"
"s__Extibacter_muris","GO:0003677",0.184795936876474,0.352535496957404,149,86,0.190541376526545,0.470524215316728,"DNA binding","MF"
"s__Blautia_massiliensis","GO:0003677",0.320085734275571,0.131506203122789,148,86,0.14791673268562,0.422550809601984,"DNA binding","MF"
"s__Coprococcus_comes","GO:0003677",0.477903138037366,0.422161422708618,149,86,0.606468792411704,0.806095531361566,"DNA binding","MF"
"s__Anaerobutyricum_hallii","GO:0003677",0.202735352802467,0.359649040049059,149,86,0.217656473523613,0.499021483858631,"DNA binding","MF"
"s__Anaerostipes_hadrus","GO:0003677",0.376865590422637,0.336176234728053,149,86,0.730620401264454,0.879664337111313,"DNA binding","MF"
"s__Oliverpabstia_intestinalis","GO:0003677",0.275567582374869,0.432284541723666,148,85,0.197188090201421,0.477384259811903,"DNA binding","MF"
"s__Mogibacterium_kristiansenii","GO:0003677",-0.384451267516926,-0.104404171307077,145,84,0.0313211505240971,0.235823404816745,"DNA binding","MF"
"s__Cyclospora_cayetanensis","GO:0003677",-0.211293306729548,-0.363856785697439,149,86,0.228980269928154,0.509167615082771,"DNA binding","MF"
"s__Ruminococcus_torques","GO:0003677",0.318683112642844,0.424520024529459,149,86,0.376422278789019,0.641084685517071,"DNA binding","MF"
"s__Ruminococcus_callidus","GO:0003677",-0.277788167699768,-0.267022029341007,146,86,0.929306764581058,0.972982022016616,"DNA binding","MF"
"s__Paratractidigestivibacter_faecalis","GO:0003677",-0.398199910554562,-0.280896318871002,129,78,0.361358566009058,0.629241204565443,"DNA binding","MF"
"s__Blautia_faecis","GO:0003677",0.423007436967169,0.420859474503514,149,86,0.978760819855506,0.992691081980621,"DNA binding","MF"
"s__Blautia_glucerasea","GO:0003677",0.289265372755306,0.486655030897684,149,86,0.0914506160368573,0.350162042133141,"DNA binding","MF"
"s__Ruminococcus_gnavus","GO:0003677",0.534797750770905,0.519599981131185,149,86,0.871139440095617,0.94761383890848,"DNA binding","MF"
"s__Oscillibacter_sp._ER4","GO:0003677",-0.432849157612974,-0.510222180291523,145,86,0.477547490483738,0.718677479253856,"DNA binding","MF"
"s__Prevotella_stercorea","GO:0003677",-0.339086973739912,-0.569062516430938,130,77,0.0468793092425332,0.271917861430365,"DNA binding","MF"
"s__Vescimonas_coprocola","GO:0003677",-0.409392271328992,-0.519090523137884,148,86,0.31411378306,0.587880976006552,"DNA binding","MF"
"s__Parolsenella_catena","GO:0003677",-0.342590176227971,-0.218966458167163,126,83,0.349346987880302,0.619460542418779,"DNA binding","MF"
"s__Collinsella_bouchesdurhonensis","GO:0003677",-0.297238058490053,-0.280631770780601,138,84,0.894009356914016,0.957379304857741,"DNA binding","MF"
"s__Ruminococcus_flavefaciens","GO:0003677",-0.278940528451292,-0.436596065852163,147,86,0.191831828263512,0.471830577328367,"DNA binding","MF"
"s__Oscillibacter_valericigenes","GO:0003677",-0.48380555051696,-0.417010236331902,149,86,0.537838756006874,0.760729582276538,"DNA binding","MF"
"s__Ruminococcus_lactaris","GO:0003677",0.324502085978596,0.223001084956838,149,86,0.423290347149922,0.677258025635501,"DNA binding","MF"
"s__Ruthenibacterium_lactatiformans","GO:0003677",-0.275628514420461,-0.129845747440917,149,86,0.268239426079056,0.547113934460658,"DNA binding","MF"
"s__Butyrivibrio_crossotus","GO:0003677",-0.275812435303629,-0.374750830564784,147,85,0.428618806508376,0.681260506451377,"DNA binding","MF"
"s__Prevotellamassilia_timonensis","GO:0003677",-0.380488570917285,-0.389624704750241,118,70,0.950560335774991,0.982467861959316,"DNA binding","MF"
"s__Olsenella_uli","GO:0003677",-0.447972944047262,-0.350227801964159,141,84,0.403349230066877,0.662072869926661,"DNA binding","MF"
"s__Vescimonas_fastidiosa","GO:0003677",-0.407322562494976,-0.576866833341195,144,86,0.106381686428916,0.371485317528709,"DNA binding","MF"
"s__Eggerthella_lenta","GO:0003677",0.306493742064212,0.229850464644559,149,86,0.546205249409056,0.766510472089764,"DNA binding","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0003677",-0.403644908537276,-0.438186437365644,147,85,0.768267447381225,0.898977789453991,"DNA binding","MF"
"s__Blautia_schinkii","GO:0003677",0.14779974605478,0.361120807585263,149,86,0.0977046840820408,0.359346679530423,"DNA binding","MF"
"s__Pseudoflavonifractor_sp._MSJ_30","GO:0003677",-0.322299425846885,-0.483900183970942,148,86,0.162806419700088,0.439644663123782,"DNA binding","MF"
"s__Desulfovibrio_piger","GO:0003677",-0.366595297364925,-0.0015117857583611,123,73,0.0111966437622049,0.171708511281172,"DNA binding","MF"
"s__Ruminococcus_sp._M6_2020","GO:0003677",-0.394844097624539,-0.430897683853012,148,86,0.758702491803019,0.894274272848131,"DNA binding","MF"
"s__Pseudoflavonifractor_phocaeensis","GO:0003677",-0.367879557409759,-0.322760507571112,149,86,0.70577786160892,0.866399357586692,"DNA binding","MF"
"s__Megasphaera_elsdenii","GO:0003677",-0.289452648692589,-0.44687152906331,121,74,0.228270923813413,0.508547241729487,"DNA binding","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0003677",-0.295299164395192,-0.444796608034927,139,83,0.221680141838407,0.50271130872646,"DNA binding","MF"
"s__Dorea_sp._AF36_15AT","GO:0003677",0.0950369627263204,0.368451959096892,148,84,0.0369476961693251,0.250236669510429,"DNA binding","MF"
"s__Oscillibacter_sp._MCC667","GO:0003677",-0.396665395706623,-0.555989837795583,148,85,0.137203239925748,0.410297565947136,"DNA binding","MF"
"s__Dorea_sp._AM58_8","GO:0003677",0.271144567386178,0.247304118118779,149,86,0.849427232698836,0.937771474090826,"DNA binding","MF"
"s__Streptococcus_salivarius","GO:0003677",0.215084380859782,0.410618279569892,120,63,0.174830967576206,0.453932127455094,"DNA binding","MF"
"s__Yeguia_hominis","GO:0003677",-0.419116385335428,-0.475597905561583,146,86,0.615479174279989,0.811966587454558,"DNA binding","MF"
"s__Faecalibacillus_sp._MSK20_93","GO:0003677",0.314131145323806,0.461558986087288,110,54,0.314200140500679,0.587968959248299,"DNA binding","MF"
"s__Clostridium_spiroforme","GO:0003677",0.341432429957883,0.269985208051965,128,72,0.596411981720106,0.799766997231703,"DNA binding","MF"
"s__Dysosmobacter_sp._BX15","GO:0003677",-0.418572681788823,-0.370256009380496,146,85,0.675423653113143,0.849454907067356,"DNA binding","MF"
"s__Intestinimonas_butyriciproducens","GO:0003677",-0.288855432613822,-0.393971413745931,149,86,0.391350242182318,0.653391661989094,"DNA binding","MF"
"s__Collinsella_tanakaei","GO:0003677",-0.35309350274139,-0.244469165862054,143,83,0.393072005334948,0.654756929431453,"DNA binding","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0003677",-0.396040015413792,-0.486956931930751,147,86,0.418011984564519,0.673313797382057,"DNA binding","MF"
"s__Dysosmobacter_welbionis","GO:0003677",-0.28517556290348,-0.108818467145895,145,84,0.187018376358647,0.46651628916161,"DNA binding","MF"
"s__Dorea_ammoniilytica","GO:0003677",0.217415607636125,0.464027538726334,148,84,0.0439646146611144,0.265782341882075,"DNA binding","MF"
"s__Oribacterium_sp._oral_taxon_102","GO:0003677",-0.371097212646508,-0.472471398197833,143,84,0.382113776469749,0.645707714370902,"DNA binding","MF"
"s__Parolsenella_massiliensis","GO:0003677",-0.32249405629266,-0.0554971344445029,118,77,0.0622521773483844,0.301387058801661,"DNA binding","MF"
"s__Bacteriophage_sp.","GO:0003677",-0.0405930967428294,-0.389039093898429,120,69,0.0170167433176562,0.196321869943852,"DNA binding","MF"
"s__Collinsella_aerofaciens","GO:0016020",0.182836930890622,0.403896410208029,149,86,0.0788060435188255,0.329995621771371,"membrane","CC"
"s__Blautia_wexlerae","GO:0016020",0.761617993832759,0.708212651540167,149,86,0.390438046328246,0.652392001996994,"membrane","CC"
"s__Prevotella_copri","GO:0016020",-0.317663881317306,-0.511103648041644,139,83,0.0978955887931605,0.359488256625568,"membrane","CC"
"s__Dorea_longicatena","GO:0016020",0.400308362053328,0.426520118873532,149,86,0.824627409641849,0.926323714634195,"membrane","CC"
"s__Mediterraneibacter_faecis","GO:0016020",0.36785416288772,0.40872682673711,149,86,0.732532060141428,0.880681441634359,"membrane","CC"
"s__Fusicatenibacter_saccharivorans","GO:0016020",0.430723743878106,0.299476390395773,149,86,0.268388903303447,0.547278629281844,"membrane","CC"
"s__Holdemanella_biformis","GO:0016020",0.125939800915832,0.447686544497317,148,84,0.0109527453177584,0.170169048378858,"membrane","CC"
"s__Ruminococcus_bromii","GO:0016020",-0.297201049837675,-0.307420161328365,148,86,0.93948241801177,0.977433298761859,"membrane","CC"
"s__Blautia_obeum","GO:0016020",0.530571376745873,0.60852870418416,149,86,0.407544254659668,0.665067298138075,"membrane","CC"
"s__Extibacter_muris","GO:0016020",0.336346816615273,0.33619510354262,149,86,0.994124133390799,0.998502205622008,"membrane","CC"
"s__Holdemanella_porci","GO:0016020",0.160586224768202,0.471276703452465,138,84,0.0134252401787057,0.181334672809234,"membrane","CC"
"s__Blautia_massiliensis","GO:0016020",0.451485727612286,0.401877447049389,148,86,0.654968881284171,0.836557762134159,"membrane","CC"
"s__Coprococcus_comes","GO:0016020",0.564614547433339,0.620416057361196,149,86,0.539445106735868,0.762096868538786,"membrane","CC"
"s__Anaerobutyricum_hallii","GO:0016020",0.335701070197715,0.535374310108967,149,86,0.0730737277719556,0.320783646901896,"membrane","CC"
"s__Anaerostipes_hadrus","GO:0016020",0.396952657355342,0.459049955186565,149,86,0.586748860879009,0.793341457591674,"membrane","CC"
"s__Dorea_formicigenerans","GO:0016020",0.439891166334119,0.554261993490259,149,86,0.273151588313369,0.55102723638343,"membrane","CC"
"s__Methanobrevibacter_smithii","GO:0016020",-0.583642759429353,-0.378499278499279,85,55,0.128174293010465,0.399232681914418,"membrane","CC"
"s__Oliverpabstia_intestinalis","GO:0016020",0.297175137060084,0.526968927105726,148,85,0.0446858735910796,0.267238641044409,"membrane","CC"
"s__Mogibacterium_kristiansenii","GO:0016020",-0.332951503700205,-0.0398299078667612,145,84,0.0282957798223777,0.227964657494837,"membrane","CC"
"s__Cyclospora_cayetanensis","GO:0016020",-0.477932160348268,-0.636454549742912,149,86,0.0946468703605685,0.354954008167,"membrane","CC"
"s__Ruminococcus_torques","GO:0016020",0.407309994558317,0.42146327656965,149,86,0.907429718176887,0.963238091321192,"membrane","CC"
"s__Ruminococcus_callidus","GO:0016020",-0.308266414737837,-0.356309259870749,146,86,0.700965805356313,0.863970514553324,"membrane","CC"
"s__Blautia_faecis","GO:0016020",0.470825321966262,0.383744516250767,149,86,0.434841991377032,0.68579434897787,"membrane","CC"
"s__Blautia_glucerasea","GO:0016020",0.412947578450934,0.450162743525638,149,86,0.746201513601776,0.887553009869103,"membrane","CC"
"s__Blautia_luti","GO:0016020",0.407959368764738,0.372725128543799,149,86,0.757802361987373,0.893836580527617,"membrane","CC"
"s__Ruminococcus_gnavus","GO:0016020",0.615360058044622,0.567639983018067,149,86,0.586710844483407,0.793322945862781,"membrane","CC"
"s__Oscillibacter_sp._ER4","GO:0016020",-0.591513147535821,-0.687758856549837,145,86,0.241850786129777,0.521513514054506,"membrane","CC"
"s__Prevotella_stercorea","GO:0016020",-0.393813926176788,-0.571113097428887,130,77,0.1147825676037,0.382470976695737,"membrane","CC"
"s__Blautia_sp._BIOML_A1","GO:0016020",0.273747023608688,0.274965800273598,146,86,0.996273429251523,0.999174877629721,"membrane","CC"
"s__Vescimonas_coprocola","GO:0016020",-0.589974716532722,-0.728138119722628,148,86,0.0752543719149473,0.323762478693317,"membrane","CC"
"s__Ruminococcus_bicirculans","GO:0016020",-0.399357003075203,-0.361040801862914,147,84,0.742621907185006,0.885585699168197,"membrane","CC"
"s__Veillonella_parvula","GO:0016020",0.304897567221511,0.106996286886848,143,85,0.136479302232406,0.409308851161066,"membrane","CC"
"s__Ruminococcus_flavefaciens","GO:0016020",-0.463078678342866,-0.626227652247748,147,86,0.0924819144812412,0.351388733930825,"membrane","CC"
"s__Prevotella_sp._885","GO:0016020",-0.236603381727698,-0.422837220782426,107,73,0.178183038349152,0.457146567918666,"membrane","CC"
"s__Phascolarctobacterium_succinatutens","GO:0016020",-0.230822381791085,-0.386552649228706,121,71,0.261702033372673,0.54072821810548,"membrane","CC"
"s__Oscillibacter_valericigenes","GO:0016020",-0.710879738799202,-0.69177791405255,149,86,0.775131448503994,0.902446233358783,"membrane","CC"
"s__Ruminococcus_lactaris","GO:0016020",0.275120623979684,0.284324732298693,149,86,0.946395748011032,0.98065834844699,"membrane","CC"
"s__Ruthenibacterium_lactatiformans","GO:0016020",-0.422575730092509,-0.329081560450965,149,86,0.425570940842521,0.679133155379874,"membrane","CC"
"s__Butyrivibrio_crossotus","GO:0016020",-0.37318000136004,-0.482763337893297,147,85,0.336833348110698,0.608731117241821,"membrane","CC"
"s__Flavonifractor_plautii","GO:0016020",-0.378806457464176,-0.450634463889806,149,86,0.53415974671038,0.758331954797919,"membrane","CC"
"s__Olsenella_uli","GO:0016020",-0.326507984074661,-0.0978029766123317,141,84,0.0861232519451367,0.342009952965466,"membrane","CC"
"s__Vescimonas_fastidiosa","GO:0016020",-0.654826782412989,-0.795179017878202,144,86,0.0305284848736286,0.233343810472562,"membrane","CC"
"s__Simiaoa_sunii","GO:0016020",-0.275894845420454,-0.493570451436389,146,85,0.0650602584020531,0.30649728526929,"membrane","CC"
"s__Eggerthella_lenta","GO:0016020",0.475715581353165,0.37174395018633,149,86,0.353423073120542,0.623006032846716,"membrane","CC"
"s__Oscillibacter_sp._MSJ_31","GO:0016020",-0.698441242472554,-0.74078561657221,147,85,0.534422517125769,0.758528555813311,"membrane","CC"
"s__Bacteroides_caccae","GO:0016020",-0.324444335007715,-0.470721987810595,143,80,0.223908607305507,0.504515882552478,"membrane","CC"
"s__Blautia_schinkii","GO:0016020",0.20910937783421,0.483598282937874,149,86,0.0226660940859622,0.214072631449241,"membrane","CC"
"s__Faecalibacillus_intestinalis","GO:0016020",0.315095485525339,0.182763337893297,146,85,0.307515477329357,0.581958667288945,"membrane","CC"
"s__Holdemanella_sp._MSK_7_32","GO:0016020",0.171710077065652,0.484483095563807,135,85,0.0120182414360573,0.175737481644701,"membrane","CC"
"s__Pseudoflavonifractor_sp._MSJ_30","GO:0016020",-0.580164879301984,-0.746988065474787,148,86,0.0287661202523497,0.228902019972192,"membrane","CC"
"s__Blautia_sp._MSK_20_85","GO:0016020",0.278322516560455,0.226080793763288,142,84,0.687742793854475,0.856550167344645,"membrane","CC"
"s__Bacteroides_fragilis","GO:0016020",-0.373419191003084,-0.407512402551382,149,84,0.778104890708651,0.904219073600793,"membrane","CC"
"s__Bacteroides_stercoris","GO:0016020",-0.372382301999685,-0.40172984909827,145,77,0.81701793448956,0.922628459303177,"membrane","CC"
"s__Ruminococcus_sp._Marseille_P6503","GO:0016020",-0.325462511615589,-0.475589753973879,138,84,0.205725562262131,0.486643686011674,"membrane","CC"
"s__Ruminococcus_sp._M6_2020","GO:0016020",-0.557343125895379,-0.634926175763008,148,86,0.388003699293877,0.650429397298585,"membrane","CC"
"s__Blautia_sp._MSK20_18","GO:0016020",0.339504304319744,0.268720222652012,146,86,0.569641435439762,0.781233599468628,"membrane","CC"
"s__Collinsella_sp._TF05_9AC","GO:0016020",0.138633558115098,0.408813877168308,133,80,0.0418840263738193,0.261336357961063,"membrane","CC"
"s__Mitsuokella_jalaludinii","GO:0016020",-0.256534979311475,-0.373100583626899,130,77,0.380829916752635,0.64443354898249,"membrane","CC"
"s__Pseudoflavonifractor_phocaeensis","GO:0016020",-0.57406130963178,-0.509656115854521,149,86,0.501702632447708,0.736497695149101,"membrane","CC"
"s__Bacteroides_thetaiotaomicron","GO:0016020",-0.210560714474609,-0.409485094850949,147,81,0.118626942766933,0.387316072289373,"membrane","CC"
"s__Megasphaera_elsdenii","GO:0016020",-0.273763717653434,-0.394091077378749,121,74,0.371779357249147,0.637413970985274,"membrane","CC"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0016020",-0.466602618526297,-0.591159061332438,139,83,0.222694389595723,0.503363687987645,"membrane","CC"
"s__Clostridium_sp._BIOML_A1","GO:0016020",-0.325512786942481,-0.290078342709922,134,77,0.784144573530286,0.907022942529309,"membrane","CC"
"s__Anaeromassilibacillus_sp._An200","GO:0016020",-0.278740612919707,-0.287232965475347,146,84,0.951475505769133,0.983031460649058,"membrane","CC"
"s__Dorea_sp._AF36_15AT","GO:0016020",0.225122808056653,0.503148729371267,148,84,0.0201931046792156,0.206055056067074,"membrane","CC"
"s__Bacteroides_xylanisolvens","GO:0016020",-0.200040189695362,-0.392283349561831,144,79,0.140194518003845,0.413819377880705,"membrane","CC"
"s__Waltera_intestinalis","GO:0016020",-0.290595611285266,-0.46616982836495,144,81,0.148171716089519,0.422775221556796,"membrane","CC"
"s__Oscillibacter_sp._MCC667","GO:0016020",-0.57344976808064,-0.82171194059019,148,85,0.000246817442399319,0.0786544598857506,"membrane","CC"
"s__Dorea_sp._AM58_8","GO:0016020",0.377961182659169,0.348440964196424,149,86,0.800245644292263,0.91464058801268,"membrane","CC"
"s__Streptococcus_salivarius","GO:0016020",0.455538579067991,0.598214285714286,120,63,0.217579282038544,0.498930381188265,"membrane","CC"
"s__Prevotella_pectinovora","GO:0016020",-0.289606760263491,-0.498661534423935,113,70,0.110877698588099,0.377313885094174,"membrane","CC"
"s__Yeguia_hominis","GO:0016020",-0.641051545795456,-0.686513514788433,146,86,0.564299729692673,0.777606498597668,"membrane","CC"
"s__Faecalibacillus_sp._MSK20_93","GO:0016020",0.293961183869441,0.494720792834,110,54,0.165320470596931,0.442155791034901,"membrane","CC"
"s__Clostridium_spiroforme","GO:0016020",0.304208249404871,0.195125088430124,128,72,0.43662355165265,0.687375245121966,"membrane","CC"
"s__Clostridium_sp._AF36_4","GO:0016020",-0.303000735704633,-0.40664398892247,132,78,0.419283060595339,0.674046681696962,"membrane","CC"
"s__Dysosmobacter_sp._BX15","GO:0016020",-0.665317690609546,-0.692710572601133,146,85,0.723404539447995,0.875729989110015,"membrane","CC"
"s__Clostridium_sp._AF37_5","GO:0016020",-0.313983738178554,-0.349011477230655,133,74,0.795963488661892,0.912783557488043,"membrane","CC"
"s__Intestinimonas_butyriciproducens","GO:0016020",-0.53990567748957,-0.567206000283032,149,86,0.783007783661037,0.906479418316665,"membrane","CC"
