"t1","t2","r1","r2","n1","n2","p","BH_p","Description","Ontology"
"s__Parabacteroides_distasonis","GO:0004358",-0.279047298222754,-0.053929539295393,148,81,0.0984112448626529,0.360116704663879,"glutamate N-acetyltransferase activity","MF"
"s__Bifidobacterium_pseudocatenulatum","GO:0004358",0.307590804917008,0.149938668926011,120,78,0.260372102178581,0.539609198852815,"glutamate N-acetyltransferase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0004358",0.114893554011483,0.44999493773413,148,84,0.00815761742980998,0.156910421403511,"glutamate N-acetyltransferase activity","MF"
"s__Phocaeicola_massiliensis","GO:0004358",-0.346999419519647,-0.292530254555571,142,78,0.66842316375115,0.845259791819056,"glutamate N-acetyltransferase activity","MF"
"s__Roseburia_sp._CLA_AA_H204","GO:0004358",-0.278515667708994,-0.220992370566276,140,82,0.662112040072133,0.841336415242283,"glutamate N-acetyltransferase activity","MF"
"s__Clostridium_sp._D43t1_170807_D5","GO:0004358",-0.317688434334528,0.0845584346906399,107,61,0.0120123412408877,0.175737481644701,"glutamate N-acetyltransferase activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0004358",-0.188202430618538,-0.36781317178034,149,85,0.160079311089043,0.436278024243536,"glutamate N-acetyltransferase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0004358",-0.331721726549313,-0.506572541382668,144,79,0.13765626440694,0.410822251122258,"glutamate N-acetyltransferase activity","MF"
"s__Waltera_intestinalis","GO:0004358",-0.228695442488546,-0.368247515808491,144,81,0.281158372118581,0.55848467218055,"glutamate N-acetyltransferase activity","MF"
"s__Faecalibacterium_sp._I3389","GO:0004358",-0.275315858249703,-0.301289818252883,148,85,0.842389204736253,0.934471155946846,"glutamate N-acetyltransferase activity","MF"
"s__Oscillibacter_sp._MCC667","GO:0004358",-0.256551305448717,-0.422298221614227,148,85,0.177251844044323,0.456417963025163,"glutamate N-acetyltransferase activity","MF"
"s__Dorea_sp._AM58_8","GO:0004358",0.183537094141121,0.416293221378367,149,86,0.0628448356726975,0.302475400369177,"glutamate N-acetyltransferase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004358",-0.403325728325728,-0.509409474367294,111,68,0.399185539134301,0.659300561993797,"glutamate N-acetyltransferase activity","MF"
"s__Prevotella_pectinovora","GO:0004358",-0.454862266285182,-0.596290788207506,113,70,0.210000368089036,0.491168313444179,"glutamate N-acetyltransferase activity","MF"
"s__Dysosmobacter_sp._BX15","GO:0004358",-0.244313767075087,-0.3531170607778,146,85,0.392756120449838,0.654606638730777,"glutamate N-acetyltransferase activity","MF"
"s__Clostridium_sp._1001270H_150608_G6","GO:0004358",-0.369485944766844,-0.220831154449537,90,58,0.343573650401856,0.614474646555178,"glutamate N-acetyltransferase activity","MF"
"s__Clostridium_sp._AM42_36","GO:0004358",-0.423978163493841,-0.0108486943164363,95,63,0.00808181625454616,0.15652591881389,"glutamate N-acetyltransferase activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0004358",-0.175381000234229,-0.361969904240766,147,86,0.145889912265486,0.420319296100501,"glutamate N-acetyltransferase activity","MF"
"s__Dysosmobacter_welbionis","GO:0004358",-0.280467642890883,-0.17264351523742,145,84,0.413493133175241,0.669793106230284,"glutamate N-acetyltransferase activity","MF"
"s__Suilimivivens_aceti","GO:0004358",-0.121697509041708,-0.412557196094155,148,86,0.0223702857573555,0.213181877564336,"glutamate N-acetyltransferase activity","MF"
"s__Dorea_ammoniilytica","GO:0004358",0.175684930239101,0.493672167662246,148,84,0.00925625867291665,0.16142827870968,"glutamate N-acetyltransferase activity","MF"
"s__Clostridium_sp._AF23_8","GO:0004358",-0.353823088455772,-0.110737870748559,116,68,0.0975834578737278,0.359272646521989,"glutamate N-acetyltransferase activity","MF"
"s__Prevotella_sp._P4_67","GO:0004358",-0.373682884849503,-0.396653291214889,83,52,0.888803280101469,0.955453282002577,"glutamate N-acetyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0004358",-0.260106981625969,-0.561654135338346,78,56,0.0416095662720965,0.26059458704012,"glutamate N-acetyltransferase activity","MF"
"s__Prevotella_copri","GO:0046429",0.446874301800795,0.398010159103312,139,83,0.668610504639872,0.845335938229151,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Blautia_faecis","GO:0046429",-0.130223109015055,-0.401537808387188,149,86,0.0333010275544032,0.240878307712692,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Blautia_glucerasea","GO:0046429",-0.290194086704154,-0.370611821312326,149,86,0.516632686303182,0.746972469463819,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_stercorea","GO:0046429",0.390547460705458,0.509175035490825,130,77,0.313721189191997,0.58763965902455,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_hominis","GO:0046429",0.378369836334438,0.429931185285227,112,72,0.694926058433355,0.860219739936729,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Faecalibacterium_sp._HTFF","GO:0046429",0.340812624705242,0.181356263435607,149,85,0.213816895590833,0.494817466887987,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Anthropogastromicrobium_aceti","GO:0046429",0.294350644302706,0.0528043775649795,148,86,0.0695658660242278,0.315744724015479,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_sp._885","GO:0046429",0.366739160250005,0.292052326298902,107,73,0.58627346701319,0.79298258799657,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0046429",0.367429887549113,0.270824949698189,121,71,0.477704838961179,0.718761074646992,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotellamassilia_timonensis","GO:0046429",0.39605359744941,0.439244160615869,118,70,0.740781820705698,0.884453028169873,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0046429",0.309850667776889,0.196042924211938,118,71,0.425751619954327,0.679193656139354,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Megasphaera_elsdenii","GO:0046429",0.346579054328682,0.205360977415772,121,74,0.307762954094897,0.582073636475965,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0046429",0.368936468936469,0.559987784860862,111,68,0.121451856762325,0.390914681361363,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_pectinovora","GO:0046429",0.46414432097944,0.57372058437582,113,70,0.338315483778068,0.610067041182365,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Mediterraneibacter_glycyrrhizinilyticus","GO:0046429",-0.285971340467985,-0.0262559554695976,149,86,0.0520171520177728,0.281465286694609,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_sp._P4_67","GO:0046429",0.511103648041644,0.341415521215743,83,52,0.249820888351953,0.52975710652149,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Prevotella_sp._P5_64","GO:0046429",0.311953868915894,0.431510594668489,78,56,0.444707064266258,0.694068334463695,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF"
"s__Catenibacterium_mitsuokai","GO:0003747",0.321839938768271,0.018974854120314,137,83,0.0264229824355914,0.223614980833252,"translation release factor activity","MF"
"s__Extibacter_muris","GO:0003747",-0.140406312352621,-0.355195999811312,149,86,0.0965853579644619,0.357461357885478,"translation release factor activity","MF"
"s__Subdoligranulum_sp._APC924_74","GO:0003747",-0.319678533484861,-0.060719171389486,148,85,0.0508899554784254,0.278932941203722,"translation release factor activity","MF"
"s__Phocaeicola_vulgatus","GO:0003747",-0.361412912707256,-0.140034907306948,148,86,0.0849018773234038,0.33992904931594,"translation release factor activity","MF"
"s__Mogibacterium_kristiansenii","GO:0003747",0.436624153676586,0.233815936012959,145,84,0.0989790533546671,0.360866098674233,"translation release factor activity","MF"
"s__Roseburia_inulinivorans","GO:0003747",-0.0867189611197281,-0.353516675314873,148,86,0.0413867212194618,0.259960756603347,"translation release factor activity","MF"
"s__Paratractidigestivibacter_faecalis","GO:0003747",0.354203935599284,0.0605344023065542,129,78,0.0343201551003146,0.243637100576515,"translation release factor activity","MF"
"s__Blautia_faecis","GO:0003747",-0.388365681117359,-0.128072078871645,149,86,0.0412772874535151,0.259747350762615,"translation release factor activity","MF"
"s__Bacteroides_uniformis","GO:0003747",-0.482120925838451,-0.238193190881995,145,83,0.0431750570615622,0.264130460684415,"translation release factor activity","MF"
"s__Ellagibacter_isourolithinifaciens","GO:0003747",0.292772954888369,0.250115571489221,140,86,0.738266933510524,0.883384832277509,"translation release factor activity","MF"
"s__Lentihominibacter_faecis","GO:0003747",0.272147095732906,0.100097713504006,148,85,0.196612226513624,0.476527078693118,"translation release factor activity","MF"
"s__Parolsenella_catena","GO:0003747",0.32203074615673,0.257545862894085,126,83,0.622480713842698,0.816591790873654,"translation release factor activity","MF"
"s__Olsenella_uli","GO:0003747",0.354741213236868,0.307806013971854,141,84,0.703228260539548,0.865222910917842,"translation release factor activity","MF"
"s__Alistipes_putredinis","GO:0003747",-0.304409126671912,-0.140889016897081,124,63,0.274789114197607,0.552223142022304,"translation release factor activity","MF"
"s__Bacteroides_ovatus","GO:0003747",-0.361246260431428,-0.266966893865628,145,79,0.459273416951496,0.704928052487212,"translation release factor activity","MF"
"s__Bacteroides_fragilis","GO:0003747",-0.269160166878288,-0.118295028854915,149,84,0.257404209576383,0.536494555072799,"translation release factor activity","MF"
"s__Parabacteroides_merdae","GO:0003747",-0.373643597781529,-0.20786281012552,144,83,0.194307396884499,0.47415086697078,"translation release factor activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0003747",-0.372654874611822,-0.294670280036134,147,81,0.529510654967594,0.755262836552236,"translation release factor activity","MF"
"s__Megasphaera_elsdenii","GO:0003747",0.358210269611164,0.143635690485006,121,74,0.126205626291779,0.397247149789516,"translation release factor activity","MF"
"s__Parabacteroides_distasonis","GO:0003747",-0.39284881375006,-0.082836495031617,148,81,0.0182981584421192,0.199549601720307,"translation release factor activity","MF"
"s__Bacteroides_xylanisolvens","GO:0003747",-0.375150711357608,-0.272151898734177,144,79,0.41638597530607,0.672032175689086,"translation release factor activity","MF"
"s__Clostridium_sp._D43t1_170807_H7","GO:0003747",0.309737236644835,-0.0233467299963464,115,69,0.0274952971018808,0.226015588699067,"translation release factor activity","MF"
"s__Clostridium_perfringens","GO:0003747",0.416255193622087,0.311025615065303,146,84,0.38067092660052,0.644364900103551,"translation release factor activity","MF"
"s__Oribacterium_sp._oral_taxon_102","GO:0003747",0.309038379460915,0.170355371064088,143,84,0.291071904130827,0.567113470073876,"translation release factor activity","MF"
"s__Collinsella_aerofaciens","GO:0015693",0.22982405224016,0.354837492334544,149,86,0.323743879367703,0.596757713984252,"magnesium ion transport","BP"
"s__Blautia_wexlerae","GO:0015693",0.100983130781788,0.372762866172933,149,86,0.0358796844145641,0.247419171166131,"magnesium ion transport","BP"
"s__Holdemanella_biformis","GO:0015693",-0.0188274838322777,0.369120178191759,148,84,0.00359088651730784,0.123431804156824,"magnesium ion transport","BP"
"s__Blautia_obeum","GO:0015693",0.13224015962271,0.391763762441625,149,86,0.0423976039584806,0.262557658432978,"magnesium ion transport","BP"
"s__Cyclospora_cayetanensis","GO:0015693",-0.0591656085615817,-0.402802018963159,149,86,0.00782768269864725,0.155277812167096,"magnesium ion transport","BP"
"s__Oscillibacter_sp._ER4","GO:0015693",-0.087627932609038,-0.398179159394311,145,86,0.0163988727580302,0.194825648035786,"magnesium ion transport","BP"
"s__Prevotella_stercorea","GO:0015693",-0.258463177156591,-0.370944844629055,130,77,0.397950759553288,0.658338659675301,"magnesium ion transport","BP"
"s__Phascolarctobacterium_succinatutens","GO:0015693",-0.0857742853271914,-0.443863179074447,121,71,0.0107738828494632,0.168840686923011,"magnesium ion transport","BP"
"s__Vescimonas_fastidiosa","GO:0015693",-0.0252873563218391,-0.361988773055333,144,86,0.0109864315622235,0.170447076948235,"magnesium ion transport","BP"
"s__Simiaoa_sunii","GO:0015693",-0.282997696008021,-0.447781903459058,146,85,0.171768689456413,0.450246370335922,"magnesium ion transport","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0015693",-0.0280148565293132,-0.433165660630449,118,71,0.00466722591799549,0.133957287460508,"magnesium ion transport","BP"
"s__Collinsella_sp._TF05_9AC","GO:0015693",0.305011171075586,0.481926863572433,133,80,0.146968954474842,0.421412660361972,"magnesium ion transport","BP"
"s__Bacteroides_thetaiotaomicron","GO:0015693",-0.0864154621493173,-0.486427280939476,147,81,0.00166714487846368,0.104292915330989,"magnesium ion transport","BP"
"s__Dorea_sp._AF36_15AT","GO:0015693",-0.0198751004120132,0.495676824946846,148,84,5.35031467460639e-05,0.0701594561540619,"magnesium ion transport","BP"
"s__Phocaeicola_massiliensis","GO:0015693",0.00327541801919986,-0.38939541471187,142,78,0.00404847034808113,0.127953279861361,"magnesium ion transport","BP"
"s__Clostridium_sp._D43t1_170807_D5","GO:0015693",-0.357834205215619,0.0670544685351666,107,61,0.00734758611600848,0.153411751448465,"magnesium ion transport","BP"
"s__Oscillibacter_sp._MCC667","GO:0015693",-0.120324131829405,-0.36218487394958,148,85,0.0631514071655965,0.302987129791132,"magnesium ion transport","BP"
"s__Dorea_sp._AM58_8","GO:0015693",-0.0462543079992744,0.413274211047691,149,86,0.000439119253103722,0.0838182743046852,"magnesium ion transport","BP"
"s__Solobacterium_moorei","GO:0015693",0.0492113403379605,0.419617706237425,118,71,0.00978453885626546,0.163985818179126,"magnesium ion transport","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0015693",-0.127404352404352,-0.465893041187922,111,68,0.0172550906528366,0.197328434538269,"magnesium ion transport","BP"
"s__Waltera_sp._CLA_AA_H273","GO:0015693",-0.13818422956354,-0.381492355978536,144,84,0.0612838289085071,0.299485424960987,"magnesium ion transport","BP"
"s__Prevotella_pectinovora","GO:0015693",-0.128543149910174,-0.460309684192109,113,70,0.0182906542282637,0.199549601720307,"magnesium ion transport","BP"
"s__Clostridium_sp._1001270H_150608_G6","GO:0015693",-0.345219574433058,-0.119013196345627,90,58,0.1643893837749,0.441324766317049,"magnesium ion transport","BP"
"s__Clostridium_sp._AM42_36","GO:0015693",-0.370744680851064,-0.0303859447004608,95,63,0.0313688724513739,0.235857150534979,"magnesium ion transport","BP"
"s__Intestinimonas_sp._MSJ_38","GO:0015693",-0.0483381060680474,-0.384310580687768,147,86,0.0100733159263622,0.165218734480335,"magnesium ion transport","BP"
"s__Dorea_ammoniilytica","GO:0015693",-0.0669808282464083,0.476905943100132,148,84,2.64011567798115e-05,0.0610440045602667,"magnesium ion transport","BP"
"s__Prevotella_sp._P5_64","GO:0015693",-0.0217377559149711,-0.54647983595352,78,56,0.00107572055836298,0.0945515389416827,"magnesium ion transport","BP"
"s__Dorea_sp._AM13_35","GO:0015693",0.1313156167979,0.49660125879304,127,74,0.00589192460342058,0.143426790836242,"magnesium ion transport","BP"
"s__Faecalibacterium_prausnitzii","GO:0008081",0.286715037184836,0.130072173215718,149,86,0.232963279556266,0.513012177493336,"phosphoric diester hydrolase activity","MF"
"s__Ruminococcus_bromii","GO:0008081",-0.30151367639383,-0.167960752865701,148,86,0.303659549816047,0.578078002526674,"phosphoric diester hydrolase activity","MF"
"s__Holdemanella_porci","GO:0008081",-0.233336910287701,-0.372542269920016,138,84,0.278642337258955,0.556174046645233,"phosphoric diester hydrolase activity","MF"
"s__Phocaeicola_vulgatus","GO:0008081",-0.0202082646953213,0.352780791546771,148,86,0.00496363819410357,0.136778318014845,"phosphoric diester hydrolase activity","MF"
"s__Collinsella_bouchesdurhonensis","GO:0008081",-0.210464189739925,-0.368451959096892,138,84,0.22231249288894,0.502995514620446,"phosphoric diester hydrolase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0008081",0.312850562254437,0.353219315895372,121,71,0.771601367345296,0.900663626584741,"phosphoric diester hydrolase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0008081",0.30143635028979,0.408115358819584,118,71,0.430400805742569,0.682669735535527,"phosphoric diester hydrolase activity","MF"
"s__Bacteroides_caccae","GO:0008081",0.189792015496241,0.388185654008439,143,80,0.128343209789989,0.399421783750218,"phosphoric diester hydrolase activity","MF"
"s__Bacteroides_ovatus","GO:0008081",0.140568414422926,0.428042843232717,145,79,0.0272835678637174,0.225847311760772,"phosphoric diester hydrolase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0008081",0.137246975798835,0.390514905149052,147,81,0.0527458777197422,0.282705951171799,"phosphoric diester hydrolase activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0008081",0.307810629421368,0.311471565370334,149,85,0.981297488786773,0.99348427698394,"phosphoric diester hydrolase activity","MF"
"s__Faecalibacterium_sp._I3389","GO:0008081",0.288934873786264,0.178034004299394,148,85,0.394993815089859,0.656062737678185,"phosphoric diester hydrolase activity","MF"
"s__Blautia_wexlerae","GO:0042158",0.302593869036822,0.358913156280957,149,86,0.651055569785789,0.833905538845803,"lipoprotein biosynthetic process","BP"
"s__Holdemanella_biformis","GO:0042158",0.361120468503019,0.294016401741419,148,84,0.584964481832222,0.791910024461797,"lipoprotein biosynthetic process","BP"
"s__Ruminococcus_bromii","GO:0042158",-0.28177184169514,-0.250323128449455,148,86,0.802855511875903,0.916143142773943,"lipoprotein biosynthetic process","BP"
"s__Holdemanella_porci","GO:0042158",0.372212544150652,0.220330059734737,138,84,0.234870888104001,0.515070939672625,"lipoprotein biosynthetic process","BP"
"s__Dorea_formicigenerans","GO:0042158",0.275109740613096,0.230265578565027,149,86,0.725111072160222,0.87669636645828,"lipoprotein biosynthetic process","BP"
"s__Phocaeicola_vulgatus","GO:0042158",-0.33648482066507,-0.0112552478890514,148,86,0.0141217435739952,0.1852380349753,"lipoprotein biosynthetic process","BP"
"s__Cyclospora_cayetanensis","GO:0042158",-0.330683838200617,-0.345214396905514,149,86,0.910277691581891,0.964725750945654,"lipoprotein biosynthetic process","BP"
"s__Bacteroides_uniformis","GO:0042158",-0.355144859077311,-0.106082868057596,145,83,0.0587204357397588,0.294788360712682,"lipoprotein biosynthetic process","BP"
"s__Anthropogastromicrobium_aceti","GO:0042158",-0.279273109570329,-0.110486343695457,148,86,0.201889357107345,0.482175811360867,"lipoprotein biosynthetic process","BP"
"s__Oscillibacter_valericigenes","GO:0042158",-0.284810448031925,-0.221887824897401,149,86,0.62283620326097,0.816734453855809,"lipoprotein biosynthetic process","BP"
"s__Lachnoclostridium_sp._210928_DFI_6_3","GO:0042158",-0.356189213085765,-0.130997859031947,144,83,0.0860042912817034,0.341890908529322,"lipoprotein biosynthetic process","BP"
"s__Bacteroides_ovatus","GO:0042158",-0.353987561014014,-0.0871713729308666,145,79,0.0472940357516538,0.272753318288666,"lipoprotein biosynthetic process","BP"
"s__Holdemanella_sp._MSK_7_32","GO:0042158",0.372017364159594,0.229450850107485,135,85,0.263780920022145,0.54282714711061,"lipoprotein biosynthetic process","BP"
"s__Blautia_sp._MSK20_18","GO:0042158",0.327180357263359,0.20639652813812,146,86,0.344850556876026,0.615568225761524,"lipoprotein biosynthetic process","BP"
"s__Bacteroides_thetaiotaomicron","GO:0042158",-0.38830667402096,-0.327551942186089,147,81,0.61635187845344,0.812494270968483,"lipoprotein biosynthetic process","BP"
"s__Blautia_sp._Marseille_P3087","GO:0042158",0.29329562407223,0.282645407802255,148,86,0.928917369641422,0.972793339049791,"lipoprotein biosynthetic process","BP"
"s__Parabacteroides_distasonis","GO:0042158",-0.314148006381947,-0.00844625112917796,148,81,0.0245669574284104,0.218111005755321,"lipoprotein biosynthetic process","BP"
"s__Dorea_sp._AF36_15AT","GO:0042158",0.0723484750330388,0.401579426951504,148,84,0.0114226603131038,0.173024738805222,"lipoprotein biosynthetic process","BP"
"s__Paraprevotella_clara","GO:0042158",-0.466255442670537,-0.268793706293706,105,65,0.153991796954616,0.429432703467497,"lipoprotein biosynthetic process","BP"
"s__Phocaeicola_massiliensis","GO:0042158",-0.274001395667563,-0.109295767523616,142,78,0.232152828503933,0.512107933522586,"lipoprotein biosynthetic process","BP"
"s__Bacteroides_xylanisolvens","GO:0042158",-0.358749296680331,-0.278067185978578,144,79,0.525293346275914,0.752778051941103,"lipoprotein biosynthetic process","BP"
"s__Eubacterium_sp._AF22_8LB","GO:0042158",0.320984385143677,0.217771701982228,112,76,0.461234906873673,0.706328255828824,"lipoprotein biosynthetic process","BP"
"s__Pseudoflavonifractor_capillosus","GO:0042158",-0.282931253401052,-0.137808387188075,149,86,0.268759141851486,0.547623974088873,"lipoprotein biosynthetic process","BP"
"s__Dorea_sp._OM07_5","GO:0042158",0.322684675266489,0.189076418190342,137,80,0.316398800942215,0.590018740596774,"lipoprotein biosynthetic process","BP"
"s__Schaalia_odontolytica","GO:0042158",0.310979707655833,0.0316621499548329,137,81,0.0424274499926012,0.262669218428817,"lipoprotein biosynthetic process","BP"
"s__Blautia_wexlerae","GO:0045892",0.471217123163432,0.242813340251899,149,86,0.055069985769935,0.287063699783015,"negative regulation of transcription, DNA-templated","BP"
"s__Prevotella_copri","GO:0045892",-0.498458376156218,-0.444208891314386,139,83,0.615861854395104,0.812229454030918,"negative regulation of transcription, DNA-templated","BP"
"s__Catenibacterium_mitsuokai","GO:0045892",-0.428276737543637,-0.269258217539146,137,83,0.198221634154813,0.47852968573029,"negative regulation of transcription, DNA-templated","BP"
"s__Mediterraneibacter_faecis","GO:0045892",0.280609468528932,0.0422001037784801,149,86,0.0742167127114708,0.32251436972623,"negative regulation of transcription, DNA-templated","BP"
"s__Fusicatenibacter_saccharivorans","GO:0045892",0.277050607654635,0.0370111797726308,149,86,0.0726735929614378,0.320145466764379,"negative regulation of transcription, DNA-templated","BP"
"s__Blautia_obeum","GO:0045892",0.366199891166334,0.148733430822209,149,86,0.088961116562452,0.346543711624603,"negative regulation of transcription, DNA-templated","BP"
"s__Extibacter_muris","GO:0045892",0.309998186105569,0.326722958630124,149,86,0.897335994852985,0.95866389611097,"negative regulation of transcription, DNA-templated","BP"
"s__Coprococcus_comes","GO:0045892",0.36322510429893,0.299665078541441,149,86,0.600547409860946,0.802552679932824,"negative regulation of transcription, DNA-templated","BP"
"s__Anaerostipes_hadrus","GO:0045892",0.334166515508797,0.160960422661446,149,86,0.17847997524236,0.457535556732767,"negative regulation of transcription, DNA-templated","BP"
"s__Oliverpabstia_intestinalis","GO:0045892",0.161495833595546,0.37328512800469,148,85,0.0994546487505678,0.361581800047676,"negative regulation of transcription, DNA-templated","BP"
"s__Mogibacterium_kristiansenii","GO:0045892",-0.448803338056999,-0.211501468057102,145,84,0.0541074062957442,0.285259851662092,"negative regulation of transcription, DNA-templated","BP"
"s__Ruminococcus_torques","GO:0045892",0.29229457645565,0.201264210575971,149,86,0.479430980270743,0.719941685951253,"negative regulation of transcription, DNA-templated","BP"
"s__Paratractidigestivibacter_faecalis","GO:0045892",-0.564389534883721,-0.311625083776983,129,78,0.0298776910632156,0.231828242731195,"negative regulation of transcription, DNA-templated","BP"
"s__Blautia_faecis","GO:0045892",0.420322873208779,0.316062078399925,149,86,0.377736400656449,0.642202388025627,"negative regulation of transcription, DNA-templated","BP"
"s__Blautia_glucerasea","GO:0045892",0.455120623979684,0.426765413462899,149,86,0.792419348507301,0.911183529733109,"negative regulation of transcription, DNA-templated","BP"
"s__Ruminococcus_gnavus","GO:0045892",0.42558679484854,0.180829284400208,149,86,0.0484490396194295,0.274532192085491,"negative regulation of transcription, DNA-templated","BP"
"s__Oscillibacter_sp._ER4","GO:0045892",-0.394237128011337,-0.26826737110241,145,86,0.304006286138213,0.57842404491197,"negative regulation of transcription, DNA-templated","BP"
"s__Prevotella_stercorea","GO:0045892",-0.471062010951945,-0.487328461012672,130,77,0.892649410308393,0.956868792344968,"negative regulation of transcription, DNA-templated","BP"
"s__Prevotella_hominis","GO:0045892",-0.386723955308026,-0.310405813878706,112,72,0.569991148351286,0.781471838729506,"negative regulation of transcription, DNA-templated","BP"
"s__Roseburia_intestinalis","GO:0045892",0.261563576999819,0.360762300108496,149,86,0.428943642754245,0.681595290490182,"negative regulation of transcription, DNA-templated","BP"
"s__Blautia_sp._BIOML_A1","GO:0045892",0.382915754870678,0.339327326760696,146,86,0.712683138092934,0.870096196616746,"negative regulation of transcription, DNA-templated","BP"
"s__Vescimonas_coprocola","GO:0045892",-0.283215553589475,-0.250719373555356,148,86,0.796436559563337,0.913011655563727,"negative regulation of transcription, DNA-templated","BP"
"s__Eubacterium_ramulus","GO:0045892",0.27782695447125,0.222095381857635,149,86,0.663373666242594,0.842098427133129,"negative regulation of transcription, DNA-templated","BP"
"s__Parolsenella_catena","GO:0045892",-0.50651968503937,-0.33753830653625,126,83,0.150009491333869,0.424847423117311,"negative regulation of transcription, DNA-templated","BP"
"s__Collinsella_bouchesdurhonensis","GO:0045892",-0.394245060949019,-0.341135972461274,138,84,0.65882967008661,0.83908657647535,"negative regulation of transcription, DNA-templated","BP"
"s__Veillonella_parvula","GO:0045892",0.299574838307233,0.158295876490131,143,85,0.28298390809555,0.560046275402049,"negative regulation of transcription, DNA-templated","BP"
"s__Oscillibacter_valericigenes","GO:0045892",-0.373850897877744,-0.226605028539082,149,86,0.23758996882106,0.517592242919924,"negative regulation of transcription, DNA-templated","BP"
"s__Prevotellamassilia_timonensis","GO:0045892",-0.404358353510896,-0.340180211705013,118,70,0.624224751417655,0.817476918452753,"negative regulation of transcription, DNA-templated","BP"
"s__Olsenella_uli","GO:0045892",-0.514700971788176,-0.290877796901893,141,84,0.0541866632605681,0.285259851662092,"negative regulation of transcription, DNA-templated","BP"
"s__Vescimonas_fastidiosa","GO:0045892",-0.356185194116229,-0.296664937025331,144,86,0.627410954442657,0.819366803821438,"negative regulation of transcription, DNA-templated","BP"
"s__Faecalicatena_fissicatena","GO:0045892",0.312653727553056,0.168206047455069,149,86,0.26385359802554,0.542862457178659,"negative regulation of transcription, DNA-templated","BP"
"s__Senegalimassilia_faecalis","GO:0045892",-0.337325218884761,-0.102677350009771,137,85,0.0776385682781212,0.327815491506765,"negative regulation of transcription, DNA-templated","BP"
"s__Eggerthella_lenta","GO:0045892",0.282056956285144,-0.0421057597056465,149,86,0.0160971395031034,0.194324911699493,"negative regulation of transcription, DNA-templated","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0045892",-0.393505051039298,-0.181610318546023,147,85,0.0935134279629257,0.352922098039612,"negative regulation of transcription, DNA-templated","BP"
"s__Bacteroides_ovatus","GO:0045892",-0.100736104550465,-0.364776046738072,145,79,0.0493844952937345,0.276200574930788,"negative regulation of transcription, DNA-templated","BP"
"s__Desulfovibrio_piger","GO:0045892",-0.371367581999458,-0.15349253362952,123,73,0.118416271044733,0.387086081000852,"negative regulation of transcription, DNA-templated","BP"
"s__Bacteroides_stercoris","GO:0045892",-0.39278853723823,-0.197986224302014,145,77,0.134816905510875,0.407018418334385,"negative regulation of transcription, DNA-templated","BP"
"s__Blautia_sp._OF03_15BH","GO:0045892",0.11764030843609,0.357271569413652,148,86,0.0651220249771885,0.306511231609728,"negative regulation of transcription, DNA-templated","BP"
"s__Ruminococcus_sp._M6_2020","GO:0045892",-0.297845167452071,-0.148733430822209,148,86,0.253498063161182,0.532996543256122,"negative regulation of transcription, DNA-templated","BP"
