"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"s__Fusobacterium_periodonticum","gut_s__Ellagibacter_isourolithinifaciens",-0.332345013477089,0.112976406533575,105,57,0.00669907266263303,0.0202530103754022,0.445321420010664,3,2
"s__Streptococcus_sp._M334","gut_s__Blautia_sp._BIOML_A1",-0.083512237011593,0.377981029810298,136,81,0.00078841464476407,0.00732099312995208,0.461493266821891,1,1
"s__Leptotrichia_wadei","gut_s__Faecalibacterium_sp._HTFF",0.354561180947988,-0.0354402630617464,116,69,0.00906180086827188,0.0216541048369359,0.390001444009734,1,1
"s__Porphyromonas_sp._oral_taxon_279","gut_s__Parolsenella_catena",-0.348800758183276,0.112122796763973,87,58,0.00631895724225528,0.0200357180851997,0.460923554947249,1,1
"s__Fusobacterium_periodonticum","gut_s__Senegalimassilia_anaerobia",-0.318995493821868,0.161517429938483,108,56,0.00360172942106653,0.0160718585127036,0.48051292376035,3,1
"s__Actinomyces_sp._ph3","gut_s__Escherichia_coli",0.248506220001959,-0.457506853733269,82,53,4.02365349539159e-05,0.00104614990880181,0.706013073735228,2,1
"s__Haemophilus_haemolyticus","gut_s__Ruminococcus_sp._NSJ_71",-0.295984085704561,0.102930298719772,122,75,0.00647839925542872,0.0200521881715651,0.398914384424334,2,2
"s__Lachnoanaerobaculum_orale","gut_s__Ruminococcus_sp._NSJ_71",0.447666295433836,-0.0968367346938775,84,49,0.00183540167350095,0.011562699786327,0.544503030127714,1,2
"s__Veillonella_atypica","gut_s__Roseburia_sp._BX1005",0.0123198705473311,0.404698149951315,140,79,0.00376493978920743,0.0160718585127036,0.392378279403983,1,4
"s__Prevotella_histicola","gut_s__Roseburia_sp._BX1005",-0.0340596960263688,0.398207681365576,128,75,0.00221129946801067,0.0124986491670168,0.432267377391945,1,4
"s__Prevotella_sp._oral_taxon_306","gut_s__Roseburia_sp._BX1005",-0.024286546301689,0.413297150610583,101,66,0.00434287926505977,0.0176429470143053,0.437583696912272,1,4
"s__Streptococcus_sp._A12","gut_s__Roseburia_sp._BX1005",0.14058219803499,-0.387012987012987,132,76,0.00018947355509324,0.00266826214527345,0.527595185047977,2,4
"s__Porphyromonas_endodontalis","gut_s__Gallintestinimicrobium_propionicum",-0.0387810691181478,-0.520814479638009,89,51,0.00305621443590155,0.0152810721795077,0.482033410519861,1,1
"s__Veillonella_parvula","gut_s__Ruminococcus_sp._BSD2780120874_150323_B10",0.181933678141647,-0.406036217303823,123,70,6.14097829106945e-05,0.00133054529639838,0.58796989544547,1,1
"s__Haemophilus_influenzae","gut_s__Faecalicatena_fissicatena",0.0536440603997556,-0.374425691514299,134,80,0.00195676457922457,0.011562699786327,0.428069751914055,1,1
"s__Prevotella_pallens","gut_s__Senegalimassilia_faecalis",0.107758333887817,-0.433820313183448,113,70,0.000240112964986437,0.00266826214527345,0.541578647071265,1,2
"s__Prevotella_jejuni","gut_s__Senegalimassilia_faecalis",0.0295981045981046,-0.39404457435148,111,69,0.00456286992494357,0.0179212179185377,0.423642678949584,1,2
"s__Streptococcus_anginosus","gut_s__Faecalibacillus_intestinalis",-0.289470740132743,0.236382113821138,138,81,0.000162305372693505,0.00266826214527345,0.525852853953881,3,2
"s__Lachnoanaerobaculum_sp._ICM7","gut_s__Faecalibacillus_intestinalis",0.44565960355434,-0.0944664031620553,76,45,0.00325027074971845,0.0156494517579037,0.540126006716396,2,2
"s__Actinomyces_sp._S6_Spd3","gut_s__Pseudoflavonifractor_sp._MSJ_30",0.0569374706498573,-0.419546850998464,94,63,0.00261824356659181,0.0136233005114387,0.476484321648321,2,1
"s__Prevotella_melaninogenica","gut_s__Klebsiella_pneumoniae",-0.3135699217802,0.097634996582365,137,76,0.00383252010687547,0.0160718585127036,0.411204918362566,1,1
"s__Streptococcus_sp._263_SSPC","gut_s__Blautia_sp._MCC283",-0.108018694533424,0.396205962059621,138,81,0.000224863838497039,0.00266826214527345,0.504224656593045,1,1
"s__Actinomyces_sp._ph3","gut_s__Adlercreutzia_equolifaciens",-0.108852755194219,0.444711263579188,81,54,0.00121776317662855,0.00931230664480657,0.553564018773407,2,1
"s__Lautropia_mirabilis","gut_s__Bifidobacterium_pseudocatenulatum",-0.0166705976697014,-0.452185131430414,86,53,0.00916135204639595,0.0216541048369359,0.435514533760713,1,3
"s__Streptococcus_sp._1001283B150225_161107_H12","gut_s__Bifidobacterium_pseudocatenulatum",0.0217125382262997,-0.396799425333227,109,67,0.00560973547309716,0.0191912003027008,0.418511963559527,2,3
"s__Streptococcus_sp._343_SSPC","gut_s__Bifidobacterium_pseudocatenulatum",0.0678117884668515,-0.430920264985234,108,67,0.000923575127289642,0.00797112614226334,0.498732053452086,2,3
"s__Schaalia_sp._ORNL0103","gut_s__Faecalibacterium_sp._I3389",-0.284435933692663,0.101752437368876,132,73,0.00814262525488523,0.0207557114340212,0.386188371061539,2,1
"s__Streptococcus_sp._XMC","gut_s__Eubacterium_sp._AF22_8LB",-0.335349534953495,0.082910256899645,100,68,0.00735583800217396,0.0207557114340212,0.41825979185314,1,4
"s__Porphyromonas_somerae","gut_s__Eubacterium_sp._AF22_8LB",-0.367113898759468,0.198838896952104,78,53,0.0014254460872187,0.0101178524892218,0.565952795711573,2,4
"s__Streptococcus_sp._343_SSPC","gut_s__Eubacterium_sp._AF22_8LB",-0.358510414475068,0.0875691472706398,97,66,0.00468708776330987,0.0179212179185377,0.446079561745708,2,4
"s__Streptococcus_sp._A12","gut_s__Eubacterium_sp._AF22_8LB",-0.336062072439097,0.105851815093331,98,68,0.00485446209934223,0.0180308592261283,0.441913887532429,2,4
"s__Schaalia_sp._ORNL0103","gut_s__Brotolimicola_acetigignens",0.0143288774949643,-0.389029831160878,128,70,0.00530603837364967,0.0190425453252051,0.403358708655843,2,1
"s__Streptococcus_anginosus","gut_s__Waltera_sp._CLA_AA_H273",0.0198606936691952,-0.412001875293015,136,80,0.00147876305611704,0.0101178524892218,0.43186256896221,3,1
"s__Streptococcus_anginosus","gut_s__Faecalibacillus_sp._MSK20_93",-0.369156086631815,0.0791836734693878,104,50,0.00856530374304852,0.0214132593576213,0.448339760101203,3,1
"s__Fusobacterium_periodonticum","gut_s__Phascolarctobacterium_faecium",0.349818387659795,-0.155659995138157,86,42,0.00760020973943907,0.0207557114340212,0.505478382797953,3,1
"s__Neisseria_subflava","gut_s__Jingyaoa_shaoxingensis",0.000790916760404949,0.388022759601707,127,75,0.00613337976663926,0.0199334842415776,0.387231842841302,1,3
"s__Porphyromonas_bobii","gut_s__Jingyaoa_shaoxingensis",-0.228742874287429,0.45824233289243,100,58,1.85221602660717e-05,0.000802626944863105,0.686985207179859,2,3
"s__Neisseria_flavescens","gut_s__Jingyaoa_shaoxingensis",-0.0450076804915515,0.385886708626435,125,74,0.00261986548296899,0.0136233005114387,0.430894389117986,1,3
"s__Lachnoanaerobaculum_sp._ICM7","gut_s__Oribacterium_sp._oral_taxon_102",-0.0198691842527459,-0.535588442565187,73,44,0.00363192197153488,0.0160718585127036,0.515719258312441,2,1
"s__Streptococcus_mitis","gut_s__Alistipes_communis",-0.0138899533394946,-0.427878433664524,110,59,0.00766638200465343,0.0207557114340212,0.413988480325029,1,1
"s__Haemophilus_haemolyticus","gut_s__Agathobaculum_sp._M2",0.020310461192351,0.390179440812352,126,78,0.00788634302813677,0.0207557114340212,0.369868979620001,2,1
