"t1","t2","r1","r2","n1","n2","p","BH_p"
"s__Actinomyces_sp._ph3","gut_s__Adlercreutzia_equolifaciens",-0.108852755194219,0.444711263579188,81,54,0.00121776317662855,0.00931230664480657
"s__Streptococcus_anginosus","gut_s__Blautia_sp._Marseille_P3087",0.302823030329536,0.265267030180342,140,82,0.769441982174443,0.769441982174443
"s__Mogibacterium_diversum","gut_s__Blautia_sp._Marseille_P3087",0.126087003841926,0.501020408163265,82,49,0.0237164144086645,0.0416639712584646
"s__Porphyromonas_bobii","gut_s__Blautia_hansenii",0.0334353435343534,0.431295948814175,100,58,0.011921070053888,0.0269945553785251
"s__Lautropia_mirabilis","gut_s__Bifidobacterium_pseudocatenulatum",-0.0166705976697014,-0.452185131430414,86,53,0.00916135204639595,0.0216541048369359
"s__Streptococcus_sp._1001283B150225_161107_H12","gut_s__Bifidobacterium_pseudocatenulatum",0.0217125382262997,-0.396799425333227,109,67,0.00560973547309716,0.0191912003027008
"s__Streptococcus_sp._343_SSPC","gut_s__Bifidobacterium_pseudocatenulatum",0.0678117884668515,-0.430920264985234,108,67,0.000923575127289642,0.00797112614226334
"s__Leptotrichia_wadei","gut_s__Paraprevotella_clara",0.0265941816044666,0.44309741313071,83,52,0.0141005468604671,0.0290963665374718
"s__Aggregatibacter_sp._oral_taxon_458","gut_s__Paraprevotella_clara",0.158824333561176,0.566791744840525,76,40,0.018242459537015,0.0348752902913521
"s__Peptostreptococcus_stomatis","gut_s__Phocaeicola_massiliensis",-0.151118014666041,-0.483736019807052,94,52,0.0359620662077586,0.0543612628721933
"s__Mogibacterium_diversum","gut_s__Phocaeicola_massiliensis",-0.179074090466496,-0.474164133738602,78,48,0.0796271548534121,0.0941048193722143
"s__Oribacterium_sinus","gut_s__Clostridium_sp._D43t1_170807_D5",-0.393291373565346,0.00226517668378133,74,43,0.035699337435588,0.0543612628721933
"s__Schaalia_sp._ORNL0103","gut_s__Faecalibacterium_sp._I3389",-0.284435933692663,0.101752437368876,132,73,0.00814262525488523,0.0207557114340212
"s__Streptococcus_sp._XMC","gut_s__Eubacterium_sp._AF22_8LB",-0.335349534953495,0.082910256899645,100,68,0.00735583800217396,0.0207557114340212
"s__Porphyromonas_somerae","gut_s__Eubacterium_sp._AF22_8LB",-0.367113898759468,0.198838896952104,78,53,0.0014254460872187,0.0101178524892218
"s__Streptococcus_sp._343_SSPC","gut_s__Eubacterium_sp._AF22_8LB",-0.358510414475068,0.0875691472706398,97,66,0.00468708776330987,0.0179212179185377
"s__Streptococcus_sp._A12","gut_s__Eubacterium_sp._AF22_8LB",-0.336062072439097,0.105851815093331,98,68,0.00485446209934223,0.0180308592261283
"s__Leptotrichia_wadei","gut_s__Faecalibacterium_sp._AF27_11BH",0.34203033555416,0.210997442455243,114,69,0.360230122396684,0.374639327292552
"s__Fusobacterium_periodonticum","gut_s__Faecalibacterium_sp._AF27_11BH",0.328341288214391,0.0641690432978999,108,57,0.0996252967139115,0.112837566564527
"s__Candidatus_Nanosynbacter_sp._HMT_352","gut_s__Clostridium_sp._D43t1_170807_H7",0.198624160649477,0.485430157261795,78,47,0.0872122626916329,0.102140487837048
"s__Candidatus_Nanosynbacter_sp._TM7_057","gut_s__Clostridium_sp._D43t1_170807_H7",0.0847537948907812,0.50077519379845,74,44,0.0189831872639853,0.0357654252799723
"s__Candidatus_Nanosynbacter_sp._TM7_008","gut_s__Clostridium_sp._D43t1_170807_H7",0.238214241638899,0.518675123326286,73,44,0.0960890309347898,0.111531910906452
"s__Candidatus_Nanosynbacter_sp._TM7_053","gut_s__Clostridium_sp._D43t1_170807_H7",0.234564975934839,0.48471673254282,74,45,0.141479703242377,0.157199670269308
"s__Schaalia_sp._ORNL0103","gut_s__Brotolimicola_acetigignens",0.0143288774949643,-0.389029831160878,128,70,0.00530603837364967,0.0190425453252051
"s__Peptostreptococcus_stomatis","gut_s__Waltera_sp._CLA_AA_H273",-0.0983259228313091,-0.446693348580141,93,54,0.0309240610509568,0.0496312090941282
"s__Streptococcus_anginosus","gut_s__Waltera_sp._CLA_AA_H273",0.0198606936691952,-0.412001875293015,136,80,0.00147876305611704,0.0101178524892218
"s__Gemella_morbillorum","gut_s__Waltera_sp._CLA_AA_H273",-0.0947283933258343,-0.395323346729996,127,69,0.0353972270470206,0.0543612628721933
"s__Streptococcus_intermedius","gut_s__Waltera_sp._CLA_AA_H273",-0.0242005813953488,-0.372370983446933,129,79,0.012043724707342,0.0269945553785251
"s__Gemella_sanguinis","gut_s__Prevotella_pectinovora",-0.331188401535756,-0.195324078906168,102,66,0.364463785916805,0.376034064834799
"s__Leptotrichia_wadei","gut_s__Prevotella_pectinovora",0.359572063862361,0.226657552973342,87,56,0.406212243270063,0.415807808071718
"s__Streptococcus_parasanguinis","gut_s__Clostridium_perfringens",0.282657848876179,-0.0573605250820441,139,80,0.0150864118974767,0.0301728237949535
