"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053"
"s__Leptotrichia_sp._oral_taxon_215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337150289915895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747572185383913,NA,NA,NA,NA,0.125468653892742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112579554617319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220882220183067,NA,NA,0.851211228676129,NA,NA,NA,0.515322779788694,NA,NA,NA,NA,NA,0.60466171172608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710367412708601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68525281185438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568890936104693,NA,NA
"s__Leptotrichia_sp._oral_taxon_221",0.768255355850201,NA,NA,0.204326338697396,0.0157457300729051,NA,NA,NA,0.00195543042718273,NA,0.34878311847847,NA,NA,NA,NA,NA,0.0149134541935746,0.200759432762189,NA,NA,NA,0.366243302819424,NA,NA,NA,NA,NA,0.0249723729877949,NA,NA,NA,0.768666626294996,NA,0.782442268959141,NA,0.324132650345898,0.562047843314623,NA,NA,NA,NA,0.00840783301770403,NA,NA,NA,NA,0.0139278818901504,0.0135900945505086,0.00608465572849934,0.464662681497023,NA,NA,NA,NA,NA,0.690096934590476,NA,NA,NA,NA,NA,0.0124555750286665,NA,NA,NA,NA,NA,NA,NA,NA,0.938296110559341,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670997857415863,NA,NA,0.0416949583917743,0.0214744602407415,NA,0.127146818193654,0.643747789173536,NA,NA,NA,NA,0.0954372188479427,0.660594821450117,0.466109117805046,0.413548732429427,NA,NA,NA,NA,0.0164563646598368,NA,NA,NA,0.9436463735717,0.178270220847084,NA,0.00169318441775851,0.0219581414105355,NA,NA,NA,0.0614155229574041,NA,NA,NA,0.260946283920771,NA,NA,NA,NA,0.027228774915746,NA,NA,NA,NA,0.778773428458053,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Streptococcus_sp._oral_taxon_061",NA,NA,NA,NA,NA,NA,NA,NA,0.0835632481984016,NA,NA,NA,NA,NA,NA,0.780333643419007,0.887596250986053,NA,NA,NA,NA,NA,NA,0.052378280217803,NA,0.33228360408537,NA,0.710433247669159,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464032514438559,NA,NA,NA,0.0225725670119663,NA,NA,0.792332847012247,NA,0.850746915947076,0.76282699038075,0.0142909139506674,0.129461839699873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215979503699099,0.131616600868544,NA,0.615006731420646,NA,NA,0.538047921202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919744764344737,NA,0.313012788879276,NA,NA,0.275385388676971,NA,NA,0.396857149141684,NA,NA,NA,NA,NA,NA,NA,0.408673359013642,0.28290602970717,NA,NA,NA,NA,NA,0.674415699974337,0.262211605470752,NA,0.867936601443524,NA,0.912561880280686,NA,NA,NA,NA,NA,NA,NA,0.027228774915746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Aggregatibacter_sp._2125159857",NA,NA,NA,0.0449604161925573,NA,NA,NA,NA,0.0299613241871919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133182481734445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0570450539151122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116492079304437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31435256152958,NA,0.00547683652023553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299936713833296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Abiotrophia_defectiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0758845809664629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0890307534050779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Aggregatibacter_sp._oral_taxon_458",NA,NA,NA,NA,NA,NA,NA,NA,0.0977686764157462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115994125854195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0344413340972272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257624039459138,NA,0.0149493726839014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015417696678247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299936713833296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._TM7_057",NA,NA,NA,0.66686616754782,NA,NA,NA,0.114642850596892,NA,NA,NA,0.350375719821383,NA,NA,0.267345467286754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0768688006963181,NA,NA,NA,0.0657406537485027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253947317444137,NA,NA,0.574309455285146,NA,NA,NA,NA,NA,0.614488126921254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356848277433836,0.220993898773581,0.0696246174378198,NA,NA,0.809741286731188,NA,0.613571790595917,0.0940223231825623
"s__Lachnoanaerobaculum_orale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348311594226735,NA,NA,NA,0.321097567594811,NA,NA,0.395350044578095,NA,NA,NA,NA,0.220212220196061,0.634507077649638,0.0674104416166325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403187404348169,NA,NA,0.0956328794719249,NA,0.62842297330319,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010630634697274,NA,NA,NA,0.927446980056823,NA,NA,0.0293641713173874,NA,NA,NA,NA,NA,0.281023469566073,NA,NA,NA,NA,NA,NA,0.0708438141939804,NA,NA,NA,0.426591179586548,NA,0.509870316317849,NA,NA,NA,NA,NA,NA,NA,0.128465451698527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179768287373452,NA,0.778773428458053,NA,NA,NA,NA,NA,NA,0.365234717366825,NA,NA,NA,NA,NA,0.762927000830088,NA,NA
"s__Actinomyces_sp._S6_Spd3",0.529053278095211,NA,NA,NA,NA,0.149002545219694,0.0709684813997813,NA,NA,0.84625443114498,NA,0.501393728482861,NA,NA,0.296912458878726,NA,NA,NA,0.270548237556012,0.354252528293695,NA,0.768521930125794,0.0888544449214439,NA,0.474038301036237,NA,0.645613870648116,NA,NA,NA,NA,0.0577573035039463,0.457496082822426,0.231686924946214,NA,NA,0.908649549956064,NA,NA,NA,0.29343686998332,NA,0.00362117933108977,NA,NA,NA,NA,NA,NA,NA,NA,0.0801718850633176,0.410872269588091,0.557528022342354,NA,0.124910979119141,NA,0.833838399375764,NA,0.692556973552329,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215172967222345,NA,0.929927626279011,0.0570567733888209,NA,NA,NA,0.183600335921444,NA,0.98747076827896,NA,0.227285261444903,NA,NA,NA,NA,NA,NA,0.0607082508178341,NA,NA,NA,0.531808047413443,NA,NA,NA,NA,0.128198986764436,NA,NA,0.397504447427883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818036182342411,NA,NA,NA,NA,NA,NA,NA,0.356848277433836,0.365234717366825,NA,0.260176448216603,NA,0.726909436224397,0.977661618188406,NA,NA,0.887015974252652,0.971090295957085
"s__Candidatus_Nanosynbacter_sp._TM7_008",NA,NA,NA,NA,NA,NA,NA,NA,0.338175169815409,0.130715091162097,NA,0.30207509824763,NA,NA,0.267430824760412,NA,NA,0.262295665410554,NA,0.437457701190451,NA,NA,NA,0.208406057899007,0.083139961565525,NA,NA,0.924836621692813,0.551312529326848,NA,NA,NA,0.0727902171087176,0.545109009306968,NA,NA,0.76405091226891,NA,NA,NA,NA,NA,NA,NA,0.777909069136191,NA,0.435107150788131,0.279514490467609,NA,NA,NA,NA,NA,NA,NA,0.297309993745603,NA,0.310928026838947,NA,0.0280849488934765,0.259264704206111,NA,NA,NA,NA,NA,NA,0.0114712635018317,NA,0.682914378727055,NA,NA,0.761370012237883,NA,NA,NA,NA,NA,0.0593680525783823,NA,0.278477553784897,NA,NA,NA,NA,NA,NA,0.189066092961899,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00070563575895915,NA,NA,NA,0.0105307253512875,NA,NA,NA,NA,NA,0.600392960284964,0.394828060279544,NA,0.00592342578955925,NA,0.909587748462245,NA,NA,NA,NA,0.0684799212254107,NA,NA,NA,NA,NA,NA,NA,0.220993898773581,NA,0.260176448216603,NA,0.689386012947226,NA,NA,0.0255382087715359,NA,0.0405864908506889,0.123083920561233
"s__Candidatus_Nanosynbacter_sp._TM7_076",NA,NA,NA,NA,NA,NA,0.287885005791908,NA,0.243974406206641,0.0384696034628013,NA,0.362867498656777,0.0128345514316984,NA,0.0782037707562496,NA,NA,0.162780908358221,NA,0.586250126919958,NA,NA,NA,NA,0.0234580775869434,NA,NA,0.329193532966204,NA,NA,NA,NA,0.27157441575183,NA,NA,NA,0.51565823215184,NA,NA,NA,NA,NA,NA,NA,0.130434164905674,NA,0.99579657638362,NA,NA,NA,NA,NA,NA,NA,NA,0.795088544077117,NA,0.432325133421586,NA,0.0170993098600071,NA,NA,NA,NA,NA,NA,NA,0.187558135669677,NA,0.199616967019897,NA,NA,0.3645533203259,NA,NA,NA,NA,NA,0.507721408696401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0725566406516019,NA,NA,NA,0.377260654196872,NA,NA,NA,NA,NA,0.204119038231349,0.199736014273593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0696246174378198,NA,NA,0.689386012947226,NA,NA,NA,0.940807981326378,NA,0.0496421193829908,0.690299849971838
"s__Actinomyces_sp._oral_taxon_181",NA,0.395839423764146,0.668232825142337,NA,NA,NA,0.670265743100105,0.664138183096675,NA,0.845525646542827,NA,NA,NA,NA,0.596173927678936,NA,0.887825713823183,0.726020587942159,0.336858453683298,0.0912580605308934,NA,NA,0.550692670589967,NA,0.21031595526644,NA,0.570789399496201,NA,NA,NA,NA,NA,0.603212080298845,NA,NA,NA,NA,NA,NA,NA,0.891295807509628,NA,NA,NA,NA,0.109552376678531,NA,NA,NA,NA,NA,0.128379669903543,0.450168670086155,0.82941594805007,NA,NA,NA,NA,NA,0.234441291241589,NA,NA,NA,NA,NA,NA,NA,NA,0.620794126103145,NA,NA,NA,0.0313698891610328,NA,NA,NA,0.764853727481658,0.898299693843833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896173576415031,NA,NA,NA,NA,NA,NA,NA,0.497561207193051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972207675776789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726909436224397,NA,NA,NA,0.0958544486703412,NA,NA,NA,NA
"s__Actinomyces_sp._ph3",NA,NA,0.695358388255034,NA,NA,0.750768428601427,0.325049150018958,NA,NA,0.72358327185265,NA,NA,NA,NA,0.624518002543853,NA,NA,0.362427130890925,NA,0.29551556584707,NA,NA,0.873163015224211,NA,0.0776595365469743,NA,0.523604365638005,NA,NA,NA,NA,NA,0.441810755910887,NA,NA,NA,NA,0.250281072757115,NA,NA,0.976371571426713,NA,NA,NA,0.127933254706519,0.155753540750534,NA,0.676703076447827,NA,NA,NA,0.515839573732694,NA,0.902087232895519,NA,NA,NA,NA,NA,0.124218403887714,NA,NA,NA,NA,NA,NA,NA,NA,0.33565286526453,NA,NA,NA,NA,NA,NA,NA,0.261486570968989,0.697107175424452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427838083713746,NA,NA,NA,NA,NA,0.908577136501833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46806264571777,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977661618188406,NA,NA,0.0958544486703412,NA,NA,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._TM7_087",NA,NA,NA,0.787158219470353,NA,NA,NA,NA,NA,NA,NA,0.506801286683005,NA,NA,0.268502847249361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13706049727815,NA,0.383978322491736,0.0563321566128698,0.160546583713955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271110331837095,NA,0.0341516619335923,NA,NA,0.361763290977894,NA,NA,NA,NA,NA,0.36719738831084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0421000890118243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106534233720797,NA,NA,NA,NA,NA,NA,NA,NA,0.809741286731188,NA,NA,0.0255382087715359,0.940807981326378,NA,NA,NA,0.101380686480743,0.607095715829258,0.0490621619500066
"s__Lachnoanaerobaculum_sp._ICM7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105154282259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590660331099677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633817294076767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441697206801922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436134490013959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568890936104693,NA,NA,NA,NA,NA,NA,0.762927000830088,NA,NA,NA,NA,NA,0.101380686480743,NA,NA,NA
"s__Candidatus_Nanosynbacter_sp._TM7_075",NA,NA,NA,NA,NA,NA,0.785867058378146,0.404572671222207,NA,0.00101936738994089,NA,0.0274120535556439,NA,NA,0.00266959236506113,NA,NA,0.0936509356349626,NA,0.18881113759801,NA,NA,NA,0.138628848200049,0.000860580452627602,NA,0.902023793774025,NA,NA,NA,NA,0.317515470562774,0.00364882654121263,NA,NA,NA,0.0558837608991233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312147447541354,NA,0.272731467094366,NA,NA,NA,0.000519880671380145,NA,NA,NA,NA,NA,NA,NA,0.0392921885362892,NA,0.052693263957773,NA,NA,0.173856767734775,NA,NA,NA,NA,NA,0.124252506909153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021705858390924,NA,0.0543576521971927,NA,0.00928309948549732,NA,NA,NA,NA,NA,0.995993308947569,NA,NA,0.0512827324096558,NA,0.661079971125912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613571790595917,NA,0.887015974252652,0.0405864908506889,0.0496421193829908,NA,NA,0.607095715829258,NA,NA,0.693147874292307
"s__Candidatus_Nanosynbacter_sp._TM7_053",NA,NA,NA,NA,NA,NA,NA,0.557755343139779,NA,0.0351782178957805,NA,0.147558982916335,NA,NA,0.0162772105085316,NA,NA,0.0744339982388075,NA,NA,NA,NA,NA,0.342029688994221,0.0286185907869135,NA,NA,NA,NA,NA,NA,NA,0.0144187734958024,NA,NA,NA,0.0764083631550646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142032838889113,NA,NA,NA,0.00601297996911,NA,NA,NA,NA,NA,NA,NA,0.0495313290453718,NA,0.222493129279553,NA,NA,0.470996978909704,NA,NA,NA,NA,NA,0.339278190547096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00504611666685,NA,0.0919098505825422,NA,0.0445446921809994,NA,NA,NA,NA,NA,NA,NA,NA,0.0327061758479387,NA,0.425742921948914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0940223231825623,NA,0.971090295957085,0.123083920561233,0.690299849971838,NA,NA,0.0490621619500066,NA,0.693147874292307,NA
