"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Paratractidigestivibacter_faecalis","GO:0015658",0.627890205724508,0.169640486096182,129,78,0.000106202617830012,0.0701594561540619,0.458249719628326,6,1,"branched-chain amino acid transmembrane transporter activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0019867",0.112342501016122,0.647015425888665,121,71,1.78580072579293e-05,0.0566379455904697,0.534672924872543,38,3,"outer membrane","CC"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0019867",0.229081984814786,0.679577464788732,118,71,0.00011114199165499,0.0701594561540619,0.450495479973946,21,3,"outer membrane","CC"
"s__Prevotella_sp._P5_64","GO:0019867",0.15841120904412,0.681954887218045,78,56,0.000197957576018053,0.0772956595505867,0.523543678173925,40,3,"outer membrane","CC"
"s__Prevotella_copri","GO:0004788",-0.19678269806515,-0.58144074556064,139,83,0.00103111472588713,0.0945515389416827,0.384658047495489,7,4,"thiamine diphosphokinase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0004788",-0.180329869311919,-0.557752724185103,145,86,0.00129213022929362,0.0990763118135079,0.377422854873184,31,4,"thiamine diphosphokinase activity","MF"
"s__Prevotella_stercorea","GO:0004788",-0.220707643146841,-0.605946684894053,130,77,0.00116338407694489,0.0950734597260862,0.385239041747213,9,4,"thiamine diphosphokinase activity","MF"
"s__Vescimonas_fastidiosa","GO:0004788",-0.203134796238245,-0.582621821784046,144,86,0.000938488769603192,0.0933158992068922,0.379487025545802,25,4,"thiamine diphosphokinase activity","MF"
"s__Phocea_massiliensis","GO:0008448",-0.20627658690281,-0.594301618000849,147,86,0.000611367247610877,0.0888826995760413,0.388025031098039,18,1,"N-acetylglucosamine-6-phosphate deacetylase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0030435",-0.204609216392406,-0.61826066572902,133,80,0.000375108006796429,0.0838182743046852,0.413651449336614,25,1,"sporulation resulting in formation of a cellular spore","BP"
"s__Blautia_obeum","GO:0006542",0.0391873752947578,0.511109014576159,149,86,0.00014568032788328,0.0724085587911202,0.471921639281401,26,5,"glutamine biosynthetic process","BP"
"s__Oscillibacter_sp._ER4","GO:0006542",-0.0314202487797197,-0.492353412896835,145,86,0.000257620101743507,0.0798059145880131,0.460933164117115,31,5,"glutamine biosynthetic process","BP"
"s__Oscillibacter_sp._MCC667","GO:0006542",-0.0741623694643829,-0.485929255423099,148,85,0.00102293681953416,0.0942794003147865,0.411766885958717,6,5,"glutamine biosynthetic process","BP"
"s__Dysosmobacter_sp._BX15","GO:0006542",-0.132661737344914,-0.527262067617745,146,85,0.00115340339262196,0.0949568926561188,0.39460033027283,3,5,"glutamine biosynthetic process","BP"
"s__Oribacterium_sp._oral_taxon_102","GO:0006542",-0.022390754785121,-0.471053963754176,143,84,0.000495308940189738,0.0846268283185163,0.448663208969055,4,5,"glutamine biosynthetic process","BP"
"s__Vescimonas_coprocola","GO:0008736",-0.297486090391172,0.154016698900892,148,86,0.000829572614885222,0.0908750409032903,0.451502789292063,7,1,"L-fucose isomerase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004315",0.0486310986310986,0.53170210329427,111,68,0.000580689316877137,0.0878267606722709,0.483071004663172,31,1,"3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"s__Barnesiella_intestinihominis","GO:0004417",-0.0609952738393105,-0.523304195136848,109,68,0.00105082620533677,0.0945515389416827,0.462308921297537,7,1,"hydroxyethylthiazole kinase activity","MF"
"s__Clostridium_sp._BIOML_A1","GO:0005247",0.0426164914774498,-0.408223355591777,134,77,0.00113583687646009,0.0949568926561188,0.450839847069226,4,1,"voltage-gated chloride channel activity","MF"
"s__Clostridium_sp._BIOML_A1","GO:0006821",0.0426164914774498,-0.408223355591777,134,77,0.00113583687646009,0.0949568926561188,0.450839847069226,4,1,"chloride transport","BP"
"s__Blautia_sp._OF03_15BH","GO:0001216",0.00971358977111614,-0.43355818670692,148,86,0.000615061172971166,0.0888826995760413,0.443271776478036,4,1,"bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0015940",-0.101206488225569,0.373661894966626,139,83,0.000485090581266901,0.0839861394377018,0.474868383192195,10,2,"pantothenate biosynthetic process","BP"
"s__Prevotella_sp._P5_64","GO:0015940",0.087368327874657,0.654272043745728,78,56,0.000121140751283232,0.0701594561540619,0.566903715871071,40,2,"pantothenate biosynthetic process","BP"
"s__Dorea_sp._AF36_15AT","GO:0015095",0.0835094785238601,0.508109749924066,148,84,0.000638146394942079,0.0888826995760413,0.424600271400206,24,2,"magnesium ion transmembrane transporter activity","MF"
"s__Dorea_ammoniilytica","GO:0015095",-0.0180501005045588,0.439262934089298,148,84,0.000450943253288191,0.0838182743046852,0.457313034593857,15,2,"magnesium ion transmembrane transporter activity","MF"
"s__Mediterraneibacter_glycyrrhizinilyticus","GO:0004418",0.336067476872846,-0.117354592197745,149,86,0.000704368959100442,0.0891344997407774,0.453422069070591,6,1,"hydroxymethylbilane synthase activity","MF"
"s__Roseburia_inulinivorans","GO:0009094",-0.0536764678663049,-0.460936836643238,148,86,0.00131335492656796,0.0993337443499039,0.407260368776933,15,2,"L-phenylalanine biosynthetic process","BP"
"s__Lachnoclostridium_sp._210928_DFI_6_3","GO:0009094",0.0618800739490395,-0.381008353973385,144,83,0.000998063860474144,0.0940549590865733,0.442888427922424,2,2,"L-phenylalanine biosynthetic process","BP"
"s__Roseburia_inulinivorans","GO:0004664",-0.0308880308880309,-0.463087881503845,148,86,0.00067848401401891,0.0891344997407774,0.432199850615814,15,2,"prephenate dehydratase activity","MF"
"s__Lachnoclostridium_sp._210928_DFI_6_3","GO:0004664",0.0717908528253356,-0.37914025439738,144,83,0.000818594314619692,0.0906001871382107,0.450931107222716,2,2,"prephenate dehydratase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0016866",0.0453913516535826,-0.379933015708288,147,86,0.00130634960743129,0.099280616060892,0.425324367361871,21,1,"intramolecular transferase activity","MF"
"s__Agathobaculum_sp._M2","GO:0004372",0.390491887495184,-0.0461777423281978,141,83,0.00114774576979273,0.0949568926561188,0.436669629823382,8,1,"glycine hydroxymethyltransferase activity","MF"
"s__Agathobaculum_sp._M2","GO:0019264",0.390491887495184,-0.0461777423281978,141,83,0.00114774576979273,0.0949568926561188,0.436669629823382,8,1,"glycine biosynthetic process from serine","BP"
"s__Agathobaculum_sp._M2","GO:0035999",0.390491887495184,-0.0461777423281978,141,83,0.00114774576979273,0.0949568926561188,0.436669629823382,8,1,"tetrahydrofolate interconversion","BP"
"s__Dorea_sp._NSJ_36","GO:0050380",0.0866646688642493,0.514416315049226,141,80,0.000760837172878405,0.0891344997407774,0.427751646184977,4,1,"undecaprenyl-diphosphatase activity","MF"
"s__Prevotella_sp._P5_64","GO:0043937",-0.063468177392228,-0.603349282296651,78,56,0.000448941225683839,0.0838182743046852,0.539881104904423,40,1,"regulation of sporulation","BP"
"s__Adlercreutzia_equolifaciens","GO:0016831",0.300958072973729,-0.15131845841785,147,86,0.000819507979550909,0.0906001871382107,0.452276531391578,21,2,"carboxy-lyase activity","MF"
"s__Dorea_sp._AM58_8","GO:0016831",0.0626519136586251,-0.395046936176235,149,86,0.000507224401599473,0.0854158017121955,0.45769884983486,9,2,"carboxy-lyase activity","MF"
"s__Blautia_obeum","GO:0003941",0.257808815526936,0.615925279494316,149,86,0.001011483049503,0.0942794003147865,0.358116463967379,26,3,"L-serine ammonia-lyase activity","MF"
"s__Phocea_massiliensis","GO:0003941",-0.217901155278846,-0.665569130619369,147,86,2.72900100525201e-05,0.0610440045602667,0.447667975340523,18,3,"L-serine ammonia-lyase activity","MF"
"s__Suilimivivens_aceti","GO:0003941",-0.167529808948793,-0.550299542431247,148,86,0.00116322695594844,0.0950734597260862,0.382769733482454,13,3,"L-serine ammonia-lyase activity","MF"
"s__Absicoccus_porci","GO:0020037",-0.493781113696962,0.0713822193380921,92,68,0.000188123259472864,0.0772956595505867,0.565163333035054,4,1,"heme binding","MF"
"s__Blautia_sp._OF03_15BH","GO:0043138",-0.178357648156306,-0.570036322468041,148,86,0.000737969819836137,0.0891344997407774,0.391678674311735,4,2,"3'-5' DNA helicase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0043138",0.0324148824148824,0.563079741955186,111,68,0.000129467087757811,0.0713457356520512,0.530664859540303,31,2,"3'-5' DNA helicase activity","MF"
"s__Dorea_ammoniilytica","GO:0018580",0.220606581105143,0.593743039384429,148,84,0.00100365915063053,0.0942794003147865,0.373136458279286,15,1,"nitronate monooxygenase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0047355",-0.128360828360828,-0.600450433255716,111,68,0.000353101783016657,0.0829800091921737,0.472089604894888,31,1,"CDP-glycerol glycerophosphotransferase activity","MF"
"s__Dorea_sp._AM58_8","GO:0004181",-0.109922002539452,0.350780697202698,149,86,0.00056056250855103,0.087310736148323,0.46070269974215,9,1,"metallocarboxypeptidase activity","MF"
"s__Escherichia_coli","GO:0016462",0.0671511122134324,-0.372177786777362,148,84,0.00101859047183677,0.0942794003147865,0.439328898990794,7,3,"pyrophosphatase activity","MF"
"s__Prevotella_sp._P5_64","GO:0016462",0.0254808482656584,-0.559056732740943,78,56,0.000281556702666867,0.0803975280395065,0.584537581006602,40,3,"pyrophosphatase activity","MF"
"s__Schaalia_odontolytica","GO:0016462",0.463335635745888,0.032542908762421,137,81,0.00102877362389527,0.0945515389416827,0.430792726983467,2,3,"pyrophosphatase activity","MF"
"s__Dorea_sp._AM58_8","GO:0004852",-0.0168547070560493,-0.485070050474079,149,86,0.000207656142351862,0.0772956595505867,0.46821534341803,9,1,"uroporphyrinogen-III synthase activity","MF"
"s__Blautia_sp._Marseille_P3087","GO:0004725",-0.050429967016736,0.423538846171989,148,86,0.000282039493224639,0.0803975280395065,0.473968813188725,3,1,"protein tyrosine phosphatase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0003333",-0.114246037122341,-0.55710932260228,121,71,0.000801634170437,0.0899977292387695,0.442863285479939,38,1,"amino acid transmembrane transport","BP"
"s__Desulfovibrio_piger","GO:0042132",-0.351491661399956,0.133407379982722,123,73,0.000907289543794185,0.0933158992068922,0.484899041382679,4,1,"fructose 1,6-bisphosphate 1-phosphatase activity","MF"
"s__Phocaeicola_vulgatus","GO:0016855",-0.307047905322114,0.150356148874947,148,86,0.000694136039773347,0.0891344997407774,0.457404054197061,6,2,"racemase and epimerase activity, acting on amino acids and derivatives","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0016855",-0.0216397605659351,0.411588821575142,149,85,0.000936408582908774,0.0933158992068922,0.433228582141077,10,2,"racemase and epimerase activity, acting on amino acids and derivatives","MF"
"s__Anthropogastromicrobium_aceti","GO:0070567",0.29864846355738,-0.167639983018067,148,86,0.000554389942805527,0.0868800784957094,0.466288446575447,8,1,"cytidylyltransferase activity","MF"
"s__Blautia_obeum","GO:0015424",0.203787411572646,0.578432944950233,149,86,0.00104306618900745,0.0945515389416827,0.374645533377587,26,3,"amino acid-transporting ATPase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0015424",-0.113446701306881,-0.518788622104816,145,86,0.000915047448631999,0.0933158992068922,0.405341920797935,31,3,"amino acid-transporting ATPase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0015424",-0.109246714537326,-0.582360831656606,121,71,0.000283663093365769,0.0803975280395065,0.473114117119281,38,3,"amino acid-transporting ATPase activity","MF"
"s__Barnesiella_intestinihominis","GO:0032775",0.0400796960429988,0.501316944688323,109,68,0.00127819765561554,0.0987607870730418,0.461237248645324,7,1,"DNA methylation on adenine","BP"
"s__Bacteroides_xylanisolvens","GO:0008176",-0.153990836749457,-0.562974683544304,144,79,0.000764803932457228,0.0891344997407774,0.408983846794846,25,1,"tRNA (guanine-N7-)-methyltransferase activity","MF"
"s__Bacteroides_uniformis","GO:0004109",-0.366847740513305,0.165694135426724,145,83,8.40938947492707e-05,0.0701594561540619,0.532541875940029,3,2,"coproporphyrinogen oxidase activity","MF"
"s__Bacteroides_thetaiotaomicron","GO:0004109",-0.40713945704161,0.0778229448961156,147,81,0.000299917846369835,0.0804737967828592,0.484962401937725,15,2,"coproporphyrinogen oxidase activity","MF"
"s__Roseburia_inulinivorans","GO:0016149",0.00919903604467363,-0.418878248974008,148,86,0.000996725118239366,0.0940549590865733,0.428077285018682,15,1,"translation release factor activity, codon specific","MF"
"s__Adlercreutzia_equolifaciens","GO:0032324",-0.0332794354320773,0.40878343318081,147,86,0.000742032508720472,0.0891344997407774,0.442062868612888,21,1,"molybdopterin cofactor biosynthetic process","BP"
"s__Suilimivivens_aceti","GO:0071949",-0.0908835146610794,-0.510524081324591,148,86,0.000645190136409502,0.0888826995760413,0.419640566663511,13,1,"FAD binding","MF"
"s__Prevotella_stercorea","GO:0004521",-0.224995561867566,-0.621431200378569,130,77,0.000708832991633848,0.0891344997407774,0.396435638511003,9,1,"endoribonuclease activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0008830",0.00308002808002808,0.481047448181089,111,68,0.000974687615626922,0.0935868372687445,0.477967420101061,31,2,"dTDP-4-dehydrorhamnose 3,5-epimerase activity","MF"
"s__Allisonella_histaminiformans","GO:0008830",0.0282200268175023,0.528979375991539,92,61,0.000979918806709131,0.0935868372687445,0.500759349174037,1,2,"dTDP-4-dehydrorhamnose 3,5-epimerase activity","MF"
"s__Escherichia_coli","GO:0004639",-0.028056134479912,-0.468117849549458,148,84,0.000586615516598575,0.0878267606722709,0.440061715069546,7,3,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"s__Simiaoa_sunii","GO:0004639",-0.00204178033991112,-0.435528630056674,146,85,0.000850695202287654,0.0916809911941176,0.433486849716763,20,3,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"s__Dorea_ammoniilytica","GO:0004639",0.0836020241581124,0.531942897640984,148,84,0.000263579969452933,0.0803975280395065,0.448340873482872,15,3,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"s__Clostridium_sp._AF37_5","GO:0002098",0.394721539261995,-0.068285820066642,133,74,0.00104353184367902,0.0945515389416827,0.463007359328637,1,1,"tRNA wobble uridine modification","BP"
"s__Suilimivivens_aceti","GO:0050151",-0.0999048630879887,-0.518675409217416,148,86,0.000612193695451966,0.0888826995760413,0.418770546129427,13,1,"oleate hydratase activity","MF"
"s__Ruminococcus_callidus","GO:0004040",-0.296046581126546,0.1568470210859,146,86,0.000826837556582587,0.090724648733229,0.452893602212446,2,1,"amidase activity","MF"
"s__Akkermansia_muciniphila","GO:0070573",-0.313517810273716,0.238993841978917,126,66,0.000265127293883705,0.0803975280395065,0.552511652252632,1,3,"metallodipeptidase activity","MF"
"s__Holdemanella_sp._MSK_7_32","GO:0070573",0.117388547458785,-0.357553253859683,135,85,0.000499759945406785,0.0849120194998166,0.474941801318468,2,3,"metallodipeptidase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0070573",-0.0281470297181216,-0.501289263947492,133,80,0.000300686339971487,0.0804737967828592,0.47314223422937,25,3,"metallodipeptidase activity","MF"
"s__Anaerostipes_hadrus","GO:0004450",0.369642662797025,-0.170225010613708,149,86,4.97862300445407e-05,0.0701594561540619,0.539867673410733,6,1,"isocitrate dehydrogenase (NADP+) activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0043768",-0.335457766964616,0.184810604273787,147,86,0.000107710060053731,0.0701594561540619,0.520268371238403,21,1,"S-ribosylhomocysteine lyase activity","MF"
"s__Senegalimassilia_anaerobia","GO:0004673",0.0453219194598505,-0.39077584522181,144,85,0.00103644536641817,0.0945515389416827,0.43609776468166,7,2,"protein histidine kinase activity","MF"
"s__Schaalia_odontolytica","GO:0004673",0.330226632068251,-0.226355013550136,137,81,6.12672562726145e-05,0.0701594561540619,0.556581645618387,2,2,"protein histidine kinase activity","MF"
"s__Oscillibacter_valericigenes","GO:0015128",-0.316651550879739,-0.654908250389169,149,86,0.000979544329716714,0.0935868372687445,0.338256699509431,5,3,"gluconate transmembrane transporter activity","MF"
"s__Flavonifractor_plautii","GO:0015128",-0.172374387810629,-0.555073352516628,149,86,0.00109309387504866,0.0945515389416827,0.382698964705999,2,3,"gluconate transmembrane transporter activity","MF"
"s__Phocea_massiliensis","GO:0015128",-0.227855896153352,-0.590056134723336,147,86,0.0013023523453686,0.099245507160852,0.362200238569984,18,3,"gluconate transmembrane transporter activity","MF"
"s__Oscillibacter_valericigenes","GO:0035429",-0.316651550879739,-0.654908250389169,149,86,0.000979544329716714,0.0935868372687445,0.338256699509431,5,3,"gluconate transmembrane transport","BP"
"s__Flavonifractor_plautii","GO:0035429",-0.172374387810629,-0.555073352516628,149,86,0.00109309387504866,0.0945515389416827,0.382698964705999,2,3,"gluconate transmembrane transport","BP"
"s__Phocea_massiliensis","GO:0035429",-0.227855896153352,-0.590056134723336,147,86,0.0013023523453686,0.099245507160852,0.362200238569984,18,3,"gluconate transmembrane transport","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0051304",-0.221630396630397,-0.638508226132763,111,68,0.000796520017143431,0.0899977292387695,0.416877829502367,31,1,"chromosome separation","BP"
"s__Phocea_massiliensis","GO:0042121",0.136706737489516,0.532977970658993,147,86,0.000985129262326435,0.0938663294116274,0.396271233169477,18,1,"alginic acid biosynthetic process","BP"
"s__Anaerostipes_hadrus","GO:0006102",0.351042989298023,-0.158262182178405,149,86,0.00013747866135294,0.0713457356520512,0.509305171476428,6,1,"isocitrate metabolic process","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0004152",0.119592894543971,-0.36187219073676,147,85,0.000330848052898222,0.0821292155639086,0.481465085280731,11,1,"dihydroorotate dehydrogenase activity","MF"
"s__Ruminococcus_sp._FMBCY1","GO:0008767",0.114879409568159,-0.449260204866345,103,58,0.00039668727995387,0.0838182743046852,0.564139614434504,3,2,"UDP-galactopyranose mutase activity","MF"
"s__Barnesiella_intestinihominis","GO:0008767",0.0568251320544899,-0.467381761270374,109,68,0.000379818936316583,0.0838182743046852,0.524206893324864,7,2,"UDP-galactopyranose mutase activity","MF"
"s__Catenibacterium_mitsuokai","GO:0003984",-0.451229301622267,-0.0220813567860291,137,83,0.0010589817561845,0.0945515389416827,0.429147944836238,12,1,"acetolactate synthase activity","MF"
"s__Parolsenella_massiliensis","GO:0004425",-0.445991695243939,0.0065197959934802,118,77,0.00115629885599431,0.0949605088850664,0.452511491237419,2,1,"indole-3-glycerol-phosphate synthase activity","MF"
"s__Bacteroides_ovatus","GO:0030643",-0.15543615178712,-0.564021421616358,145,79,0.000752444668851143,0.0891344997407774,0.408585269829238,10,1,"cellular phosphate ion homeostasis","BP"
"s__Bacteroides_ovatus","GO:0045936",-0.15543615178712,-0.564021421616358,145,79,0.000752444668851143,0.0891344997407774,0.408585269829238,10,1,"negative regulation of phosphate metabolic process","BP"
"s__Coprococcus_eutactus","GO:0018492",-0.00754580083439144,-0.457012123213359,149,86,0.000438327976390838,0.0838182743046852,0.449466322378968,3,2,"carbon-monoxide dehydrogenase (acceptor) activity","MF"
"s__Prevotella_sp._P5_64","GO:0018492",-0.0418948140467128,-0.620710868079289,78,56,0.000154872385721514,0.0747461268565942,0.578816054032576,40,2,"carbon-monoxide dehydrogenase (acceptor) activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0016791",0.196990171990172,0.620948963621789,111,68,0.000859470346389215,0.0921457481701598,0.423958791631617,31,1,"phosphatase activity","MF"
"s__Eggerthella_lenta","GO:0015417",0.298991474696173,-0.149525921034011,149,86,0.000881979576756771,0.0930704473875949,0.448517395730184,13,2,"polyamine-transporting ATPase activity","MF"
"s__Prevotella_sp._P5_64","GO:0015417",0.0484958079894789,-0.51784005468216,78,56,0.000586557517283832,0.0878267606722709,0.566335862671639,40,2,"polyamine-transporting ATPase activity","MF"
"s__Clostridium_sp._AF15_31","GO:0070004",0.383514001806685,-0.194813925570228,81,50,0.00122177473698521,0.0971076005148073,0.578327927376913,1,1,"cysteine-type exopeptidase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0006470",0.057939303617396,-0.411837692823608,121,71,0.00121334005090276,0.0968972251091948,0.469776996441004,38,2,"protein dephosphorylation","BP"
"s__Eggerthella_lenta","GO:0006470",0.0655432613821876,0.479635831878862,149,86,0.000951208251492872,0.0935868372687445,0.414092570496675,13,2,"protein dephosphorylation","BP"
"s__Collinsella_sp._TF05_9AC","GO:0003942",0.192887238448904,0.597843413033286,133,80,0.000632800391109104,0.0888826995760413,0.404956174584383,25,1,"N-acetyl-gamma-glutamyl-phosphate reductase activity","MF"
"s__Blautia_sp._MSJ_19","GO:0004180",-0.0912611008488286,0.348610783527525,148,86,0.00099720568221017,0.0940549590865733,0.439871884376353,7,1,"carboxypeptidase activity","MF"
"s__Bacteroides_caccae","GO:0051607",-0.107226107226107,0.374519456165026,143,80,0.000441458851738767,0.0838182743046852,0.481745563391133,4,4,"defense response to virus","BP"
"s__Bacteroides_stercoris","GO:0051607",-0.133262478349866,0.371312897628687,145,77,0.000278438463973193,0.0803975280395065,0.504575375978553,1,4,"defense response to virus","BP"
"s__Bacteroides_thetaiotaomicron","GO:0051607",-0.0941676929935247,0.361540198735321,147,81,0.000817451509700781,0.0906001871382107,0.455707891728845,15,4,"defense response to virus","BP"
"s__Bacteroides_xylanisolvens","GO:0051607",-0.0727996141789245,0.398807205452775,144,79,0.000540462936567822,0.0862746630349643,0.4716068196317,25,4,"defense response to virus","BP"
"s__Blautia_sp._MSJ_19","GO:0004412",0.235654501234559,-0.374612010000472,148,86,4.56182175803446e-06,0.0490594728891098,0.61026651123503,7,2,"homoserine dehydrogenase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004412",0.179299754299754,0.633049585830439,111,68,0.000349343127940344,0.0829800091921737,0.453749831530684,31,2,"homoserine dehydrogenase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0016798",-0.00953539505398605,-0.430048587197509,147,86,0.00115320263921238,0.0949568926561188,0.420513192143523,21,1,"hydrolase activity, acting on glycosyl bonds","MF"
"s__Paratractidigestivibacter_faecalis","GO:0015803",0.593839445438283,0.0333716915995397,129,78,8.83914650495199e-06,0.0490594728891098,0.560467753838743,6,1,"branched-chain amino acid transport","BP"
"s__Agathobaculum_sp._M2","GO:0006241",0.36049060319363,-0.108160866462365,141,83,0.000571199049072119,0.0878267606722709,0.468651469655995,8,1,"CTP biosynthetic process","BP"
"s__Phocaeicola_vulgatus","GO:0140673",0.0179168347912356,0.452785508750413,148,86,0.000679220253542319,0.0891344997407774,0.434868673959177,6,5,"none","none"
"s__Coprococcus_eutactus","GO:0140673",-0.297163069109378,0.150620312278881,149,86,0.000902623781904664,0.0933158992068922,0.447783381388259,3,5,"none","none"
"s__Bacteroides_ovatus","GO:0140673",0.146968981262793,0.58300876338851,145,79,0.000284823902268971,0.0803975280395065,0.436039782125717,10,5,"none","none"
"s__Bacteroides_thetaiotaomicron","GO:0140673",0.137239420018285,0.570618789521229,147,81,0.000308638416239083,0.0804737967828592,0.433379369502944,15,5,"none","none"
"s__Bacteroides_xylanisolvens","GO:0140673",0.19897114379873,0.639021421616358,144,79,0.000106523412773986,0.0701594561540619,0.440050277817628,25,5,"none","none"
"s__Catenibacterium_mitsuokai","GO:0005351",-0.00891407022980566,0.548822467570631,137,83,1.06303051470408e-05,0.0544623241314122,0.557736537800437,12,1,"carbohydrate:proton symporter activity","MF"
"s__Prevotella_stercorea","GO:0015562",0.335711091234347,0.676875755823124,129,77,0.00130229474621778,0.099245507160852,0.341164664588777,9,4,"efflux transmembrane transporter activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0015562",0.187074922097277,0.633601609657948,121,71,0.000271490499700816,0.0803975280395065,0.446526687560671,38,4,"efflux transmembrane transporter activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0015562",0.213507755487646,0.58582952026039,146,86,0.00106144802507505,0.0945515389416827,0.372321764772743,12,4,"efflux transmembrane transporter activity","MF"
"s__Prevotella_sp._P5_64","GO:0015562",0.199711680724339,0.661449077238551,78,56,0.00104526165661677,0.0945515389416827,0.461737396514212,40,4,"efflux transmembrane transporter activity","MF"
"s__Oscillibacter_sp._MCC667","GO:0046537",0.409048001569574,0.716611295681063,148,85,0.000799207050537478,0.0899977292387695,0.307563294111489,6,1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity","MF"
"s__Simiaoa_sunii","GO:0004016",0.0652694899405204,0.472718389681454,146,85,0.00129566937809957,0.0990763118135079,0.407448899740934,20,1,"adenylate cyclase activity","MF"
"s__Simiaoa_sunii","GO:0006171",0.0652694899405204,0.472718389681454,146,85,0.00129566937809957,0.0990763118135079,0.407448899740934,20,1,"cAMP biosynthetic process","BP"
"s__Catenibacterium_mitsuokai","GO:0008965",-0.324934194560084,0.168821627975316,137,83,0.000347641765668431,0.0829800091921737,0.4937558225354,12,1,"phosphoenolpyruvate-protein phosphotransferase activity","MF"
"s__Catenibacterium_mitsuokai","GO:0016407",-0.139148169582019,0.390474791150665,137,83,0.000100511302076619,0.0701594561540619,0.529622960732684,12,1,"acetyltransferase activity","MF"
"s__Vescimonas_fastidiosa","GO:0071555",-0.327156177156177,-0.663342610500495,144,86,0.00097159151363424,0.0935868372687445,0.336186433344318,25,2,"cell wall organization","BP"
"s__Megasphaera_elsdenii","GO:0071555",0.0787765885381385,-0.416364309514994,121,74,0.000548720134556977,0.086398125583684,0.495140898053133,2,2,"cell wall organization","BP"
"s__Blautia_obeum","GO:0032300",-0.313890803555233,-0.658115948865513,149,86,0.000781003232743783,0.089390299395526,0.344225145310279,26,2,"mismatch repair complex","CC"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0032300",0.209740741146524,0.614050972501677,118,71,0.00110623384373662,0.0945808635358021,0.404310231355153,21,2,"mismatch repair complex","CC"
"s__Turicibacter_sanguinis","GO:0009432",-0.0842245532511019,0.417504862461795,112,60,0.00131395025407662,0.0993337443499039,0.501729415712897,1,1,"SOS response","BP"
"s__Blautia_wexlerae","GO:0070063",0.303479049519318,-0.130600500023586,149,86,0.00127357974540906,0.0987607870730418,0.434079549542904,1,2,"RNA polymerase binding","MF"
"s__Simiaoa_sunii","GO:0070063",-0.122589725545391,0.366621067031464,146,85,0.000265831547655921,0.0803975280395065,0.489210792576854,20,2,"RNA polymerase binding","MF"
"s__Anthropogastromicrobium_aceti","GO:0006534",0.272465452714734,-0.16877211189207,148,86,0.00113421007001712,0.0949568926561188,0.441237564606804,8,1,"cysteine metabolic process","BP"
"s__Oscillibacter_sp._ER4","GO:0004459",-0.239773264052905,-0.638209349497618,145,86,0.000238366136453187,0.0782152377144796,0.398436085444713,31,4,"L-lactate dehydrogenase activity","MF"
"s__Oscillibacter_sp._MSJ_31","GO:0004459",-0.258725037590008,-0.656693375024428,147,85,0.000174724454208779,0.0771573943293501,0.39796833743442,11,4,"L-lactate dehydrogenase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0004459",-0.274411220962945,-0.642526777020448,144,79,0.000788584719891089,0.0899351166077161,0.368115556057503,25,4,"L-lactate dehydrogenase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004459",-0.0666637416637417,-0.541512386914532,111,68,0.000642416731781681,0.0888826995760413,0.47484864525079,31,4,"L-lactate dehydrogenase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0006527",0.0163102425806165,-0.407876885694037,148,84,0.00127566056563194,0.0987607870730418,0.424187128274653,24,1,"arginine catabolic process","BP"
