"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Simiaoa_sunii","GO:0006537",0.0413850944251106,-0.406937658784444,146,85,0.000677295898695885,0.0891344997407774,0.448322753209555,20,1,"glutamate biosynthetic process","BP"
"s__Dorea_sp._OM07_5","GO:0009098",-0.331164709615995,0.139193624003751,137,80,0.000747452292860405,0.0891344997407774,0.470358333619746,8,2,"leucine biosynthetic process","BP"
"s__Agathobaculum_sp._M2","GO:0009098",0.279973457767884,-0.174258007640317,141,83,0.00101901552360623,0.0942794003147865,0.454231465408201,8,2,"leucine biosynthetic process","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0009166",0.263053330849941,0.65952380952381,118,71,0.000692116267031958,0.0891344997407774,0.396470478673868,21,4,"nucleotide catabolic process","BP"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0009166",0.0726900054416833,0.592534688293922,149,85,1.14732132910014e-05,0.054582173201469,0.519844682852239,10,4,"nucleotide catabolic process","BP"
"s__Faecalibacterium_sp._I3389","GO:0009166",0.0612948244779501,0.526421731483291,148,85,0.000163367618186519,0.0748989044502578,0.465126907005341,5,4,"nucleotide catabolic process","BP"
"s__Blautia_ammoniilytica","GO:0009166",-0.00901024295079904,-0.43678475399783,148,86,0.000906356549780591,0.0933158992068922,0.427774511047031,8,4,"nucleotide catabolic process","BP"
"s__Senegalimassilia_anaerobia","GO:0006259",-0.0498995257615947,0.379988274379519,144,85,0.00127033370201799,0.0987555991075057,0.429887800141114,7,1,"DNA metabolic process","BP"
"s__Eubacterium_coprostanoligenes","GO:0006402",0.319643415702221,-0.184270181772386,139,83,0.000254517341746423,0.079585063438202,0.503913597474607,1,1,"mRNA catabolic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0031419",0.0516935374610486,0.634775318578136,121,71,5.26959629931771e-06,0.0490594728891098,0.583081781117087,38,2,"cobalamin binding","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0031419",0.152608109736724,0.644600938967136,118,71,7.00588667232068e-05,0.0701594561540619,0.491992829230412,21,2,"cobalamin binding","MF"
"s__Blautia_sp._MSJ_19","GO:0008652",0.280242987817293,-0.189207038067833,148,86,0.000523511590883022,0.0854158017121955,0.469450025885126,7,1,"cellular amino acid biosynthetic process","BP"
"s__Oliverpabstia_intestinalis","GO:0015078",0.206832088903038,0.610299003322259,148,85,0.000325490648539162,0.0818831367564395,0.403466914419221,3,2,"proton transmembrane transporter activity","MF"
"s__Yeguia_hominis","GO:0015078",-0.454642206433825,-0.765271946789943,146,86,0.000187965877383206,0.0772956595505867,0.310629740356118,6,2,"proton transmembrane transporter activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0006007",0.0645752895752896,-0.429018589914876,111,68,0.000927720141745018,0.0933158992068922,0.493593879490165,31,1,"glucose catabolic process","BP"
"s__Collinsella_sp._TF05_9AC","GO:0008976",-0.0372573224105039,0.425199249882794,133,80,0.000681895238769613,0.0891344997407774,0.462456572293298,25,1,"polyphosphate kinase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0006799",-0.0338600912049459,0.432559774964838,133,80,0.000591263805767435,0.0878267606722709,0.466419866169784,25,1,"polyphosphate biosynthetic process","BP"
"s__Collinsella_sp._TF05_9AC","GO:0009358",-0.0338600912049459,0.432559774964838,133,80,0.000591263805767435,0.0878267606722709,0.466419866169784,25,1,"polyphosphate kinase complex","CC"
"s__Prevotella_sp._P5_64","GO:0001510",-0.114303418100886,-0.653656869446343,78,56,0.00022676179656488,0.0772956595505867,0.539353451345457,40,1,"RNA methylation","BP"
"s__Dorea_sp._AF24_7LB","GO:0003937",0.0756824758781706,0.4918644768777,147,82,0.00102031401516249,0.0942794003147865,0.41618200099953,1,5,"IMP cyclohydrolase activity","MF"
"s__Dorea_sp._OM07_5","GO:0003937",0.0356796161816043,0.561275199249883,137,80,3.11622022288646e-05,0.0610440045602667,0.525595583068278,8,5,"IMP cyclohydrolase activity","MF"
"s__Dorea_sp._AM10_31","GO:0003937",-0.0633987220161759,0.39718585108462,139,85,0.000578162572033581,0.0878267606722709,0.460584573100796,4,5,"IMP cyclohydrolase activity","MF"
"s__Dorea_sp._NSJ_36","GO:0003937",-0.0236568346247699,0.464158462259728,141,80,0.000234656400906869,0.0781441013480009,0.487815296884498,4,5,"IMP cyclohydrolase activity","MF"
"s__Dorea_sp._AM13_35","GO:0003937",-0.0305176696662917,0.511884487226953,127,74,6.91990050925206e-05,0.0701594561540619,0.542402156893245,1,5,"IMP cyclohydrolase activity","MF"
"s__Simiaoa_sunii","GO:0016638",0.0658363298082577,-0.402931405120188,146,85,0.000399200539221306,0.0838182743046852,0.468767734928445,20,1,"oxidoreductase activity, acting on the CH-NH2 group of donors","MF"
"s__Blautia_obeum","GO:0140664",-0.29599129330673,-0.657172508137176,149,86,0.000482096263374373,0.0839861394377018,0.361181214830447,26,3,"none","none"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0140664",0.161292678740336,0.605633802816901,118,71,0.000462617328848983,0.0838182743046852,0.444341124076566,21,3,"none","none"
"s__Eggerthella_lenta","GO:0140664",-0.336513694902957,-0.665455917731968,149,86,0.00107303336338488,0.0945515389416827,0.328942222829012,13,3,"none","none"
"s__Oliverpabstia_intestinalis","GO:0045263",0.195856176680721,0.573519640414305,148,85,0.0010820955953051,0.0945515389416827,0.377663463733584,3,2,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"s__Yeguia_hominis","GO:0045263",-0.437941638629944,-0.750761828388132,146,86,0.000273957953826858,0.0803975280395065,0.312820189758187,6,2,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"s__Prevotella_sp._P5_64","GO:0006071",-0.153175937986065,-0.627751196172249,78,56,0.00126277046883762,0.0985630673079499,0.474575258186184,40,1,"glycerol metabolic process","BP"
"s__Blautia_sp._MSJ_19","GO:0004072",0.272376608905851,-0.193037407424879,148,86,0.000591533611428665,0.0878267606722709,0.46541401633073,7,2,"aspartate kinase activity","MF"
"s__Intestinimonas_butyriciproducens","GO:0004072",-0.371311445673862,0.100297183829426,149,86,0.000377612522334462,0.0838182743046852,0.471608629503288,2,2,"aspartate kinase activity","MF"
"s__Faecalibacillus_sp._MSK20_93","GO:0006044",-0.0298041160426482,0.496474175719459,110,54,0.00081534137017329,0.0906001871382107,0.526278291762107,1,2,"N-acetylglucosamine metabolic process","BP"
"s__Phocea_massiliensis","GO:0006044",-0.263496513007276,-0.638133874239351,147,86,0.000465794529952489,0.0838182743046852,0.374637361232075,18,2,"N-acetylglucosamine metabolic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0008762",-0.0239669421487603,-0.565090543259557,121,71,5.76774430572556e-05,0.0701594561540619,0.541123601110797,38,2,"UDP-N-acetylmuramate dehydrogenase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0008762",-0.072423754377892,-0.531254191817572,118,71,0.000745868861674034,0.0891344997407774,0.45883043743968,21,2,"UDP-N-acetylmuramate dehydrogenase activity","MF"
"s__Vescimonas_fastidiosa","GO:0004560",-0.300920344023792,0.206773904429454,144,86,0.000180677980762964,0.0771573943293501,0.507694248453247,25,2,"alpha-L-fucosidase activity","MF"
"s__Agathobaculum_sp._M2","GO:0004560",-0.286069609144227,0.196780151966752,141,83,0.000470085637134307,0.0838182743046852,0.482849761110979,8,2,"alpha-L-fucosidase activity","MF"
"s__Ruminococcus_flavefaciens","GO:0006207",0.28497004133012,-0.157488560781169,147,86,0.00109382387229932,0.0945515389416827,0.442458602111289,10,3,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"s__Vescimonas_fastidiosa","GO:0006207",0.379784583232859,-0.0606160667956036,144,86,0.000911995588182796,0.0933158992068922,0.440400650028463,25,3,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0006207",0.395019985039554,-0.0595856947430135,147,85,0.000585242239604702,0.0878267606722709,0.454605679782568,11,3,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"s__Dorea_sp._AM58_8","GO:0004045",-0.0903573372029748,0.386310675031841,149,86,0.000312939557779087,0.0804737967828592,0.476668012234816,9,1,"aminoacyl-tRNA hydrolase activity","MF"
"s__Intestinimonas_butyriciproducens","GO:0004654",0.482553963359332,0.0817680079249021,149,86,0.00126379982104393,0.0985630673079499,0.40078595543443,2,1,"polyribonucleotide nucleotidyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0004371",-0.154794572516091,-0.658646616541353,78,56,0.00045255367299499,0.0838182743046852,0.503852044025262,40,1,"glycerone kinase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0030145",-0.0995867768595041,0.385110663983903,121,71,0.000958521924140688,0.0935868372687445,0.484697440843408,38,1,"manganese ion binding","MF"
"s__Parolsenella_massiliensis","GO:0006568",-0.496835500823537,-0.038592985961407,118,77,0.000709065424963751,0.0891344997407774,0.45824251486213,2,1,"tryptophan metabolic process","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0004559",0.104379170181762,-0.391281019450034,118,71,0.000764192543195869,0.0891344997407774,0.495660189631796,21,2,"alpha-mannosidase activity","MF"
"s__Faecalibacterium_sp._I3389","GO:0004559",0.275660128009121,-0.196384600351769,148,85,0.000515113935634173,0.0854158017121955,0.47204472836089,5,2,"alpha-mannosidase activity","MF"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0006013",0.104379170181762,-0.391281019450034,118,71,0.000764192543195869,0.0891344997407774,0.495660189631796,21,2,"mannose metabolic process","BP"
"s__Faecalibacterium_sp._I3389","GO:0006013",0.275660128009121,-0.196384600351769,148,85,0.000515113935634173,0.0854158017121955,0.47204472836089,5,2,"mannose metabolic process","BP"
"s__Blautia_sp._OF03_15BH","GO:0006302",0.0345084160999789,0.491938298976367,148,86,0.000270289804310867,0.0803975280395065,0.457429882876388,4,1,"double-strand break repair","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0019752",-0.0882955529017344,-0.607478202548625,118,71,6.24308217070426e-05,0.0701594561540619,0.519182649646891,21,2,"carboxylic acid metabolic process","BP"
"s__Negativibacillus_massiliensis","GO:0019752",0.101265601815484,-0.373807205452775,134,79,0.000649927320559022,0.0888826995760413,0.475072807268259,2,2,"carboxylic acid metabolic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0042586",0.0354965451835795,-0.4299128101945,121,71,0.0012290934012994,0.0973380592232391,0.46540935537808,38,1,"peptide deformylase activity","MF"
"s__Blautia_faecis","GO:0016151",0.0189951024850354,0.48754186518232,149,86,0.000201253426710302,0.0772956595505867,0.468546762697285,17,1,"nickel cation binding","MF"
"s__Dorea_sp._OM07_5","GO:0004643",0.0287490432542424,0.467182372245663,137,80,0.000898289073777939,0.0933158992068922,0.438433328991421,8,1,"phosphoribosylaminoimidazolecarboxamide formyltransferase activity","MF"
"s__Prevotella_copri","GO:0004471",0.0304213771839671,0.46383443180387,139,83,0.000872043016626505,0.0924851608859476,0.433413054619903,7,3,"malate dehydrogenase (decarboxylating) (NAD+) activity","MF"
"s__Blautia_glucerasea","GO:0004471",0.291884636314167,-0.183150148591915,149,86,0.000432567158229169,0.0838182743046852,0.475034784906081,4,3,"malate dehydrogenase (decarboxylating) (NAD+) activity","MF"
"s__Blautia_ammoniilytica","GO:0004471",0.0738329070064449,-0.418840511344875,148,86,0.000169856238676699,0.0764387504363794,0.49267341835132,8,3,"malate dehydrogenase (decarboxylating) (NAD+) activity","MF"
"s__Escherichia_coli","GO:0008519",-0.273790706197226,0.171853801761669,148,84,0.00110420905248469,0.0945808635358021,0.445644507958894,7,1,"ammonium transmembrane transporter activity","MF"
"s__Escherichia_coli","GO:0072488",-0.273790706197226,0.171853801761669,148,84,0.00110420905248469,0.0945808635358021,0.445644507958894,7,1,"ammonium transmembrane transport","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0140658",0.0776388782370836,-0.437927565392354,118,71,0.000376374823274469,0.0838182743046852,0.515566443629438,21,1,"none","none"
"s__Collinsella_sp._TF05_9AC","GO:0004358",0.212240234235521,0.669362400375059,133,80,4.00357845675818e-05,0.0701594561540619,0.457122166139538,25,2,"glutamate N-acetyltransferase activity","MF"
"s__Adlercreutzia_equolifaciens","GO:0004358",-0.0415114583412039,0.411802443511486,147,86,0.000541414862419856,0.0862746630349643,0.45331390185269,21,2,"glutamate N-acetyltransferase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0015693",-0.0198751004120132,0.495676824946846,148,84,5.35031467460639e-05,0.0701594561540619,0.515551925358859,24,4,"magnesium ion transport","BP"
"s__Dorea_sp._AM58_8","GO:0015693",-0.0462543079992744,0.413274211047691,149,86,0.000439119253103722,0.0838182743046852,0.459528519046965,9,4,"magnesium ion transport","BP"
"s__Dorea_ammoniilytica","GO:0015693",-0.0669808282464083,0.476905943100132,148,84,2.64011567798115e-05,0.0610440045602667,0.54388677134654,15,4,"magnesium ion transport","BP"
"s__Prevotella_sp._P5_64","GO:0015693",-0.0217377559149711,-0.54647983595352,78,56,0.00107572055836298,0.0945515389416827,0.524742080038549,40,4,"magnesium ion transport","BP"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0008685",0.0674260838019227,0.487473128786398,149,85,0.000803208254881166,0.0899977292387695,0.420047044984476,10,1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","MF"
"s__Blautia_obeum","GO:0006465",-0.0830509704335208,-0.578980140572669,149,86,2.92048441481542e-05,0.0610440045602667,0.495929170139148,26,9,"signal peptide processing","BP"
"s__Ruminococcus_flavefaciens","GO:0006465",-0.00403856470392674,0.437539506580499,147,86,0.000637809523569256,0.0888826995760413,0.441578071284426,10,9,"signal peptide processing","BP"
"s__Vescimonas_fastidiosa","GO:0006465",0.0800900249176111,0.512844945516298,144,86,0.000473360165876224,0.0838489551272716,0.432754920598687,25,9,"signal peptide processing","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0006465",0.0037325555916554,0.512644127418409,147,85,5.24364964115662e-05,0.0701594561540619,0.508911571826754,11,9,"signal peptide processing","BP"
"s__Ruminococcus_sp._M6_2020","GO:0006465",-0.0114719568219089,0.41085900278315,148,86,0.0012042342876919,0.0965169870795952,0.422330959605059,3,9,"signal peptide processing","BP"
"s__Adlercreutzia_equolifaciens","GO:0006465",0.0517230957544069,-0.407670173121374,147,86,0.000469586630199285,0.0838182743046852,0.459393268875781,21,9,"signal peptide processing","BP"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0006465",-0.0857053487644667,0.413500692666135,139,83,0.000206273048763733,0.0772956595505867,0.499206041430602,10,9,"signal peptide processing","BP"
"s__Oscillibacter_sp._MCC667","GO:0006465",0.116474233444511,0.524701973812781,148,85,0.000803997551117335,0.0899977292387695,0.40822774036827,6,9,"signal peptide processing","BP"
"s__Suilimivivens_aceti","GO:0006465",0.0710972580579484,0.551752441152885,148,86,7.13362235029472e-05,0.0701594561540619,0.480655183094936,13,9,"signal peptide processing","BP"
"s__Negativibacillus_massiliensis","GO:0004590",0.030247259940897,-0.440408958130477,134,79,0.000524373731024119,0.0854158017121955,0.470656218071374,2,1,"orotidine-5'-phosphate decarboxylase activity","MF"
"s__Prevotella_sp._P5_64","GO:0008760",-0.00398335841373816,-0.541831852358168,78,56,0.000863207068906821,0.0921457481701598,0.53784849394443,40,1,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0019277",-0.00398335841373816,-0.541831852358168,78,56,0.000863207068906821,0.0921457481701598,0.53784849394443,40,1,"UDP-N-acetylgalactosamine biosynthetic process","BP"
"s__Blautia_obeum","GO:0035435",0.115146018501723,0.573923298268786,149,86,0.00010037554864805,0.0701594561540619,0.458777279767063,26,4,"phosphate ion transmembrane transport","BP"
"s__Phascolarctobacterium_succinatutens","GO:0035435",-0.154911258637041,-0.606773977196512,121,71,0.00035337142625244,0.0829800091921737,0.451862718559471,38,4,"phosphate ion transmembrane transport","BP"
"s__Phascolarctobacterium_sp._Marseille_Q4147","GO:0035435",-0.215868876885826,-0.622367538564722,118,71,0.000940197367017139,0.0933233461034911,0.406498661678896,21,4,"phosphate ion transmembrane transport","BP"
"s__Adlercreutzia_equolifaciens","GO:0035435",-0.120900044579105,0.377310250483513,147,86,0.000182133077751714,0.0771655400050479,0.498210295062619,21,4,"phosphate ion transmembrane transport","BP"
"s__Faecalibacterium_sp._HTFF","GO:0016783",-0.530252131325957,-0.139417627516123,149,85,0.0011337050685802,0.0949568926561188,0.390834503809834,5,2,"sulfurtransferase activity","MF"
"s__Prevotella_sp._P5_64","GO:0016783",-0.172751299333578,-0.689473684210526,78,56,0.000200274767986379,0.0772956595505867,0.516722384876949,40,2,"sulfurtransferase activity","MF"
"s__Collinsella_aerofaciens","GO:0016758",0.106555414474878,-0.35998867871126,149,86,0.000462497117635394,0.0838182743046852,0.466544093186138,1,2,"transferase activity, transferring hexosyl groups","MF"
"s__Suilimivivens_aceti","GO:0016758",0.0597141450449217,0.489409877824426,148,86,0.000592078668255929,0.0878267606722709,0.429695732779504,13,2,"transferase activity, transferring hexosyl groups","MF"
"s__Senegalimassilia_faecalis","GO:0016874",-0.0909701868687812,0.36218487394958,137,85,0.000841203266697266,0.0913447153570583,0.453155060818361,7,4,"ligase activity","MF"
"s__Collinsella_sp._TF05_9AC","GO:0016874",0.0169504493934973,0.481153305203938,133,80,0.000450432161008919,0.0838182743046852,0.464202855810441,25,4,"ligase activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0016874",-0.162347179394159,-0.589622825874536,149,85,0.000217303846118493,0.0772956595505867,0.427275646480377,10,4,"ligase activity","MF"
"s__Bacteroides_xylanisolvens","GO:0016874",-0.229724298689816,-0.610199610516066,144,79,0.00090500691545913,0.0933158992068922,0.38047531182625,25,4,"ligase activity","MF"
"s__Streptococcus_thermophilus","GO:0009307",-0.310518424998027,0.207563025210084,115,69,0.000654270120786151,0.0888826995760413,0.518081450208111,1,1,"DNA restriction-modification system","BP"
"s__Phocea_massiliensis","GO:0009165",-0.0526071220787463,-0.47797537619699,147,86,0.000739166670247764,0.0891344997407774,0.425368254118244,18,1,"nucleotide biosynthetic process","BP"
"s__Catenibacterium_mitsuokai","GO:0004518",0.533887468030691,0.0840854708030729,137,83,0.000308060942279894,0.0804737967828592,0.449801997227618,12,1,"nuclease activity","MF"
"s__Dorea_ammoniilytica","GO:0004764",0.27808112180116,0.627923458540043,148,84,0.00119223473162944,0.0964755634865582,0.349842336738882,15,1,"shikimate 3-dehydrogenase (NADP+) activity","MF"
"s__Dorea_sp._AM58_8","GO:0008234",-0.145401777616543,-0.557243266191802,149,86,0.000485186844303692,0.0839861394377018,0.411841488575259,9,1,"cysteine-type peptidase activity","MF"
"s__Phocaeicola_vulgatus","GO:0006354",0.107104913432814,0.538827303174678,148,86,0.000349097403247895,0.0829800091921737,0.431722389741864,6,5,"DNA-templated transcription, elongation","BP"
"s__Bacteroides_ovatus","GO:0006354",0.226428908833255,0.639654333008763,145,79,0.000227987503959666,0.0772956595505867,0.413225424175509,10,5,"DNA-templated transcription, elongation","BP"
"s__Bacteroides_thetaiotaomicron","GO:0006354",0.207674406304543,0.632384823848238,147,81,0.000156930686255845,0.0748989044502578,0.424710417543695,15,5,"DNA-templated transcription, elongation","BP"
"s__Bacteroides_xylanisolvens","GO:0006354",0.264408005787316,0.685491723466407,144,79,7.15608502101139e-05,0.0701594561540619,0.421083717679091,25,5,"DNA-templated transcription, elongation","BP"
"s__Dorea_ammoniilytica","GO:0006354",-0.106220177169362,-0.525787182342817,148,84,0.000618517489439131,0.0888826995760413,0.419567005173454,15,5,"DNA-templated transcription, elongation","BP"
"s__Oscillibacter_sp._ER4","GO:0009306",0.244713430955755,0.60201896315864,145,86,0.00131687137762473,0.0994417056280497,0.357305532202885,31,2,"protein secretion","BP"
"s__Prevotella_sp._P5_64","GO:0009306",0.155705054439232,0.64149008885851,78,56,0.000845452314331174,0.0914117865120117,0.485785034419278,40,2,"protein secretion","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0045226",0.114794664794665,0.564835668206283,111,68,0.000905859304636761,0.0933158992068922,0.450041003411618,31,1,"extracellular polysaccharide biosynthetic process","BP"
"s__Blautia_obeum","GO:0006631",-0.0594739706149102,0.389782536912119,149,86,0.000652624458737377,0.0888826995760413,0.449256507527029,26,4,"fatty acid metabolic process","BP"
"s__Phascolarctobacterium_succinatutens","GO:0006631",0.053238043625525,-0.420892018779343,121,71,0.00105140375828716,0.0945515389416827,0.474130062404868,38,4,"fatty acid metabolic process","BP"
"s__Adlercreutzia_equolifaciens","GO:0006631",-0.322038700707977,0.121581206660692,147,86,0.000979367712694656,0.0935868372687445,0.443619907368668,21,4,"fatty acid metabolic process","BP"
"s__Suilimivivens_aceti","GO:0006631",0.00592662241751408,-0.45631397707439,148,86,0.000314990561530665,0.0806896783447187,0.462240599491904,13,4,"fatty acid metabolic process","BP"
"s__Phocea_massiliensis","GO:0071705",-0.247047578750123,-0.693362894476155,147,86,1.38798017296414e-05,0.0566379455904697,0.446315315726032,18,1,"nitrogen compound transport","BP"
"s__Dorea_sp._OM07_5","GO:0006435",-0.286104317956951,0.177918424753868,137,80,0.000965299501316475,0.0935868372687445,0.464022742710819,8,1,"threonyl-tRNA aminoacylation","BP"
"s__Ruminococcus_flavefaciens","GO:0035596",0.312019735698796,0.685022878437662,147,86,0.000198608143939589,0.0772956595505867,0.373003142738866,10,1,"methylthiotransferase activity","MF"
"s__Ruminococcus_torques","GO:0015450",0.331024850353709,-0.120637765932355,149,86,0.000749479579732224,0.0891344997407774,0.451662616286065,1,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Oscillibacter_sp._ER4","GO:0015450",-0.305321996535979,0.151110901457616,145,86,0.000750111894574654,0.0891344997407774,0.456432897993595,31,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Vescimonas_fastidiosa","GO:0015450",-0.416128124748814,0.0486909759894335,144,86,0.000397576561816165,0.0838182743046852,0.464819100738248,25,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Mitsuokella_jalaludinii","GO:0015450",-0.307853446039138,0.154766286345234,130,77,0.00124948583406156,0.0983682092269529,0.462619732384371,1,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Ruminococcus_sp._210702_SL_1_03","GO:0015450",-0.306130747575852,0.176440955459469,139,83,0.000474753434210108,0.0838726869461427,0.482571703035321,10,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Faecalibacterium_sp._CLA_AA_H233","GO:0015450",0.0615454380555052,0.476802814148915,149,85,0.000987535382148412,0.0939611700817581,0.41525737609341,10,6,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity","MF"
"s__Barnesiella_intestinihominis","GO:0009007",0.0204707626725975,0.510325609802649,109,68,0.000623311819666608,0.0888826995760413,0.489854847130052,7,1,"site-specific DNA-methyltransferase (adenine-specific) activity","MF"
"s__Eggerthella_lenta","GO:0015846",0.339020497007074,-0.0939006556913062,149,86,0.00119319964718532,0.0964755634865582,0.43292115269838,13,1,"polyamine transport","BP"
"s__Oscillibacter_sp._MSJ_31","GO:0017076",0.25144504303017,0.612839554426422,147,85,0.00103965762625157,0.0945515389416827,0.361394511396251,11,1,"purine nucleotide binding","MF"
"s__Blautia_obeum","GO:0002949",0.00314892073281335,0.427727723005802,149,86,0.0010231228959095,0.0942794003147865,0.424578802272989,26,1,"tRNA threonylcarbamoyladenosine modification","BP"
"s__Oscillibacter_sp._ER4","GO:0004044",-0.145394426074634,-0.585452143969055,145,86,0.000161115900253199,0.0748989044502578,0.440057717894421,31,1,"amidophosphoribosyltransferase activity","MF"
"s__Anaerobutyricum_hallii","GO:0004594",0.119655360058045,0.538732959101844,149,86,0.000488193069113285,0.0839861394377018,0.4190775990438,2,1,"pantothenate kinase activity","MF"
"s__Dorea_sp._AF36_15AT","GO:0008237",-0.126739395195771,-0.566771286827984,148,84,0.00022121030450494,0.0772956595505867,0.440031891632213,24,2,"metallopeptidase activity","MF"
"s__Prevotella_sp._P5_64","GO:0008237",0.15279657051809,0.63028024606972,78,56,0.00115546050101568,0.0949605088850664,0.47748367555163,40,2,"metallopeptidase activity","MF"
"s__Prevotella_copri","GO:0004641",-0.0064792886187944,-0.439003400361026,139,83,0.00104568704691667,0.0945515389416827,0.432524111742232,7,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Blautia_obeum","GO:0004641",0.0374278976963541,0.51893957262135,149,86,0.000100954075186145,0.0701594561540619,0.481511674924996,26,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Oscillibacter_sp._ER4","GO:0004641",-0.113013698630137,-0.541733100617954,145,86,0.000387189984299471,0.0838182743046852,0.428719401987817,31,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Prevotella_stercorea","GO:0004641",-0.0980403938330443,-0.595036542404964,130,77,6.60353779476374e-05,0.0701594561540619,0.496996148571919,9,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Prevotella_hominis","GO:0004641",-0.0408565961663307,-0.56862177632002,112,72,9.4137409092479e-05,0.0701594561540619,0.52776518015369,9,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Prevotella_sp._885","GO:0004641",-0.0836419208840299,-0.555627545353573,107,73,0.000487358184543846,0.0839861394377018,0.471985624469543,2,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Phascolarctobacterium_succinatutens","GO:0004641",-0.154010296707763,-0.585580147551979,121,71,0.000769074221408685,0.0892380668440464,0.431569850844215,38,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Prevotella_sp._Marseille_P4119","GO:0004641",-0.0772727272727273,-0.541703248463565,111,68,0.000816530634754225,0.0906001871382107,0.464430521190837,31,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Prevotella_pectinovora","GO:0004641",-0.214485328365161,-0.63670719972006,113,70,0.00061024400357407,0.0888826995760413,0.422221871354899,1,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Intestinimonas_sp._MSJ_38","GO:0004641",-0.072467491254184,-0.481937827256003,147,86,0.00108453814944601,0.0945515389416827,0.409470336001819,12,10,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF"
"s__Ruminococcus_flavefaciens","GO:0018339",0.232733152498319,0.606075758290485,147,86,0.000783619221918589,0.0895221115565074,0.373342605792167,10,3,"peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","BP"
"s__Holdemanella_sp._MSK_7_32","GO:0018339",-0.0375865769193249,-0.464744967754544,135,85,0.000988968987479185,0.0939633401898376,0.427158390835219,2,3,"peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","BP"
"s__Clostridium_perfringens","GO:0018339",0.0122217616380515,0.448051027639972,146,84,0.000776871074605535,0.089390299395526,0.43582926600192,1,3,"peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","BP"
"s__Simiaoa_sunii","GO:0030163",-0.0595085459786182,0.417275747508306,146,85,0.000295986956539986,0.0804737967828592,0.476784293486924,20,1,"protein catabolic process","BP"
"s__Prevotella_sp._Marseille_P4119","GO:0003725",-0.277413127413127,-0.666946596938581,111,68,0.000998406319147897,0.0940549590865733,0.389533469525453,31,1,"double-stranded RNA binding","MF"
