"species","t","p","num_corr","BH_p"
"s__Gemmiger_formicilis",2513.91672949804,0.000126619098261963,9,0.00958684188476021
"s__Roseburia_sp._BX1005",1494.1252720831,0.000213040930772449,5,0.00958684188476021
"s__Faecalibacterium_sp._I3389",1511.54970590017,0.000210585095880203,15,0.00958684188476021
"s__Prevotella_sp._P4_67",1735.90923625215,0.000183367796152936,19,0.00958684188476021
"s__Prevotella_sp._P5_64",2080.08869656529,0.000153027061868503,26,0.00958684188476021
"s__Holdemanella_biformis",542.989810008122,0.000586216390156327,54,0.0119907897986521
"s__Mogibacterium_kristiansenii",776.826781507627,0.000409756354873939,45,0.0119907897986521
"s__Bacteroides_uniformis",547.948565789426,0.000580911334880413,55,0.0119907897986521
"s__Bacteroides_thetaiotaomicron",760.520567110563,0.000418541873164431,66,0.0119907897986521
"s__Butyricicoccus_faecihominis",560.431296645432,0.000567972470971387,13,0.0119907897986521
"s__Dorea_sp._OM07_5",613.004033403108,0.000519261842467438,42,0.0119907897986521
"s__Blautia_faecis",492.645874020005,0.000646122226516539,54,0.0120847583138808
"s__Brotomerdimonas_butyrica",455.88009203608,0.000698230480357556,48,0.0120847583138808
"s__Negativibacillus_massiliensis",315.051494982397,0.00101033901533266,7,0.0151550852299899
"s__Dorea_sp._NSJ_36",329.061814275752,0.00096732252877028,24,0.0151550852299899
"s__Phocaeicola_vulgatus",285.280948962759,0.00111577230668125,45,0.0156201111159944
"s__Senegalimassilia_anaerobia",265.797594912498,0.00119755930993497,32,0.0156201111159944
"s__Yeguia_hominis",254.726301717668,0.00124960888927955,73,0.0156201111159944
"s__Oscillibacter_sp._ER4",159.219259053344,0.00199916582182689,77,0.0209332753570576
"s__Coprococcus_eutactus",155.513033363028,0.00204680914602341,11,0.0209332753570576
"s__Blautia_sp._Marseille_P3087",158.702651822758,0.00200567331376352,14,0.0209332753570576
"s__Turicibacter_sanguinis",168.071056462762,0.00189387832034813,12,0.0209332753570576
"s__Phascolarctobacterium_succinatutens",148.358353349653,0.00214551495407336,31,0.0209887332463699
"s__Clostridium_sp._D43t1_170807_H7",138.612668794821,0.00229635838329414,13,0.0215283598433826
"s__Anaerobutyricum_soehngenii",123.332102628831,0.0025808601666077,4,0.0225681960872931
"s__Desulfovibrio_piger",120.171458752128,0.00264873658455033,13,0.0225681960872931
"s__Dorea_sp._AF24_7LB",117.533469260048,0.00270818353047517,29,0.0225681960872931
"s__Faecalibacillus_faecis",93.4365551300976,0.00340656537740825,11,0.0264302486178227
"s__Faecalibacterium_sp._AF27_11BH",96.6358131097651,0.00329379465776043,25,0.0264302486178227
"s__Collinsella_sp._TF05_9AC",73.6789808404368,0.00431996126227687,48,0.0319288980966646
"s__Oscillibacter_sp._MCC667",72.3534709439193,0.00439909262665157,85,0.0319288980966646
"s__Ruminococcus_sp._M6_2020",64.4943860468708,0.00493507111028228,68,0.033648212115561
"s__Phascolarctobacterium_faecium",65.1662725550923,0.00488419687082824,8,0.033648212115561
"s__Blautia_sp._OF03_15BH",59.0330830886759,0.0053915436604746,10,0.0356793330472584
"s__Prevotella_sp._Marseille_P4119",54.4462393023071,0.00584565811922659,28,0.0375792307664566
"s__Blautia_obeum",40.1928185932206,0.00791793762883696,80,0.0414310689881004
"s__Parolsenella_catena",41.7363181709318,0.00762522928278131,41,0.0414310689881004
"s__Simiaoa_sunii",43.3810496639884,0.00733623381957359,58,0.0414310689881004
"s__Adlercreutzia_equolifaciens",43.53606406568,0.00731012164353033,21,0.0414310689881004
"s__Clostridium_sp._BIOML_A1",40.7489437178481,0.00780992047690863,16,0.0414310689881004
"s__Clostridium_sp._AM49_4BH",44.7650951892371,0.00710948904835492,11,0.0414310689881004
"s__Mediterraneibacter_butyricigenes",40.7013044296692,0.00781905800935021,5,0.0414310689881004
"s__Alistipes_ihumii",44.5974660167295,0.00713620265634421,12,0.0414310689881004
"s__Prevotella_stercorea",38.0385209469527,0.00836616615640572,54,0.0427815314816201
"s__Subdoligranulum_sp._APC924_74",33.6069927153127,0.00946874344402614,16,0.0453290909554443
"s__Prevotellamassilia_timonensis",33.94843208153,0.00937356604293402,34,0.0453290909554443
"s__Bacteroides_xylanisolvens",34.6573803403136,0.00918192867506475,56,0.0453290909554443
"s__Blautia_schinkii",29.4733480915784,0.0107957815349994,36,0.0476284479485268
"s__Mitsuokella_jalaludinii",29.5877358843742,0.0107540762716645,26,0.0476284479485268
"s__Intestinimonas_butyriciproducens",30.6457418712464,0.0103830732184127,74,0.0476284479485268
"s__Intestinimonas_sp._MSJ_38",29.7522922208266,0.0106946416501474,69,0.0476284479485268
"s__Solobacterium_moorei",28.6711957920849,0.0110975806195159,7,0.0480183776805977
"s__Holdemanella_porci",27.4394849857718,0.0115953006092347,62,0.0490317940993344
"s__Barnesiella_intestinihominis",26.9086394504,0.0118238408790242,15,0.0490317940993344
"s__Bacteriophage_sp.",26.545252180085,0.0119855496687262,26,0.0490317940993344
"s__Senegalimassilia_faecalis",25.9591170004779,0.0122559089320742,38,0.0492424912449409
"s__Eubacterium_ramulus",25.2793537908524,0.0125851321425071,40,0.0496781531941068
"s__Phascolarctobacterium_sp._Marseille_Q4147",23.4428314689457,0.0135699064256981,35,0.0501745322097812
"s__Faecalibacillus_intestinalis",23.9151466073876,0.0133022209390309,21,0.0501745322097812
"s__Ruminococcus_sp._210702_SL_1_03",23.38594846434,0.013602873176874,63,0.0501745322097812
"s__Waltera_sp._CLA_AA_H273",24.2511694063189,0.0131181162229094,26,0.0501745322097812
"s__Bifidobacterium_catenulatum",22.7405841748401,0.0139884246551193,10,0.0507644443129329
"s__Roseburia_faecis",20.1173162951572,0.0158096684480342,27,0.0515532666783724
"s__Lentihominibacter_faecis",21.262226178303,0.0149596517046786,37,0.0515532666783724
"s__Anthropogastromicrobium_aceti",21.3131469222152,0.0149239629618204,30,0.0515532666783724
"s__Absicoccus_porci",20.4237078808236,0.0155728767238039,11,0.0515532666783724
"s__Holdemanella_sp._MSK_7_32",20.5228922433789,0.0154977342857232,55,0.0515532666783724
"s__Clostridium_sp._1001271B_151109_B4",21.1004643007105,0.0150741657089865,12,0.0515532666783724
"s__Blautia_ammoniilytica",20.3019844537064,0.0156660958589697,6,0.0515532666783724
"s__Bifidobacterium_longum",19.6233577118374,0.0162069499482215,12,0.0520937676907121
"s__Klebsiella_pneumoniae",18.7453561113086,0.0169646521707858,11,0.0537612216679832
"s__Paratractidigestivibacter_faecalis",17.3802513827695,0.0182942884349328,39,0.0563855378923576
"s__Ruminococcus_bicirculans",17.5867091555153,0.0180799884460255,33,0.0563855378923576
