"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"s__Ruminococcus_sp._M6_2020","s__Oscillibacter_sp._MCC667",0.340212558812751,0.717842485831542,148,85,7.82717230398716e-05,0.024470586866738,0.377629927018791,1,3
"s__Blautia_faecis","s__Faecalibacterium_sp._AF27_11BH",0.316726596165155,-0.20050622658702,146,84,0.000142516974885439,0.0273030864084864,0.517232822752175,3,1
"s__Roseburia_faecis","s__Porcipelethomonas_ammoniilytica",-0.318405466402324,0.144263775971093,134,81,0.000940885430403683,0.0599204628733012,0.462669242373417,2,1
"s__Roseburia_sp._BX1005","s__Butyricicoccus_faecihominis",-0.0791430233700292,0.453097518076998,147,85,4.4366831062096e-05,0.0155434121052311,0.532240541447027,1,1
"s__Phocaeicola_vulgatus","s__Prevotella_sp._Marseille_P4119",-0.113583713583714,0.422071229530099,111,68,0.000355355078233796,0.0407355371348675,0.535654943113812,6,3
"s__Bacteroides_thetaiotaomicron","s__Prevotella_sp._Marseille_P4119",0.101719901719902,0.558105195945407,110,67,0.000908140999540331,0.0589263565550792,0.456385294225505,4,3
"s__Bacteroides_xylanisolvens","s__Prevotella_sp._Marseille_P4119",0.303002502085071,0.692224193716731,109,66,0.000762659213930513,0.0570244993538577,0.38922169163166,2,3
"s__Eubacterium_ramulus","s__Clostridium_sp._D43t1_170807_H7",-0.424279965280518,0.0941907197661673,115,69,0.000446545012189019,0.0466458235112553,0.518470685046685,2,2
"s__Faecalibacillus_faecis","s__Clostridium_sp._D43t1_170807_H7",-0.1405013004087,0.403690171720862,108,69,0.000315423277415882,0.0387407375369006,0.544191472129562,1,2
"s__Senegalimassilia_anaerobia","s__Brotolimicola_acetigignens",-0.0532642664497624,-0.459620596205962,141,81,0.00185849236681136,0.080903231005877,0.4063563297562,5,1
"s__Roseburia_inulinivorans","s__Waltera_sp._CLA_AA_H273",0.0867052487742143,0.484418345651514,144,84,0.00163148510888362,0.074584468752856,0.397713096877299,2,2
"s__Senegalimassilia_anaerobia","s__Waltera_sp._CLA_AA_H273",-0.0785647258590643,-0.492506611813106,139,83,0.00115426964673554,0.0661695807933732,0.413941885954042,5,2
"s__Holdemanella_biformis","s__Yeguia_hominis",-0.0731396951789691,-0.587708818467146,146,84,1.72880275990881e-05,0.00990892115221068,0.514569123288177,7,1
"s__Roseburia_inulinivorans","s__Faecalibacillus_sp._MSK20_93",0.0896467777201722,0.558833619210978,110,54,0.00161994394539006,0.074584468752856,0.469186841490806,2,1
"s__Anaerobutyricum_soehngenii","s__Phascolarctobacterium_faecium",-0.0243430916120887,-0.515842490842491,115,64,0.000654232669018465,0.0535691940179643,0.491499399230402,1,1
"s__Bifidobacterium_catenulatum","s__Negativibacillus_massiliensis",-0.0702321481046136,-0.551604579906467,82,53,0.0025414304252465,0.0905059344176459,0.481372431801853,1,1
"s__Blautia_sp._Marseille_P3087","s__Intestinimonas_butyriciproducens",-0.0664033434886743,-0.530619368838153,148,86,0.000150845781262356,0.0273030864084864,0.464216025349478,1,1
"s__Clostridium_sp._BIOML_A1","s__Clostridium_sp._AM49_4BH",-0.093934481216458,0.385092460881935,129,75,0.000762758642127785,0.0570244993538577,0.479026942098393,1,1
"s__Vescimonas_coprocola","s__Barnesiella_intestinihominis",0.158493188768418,0.559109821735313,109,68,0.00295551345451229,0.0932478052299794,0.400616632966895,1,2
"s__Ruminococcus_sp._NSJ_71","s__Barnesiella_intestinihominis",-0.0118008945383402,0.456422653672786,102,62,0.0023279344281796,0.0905059344176459,0.468223548211126,1,2
"s__Roseburia_faecis","s__Phocea_massiliensis",-0.319311063929459,0.0866738997122506,147,86,0.0025295214331196,0.0905059344176459,0.40598496364171,2,1
"s__Holdemanella_biformis","s__Intestinimonas_sp._MSJ_38",-0.0414661236579045,-0.489035132125139,147,84,0.000413081837617341,0.0458254335343883,0.447569008467235,7,4
"s__Eubacterium_ramulus","s__Intestinimonas_sp._MSJ_38",-0.29457721629933,0.118354639369782,147,86,0.0022638776262861,0.0894882201930793,0.412931855669111,2,4
"s__Bacteroides_fragilis","s__Intestinimonas_sp._MSJ_38",0.0686631557473045,0.491424521615875,147,84,0.000784040155298702,0.0573683849802603,0.422761365868571,2,4
"s__Bacteroides_thetaiotaomicron","s__Intestinimonas_sp._MSJ_38",-0.00107463391591875,0.401061427280939,145,81,0.00265786700569922,0.0905059344176459,0.402136061196858,4,4
"s__Ruminococcus_sp._210702_SL_1_03","s__Clostridium_sp._AF43_10",-0.0401455767077268,0.423258041344082,95,67,0.00269505854551639,0.0907452832072237,0.463403618051809,1,1
"s__Negativibacillus_massiliensis","s__Turicibacter_sanguinis",0.0144019541874233,-0.552250146113384,102,59,0.000160092750611161,0.0275279484675892,0.566652100300807,1,1
"s__Solobacterium_moorei","s__Dorea_ammoniilytica",-0.309324772933945,0.137122736418511,118,71,0.00290582666664675,0.0925290546907238,0.446447509352456,1,1
"s__Paratractidigestivibacter_faecalis","s__Terrisporobacter_mayombei",0.31200537581395,-0.125539923485129,118,73,0.00320787607760232,0.0993100757848638,0.437545299299079,2,1
"s__Phocaeicola_vulgatus","s__Mediterraneibacter_butyricigenes",0.023898984589301,-0.38546023060387,148,85,0.0019518351248483,0.0828686542512751,0.40935921519317,6,1
"s__Senegalimassilia_faecalis","s__Oribacterium_sp._oral_taxon_102",0.341401332367554,-0.127534528357332,133,83,0.000696739131529085,0.0557229272867098,0.468935860724886,2,1
"s__Mogibacterium_kristiansenii","s__Dorea_sp._AF24_7LB",0.0130576320231493,0.507000903342367,144,81,0.000120810333575236,0.0273030864084864,0.493943271319218,9,4
"s__Senegalimassilia_anaerobia","s__Dorea_sp._AF24_7LB",-0.0543073947329266,0.408474004418759,142,82,0.000570628736817178,0.052994749617674,0.462781399151686,5,4
"s__Anthropogastromicrobium_aceti","s__Dorea_sp._AF24_7LB",-0.0290418671011154,-0.455295436488501,146,82,0.00104332798800645,0.0640715169777533,0.426253569387386,2,4
"s__Senegalimassilia_faecalis","s__Dorea_sp._AF24_7LB",-0.0186250655980154,0.417502258355917,136,81,0.00123904165123159,0.067635940295007,0.436127323953932,2,4
"s__Mogibacterium_kristiansenii","s__Dorea_sp._OM07_5",-0.0740708223587943,0.508845584794952,135,78,1.24656494982005e-05,0.00990892115221068,0.582916407153746,9,2
"s__Senegalimassilia_anaerobia","s__Dorea_sp._OM07_5",0.0846196223258281,0.513656280428432,133,79,0.000889192697325132,0.058904949459227,0.429036658102604,5,2
"s__Anaerobutyricum_hallii","s__Alistipes_ihumii",-0.0780323450134771,-0.56651809322354,105,62,0.000618754340596378,0.052994749617674,0.488485748210063,1,1
"s__Phascolarctobacterium_sp._Marseille_Q4147","s__Parolsenella_massiliensis",0.0350261389096341,-0.414079335940618,104,67,0.00311768302642136,0.0974701084351187,0.449105474850252,2,1
"s__Mogibacterium_kristiansenii","s__Dorea_sp._NSJ_36",-0.0756936818047942,0.386385766132602,138,78,0.000846560552002884,0.058904949459227,0.462079447937396,9,4
"s__Senegalimassilia_anaerobia","s__Dorea_sp._NSJ_36",-0.0870569152235103,0.464143135345667,136,79,4.51974763164615e-05,0.0155434121052311,0.551200050569177,5,4
"s__Anthropogastromicrobium_aceti","s__Dorea_sp._NSJ_36",-0.0227810456801732,-0.431715893108298,140,80,0.00217564819007494,0.0870006293682291,0.408934847428125,2,4
"s__Dorea_sp._AM58_8","s__Dorea_sp._NSJ_36",0.140558243075474,0.525199249882794,141,80,0.00201863299114574,0.0836395042957856,0.38464100680732,1,4
"s__Phocaeicola_vulgatus","s__Prevotella_sp._P4_67",0.0359556693673649,0.62742252198412,83,52,0.000126813573267007,0.0273030864084864,0.591466852616755,6,3
"s__Bacteroides_uniformis","s__Prevotella_sp._P4_67",0.0298895932160699,0.682574916759156,83,52,1.10123732916106e-05,0.00990892115221068,0.652685323543087,2,3
"s__Bacteroides_thetaiotaomicron","s__Prevotella_sp._P4_67",0.110637672641787,0.656876974302057,83,52,0.000219185985434485,0.0327730697351824,0.546239301660271,4,3
"s__Phocaeicola_vulgatus","s__Prevotella_sp._P5_64",-0.122523046573679,0.55352016404648,78,56,3.65942982589262e-05,0.0155434121052311,0.676043210620159,6,6
"s__Blautia_glucerasea","s__Prevotella_sp._P5_64",0.0285157880094589,-0.510116199589884,78,56,0.00107980969333288,0.0646269567294078,0.538631987599343,1,6
"s__Bacteroides_uniformis","s__Prevotella_sp._P5_64",-0.0701703359931208,0.529254955570745,78,56,0.000267138160901523,0.0379515685729534,0.599425291563866,2,6
"s__Bacteroides_ovatus","s__Prevotella_sp._P5_64",0.0868372134194919,0.575685425685426,78,55,0.00177004323611161,0.0790542686881534,0.488848212265934,1,6
"s__Bacteroides_thetaiotaomicron","s__Prevotella_sp._P5_64",0.0120765310638728,0.676486671223513,78,56,7.36052155169256e-06,0.00990892115221068,0.66441014015964,4,6
"s__Bacteroides_xylanisolvens","s__Prevotella_sp._P5_64",0.267213798859368,0.696103896103896,78,56,0.00119906344377677,0.067069181789466,0.428890097244528,2,6
"s__Mogibacterium_kristiansenii","s__Dorea_sp._AM13_35",-0.0015748031496063,0.477076391459953,126,73,0.000548000989450445,0.052994749617674,0.478651194609559,9,1
"s__Subdoligranulum_sp._APC924_74","s__Bacteriophage_sp.",-0.0239638228172625,-0.505859449555293,119,68,0.000631807134144994,0.052994749617674,0.48189562673803,1,2
"s__Bacteroides_stercoris","s__Bacteriophage_sp.",0.0781818999235715,0.499175824175824,117,64,0.00329204671110046,0.0993100757848638,0.420993924252253,1,2
