"","s__Streptococcus_mitis","s__Streptococcus_salivarius","s__Streptococcus_parasanguinis","s__Streptococcus_oralis","s__Rothia_mucilaginosa","s__Neisseria_mucosa","s__Haemophilus_parainfluenzae","s__Neisseria_sicca","s__Streptococcus_infantis","s__Schaalia_odontolytica","s__Prevotella_melaninogenica","s__Actinomyces_sp._ICM47","s__Gemella_haemolysans","s__Streptococcus_sanguinis","s__Actinomyces_graevenitzii","s__Streptococcus_pseudopneumoniae","s__Streptococcus_sp._263_SSPC","s__Veillonella_atypica","s__Haemophilus_parahaemolyticus","s__Prevotella_histicola","s__Streptococcus_cristatus","s__Streptococcus_pneumoniae","s__Neisseria_subflava","s__Streptococcus_australis","s__Veillonella_dispar","s__Gemella_sanguinis","s__Haemophilus_haemolyticus","s__Streptococcus_sp._oral_taxon_431","s__Streptococcus_rubneri","s__Streptococcus_vestibularis","s__Streptococcus_sp._M334","s__Prevotella_pallens","s__Lancefieldella_parvula","s__Prevotella_jejuni","s__Streptococcus_gordonii","s__Granulicatella_adiacens","s__Actinomyces_bouchesdurhonensis","s__Veillonella_parvula","s__Veillonella_rogosae","s__Actinomyces_oris","s__Haemophilus_sputorum","s__Rothia_sp._HMSC065C12","s__Streptococcus_sp._HSISS2","s__Rothia_dentocariosa","s__Streptococcus_timonensis","s__Lautropia_mirabilis","s__Streptococcus_sp._HMSC067H01","s__Streptococcus_sp._Marseille_Q3533","s__Rothia_sp._HMSC072B04","s__Veillonella_tobetsuensis","s__Alloprevotella_tannerae","s__Neisseria_sp._HMSC071A01","s__Megasphaera_micronuciformis","s__Neisseria_meningitidis","s__Alloprevotella_sp._oral_taxon_473","s__Prevotella_salivae","s__Streptococcus_sp._UMB0029","s__Solobacterium_moorei","s__Peptostreptococcus_stomatis","s__Veillonella_nakazawae","s__Streptococcus_sp._F0442","s__Streptococcus_sp._HPH0090","s__Prevotella_intermedia","s__Rothia_aeria","s__Streptococcus_sp._HMSC034E03","s__Streptococcus_anginosus","s__Veillonella_sp._oral_taxon_158","s__Streptococcus_sp._XMC","s__Rothia_sp._HMSC062F03","s__Actinomyces_sp._ICM58","s__Leptotrichia_wadei","s__Mogibacterium_diversum","s__Actinomyces_sp._oral_taxon_172","s__Porphyromonas_somerae","s__Porphyromonas_sp._oral_taxon_279","s__Porphyromonas_bobii","s__Neisseria_flavescens","s__Rothia_sp._HMSC072E10","s__Candidatus_Nanosynbacter_sp._HMT_352","s__Parvimonas_micra","s__Prevotella_vespertina","s__Porphyromonas_sp._KLE_1280","s__Prevotella_nanceiensis","s__Fusobacterium_pseudoperiodonticum","s__Streptococcus_sp._HMSC074B11","s__Abiotrophia_sp._HMSC24B09","s__Streptococcus_sp._SK140","s__Prevotella_sp._oral_taxon_306","s__Neisseria_sp._oral_taxon_014","s__Streptococcus_sp._HMSC061D10","s__Veillonella_sp._S13053_19","s__Haemophilus_influenzae","s__Streptococcus_sp._HMSC056C01","s__Lachnoanaerobaculum_saburreum","s__Leptotrichia_sp._oral_taxon_218","s__Alloprevotella_rava","s__Haemophilus_paraphrohaemolyticus","s__Streptococcus_sp._1001283B150225_161107_H12","s__Actinomyces_naeslundii","s__Schaalia_sp._ORNL0103","s__Streptococcus_sp._Marseille_Q6470","s__Streptococcus_sp._343_SSPC","s__Porphyromonas_pasteri","s__Porphyromonas_endodontalis","s__Campylobacter_concisus","s__Leptotrichia_sp._oral_taxon_417","s__Oribacterium_sinus","s__Streptococcus_sp._Marseille_Q0941","s__Streptococcus_sp._HMSC062D07","s__Aggregatibacter_segnis","s__Streptococcus_sp._A12","s__Fusobacterium_periodonticum","s__Streptococcus_sp._Marseille_Q4154","s__Gemella_morbillorum","s__Fusobacterium_nucleatum","s__Streptococcus_intermedius","s__Granulicatella_sp._HMSC30F09","s__Veillonella_sp._CLA_AA_H247","s__Haemophilus_sp._Marseille_Q0026","s__Leptotrichia_sp._oral_taxon_215","s__Leptotrichia_sp._oral_taxon_221","s__Streptococcus_sp._oral_taxon_061","s__Aggregatibacter_sp._2125159857","s__Abiotrophia_defectiva","s__Aggregatibacter_sp._oral_taxon_458","s__Candidatus_Nanosynbacter_sp._TM7_057","s__Lachnoanaerobaculum_orale","s__Actinomyces_sp._S6_Spd3","s__Candidatus_Nanosynbacter_sp._TM7_008","s__Candidatus_Nanosynbacter_sp._TM7_076","s__Actinomyces_sp._oral_taxon_181","s__Actinomyces_sp._ph3","s__Candidatus_Nanosynbacter_sp._TM7_087","s__Lachnoanaerobaculum_sp._ICM7","s__Candidatus_Nanosynbacter_sp._TM7_075","s__Candidatus_Nanosynbacter_sp._TM7_053","HMDB0302405","HMDB0013751","HMDB0011749","HMDB0031604","HMDB0245980","HMDB0246022","HMDB0253411","HMDB0000162","HMDB0243969","HMDB0000883","HMDB0031502","HMDB0033910","HMDB0000262","HMDB0040582","HMDB0000267","HMDB0034244","HMDB0000064","HMDB0061918","HMDB0000562","HMDB0000034","HMDB0038998","HMDB0060503","HMDB0004827","HMDB0246595","HMDB0001161","HMDB0000070","HMDB0032538","HMDB0000132","HMDB0247055","HMDB0252816","HMDB0000177","HMDB0000062","HMDB0001934","HMDB0000205","HMDB0255997","HMDB0302856","HMDB0000239","HMDB0000341","HMDB0247230","HMDB0001046","HMDB0002825","HMDB0001713","HMDB0253018","HMDB0001847","HMDB0030372","HMDB0000904","HMDB0038835","HMDB0060335","HMDB0000201","HMDB0243539","HMDB0034276","HMDB0255976","HMDB0303254","HMDB0012204","HMDB0244166","HMDB0032215","HMDB0011175","HMDB0029051","HMDB0029388","HMDB0038982","HMDB0029042","HMDB0000273","HMDB0246097","HMDB0250631","HMDB0240712","HMDB0000826","HMDB0013988","HMDB0014680","HMDB0029134","HMDB0037543","HMDB0000050","HMDB0028893","HMDB0245878","HMDB0029113","HMDB0028991","HMDB0035473","HMDB0038685","HMDB0029377","HMDB0258433","HMDB0006344","HMDB0256432","HMDB0014583","HMDB0059871","HMDB0000252","HMDB0000706","HMDB0029619","HMDB0001043","HMDB0014341","HMDB0013622","HMDB0000795","HMDB0004610","HMDB0013078","HMDB0252828","HMDB0002183","HMDB0031008","HMDB0029106","HMDB0000594","HMDB0033009","HMDB0031923","HMDB0254033","HMDB0304808","HMDB0072839","HMDB0259275","HMDB0038918","HMDB0254257","HMDB0072871","HMDB0303759","HMDB0011152","HMDB0247415","HMDB0011504","HMDB0011503","HMDB0011507","HMDB0011477","HMDB0011505","HMDB0011475","HMDB0029015","HMDB0253396","HMDB0010382","HMDB0253033","HMDB0015680"
"HMDB0030372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00162903506029697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026376054374119,NA,NA,NA,NA,NA,0.0123130917230033,NA,NA,NA,NA,NA,NA,NA,0.0524008734362995,NA,0.0143366072331111,NA,NA,NA,0.286229394036805,0.540450734232255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442034606382944,NA,0.662755015273857,NA,NA,0.367079897735153,NA,NA,NA,NA,0.814958706310065,NA,NA,NA,NA,NA,NA,NA,0.213568556388809,NA,NA,NA,NA,NA,NA,0.0913735421472887,NA,NA,NA,NA,NA,NA,NA,NA,0.439647022286176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889014442256933,NA,0.371669523925387,NA,NA,NA,NA,NA,NA,NA,0.0384219042370052,NA,NA,NA
"HMDB0000904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0309805113241072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116784994271847,NA,NA,NA,NA,NA,NA,NA,NA,0.127077091777387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203365330509394,NA,NA,NA,NA,7.42539360090219e-05,NA,0.0396702331692846,0.195918427246278,NA,NA,NA,NA,0.000290210226662777,0.0714761808631087,NA,9.66461737917974e-05,NA,NA,0.476615431730199,0.344370839183396,NA,NA,NA,NA,0.38972161110032,NA,NA,NA,0.608823546113169,0.00293232125591693,NA,NA,0.228719751607267,0.0318251726549756,NA,NA,NA,NA,NA,NA,NA,0.0625152179482017,NA,0.0143366072331111,NA,NA,NA,NA,NA,0.0585926603410328,0.503422526988553,0.896806880191054,NA,NA,NA,NA,NA,NA,0.762703067532119,NA,NA,NA,0.0166755538672116,NA,0.661613778485261,NA,NA,NA,NA,NA,NA,0.364514240289155,NA,NA,NA,NA,NA,0.416359510604792,NA,NA,NA,0.871322551818772,NA,NA,NA,NA,NA,0.718887994693058,NA,0.850305347516269,NA,0.302365032300492,NA,0.73973866664954,0.347471786029215,NA,NA,0.498262230329228,NA,NA,0.462166210615354,NA,NA,0.386823581190346,0.898970611292957,0.654531292413134,NA,NA,NA,NA,NA,NA,NA,NA,0.524892535049554,NA,NA,0.177435449719905,NA
"HMDB0038835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214505005033962,0.0658770711036844,NA,2.72016873665758e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0936715832475948,NA,NA,0.932227243111376,NA,NA,NA,NA,NA,0.1093667578294,NA,NA,NA,NA,NA,NA,NA,0.0130627577843407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00806871824659671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127659853166872,0.896801651645795
"HMDB0060335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789676469965547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263093052002867,0.106076471474414,NA,NA,0.435968383142397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147985769413393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338754484191151,NA,NA,NA,NA,NA,NA,0.741013814525515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334744899304482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363907414206426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044930948361672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0000201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336138504806238,NA,NA,NA,0.865538819952684,NA,NA,NA,NA,NA,NA,0.255467411361432,NA,NA,NA,NA,NA,NA,NA,0.487576328614868,NA,NA,NA,NA,NA,0.764239701284494,0.0103065357295503,NA,NA,NA,NA,NA,NA,NA,NA,0.412623180607407,0.112823820260241,0.0243635637694296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082997998453651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381313191018167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210552740875391,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434940015359546,NA
"HMDB0243539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563347034914636,NA,NA,NA,NA,NA,NA,NA,NA,0.00129697087448425,NA,0.00378890047835368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0436703628164312,NA,NA,NA,NA,NA,0.160166286881273,NA,NA,NA,NA,NA,NA,0.0207771417040056,NA,0.286229394036805,NA,NA,NA,NA,NA,0.944546420055567,NA,NA,NA,NA,NA,NA,NA,0.219934428644601,NA,NA,0.365630407612409,NA,0.537918268765979,NA,NA,0.245684762933853,NA,NA,NA,NA,0.329637850678561,NA,NA,0.599498350286465,NA,NA,NA,NA,0.890244226565241,0.942322462121731,NA,NA,NA,NA,NA,0.422428719284547,NA,NA,NA,NA,NA,NA,0.0366237741964894,NA,NA,0.135665987537058,NA,NA,NA,NA,NA,NA,0.29790664201993,NA,NA,NA,NA,0.329481859599958,NA,0.111601517017423,0.393350382308825,0.176202295229196,0.298320066863589,0.150020825790619,NA,NA,0.549880509544532,NA,NA
"HMDB0034276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24094865640456,NA,NA,NA,0.252276095954967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500628725907988,NA,NA,NA,NA,NA,NA,NA,NA,0.540450734232255,0.0585926603410328,NA,NA,NA,0.944546420055567,NA,NA,0.351234265420288,NA,NA,NA,NA,NA,0.00269016366531456,NA,NA,0.734687912436495,NA,0.000181490412826763,NA,NA,0.993596627859738,NA,NA,NA,NA,0.443003423159638,NA,NA,NA,NA,NA,NA,NA,NA,0.0123673273803293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136433614379032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454427011889164,NA,NA,NA,NA,NA,NA,NA,0.0282252066525299,NA,NA,NA
"HMDB0255976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0371835950344927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464140512722142,NA,NA,NA,0.115340516355764,0.0124142789632012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935587975462895,NA,NA,NA,0.0200311374298203,NA,0.789602748311195,NA,0.233699411895049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503422526988553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272105342233112,NA,NA,NA,NA,NA,NA,NA,0.402891686572952,NA,NA,0.812893902604816,NA,NA,NA,NA,0.00560120205573815,0.00025372134995837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37055113599339,NA,0.734251510089135,NA,0.413332010224693,NA,NA,NA,NA,NA,NA,0.363949986748982,NA,NA,NA,NA,NA,0.333906674515414,NA,NA,NA,NA,0.601773660484688,0.881378052123023,NA,NA,NA
"HMDB0303254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0933019647628204,NA,NA,NA,NA,NA,NA,NA,NA,0.00130811280607387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896806880191054,NA,NA,NA,NA,0.351234265420288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115224396138072,NA,0.333731826027452,0.127933476733202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423684482345481,NA,NA,0.140449274368797,NA,0.707383406702721,NA,0.222192186930555,0.515699680612366,NA,NA,0.301747771970716,NA,NA,0.261256486526456,NA,NA,NA,0.134462431897359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0012204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437127175064562,0.812032801505702,0.537186718647045,NA,0.711340568188151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793635043688109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044025143022242,NA,NA,NA,NA,NA,NA,0.230240700222807,NA,NA,NA,0.334744899304482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00106554915352144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0244166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107472868659426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747455474843894,NA,NA,NA,NA,NA,NA,NA,NA,0.93146479471103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162125850470985
"HMDB0032215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170787346663938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278926047353038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382410626471294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650360202242041,0.715001795598905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783908943332592,NA,0.449371662232818,NA,NA,NA,NA,NA,NA,0.845007045571105,NA,0.606463012804032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
