"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136"
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656177654692822,NA,0.881024164372424,0.822938787931367,NA,0.941127770021539,NA,NA,0.713229693855365,NA,NA,0.98747208901487,NA,NA,NA,0.697934410339468,NA,NA,NA,NA,0.660229195669953,NA,NA,0.88361795589852,0.955331290338599,NA,NA,NA,NA,0.990706741232465,NA,NA,0.390848396387479,NA,NA,NA,0.79645630184328,NA,NA,NA,0.417562501318207,NA,NA,0.477231036360573,NA,0.179006494186576,0.775246377557292,NA,0.39344803687677,0.535587218564251,NA,NA,NA,0.607321233917805,0.982984426830223,NA,0.887662006019172,0.947446473135662,NA,NA,NA,NA,NA,0.624301049373974,0.966184144240458,NA,0.990125581279752,NA,0.61482127781028,NA,NA,NA,NA,0.981558672754885,NA,NA,NA,0.775133845720259,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654367878649451,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517656725746995,NA,NA,NA,NA,NA,0.713229693855365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596700104481514,0.477680174414429,NA,NA,0.468664807572132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796065671885061,NA,NA,NA,NA,NA,NA,0.452758110004349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845574677976679,NA,NA,NA,NA,NA,NA,NA,0.904843642856355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775133845720259,NA,NA,NA,0.61482127781028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827741080674339,NA,NA,NA,NA,NA,NA,0.847949893890043,NA,NA,NA,NA,NA,NA,NA,0.683988452845828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591815877341064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66053096840299,NA,NA,NA,NA,0.685846517864162,NA,0.312067744052661,NA,NA,NA,NA,NA,0.864235191166014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441560120519994,0.751038459322218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87943282419762,NA,NA,NA,NA,0.294419862337284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870764108289641,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678941488229941,NA,NA,0.963104115176442,0.990706741232465,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61482127781028,NA,0.222719381234554,0.435399877620018,0.390848396387479,0.29309383216686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205545353780272,0.417562501318207,NA,0.50705248431948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168029091307823,NA,0.441560120519994,NA,NA,0.394712589158805,NA,NA,0.315668128980827,NA,NA,NA,NA,NA,NA,NA,0.389870449324234,NA,NA,NA,NA,NA,NA,0.106030906687083,0.13424672546808,NA,NA,NA,0.100336969576368,NA,NA,NA,NA,NA,NA,NA,0.276864463106825,0.350714779697753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665959034217629,NA,NA,NA,0.796065671885061,NA,0.685846517864162,NA,NA,NA,NA,NA,0.605049691589003,NA,NA,NA,NA,NA,NA,NA,NA,0.87943282419762,NA,NA,NA,NA,0.870740167797724,NA,0.866021280918538,0.9876000324268,0.788314387308523,NA,NA,NA,NA,NA,0.961775839457011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959305186078669,NA,NA,NA,NA,NA,NA,NA,NA,0.452758110004349,NA,NA,NA,NA,NA,0.607321233917805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205545353780272,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407140856889968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775133845720259,NA,NA,NA,NA,0.605049691589003,NA,NA,NA,NA,0.852819752330136,NA,NA,NA,0.350714779697753,NA,NA,NA,NA,NA,0.990125581279752,NA,NA,0.103691692053429,NA,NA,0.180128797881425,NA,NA,0.39173379174506,NA,NA,NA,NA,NA,0.625111106348303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664706036371559,NA,NA,NA,NA,NA,NA,NA,0.517656725746995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982091099503137,0.812083239422214,0.347889061302738,NA,NA,NA,0.864676782076684,NA,NA,0.908180608137511,NA,NA,NA,0.468664807572132,0.744933027757802,NA,0.785075206760306,NA,NA,NA,NA,0.946034248647991,0.417138854044825,NA,NA,NA,NA,0.697383287023188,NA,NA,NA,0.411680544726912,NA,NA,0.915629484794157,0.713229693855365,NA,NA,NA,NA,NA,0.793999814705889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713229693855365,NA,NA,0.917053545725685,0.780971911730367,0.806749477990582,NA,NA,NA,NA,0.809018388327933,0.847949893890043,NA,0.676502007535172,NA,0.656661809152237,NA,NA,NA,NA,0.570305631556248,NA,NA,NA,0.923735658543108,NA,NA,NA,NA,NA,NA,0.915629484794157,0.521672880993354,NA,0.521672880993354,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368166425337368,NA,NA,NA,0.856917379306949,NA,NA,0.535587218564251,NA,NA,NA,NA,NA,NA,NA,NA,0.517656725746995,NA,NA,NA,NA,NA,NA,0.792554657522575,NA,0.955331290338599,NA,0.847949893890043,0.966184144240458,NA,NA,NA,NA,NA,NA,0.764958122925006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491711830208289,0.559500451799296,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888213565306713,0.417562501318207,0.982091099503137,NA,NA,0.958907961502299,NA,NA,0.87943282419762,NA,NA,NA,0.775133845720259,0.773654348260662,0.694929860535665,0.517656725746995,NA,0.864235191166014,NA,NA,0.713229693855365,NA,NA,0.578529469023308,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985644976775048,NA,0.799693927538717,NA,0.780971911730367,NA,0.922488089499834,0.822938787931367,NA,0.892676202266843,NA,NA,0.822938787931367,NA,NA,0.775817829097198,NA,0.866021280918538,NA,NA,0.75474195899142,0.881778199505414,NA,NA,NA,0.443837204558166,NA,0.79519485264156,0.932815906062083,NA,0.924410174740263,NA,0.873943835149617,NA,NA,NA,NA,0.725892545802441,NA,NA,0.305168444306949,0.948130229272871,NA,NA,NA,NA,NA,NA,0.761527189714099,0.997640133838769,NA,NA,NA,NA,NA,NA
