"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2","Description","Ontology"
"s__Haemophilus_parainfluenzae","GO:0016857",-0.422609081059785,0.0604586367148812,143,82,0.000293454181274343,0.0707311884060425,0.483067717774667,85,1,"racemase and epimerase activity, acting on carbohydrates and derivatives","MF"
"s__Haemophilus_parainfluenzae","GO:0004731",-0.444215995272333,0.141977122582471,143,82,1.12506675671171e-05,0.0323918001290198,0.586193117854804,85,1,"purine-nucleoside phosphorylase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0000179",-0.446079155586198,0.0211251510105462,143,82,0.00038858388260905,0.0810683063719999,0.467204306596744,85,1,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF"
"s__Lachnoanaerobaculum_saburreum","GO:0004565",0.513248638838475,-0.0411951348492861,115,61,0.000180745478535386,0.061884309482261,0.554443773687762,3,1,"beta-galactosidase activity","MF"
"s__Lachnoanaerobaculum_saburreum","GO:0004764",0.139507169492177,-0.457588577472237,116,61,9.54447271969732e-05,0.0587102689707388,0.597095746964414,3,1,"shikimate 3-dehydrogenase (NADP+) activity","MF"
"s__Streptococcus_pneumoniae","GO:0004591",-0.360271184214846,0.118229013615437,143,82,0.00044727661325185,0.0849681282400046,0.478500197830284,2,1,"oxoglutarate dehydrogenase (succinyl-transferring) activity","MF"
"s__Veillonella_sp._CLA_AA_H247","GO:0003941",-0.0773002157134129,0.454928229665072,134,76,0.000109468061490533,0.0587102689707388,0.532228445378485,1,1,"L-serine ammonia-lyase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0006109",-0.308180669096162,0.30523176717711,143,82,7.35712367285831e-06,0.0323918001290198,0.613412436273272,85,1,"regulation of carbohydrate metabolic process","BP"
"s__Campylobacter_concisus","GO:0004375",0.398020225039168,-0.11566642312911,119,66,0.000631252753475034,0.0999313834735074,0.513686648168278,1,1,"glycine dehydrogenase (decarboxylating) activity","MF"
"s__Haemophilus_parainfluenzae","GO:0009372",-0.341467043594703,0.165485791404099,142,82,0.000220375289475491,0.0671612393971571,0.506952834998802,85,1,"quorum sensing","BP"
"s__Haemophilus_parainfluenzae","GO:0043768",-0.314915830348854,0.173234945200858,142,82,0.00039985744552108,0.0812463982839838,0.488150775549712,85,1,"S-ribosylhomocysteine lyase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0004639",-0.374224367182114,0.116030517734896,143,82,0.000307356476451237,0.0707311884060425,0.49025488491701,85,1,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0051304",-0.568304934502118,-0.0885384355851591,143,82,8.05983087311155e-05,0.055191097688086,0.479766498916959,85,1,"chromosome separation","BP"
"s__Haemophilus_parainfluenzae","GO:0008176",-0.354743261433402,0.172777832195993,143,82,0.000113692795092853,0.0587102689707388,0.527521093629395,85,1,"tRNA (guanine-N7-)-methyltransferase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0004735",-0.420795167274041,0.141149965716525,143,82,2.89607435316797e-05,0.033777464364207,0.561945132990565,85,1,"pyrroline-5-carboxylate reductase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0070395",-0.404623485594418,0.128491761403154,141,78,0.000106019968074799,0.0587102689707388,0.533115246997571,85,1,"lipoteichoic acid biosynthetic process","BP"
"s__Haemophilus_parainfluenzae","GO:0000154",-0.428846974621623,0.0246079167618985,143,82,0.000623206783057066,0.0991909390654882,0.453454891383521,85,1,"rRNA modification","BP"
"s__Veillonella_sp._S13053_19","GO:0004127",-0.362787649918149,0.149104060496466,138,78,0.000245974816872867,0.0707311884060425,0.511891710414614,3,1,"cytidylate kinase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0042834",0.506939509396806,0.0215189873417722,141,80,0.000167223397452135,0.0593240113009411,0.485420522055034,85,1,"peptidoglycan binding","MF"
"s__Porphyromonas_somerae","GO:0008705",0.42726981756108,-0.126149681626626,104,58,0.000535735120708485,0.0893600323900753,0.553419499187706,1,1,"methionine synthase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0004844",-0.407872057519945,0.0834013561019144,143,82,0.000254471719673961,0.0707311884060425,0.491273413621859,85,1,"uracil DNA N-glycosylase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0004342",-0.399485740510613,0.0717558581208302,142,82,0.00046636309625678,0.0851872563639132,0.471241598631443,85,1,"glucosamine-6-phosphate deaminase activity","MF"
"s__Prevotella_melaninogenica","GO:0035673",0.377019226181957,-0.113255165886745,136,77,0.000458161978316815,0.0851872563639132,0.490274392068702,2,1,"oligopeptide transmembrane transporter activity","MF"
"s__Streptococcus_oralis","GO:0004417",0.474457467415214,0.00405959882892002,143,82,0.000288919715257762,0.0707311884060425,0.470397868586294,1,1,"hydroxyethylthiazole kinase activity","MF"
"s__Neisseria_mucosa","GO:0016651",0.628033788677936,0.187812187812188,133,77,0.000172679080498632,0.0598180650033201,0.440221600865749,4,1,"oxidoreductase activity, acting on NAD(P)H","MF"
"s__Haemophilus_parainfluenzae","GO:0034618",-0.511741193079221,-0.0322046995570357,143,82,0.000159721470522617,0.0593240113009411,0.479536493522186,85,1,"arginine binding","MF"
"s__Lachnoanaerobaculum_saburreum","GO:0009341",0.566511481101554,0.00158646218931782,115,61,7.95432988856119e-05,0.055191097688086,0.564925018912237,3,1,"beta-galactosidase complex","CC"
"s__Haemophilus_parainfluenzae","GO:0006241",-0.367547358744542,0.101903549155973,143,82,0.000554006293149282,0.0916050918535359,0.469450907900515,85,1,"CTP biosynthetic process","BP"
"s__Haemophilus_parainfluenzae","GO:0004595",-0.460294986703437,0.03390254786082,143,82,0.000166672048208701,0.0593240113009411,0.494197534564257,85,1,"pantetheine-phosphate adenylyltransferase activity","MF"
"s__Streptococcus_vestibularis","GO:0009030",-0.462679297555744,0.0424119241192412,139,81,0.00013871318593975,0.0593240113009411,0.505091221674985,4,1,"thiamine-phosphate kinase activity","MF"
"s__Solobacterium_moorei","GO:0016209",0.229335881509795,0.694996348618771,92,62,0.000223528662282948,0.0671612393971571,0.465660467108976,1,1,"antioxidant activity","MF"
"s__Streptococcus_sp._HMSC034E03","GO:0005381",0.448845168915591,-0.0644855846148823,143,82,0.000104852403893913,0.0587102689707388,0.513330753530474,5,1,"iron ion transmembrane transporter activity","MF"
"s__Streptococcus_sp._HMSC034E03","GO:0034755",0.448845168915591,-0.0644855846148823,143,82,0.000104852403893913,0.0587102689707388,0.513330753530474,5,1,"iron ion transmembrane transport","BP"
"s__Streptococcus_sp._HMSC034E03","GO:0033573",0.448845168915591,-0.0644855846148823,143,82,0.000104852403893913,0.0587102689707388,0.513330753530474,5,1,"high-affinity iron permease complex","CC"
"s__Haemophilus_parainfluenzae","GO:0004750",-0.354369808595161,0.13074520303436,143,82,0.000381788389729002,0.0802982795397891,0.48511501162952,85,1,"ribulose-phosphate 3-epimerase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0005384",-0.400822731359141,0.0972453499635398,142,82,0.000222731210758467,0.0671612393971571,0.498068081322681,85,1,"manganese ion transmembrane transporter activity","MF"
"s__Haemophilus_parainfluenzae","GO:0030026",-0.400822731359141,0.0972453499635398,142,82,0.000222731210758467,0.0671612393971571,0.498068081322681,85,1,"cellular manganese ion homeostasis","BP"
"s__Actinomyces_sp._S6_Spd3","GO:0070063",-0.117342157106516,0.451648351648352,98,64,0.000252455885354551,0.0707311884060425,0.568990508754868,1,1,"RNA polymerase binding","MF"
"s__Haemophilus_parainfluenzae","GO:0015225",-0.544869873907932,0.00627822944896116,142,81,1.36344432940377e-05,0.0323918001290198,0.551148103356893,85,1,"biotin transmembrane transporter activity","MF"
"s__Haemophilus_parainfluenzae","GO:0015878",-0.544869873907932,0.00627822944896116,142,81,1.36344432940377e-05,0.0323918001290198,0.551148103356893,85,1,"biotin transport","BP"
"s__Haemophilus_parainfluenzae","GO:0004140",-0.361670606388916,0.119012635909492,143,82,0.000419492919541514,0.0835326175389404,0.480683242298408,85,1,"dephospho-CoA kinase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0000286",-0.384271258654358,0.155704125177809,130,75,0.000149050458882285,0.0593240113009411,0.539975383832168,85,1,"alanine dehydrogenase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0042853",-0.384271258654358,0.155704125177809,130,75,0.000149050458882285,0.0593240113009411,0.539975383832168,85,1,"L-alanine catabolic process","BP"
"s__Rothia_sp._HMSC062F03","GO:0046961",0.0317187834262965,0.520464798359535,132,76,0.000215620143284785,0.0671612393971571,0.488746014933239,2,1,"proton-transporting ATPase activity, rotational mechanism","MF"
"s__Gemella_sanguinis","GO:0003879",0.017066638659875,-0.475851996105161,138,79,0.000209973404670882,0.0671612393971571,0.492918634765036,2,1,"ATP phosphoribosyltransferase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0004459",-0.511709147909328,0.167841011743451,142,81,2.32285252654345e-07,0.0068396392644072,0.679550159652779,85,1,"L-lactate dehydrogenase activity","MF"
"s__Prevotella_vespertina","GO:0070475",0.113521392437623,-0.437980769230769,108,65,0.000294654644739957,0.0707311884060425,0.551502161668392,2,1,"rRNA base methylation","BP"
"s__Haemophilus_parainfluenzae","GO:0009156",-0.366550116550117,0.107367137928407,143,82,0.00049390917756958,0.0870847648714747,0.473917254478524,85,1,"ribonucleoside monophosphate biosynthetic process","BP"
"s__Fusobacterium_periodonticum","GO:0015128",0.416023166023166,-0.182467532467532,111,55,0.000219129225793797,0.0671612393971571,0.598490698490698,3,1,"gluconate transmembrane transporter activity","MF"
"s__Fusobacterium_periodonticum","GO:0035429",0.416023166023166,-0.182467532467532,111,55,0.000219129225793797,0.0671612393971571,0.598490698490698,3,1,"gluconate transmembrane transport","BP"
"s__Streptococcus_vestibularis","GO:0016920",0.286109754794202,-0.211653116531165,142,81,0.000339777917140486,0.0752237651894857,0.497762871325367,4,1,"pyroglutamyl-peptidase activity","MF"
"s__Granulicatella_adiacens","GO:0009088",-0.0238751658889507,0.443108298171589,141,80,0.000474828264666487,0.0855336892037184,0.46698346406054,1,1,"threonine biosynthetic process","BP"
"s__Haemophilus_parainfluenzae","GO:0019441",-0.417107962406374,0.116856827383143,136,77,0.000115101528760342,0.0587102689707388,0.533964789789517,85,2,"tryptophan catabolic process to kynurenine","BP"
"s__Neisseria_meningitidis","GO:0019441",-0.557796191173778,-0.0114476119955572,128,74,3.3901641597253e-05,0.0344218564424522,0.54634857917822,4,2,"tryptophan catabolic process to kynurenine","BP"
"s__Haemophilus_parainfluenzae","GO:0016429",-0.437662103155061,0.134358572501388,143,82,1.87641143017607e-05,0.032500549742079,0.572020675656449,85,1,"tRNA (adenine-N1-)-methyltransferase activity","MF"
