"t1","t2","r1","r2","n1","n2","p","BH_p","Description","Ontology"
"s__Streptococcus_parasanguinis","GO_none",0.307223271925681,0.272448679736367,145,83,0.782652842178456,0.913595047600879,"none","none"
"s__Rothia_mucilaginosa","GO_none",0.277897181546213,0.190997050532754,145,82,0.511049636953091,0.766322983049654,"none","none"
"s__Haemophilus_parainfluenzae","GO_none",-0.385029876227059,-0.224322765316007,143,82,0.206454913134611,0.53616522934508,"none","none"
"s__Prevotella_histicola","GO_none",0.307809747504404,0.248724959251275,130,77,0.65911286177008,0.855826529735855,"none","none"
"s__Haemophilus_haemolyticus","GO_none",-0.401245169600687,-0.191454163537619,137,82,0.103429710044895,0.423703683491409,"none","none"
"s__Lancefieldella_parvula","GO_none",0.358107658526848,0.178307286642228,113,72,0.206172777544233,0.535907259427078,"none","none"
"s__Streptococcus_sp._HSISS2","GO_none",0.26300271933591,0.397632442569151,136,80,0.29500092113686,0.611832903169769,"none","none"
"s__Rothia_sp._HMSC062F03","GO_none",0.359196047022483,0.196226874391431,132,79,0.220819449963039,0.548775233787831,"none","none"
"s__Haemophilus_influenzae","GO_none",-0.312127802565012,-0.290198735320687,137,81,0.861847878486987,0.949724603358511,"none","none"
"s__Candidatus_Nanosynbacter_sp._TM7_076","GO_none",0.397738493390667,0.235710111046172,91,59,0.290857680128376,0.608470811390315,"none","none"
"s__Candidatus_Nanosynbacter_sp._TM7_075","GO_none",0.343800868149756,0.0305595871633607,96,53,0.0627775606988374,0.36861513643924,"none","none"
"s__Streptococcus_mitis","GO:0005524",0.297842859392222,0.237563494395701,145,83,0.640032776761245,0.844884029228376,"ATP binding","MF"
"s__Streptococcus_salivarius","GO:0005524",0.417973547472839,0.303618655807901,145,83,0.344555782004359,0.650503836506531,"ATP binding","MF"
"s__Streptococcus_parasanguinis","GO:0005524",0.50197606676114,0.403257629822426,145,83,0.370741546088165,0.667482553363889,"ATP binding","MF"
"s__Streptococcus_oralis","GO:0005524",0.285730593607306,0.0962386129885395,145,83,0.15883685614342,0.488415180030094,"ATP binding","MF"
"s__Neisseria_mucosa","GO:0005524",-0.425957212462897,-0.309095967323815,137,78,0.346197320742363,0.651003324245877,"ATP binding","MF"
"s__Haemophilus_parainfluenzae","GO:0005524",-0.498424111100167,-0.17660887452248,143,82,0.00890625117544922,0.207636235836186,"ATP binding","MF"
"s__Neisseria_sicca","GO:0005524",-0.458360557806112,-0.421946474578054,137,77,0.749383110197198,0.897850979807801,"ATP binding","MF"
"s__Streptococcus_infantis","GO:0005524",0.320392251426734,0.331346291087696,144,83,0.935341025066301,0.977420668555279,"ATP binding","MF"
"s__Schaalia_odontolytica","GO:0005524",0.275324286142386,0.255555555555556,141,80,0.877628045284294,0.956148238232462,"ATP binding","MF"
"s__Streptococcus_pseudopneumoniae","GO:0005524",0.239132706374086,0.355085848620965,144,83,0.367764963615035,0.665121267345048,"ATP binding","MF"
"s__Streptococcus_cristatus","GO:0005524",0.3119644723093,0.322278661685068,144,83,0.93967274017511,0.978574541409459,"ATP binding","MF"
"s__Neisseria_subflava","GO:0005524",-0.425167624848079,-0.326998577524893,130,75,0.435337890214658,0.714560006514925,"ATP binding","MF"
"s__Haemophilus_haemolyticus","GO:0005524",-0.316318815688764,-0.142107726298147,137,82,0.194116541333275,0.524574298784719,"ATP binding","MF"
"s__Streptococcus_sp._oral_taxon_431","GO:0005524",0.299489590868901,0.33818899290542,144,83,0.763736792023271,0.905029951917639,"ATP binding","MF"
"s__Streptococcus_vestibularis","GO:0005524",0.281333103516202,0.135006926661349,143,83,0.274587130691656,0.596386963429654,"ATP binding","MF"
"s__Streptococcus_gordonii","GO:0005524",0.324220595181861,0.272280760673355,145,83,0.68049531686299,0.866098318782396,"ATP binding","MF"
"s__Granulicatella_adiacens","GO:0005524",0.285114944989083,0.171050164088139,141,80,0.396696922612366,0.686851472094212,"ATP binding","MF"
"s__Veillonella_rogosae","GO:0005524",-0.305947540104562,-0.0314646118348734,139,82,0.0449252494143586,0.331854716376095,"ATP binding","MF"
"s__Lautropia_mirabilis","GO:0005524",-0.283160214576144,-0.45668241178105,112,60,0.22250013789084,0.550771134627976,"ATP binding","MF"
"s__Neisseria_sp._HMSC071A01","GO:0005524",-0.531642053922233,-0.41046277665996,121,71,0.302511907901184,0.618788685526249,"ATP binding","MF"
"s__Neisseria_meningitidis","GO:0005524",-0.517895815042435,-0.315774099318403,135,79,0.0867795170826888,0.402243011725022,"ATP binding","MF"
"s__Alloprevotella_sp._oral_taxon_473","GO:0005524",-0.283754439882107,-0.434843011947763,106,60,0.298136862199247,0.614371184791997,"ATP binding","MF"
"s__Streptococcus_sp._HPH0090","GO:0005524",0.40820036770741,0.375519421860885,143,81,0.779669777988656,0.912381139524542,"ATP binding","MF"
"s__Streptococcus_anginosus","GO:0005524",0.352045655493931,0.318668401830318,144,83,0.784236170761632,0.914455648981318,"ATP binding","MF"
"s__Veillonella_sp._oral_taxon_158","GO:0005524",-0.315094793466139,-0.0240506329113924,140,79,0.0352413305151736,0.309525562177065,"ATP binding","MF"
"s__Neisseria_flavescens","GO:0005524",-0.449363751406074,-0.343354313217327,127,74,0.39502832868422,0.685583469179939,"ATP binding","MF"
"s__Streptococcus_sp._HMSC074B11","GO:0005524",0.360662711576706,0.240909437206822,142,82,0.348415090485989,0.652208529324258,"ATP binding","MF"
"s__Streptococcus_sp._SK140","GO:0005524",0.394927008861681,0.380781391147245,141,81,0.901009078725606,0.964489487151469,"ATP binding","MF"
"s__Neisseria_sp._oral_taxon_014","GO:0005524",-0.299044018756134,-0.414436767568806,122,68,0.397016908389942,0.686898367690356,"ATP binding","MF"
"s__Streptococcus_sp._HMSC061D10","GO:0005524",0.27745493942677,0.432809830106333,142,82,0.209709127826452,0.539621189272908,"ATP binding","MF"
"s__Veillonella_sp._S13053_19","GO:0005524",-0.282698880565494,-0.0149344326559516,138,78,0.0564278087357186,0.35589133752861,"ATP binding","MF"
"s__Haemophilus_influenzae","GO:0005524",-0.445418821289227,-0.329110207768744,137,81,0.334103658065782,0.641794382034688,"ATP binding","MF"
"s__Streptococcus_sp._HMSC056C01","GO:0005524",0.435245006716388,0.383807588075881,142,81,0.657691002383243,0.855111562907872,"ATP binding","MF"
"s__Streptococcus_sp._Marseille_Q6470","GO:0005524",0.28650073729836,0.154383497421472,139,80,0.329531293898001,0.637991284079527,"ATP binding","MF"
"s__Streptococcus_intermedius","GO:0005524",0.227714824425486,0.465613130026883,137,82,0.0563974925951252,0.35589133752861,"ATP binding","MF"
"s__Streptococcus_salivarius","GO:0016020",0.403475830577862,0.213823936862432,145,83,0.132081326378126,0.457976915982276,"membrane","CC"
"s__Streptococcus_parasanguinis","GO:0016020",0.419020626672965,0.206540447504303,145,83,0.090343278134801,0.406576596632934,"membrane","CC"
"s__Streptococcus_oralis","GO:0016020",0.27638560856558,-0.0193946517778431,145,83,0.0307010599862045,0.297954090736253,"membrane","CC"
"s__Neisseria_mucosa","GO:0016020",-0.383384359773741,-0.313344882965136,137,78,0.577185418419337,0.808350536930776,"membrane","CC"
"s__Haemophilus_parainfluenzae","GO:0016020",-0.489531008897206,-0.318531578890086,143,82,0.143845232745619,0.472884648670629,"membrane","CC"
"s__Neisseria_sicca","GO:0016020",-0.398141579703922,-0.324465008675535,137,77,0.555055334417414,0.794497317676378,"membrane","CC"
"s__Streptococcus_infantis","GO:0016020",0.306675508399646,0.181709416061458,144,83,0.341445103222118,0.648510034469153,"membrane","CC"
"s__Streptococcus_cristatus","GO:0016020",0.332352704766498,0.154422568322069,144,83,0.175599341184753,0.504733509479703,"membrane","CC"
"s__Neisseria_subflava","GO:0016020",-0.332941867293012,-0.256045519203414,130,75,0.565862280503588,0.801458397020053,"membrane","CC"
"s__Haemophilus_haemolyticus","GO:0016020",-0.312813859279034,-0.207344282278164,137,82,0.424045763397248,0.706494764174359,"membrane","CC"
"s__Streptococcus_vestibularis","GO:0016020",0.293234347811813,0.140611225389362,143,83,0.252499320795473,0.577553212213369,"membrane","CC"
"s__Streptococcus_gordonii","GO:0016020",0.277235868367186,0.0325972881071324,145,83,0.0722181760367562,0.382045309630307,"membrane","CC"
"s__Neisseria_sp._HMSC071A01","GO:0016020",-0.477902723208237,-0.289906103286385,121,71,0.14502886288981,0.473835435287135,"membrane","CC"
"s__Neisseria_meningitidis","GO:0016020",-0.425382889474198,-0.260613437195716,135,79,0.192713611760228,0.523451720203399,"membrane","CC"
"s__Alloprevotella_sp._oral_taxon_473","GO:0016020",-0.334901881754289,-0.323256460127813,106,60,0.931430576423671,0.975388481499218,"membrane","CC"
"s__Streptococcus_sp._HPH0090","GO:0016020",0.381738566597722,0.180420054200542,143,81,0.120366177879813,0.445472864212052,"membrane","CC"
"s__Streptococcus_anginosus","GO:0016020",0.316071859175307,0.248793081734604,144,83,0.599197860631087,0.821998742372455,"membrane","CC"
"s__Neisseria_flavescens","GO:0016020",-0.318850768653918,-0.230092558311736,127,74,0.517194086638905,0.770539624789856,"membrane","CC"
"s__Fusobacterium_pseudoperiodonticum","GO:0016020",-0.310063198833252,-0.1875,120,63,0.409087018351437,0.69551170710538,"membrane","CC"
"s__Streptococcus_sp._SK140","GO:0016020",0.337278993107582,0.225383920505872,141,81,0.389491070833758,0.681780722249068,"membrane","CC"
"s__Haemophilus_influenzae","GO:0016020",-0.409169824705509,-0.365311653116531,137,81,0.712975765532727,0.88221313965215,"membrane","CC"
"s__Streptococcus_sp._HMSC056C01","GO:0016020",0.330222070407866,0.263640469738031,142,81,0.603205452134783,0.824499397477154,"membrane","CC"
"s__Alloprevotella_rava","GO:0016020",-0.361082737487232,-0.247505126452495,89,56,0.472084094695417,0.738878231452005,"membrane","CC"
"s__Actinomyces_naeslundii","GO:0016020",0.296942084078712,0.0979879275653924,129,71,0.168108439204487,0.498786073395416,"membrane","CC"
"s__Streptococcus_sp._Marseille_Q6470","GO:0016020",0.278171500067027,-0.00318799812470699,139,80,0.0435507222598016,0.329543850691284,"membrane","CC"
"s__Fusobacterium_periodonticum","GO:0016020",-0.309054089629615,-0.137715709495832,114,58,0.273033753485038,0.595491674744375,"membrane","CC"
"s__Fusobacterium_nucleatum","GO:0016020",-0.290742366598381,-0.028221906116643,135,75,0.0650913486525743,0.37232597033682,"membrane","CC"
"s__Streptococcus_salivarius","GO:0003677",0.419347346874508,0.340686788967718,145,83,0.507474047394537,0.763793686799473,"DNA binding","MF"
"s__Streptococcus_parasanguinis","GO:0003677",0.478448275862069,0.292661936946392,145,83,0.11617874657086,0.440981459540956,"DNA binding","MF"
"s__Neisseria_mucosa","GO:0003677",-0.392606455466985,-0.442456277899316,137,78,0.682578984573277,0.866707884620972,"DNA binding","MF"
"s__Haemophilus_parainfluenzae","GO:0003677",-0.5148847631242,-0.31657252315495,143,82,0.0859115769633672,0.401637453720599,"DNA binding","MF"
"s__Neisseria_sicca","GO:0003677",-0.450566580170627,-0.430227667069772,137,77,0.855314412484067,0.946711520919187,"DNA binding","MF"
"s__Streptococcus_cristatus","GO:0003677",0.274471505505988,0.239473573737459,144,83,0.786139715782244,0.915231229999067,"DNA binding","MF"
"s__Neisseria_subflava","GO:0003677",-0.380005189201,-0.415618776671408,130,75,0.781158586987,0.912808140184192,"DNA binding","MF"
"s__Haemophilus_haemolyticus","GO:0003677",-0.295074392816473,-0.15064050238896,137,82,0.283392137630192,0.602366061216412,"DNA binding","MF"
"s__Streptococcus_vestibularis","GO:0003677",0.279404281164845,0.298958901809328,143,83,0.883703398284599,0.958044869233326,"DNA binding","MF"
"s__Veillonella_rogosae","GO:0003677",-0.296023057330533,-0.0931531002057008,139,82,0.135377032749537,0.462248274738202,"DNA binding","MF"
"s__Lautropia_mirabilis","GO:0003677",-0.311425837974511,-0.395276465684912,112,60,0.565374454673653,0.801252483751352,"DNA binding","MF"
"s__Neisseria_sp._HMSC071A01","GO:0003677",-0.524766291830375,-0.431153588195842,121,71,0.421149912628891,0.703868723882262,"DNA binding","MF"
"s__Neisseria_meningitidis","GO:0003677",-0.442712906057946,-0.384347614410906,135,79,0.620673541362187,0.834103444339887,"DNA binding","MF"
"s__Alloprevotella_sp._oral_taxon_473","GO:0003677",-0.328402650074313,-0.355320922478466,106,60,0.860381435347664,0.94922081434647,"DNA binding","MF"
"s__Peptostreptococcus_stomatis","GO:0003677",-0.0167501456027956,0.438600288600289,101,55,0.00486488675962915,0.184828534926277,"DNA binding","MF"
"s__Streptococcus_sp._HPH0090","GO:0003677",0.350799435306478,0.250451671183379,143,81,0.43296627468329,0.71289447844598,"DNA binding","MF"
"s__Streptococcus_anginosus","GO:0003677",0.355417570934812,0.277633180806851,144,83,0.534398480213141,0.781454273434442,"DNA binding","MF"
"s__Veillonella_sp._oral_taxon_158","GO:0003677",-0.304979117010343,-0.0668695228821811,140,79,0.0837265408625341,0.398161186207711,"DNA binding","MF"
"s__Neisseria_flavescens","GO:0003677",-0.372269872515936,-0.395157349129952,127,74,0.86336242468091,0.950237593017891,"DNA binding","MF"
"s__Fusobacterium_pseudoperiodonticum","GO:0003677",-0.321640391693868,-0.34331797235023,120,63,0.885050251964638,0.958526122337046,"DNA binding","MF"
"s__Streptococcus_sp._HMSC074B11","GO:0003677",0.27892604847954,0.159260347623557,142,82,0.37162614852754,0.668200842881035,"DNA binding","MF"
"s__Streptococcus_sp._SK140","GO:0003677",0.360897298685731,0.27016711833785,141,81,0.47466355430124,0.740308119753449,"DNA binding","MF"
"s__Veillonella_sp._S13053_19","GO:0003677",-0.283593880211603,-0.0561084485135118,138,78,0.103099997517253,0.42325569051336,"DNA binding","MF"
"s__Haemophilus_influenzae","GO:0003677",-0.410070565833442,-0.410682023486902,137,81,0.998185595626242,0.999475538780453,"DNA binding","MF"
"s__Streptococcus_sp._HMSC056C01","GO:0003677",0.386631348872883,0.313617886178862,142,81,0.553296708734066,0.793445750191135,"DNA binding","MF"
"s__Streptococcus_sp._Marseille_Q6470","GO:0003677",0.280906206711649,0.0233942803563057,139,80,0.0637559979331656,0.370227414270034,"DNA binding","MF"
"s__Fusobacterium_periodonticum","GO:0003677",-0.330957250764464,-0.133962902580824,114,58,0.205335754091116,0.534770146755077,"DNA binding","MF"
"s__Streptococcus_intermedius","GO:0003677",0.220121530046484,0.393998759264701,137,82,0.177869794493093,0.507501745053314,"DNA binding","MF"
"s__Streptococcus_mitis","GO:0016887",0.305353487639742,0.229629318668402,145,83,0.557703535931474,0.795582389478902,"ATPase activity","MF"
"s__Streptococcus_salivarius","GO:0016887",0.463608093213667,0.283174509886235,145,83,0.131416112018051,0.4576921390549,"ATPase activity","MF"
"s__Streptococcus_parasanguinis","GO:0016887",0.54140292867265,0.368435414130389,145,83,0.115722263158144,0.440641845212731,"ATPase activity","MF"
"s__Streptococcus_oralis","GO:0016887",0.320000787277594,0.0618781747197851,145,83,0.0543600178699143,0.35232901742893,"ATPase activity","MF"
"s__Neisseria_mucosa","GO:0016887",-0.481406462934269,-0.377609732040112,137,78,0.373908141658635,0.669732053722155,"ATPase activity","MF"
"s__Haemophilus_parainfluenzae","GO:0016887",-0.553399651991201,-0.232681403119252,143,82,0.00612124112861784,0.19185856787642,"ATPase activity","MF"
"s__Neisseria_sicca","GO:0016887",-0.488967087945937,-0.439639308060361,137,77,0.658501832549602,0.855475845215129,"ATPase activity","MF"
"s__Streptococcus_infantis","GO:0016887",0.301362430672776,0.277654170689728,144,83,0.849737116026597,0.944063290246506,"ATPase activity","MF"
"s__Haemophilus_parahaemolyticus","GO:0016887",-0.233100402504472,-0.3746001367054,129,76,0.292881715205036,0.60990166033762,"ATPase activity","MF"
"s__Streptococcus_cristatus","GO:0016887",0.348215577525922,0.283237479534864,144,83,0.603376108575386,0.824499397477154,"ATPase activity","MF"
"s__Neisseria_subflava","GO:0016887",-0.450627483647189,-0.334879089615932,130,75,0.350640355170649,0.653792067052337,"ATPase activity","MF"
"s__Haemophilus_haemolyticus","GO:0016887",-0.332462150204417,-0.151881237687879,137,82,0.175329474785076,0.504691232567873,"ATPase activity","MF"
"s__Streptococcus_sp._oral_taxon_431","GO:0016887",0.292894461859979,0.281390369841736,144,83,0.924698512051346,0.972037688313587,"ATPase activity","MF"
"s__Streptococcus_vestibularis","GO:0016887",0.352280935027414,0.139078963939381,143,83,0.104286886415122,0.424090596296315,"ATPase activity","MF"
"s__Streptococcus_gordonii","GO:0016887",0.370146433632499,0.196213425129088,145,83,0.174752255555489,0.504352750712296,"ATPase activity","MF"
"s__Granulicatella_adiacens","GO:0016887",0.31310843786121,0.16558837318331,141,80,0.270346915631884,0.592816177848841,"ATPase activity","MF"
"s__Veillonella_rogosae","GO:0016887",-0.315639662183297,-0.0328794854213602,139,82,0.0383591693415966,0.316800479441454,"ATPase activity","MF"
"s__Neisseria_sp._HMSC071A01","GO:0016887",-0.523912748950007,-0.398054996646546,121,71,0.290173773997558,0.607952666526121,"ATPase activity","MF"
"s__Neisseria_meningitidis","GO:0016887",-0.552853380158033,-0.34958617332035,135,79,0.073518870308197,0.383151463002784,"ATPase activity","MF"
"s__Alloprevotella_sp._oral_taxon_473","GO:0016887",-0.352474998110688,-0.385329258127258,106,60,0.82525468070544,0.932735454988933,"ATPase activity","MF"
"s__Streptococcus_sp._HPH0090","GO:0016887",0.411426015299255,0.30883017163505,143,81,0.401419411171135,0.690368235613228,"ATPase activity","MF"
"s__Streptococcus_sp._HMSC034E03","GO:0016887",0.291005942414393,0.271797215964128,143,82,0.878482100571692,0.956368745196638,"ATPase activity","MF"
"s__Streptococcus_anginosus","GO:0016887",0.382834981110843,0.371730825741992,144,83,0.921035276901262,0.971168620532056,"ATPase activity","MF"
"s__Veillonella_sp._oral_taxon_158","GO:0016887",-0.323176838468435,-0.0136806231742941,140,79,0.0250681614170507,0.278961456131919,"ATPase activity","MF"
"s__Neisseria_flavescens","GO:0016887",-0.464742688413948,-0.324516845612736,127,74,0.261712339761011,0.584727205726,"ATPase activity","MF"
"s__Fusobacterium_pseudoperiodonticum","GO:0016887",-0.312674491284117,-0.292098694316436,120,63,0.881403461636838,0.957683598828071,"ATPase activity","MF"
"s__Streptococcus_sp._HMSC074B11","GO:0016887",0.346735374305048,0.210957651745192,142,82,0.294751372509655,0.611538483902678,"ATPase activity","MF"
"s__Streptococcus_sp._SK140","GO:0016887",0.410869472152061,0.337217705510388,141,81,0.542161233418681,0.786447331693265,"ATPase activity","MF"
"s__Streptococcus_sp._HMSC061D10","GO:0016887",0.281528779880593,0.411238449733895,142,82,0.29938234633246,0.61600430153218,"ATPase activity","MF"
"s__Veillonella_sp._S13053_19","GO:0016887",-0.283598446536329,-0.0354708582556684,138,78,0.0762755470889611,0.388473336957229,"ATPase activity","MF"
"s__Haemophilus_influenzae","GO:0016887",-0.446389568204305,-0.354539295392954,137,81,0.439352586158654,0.717219389741652,"ATPase activity","MF"
"s__Streptococcus_sp._HMSC056C01","GO:0016887",0.443275334195322,0.3596657633243,142,81,0.477583015068821,0.742943357919561,"ATPase activity","MF"
"s__Alloprevotella_rava","GO:0016887",-0.381852230166837,-0.203075871496924,89,56,0.261792667206941,0.584862297868617,"ATPase activity","MF"
"s__Streptococcus_sp._Marseille_Q6470","GO:0016887",0.280110818177756,0.108251289263947,139,80,0.209963862357565,0.539852071875525,"ATPase activity","MF"
"s__Streptococcus_intermedius","GO:0016887",0.274912726118692,0.456927982934448,137,82,0.139804961781107,0.467324990390192,"ATPase activity","MF"
"s__Streptococcus_salivarius","GO:0055085",0.34574870099197,0.196444313840729,145,83,0.247764279851869,0.573675509147341,"transmembrane transport","BP"
"s__Streptococcus_parasanguinis","GO:0055085",0.429408754526846,0.276121909239746,145,83,0.208327487864561,0.537804916725584,"transmembrane transport","BP"
"s__Neisseria_mucosa","GO:0055085",-0.419549349412885,-0.472173396224029,137,78,0.656207602011433,0.854541278193209,"transmembrane transport","BP"
"s__Haemophilus_parainfluenzae","GO:0055085",-0.497714140319774,-0.353163330830095,143,82,0.206812778297123,0.536299672480151,"transmembrane transport","BP"
"s__Neisseria_sicca","GO:0055085",-0.442707263800474,-0.398732846101267,137,77,0.706964973152956,0.879396018650534,"transmembrane transport","BP"
"s__Haemophilus_parahaemolyticus","GO:0055085",-0.168990384615385,-0.45768967874231,129,76,0.0289001631015101,0.29363882074671,"transmembrane transport","BP"
"s__Streptococcus_cristatus","GO:0055085",0.318117514669239,0.171655262163637,144,83,0.264712568425361,0.587728968276637,"transmembrane transport","BP"
"s__Neisseria_subflava","GO:0055085",-0.360461019541438,-0.400284495021337,130,75,0.75897195083284,0.902781114176961,"transmembrane transport","BP"
"s__Haemophilus_haemolyticus","GO:0055085",-0.314988705733007,-0.254448689065204,137,82,0.64009756916375,0.844884029228376,"transmembrane transport","BP"
"s__Streptococcus_vestibularis","GO:0055085",0.285100462917364,0.172662776541707,143,83,0.396381043398901,0.686571571843952,"transmembrane transport","BP"
"s__Streptococcus_gordonii","GO:0055085",0.295744764603999,0.039754838168003,145,83,0.0586816282444622,0.362026664306333,"transmembrane transport","BP"
"s__Neisseria_sp._HMSC071A01","GO:0055085",-0.507661563473784,-0.390073775989269,121,71,0.32984285052789,0.638323127174748,"transmembrane transport","BP"
"s__Neisseria_meningitidis","GO:0055085",-0.456687152472929,-0.37921129503408,135,79,0.510719450235865,0.766219888110983,"transmembrane transport","BP"
"s__Alloprevotella_sp._oral_taxon_473","GO:0055085",-0.328846008514497,-0.35315365379272,106,60,0.874464858017219,0.95453633899229,"transmembrane transport","BP"
"s__Peptostreptococcus_stomatis","GO:0055085",-0.043296447291788,0.433982683982684,101,55,0.00331448692680653,0.16953705189963,"transmembrane transport","BP"
"s__Streptococcus_sp._HPH0090","GO:0055085",0.345452083128139,0.186359530261969,143,81,0.224403680046928,0.552320638877652,"transmembrane transport","BP"
"s__Streptococcus_anginosus","GO:0055085",0.336026042922595,0.245812518366148,144,83,0.479484419252583,0.744289036053156,"transmembrane transport","BP"
"s__Neisseria_flavescens","GO:0055085",-0.337979236970379,-0.337963717141799,127,74,0.994686256650602,0.998367669752831,"transmembrane transport","BP"
"s__Fusobacterium_pseudoperiodonticum","GO:0055085",-0.305139245780957,-0.261520737327189,120,63,0.761166161878494,0.903900911736695,"transmembrane transport","BP"
"s__Streptococcus_sp._SK140","GO:0055085",0.29739286784537,0.262308039747064,141,81,0.784980931854334,0.914584988712382,"transmembrane transport","BP"
"s__Streptococcus_sp._HMSC061D10","GO:0055085",0.158077164070571,0.380633645693887,142,82,0.0890382019641592,0.405500967483451,"transmembrane transport","BP"
"s__Haemophilus_influenzae","GO:0055085",-0.408777792297497,-0.412646793134598,137,81,0.979957383354738,0.99411615845422,"transmembrane transport","BP"
"s__Streptococcus_sp._HMSC056C01","GO:0055085",0.279055975489898,0.281797651309846,142,81,0.987570301088826,0.995992859143735,"transmembrane transport","BP"
"s__Actinomyces_naeslundii","GO:0055085",0.297148926654741,0.129007377598927,129,71,0.241024893638887,0.566683276557882,"transmembrane transport","BP"
"s__Fusobacterium_periodonticum","GO:0055085",-0.309086490755554,-0.0923744193915531,114,58,0.169872162355107,0.50058905329725,"transmembrane transport","BP"
"s__Streptococcus_salivarius","GO:0006355",0.343619115099984,0.119075605558121,145,83,0.0885525137208941,0.404817383405019,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_parasanguinis","GO:0006355",0.436502125649504,0.168842617858192,145,83,0.0336590269614016,0.306810686061848,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_mucosa","GO:0006355",-0.450501241435959,-0.465294199471415,137,78,0.904218294518261,0.965621164718311,"regulation of transcription, DNA-templated","BP"
"s__Haemophilus_parainfluenzae","GO:0006355",-0.515291046981188,-0.329850567581981,143,82,0.105985802523959,0.426220818127688,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_sicca","GO:0006355",-0.451700673922378,-0.378358483621642,137,77,0.536507351565385,0.782633587656317,"regulation of transcription, DNA-templated","BP"
"s__Haemophilus_parahaemolyticus","GO:0006355",-0.171869409660107,-0.424360902255639,129,76,0.0594424876442909,0.362430222985292,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_cristatus","GO:0006355",0.366473756128929,0.214243734519961,144,83,0.233522280455868,0.559940028340638,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_subflava","GO:0006355",-0.388979775771894,-0.386372688477952,130,75,0.977442957121127,0.993391719284362,"regulation of transcription, DNA-templated","BP"
"s__Haemophilus_haemolyticus","GO:0006355",-0.312319151716542,-0.217640208530599,137,82,0.471524786458314,0.738473875712199,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_vestibularis","GO:0006355",0.320262483994878,0.179757356953948,143,83,0.283937892640219,0.602825888723223,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_gordonii","GO:0006355",0.302314596126594,0.0335838126023257,145,83,0.0470384214883955,0.337605602911109,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_sp._HMSC071A01","GO:0006355",-0.493591654247392,-0.400335345405768,121,71,0.440057968618513,0.717651386679329,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_meningitidis","GO:0006355",-0.460847722173446,-0.35365141187926,135,79,0.369115951406362,0.66629399866505,"regulation of transcription, DNA-templated","BP"
"s__Peptostreptococcus_stomatis","GO:0006355",-0.064391380314502,0.491702741702742,101,55,0.00049211243095641,0.0870847648714747,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_sp._HPH0090","GO:0006355",0.27683525394793,0.187353206865402,143,81,0.502003641881515,0.760032791219785,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_anginosus","GO:0006355",0.309930873723977,0.243146803240838,144,83,0.603230832346436,0.824499397477154,"regulation of transcription, DNA-templated","BP"
"s__Neisseria_flavescens","GO:0006355",-0.344898293963255,-0.355349870418364,127,74,0.941899789900324,0.979165423213593,"regulation of transcription, DNA-templated","BP"
"s__Fusobacterium_pseudoperiodonticum","GO:0006355",-0.302180706993541,-0.245967741935484,120,63,0.698456372368175,0.87481615360622,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_sp._SK140","GO:0006355",0.29998715698446,0.232158988256549,141,81,0.604280008354167,0.825088098585135,"regulation of transcription, DNA-templated","BP"
"s__Haemophilus_influenzae","GO:0006355",-0.353211865514216,-0.362037037037037,137,81,0.948743614195737,0.981814071871823,"regulation of transcription, DNA-templated","BP"
"s__Actinomyces_naeslundii","GO:0006355",0.289406305903399,0.00694164989939638,129,71,0.0540357011095908,0.351897680206398,"regulation of transcription, DNA-templated","BP"
"s__Fusobacterium_periodonticum","GO:0006355",-0.325125048095421,-0.126334245901135,114,58,0.202779423078059,0.53205424178167,"regulation of transcription, DNA-templated","BP"
"s__Streptococcus_salivarius","GO:0003824",0.344028499448906,0.27083245875488,145,83,0.560616184568046,0.797649818323217,"catalytic activity","MF"
"s__Streptococcus_parasanguinis","GO:0003824",0.422189418989136,0.200999118424919,145,83,0.0780413083943544,0.39154014555659,"catalytic activity","MF"
"s__Neisseria_mucosa","GO:0003824",-0.385381858233614,-0.468809671341317,137,78,0.485637381561602,0.748811317328736,"catalytic activity","MF"
"s__Haemophilus_parainfluenzae","GO:0003824",-0.543419022292262,-0.393824620977133,143,82,0.169774459813736,0.500539008063541,"catalytic activity","MF"
"s__Neisseria_sicca","GO:0003824",-0.455938357570893,-0.439613018560387,137,77,0.881244807537505,0.957683598828071,"catalytic activity","MF"
"s__Haemophilus_parahaemolyticus","GO:0003824",-0.199424194991055,-0.439234449760766,129,76,0.0694889312496937,0.377765164846925,"catalytic activity","MF"
"s__Neisseria_subflava","GO:0003824",-0.375274822816097,-0.338549075391181,130,75,0.771053799464066,0.908837881798944,"catalytic activity","MF"
"s__Haemophilus_haemolyticus","GO:0003824",-0.393227173446338,-0.239189821617092,137,82,0.226031048793074,0.553237418504746,"catalytic activity","MF"
