"t1","t2","r1","r2","n1","n2","p","BH_p"
"s__Prevotella_copri","s__Prevotella_hominis",0.845454545454545,0.31948051948052,21,21,0.00720245723718713,0.0761402622216926
"s__Prevotella_stercorea","s__Prevotella_sp._885",0.71038961038961,0.389473684210526,21,20,0.165264219767265,0.321830322704675
"s__Prevotella_copri","s__Prevotellamassilia_timonensis",0.681818181818182,0.180519480519481,21,21,0.0558306250527701,0.158902548227115
"s__Prevotella_sp._885","s__Prevotellamassilia_timonensis",0.631578947368421,0.697402597402597,19,21,0.730626976835166,0.80317845913026
"s__Faecalibacterium_prausnitzii","s__Blautia_wexlerae",0.685217391304348,0.561264822134387,24,23,0.517803862058909,0.696681559861077
"s__Prevotella_disiens","s__Blautia_wexlerae",-0.736842105263158,0.0844155844155844,20,21,0.00291561341529812,0.0523427463324897
"s__Faecalibacterium_prausnitzii","s__Extibacter_muris",0.793984962406015,0.286764705882353,20,17,0.031729318005697,0.129803166398379
"s__Prevotella_stercorea","s__Prevotella_sp._Marseille_P4119",0.800869565217391,0.661038961038961,24,21,0.341568574051454,0.515838254689951
"s__Prevotella_sp._885","s__Prevotella_sp._Marseille_P4119",0.688311688311688,0.392481203007519,21,20,0.210887685046187,0.354674743032224
"s__Prevotella_corporis","s__Prevotella_timonensis",0.665934065934066,0.733333333333333,14,19,0.725082154827822,0.80317845913026
"s__Prevotella_disiens","s__Prevotella_timonensis",0.75735294117647,0.696216826651609,17,22,0.727001505913067,0.80317845913026
"s__Blautia_wexlerae","s__Dorea_longicatena",0.779130434782609,0.745059288537549,24,23,0.794472569642748,0.816541252132824
"s__Faecalibacterium_prausnitzii","s__Collinsella_aerofaciens",0.697346132128741,-0.330321852060982,22,22,0.00027307909504192,0.0202078530331021
"s__Prevotella_corporis","s__Collinsella_aerofaciens",-0.75,-0.0842105263157895,17,20,0.0162526200037951,0.107422331223123
"s__Blautia_wexlerae","s__Mediterraneibacter_faecis",0.54488989271598,0.748051948051948,22,21,0.28494406438057,0.448635335407707
"s__Dorea_longicatena","s__Mediterraneibacter_faecis",0.420666290231508,0.675324675324675,22,21,0.266998214868215,0.429518867396693
"s__Prevotella_corporis","s__Prevotella_buccalis",0.525,0.78796992481203,15,20,0.202188733820345,0.354674743032224
"s__Escherichia_coli","s__Roseburia_faecis",-0.677922077922078,-0.530827067669173,21,20,0.494618795901801,0.677810942532098
"s__Extibacter_muris","s__Roseburia_faecis",0.771428571428571,0.637254901960784,20,17,0.454518111200142,0.646814235169433
"s__Collinsella_aerofaciens","s__Roseburia_faecis",0.701298701298701,0.075098814229249,21,22,0.0178862184227338,0.107422331223123
"s__Prevotella_disiens","s__Prevotella_bivia",0.698245614035088,0.119480519480519,19,21,0.034254521532972,0.129803166398379
"s__Collinsella_aerofaciens","s__Prevotella_bivia",-0.77296181630547,-0.646616541353383,18,20,0.476043339002442,0.664664284644919
"s__Blautia_wexlerae","s__Coprococcus_comes",0.712450592885375,0.66304347826087,23,23,0.769183708215182,0.80317845913026
"s__Dorea_longicatena","s__Coprococcus_comes",0.5800395256917,0.688735177865613,23,23,0.568027852650421,0.707951230895179
"s__Roseburia_faecis","s__Coprococcus_comes",0.384387351778656,0.703557312252964,23,23,0.144145795126568,0.296299689982389
"s__Collinsella_aerofaciens","s__Phocaeicola_massiliensis",-0.087719298245614,-0.738961038961039,19,21,0.0140104809277737,0.107422331223123
"s__Phocaeicola_massiliensis","s__Oscillibacter_sp._ER4",-0.329411764705882,-0.817647058823529,16,16,0.0436684456842337,0.141241983499492
"s__Faecalibacterium_prausnitzii","s__Dorea_formicigenerans",0.310276679841897,0.716403162055336,23,23,0.0714001685686923,0.188700445502973
"s__Mediterraneibacter_faecis","s__Dorea_formicigenerans",0.60248447204969,0.667532467532468,22,21,0.745183523619888,0.80317845913026
"s__Prevotella_buccalis","s__Dorea_formicigenerans",-0.865196078431373,-0.201298701298701,17,21,0.00227355339071462,0.0523427463324897
"s__Roseburia_inulinivorans","s__Roseburia_intestinalis",0.787549407114625,0.276691729323308,23,20,0.0195508849953735,0.107422331223123
"s__Roseburia_faecis","s__Roseburia_intestinalis",0.638339920948617,0.732330827067669,23,20,0.598708220627754,0.714587231071835
"s__Catenibacterium_mitsuokai","s__Holdemanella_porci",0.723076923076923,0.697744360902256,14,20,0.914134378545666,0.926656767292867
"s__Roseburia_inulinivorans","s__Holdemanella_porci",0.161764705882353,0.754940711462451,16,22,0.0246781031188256,0.107422331223123
"s__Mediterraneibacter_faecis","s__Holdemanella_porci",0.196428571428571,0.677922077922078,15,21,0.0981810885018641,0.242180018304598
"s__Roseburia_inulinivorans","s__Holdemanella_biformis",0.270676691729323,0.711278195488722,20,20,0.0799512176316751,0.204013451887723
"s__Holdemanella_porci","s__Holdemanella_biformis",0.829411764705882,0.779785431959345,16,22,0.713105009990057,0.80317845913026
"s__Faecalibacterium_prausnitzii","s__Peptostreptococcus_anaerobius",-0.741176470588235,0.0152456239412761,16,22,0.00877666745949339,0.0811841740003139
"s__Blautia_wexlerae","s__Peptostreptococcus_anaerobius",-0.764705882352941,-0.269172932330827,16,20,0.0529419449399233,0.156708157022173
"s__Dorea_longicatena","s__Peptostreptococcus_anaerobius",-0.776470588235294,-0.333834586466165,16,20,0.0680886747110608,0.186613404763648
"s__Catenibacterium_mitsuokai","s__Ruminococcus_callidus",0.810989010989011,0.475524475524476,14,12,0.179621009537995,0.340819351431068
"s__Faecalibacterium_prausnitzii","s__Prevotella_ihumii",-0.735294117647059,0.124675324675325,17,21,0.00353667204949254,0.0523427463324897
"s__Prevotella_timonensis","s__Prevotella_ihumii",0.825,0.364201016374929,15,22,0.0368360337076481,0.129803166398379
"s__Coprococcus_comes","s__Fusicatenibacter_saccharivorans",0.754545454545455,0.651185770750988,21,23,0.534094825523493,0.705768162298902
"s__Extibacter_muris","s__Ligilactobacillus_ruminis",0.328671328671329,0.775824175824176,12,14,0.131121576769905,0.285382255322734
"s__Mediterraneibacter_faecis","s__Anaerobutyricum_hallii",0.160902255639098,0.721052631578947,20,19,0.0356621472968154,0.129803166398379
"s__Roseburia_faecis","s__Anaerobutyricum_hallii",0.661208356860531,0.296240601503759,22,20,0.149127765108691,0.298255530217382
"s__Prevotella_ihumii","s__Anaerobutyricum_hallii",-0.744117647058824,-0.065015479876161,16,18,0.0214333244332888,0.107422331223123
"s__Mediterraneibacter_faecis","s__Anaerostipes_hadrus",0.314285714285714,0.693233082706767,21,20,0.125265988843855,0.280899490134706
"s__Anaerobutyricum_hallii","s__Anaerostipes_hadrus",0.456804065499718,0.729323308270677,22,20,0.202265507793156,0.354674743032224
"s__Prevotella_disiens","s__Blautia_massiliensis",-0.717234262125903,-0.0736842105263158,18,19,0.0243757901639125,0.107422331223123
"s__Blautia_wexlerae","s__Blautia_massiliensis",0.781818181818182,0.66015037593985,21,20,0.451249519710158,0.646814235169433
"s__Dorea_longicatena","s__Blautia_massiliensis",0.705194805194805,0.78796992481203,21,20,0.583581420062242,0.707951230895179
"s__Coprococcus_comes","s__Blautia_massiliensis",0.683116883116883,0.772932330827068,21,20,0.575515878359479,0.707951230895179
"s__Prevotella_copri","s__Streptococcus_mitis",-0.832967032967033,-0.235294117647059,14,16,0.0226490630508488,0.107422331223123
"s__Faecalibacterium_prausnitzii","s__Streptococcus_mitis",-0.824175824175824,-0.595459236326109,14,18,0.236978610553335,0.389698159576595
"s__Prevotella_hominis","s__Streptococcus_mitis",-0.881818181818182,-0.554945054945055,11,13,0.120038288930122,0.277588543150908
"s__Catenibacterium_mitsuokai","s__Streptococcus_mitis",-0.895104895104895,-0.476923076923077,12,14,0.0438995354120041,0.141241983499492
"s__Prevotella_bivia","s__Streptococcus_mitis",0.874125874125874,0.00980392156862745,12,17,0.0023247981457579,0.0523427463324897
"s__Ruminococcus_callidus","s__Streptococcus_mitis",-0.918181818181818,-0.372727272727273,11,11,0.0205083750592742,0.107422331223123
"s__Prevotella_stercorea","s__Prevotella_pectinovora",0.738345864661654,0.688721804511278,20,20,0.770617170246601,0.80317845913026
"s__Prevotella_sp._Marseille_P4119","s__Prevotella_pectinovora",0.707017543859649,0.720300751879699,19,20,0.936480471433052,0.936480471433052
"s__Mediterraneibacter_faecis","s__Oliverpabstia_intestinalis",0.710526315789474,0.367032967032967,19,14,0.203894528345581,0.354674743032224
"s__Vescimonas_coprocola","s__Oscillibacter_valericigenes",0.850490196078431,0.41978021978022,17,14,0.0470658214021979,0.14511961599011
"s__Oscillibacter_sp._MSJ_31","s__Oscillibacter_valericigenes",0.823529411764706,0.885294117647059,16,16,0.55763651344184,0.707951230895179
"s__Blautia_wexlerae","s__Blautia_faecicola",0.676623376623377,0.2,21,15,0.101473252306269,0.242226473247222
"s__Escherichia_coli","s__Blautia_faecicola",-0.107017543859649,-0.837362637362637,19,14,0.0060288984433469,0.0743564141346118
"s__Dorea_longicatena","s__Blautia_faecicola",0.668831168831169,0.603571428571429,21,15,0.75822647887335,0.80317845913026
"s__Coprococcus_comes","s__Blautia_faecicola",0.71038961038961,0.585714285714286,21,15,0.554954313195234,0.707951230895179
"s__Blautia_massiliensis","s__Blautia_faecicola",0.708270676691729,0.532142857142857,20,15,0.440319774156198,0.646814235169433
"s__Vescimonas_coprocola","s__Vescimonas_fastidiosa",0.853146853146853,0.665934065934066,12,14,0.315623968658152,0.486586951681318
"s__Oscillibacter_sp._MSJ_31","s__Vescimonas_fastidiosa",0.620879120879121,0.853571428571429,13,15,0.208836943268487,0.354674743032224
"s__Oscillibacter_valericigenes","s__Vescimonas_fastidiosa",0.859340659340659,0.803571428571429,14,15,0.670054609085346,0.787048270989137
"s__Blautia_faecicola","s__Faecalibacterium_sp._HTFF",0.391228070175439,0.757142857142857,19,15,0.142487901739706,0.296299689982389
