Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W	p_val	q_val	diff_abn	passed_ss
s__Veillonella_dispar	3.37716583759753e-11	0.320839318289577	0.338948975108064	0.434357648179723	0.395104556660313	0.522405190012706	0.338948975108064	0.659	0.973945945945946	FALSE	TRUE
s__Gemella_sanguinis	5.89578805941915e-11	-0.196104003331351	-0.628144402872126	0.431565448410276	0.40281389300628	0.564954988764763	0.628144402872126	0.318	0.973945945945946	FALSE	TRUE
s__Haemophilus_haemolyticus	-2.14568904933806e-10	-0.151124959689231	-0.567810120066329	0.441359675071835	0.43513420843115	0.531962655728136	0.567810120066329	0.353	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._oral_taxon_431	-7.46569788735603e-11	-0.0660849023101154	-0.364886140502775	0.31467077905211	0.28207776693249	0.378539195241883	0.364886140502775	0.413	0.973945945945946	FALSE	FALSE
s__Streptococcus_rubneri	3.39512701825459e-12	-0.260344544034125	-0.881523591865597	0.415319093410292	0.388382337671007	0.471486228032006	0.881523591865597	0.07	0.693	FALSE	TRUE
s__Streptococcus_vestibularis	0.203430975839148	0.203430975897391	0.227785683231727	0.477097148866111	0.415241329785069	0.519058908994692	0.227785683231727	0.844	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._M334	1.01229656245142e-10	0.440751271104325	0.517380103346457	0.502089183963221	0.45746528324331	0.56142469478363	0.517380103346457	0.456	0.973945945945946	FALSE	TRUE
s__Prevotella_pallens	0.314900762639362	0.529915319115502	0.65929149959454	0.481833188264604	0.439408008251916	0.521180888173782	0.65929149959454	0.242	0.973945945945946	FALSE	TRUE
s__Lancefieldella_parvula	3.47062153462082e-10	0.0664825406408843	0.552239030401887	0.510111549878443	0.476839916666786	0.576267150909196	0.552239030401887	0.439	0.973945945945946	FALSE	TRUE
s__Prevotella_jejuni	7.88350915676492e-11	0.490058576886854	0.490058577262984	0.464777945872266	0.399979916910821	0.501089911919834	0.490058577262984	0.391	0.973945945945946	FALSE	TRUE
s__Streptococcus_gordonii	-0.059134304513103	-0.196526088496108	-0.452328489459655	0.394541111147242	0.354960313327847	0.424418856431486	0.452328489459655	0.336	0.973945945945946	FALSE	TRUE
s__Granulicatella_adiacens	0.297489473218834	0.297489473255604	0.297489473273166	0.363171418668967	0.3355369191888	0.438430365478316	0.297489473273166	0.604	0.973945945945946	FALSE	TRUE
s__Actinomyces_bouchesdurhonensis	-4.45255172869596e-12	-0.175817737211552	-0.175817737480557	0.404336142117391	0.369189450746247	0.429339724081039	0.175817737480557	0.858	0.973945945945946	FALSE	TRUE
s__Veillonella_parvula	5.71718291118686e-12	0.197784327297317	0.197784327341487	0.426693129615141	0.368088159477654	0.46431438021144	0.197784327341487	0.849	0.973945945945946	FALSE	TRUE
s__Veillonella_rogosae	-2.16245132598787e-10	-0.000865480772326926	-0.194343028623725	0.365525169393933	0.342163296599939	0.456231136729238	0.194343028623725	0.848	0.973945945945946	FALSE	TRUE
s__Actinomyces_oris	-0.179628716102636	-0.220833613522829	-0.220833613629934	0.524858349328026	0.498148971496473	0.630020529548851	0.220833613629934	0.908	0.973945945945946	FALSE	TRUE
s__Haemophilus_sputorum	-2.06086263521718e-10	-0.313792873311846	-0.567787010481697	0.528967624884439	0.455906301809999	0.56106039454529	0.567787010481697	0.384	0.973945945945946	FALSE	TRUE
s__sp._3	3.40838284359725e-11	9.61122867759634e-11	0.18012796458855	0.295597704759457	0.274863106281649	0.421861825153741	0.18012796458855	0.861	0.973945945945946	FALSE	TRUE
s__Rothia_sp._HMSC065C12	0.1150110523326	0.237083948256814	0.237083948640212	0.414626159651312	0.351317745499801	0.434346911514333	0.237083948640212	0.748	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._HSISS2	9.39834682243406e-11	1.27216154704208e-10	0.637180311132536	0.44734795692333	0.451085465499747	0.585016487064811	0.637180311132536	0.338	0.973945945945946	FALSE	TRUE
s__Rothia_dentocariosa	-3.76272248615483e-10	-0.179331835276558	-0.179331835661626	0.539038005905196	0.516699966564554	0.617721702485084	0.179331835661626	0.949	0.975333333333333	FALSE	TRUE
s__Streptococcus_timonensis	3.64187212788957e-11	-0.0716509641545197	-0.307510344889645	0.388871203532987	0.354598960546627	0.441643545100777	0.307510344889645	0.621	0.973945945945946	FALSE	TRUE
s__Lautropia_mirabilis	-2.56275884404759e-10	-0.75874623377551	-1.47613083996058	0.611764661035442	0.571235992275225	0.631060497430922	1.47613083996058	0.02	0.385	FALSE	TRUE
s__Streptococcus_sp._HMSC067H01	-6.12784815891594e-12	-7.92834201866064e-10	-0.345261253844397	0.327822848763107	0.289540688003825	0.384332059260237	0.345261253844397	0.465	0.973945945945946	FALSE	FALSE
s__Streptococcus_sp._Marseille_Q3533	2.06670615744869e-10	-0.220683203489668	-0.547634546118243	0.398675303507905	0.353084435351286	0.458459186136597	0.547634546118243	0.24	0.973945945945946	FALSE	TRUE
s__Rothia_sp._HMSC072B04	-3.16749867878178e-11	-0.107394592604699	-0.107394593443575	0.389037860876121	0.347740777879349	0.432009652975396	0.107394593443575	0.957	0.976013245033113	FALSE	TRUE
s__Veillonella_tobetsuensis	-0.250259215092138	-0.250259215851289	-0.250259216575825	0.374393329526816	0.342416461555069	0.466791653940109	0.250259216575825	0.76	0.973945945945946	FALSE	FALSE
s__Alloprevotella_tannerae	0.494557159937739	0.571253347289883	0.571253348249374	0.511699902362995	0.448934534887209	0.656466008173148	0.571253348249374	0.476	0.973945945945946	FALSE	TRUE
s__sp._4	1.28177999631687e-11	6.20840624095573e-10	0.297729981663484	0.334667335430834	0.316632024861992	0.424225112389882	0.297729981663484	0.62	0.973945945945946	FALSE	TRUE
s__Neisseria_sp._HMSC071A01	-1.1523148697876e-10	-0.176689380002736	-0.347107451620051	0.465097442713418	0.415581221422902	0.53717044687049	0.347107451620051	0.677	0.973945945945946	FALSE	TRUE
s__Megasphaera_micronuciformis	-0.931530200314695	-0.931530200328159	-1.00541918674561	0.508331274437841	0.463436498459163	0.601525332274046	1.00541918674561	0.099	0.847	FALSE	TRUE
s__Neisseria_meningitidis	0.36525590389898	0.365255903905275	0.36525590463488	0.458585903027828	0.431396738522706	0.511282905773855	0.36525590463488	0.609	0.973945945945946	FALSE	TRUE
s__Alloprevotella_sp._oral_taxon_473	-0.0833876756772242	-0.303884097379163	-0.321978193290221	0.514129718272	0.46481633192008	0.578694661489335	0.321978193290221	0.731	0.973945945945946	FALSE	TRUE
s__Prevotella_salivae	9.1845233586996e-12	0.212719544277671	0.247533130158933	0.462012655298332	0.395622988523279	0.51496656458818	0.247533130158933	0.812	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._UMB0029	-0.105096997353404	-0.105096997365865	-0.243059754122281	0.427025106281947	0.383662384016611	0.490724583333243	0.243059754122281	0.788	0.973945945945946	FALSE	TRUE
s__Solobacterium_moorei	0.154985876184409	0.227963559432515	0.569033861797316	0.409789150884046	0.402712014324851	0.514829740909865	0.569033861797316	0.341	0.973945945945946	FALSE	TRUE
s__sp._5	0.503256522276242	0.503256522417004	0.503256526888709	0.420422645156999	0.441554034330203	0.496588093393149	0.503256526888709	0.388	0.973945945945946	FALSE	TRUE
s__Peptostreptococcus_stomatis	0.378602754332422	0.378602754491268	0.378602755517857	0.452155878815291	0.435356404169246	0.517869074318328	0.378602755517857	0.603	0.973945945945946	FALSE	TRUE
s__Veillonella_nakazawae	1.58947592177426e-12	0.185089790359312	0.414214543983973	0.418152802424539	0.376470948410329	0.49291608046486	0.414214543983973	0.514	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._F0442	6.35666008308335e-11	-0.0267979843065949	-0.285046384884936	0.364186171123109	0.340187982987165	0.411786720199548	0.285046384884936	0.625	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._HPH0090	-1.01154704581056e-10	-0.128627866488497	-0.211977570686281	0.362004260161668	0.331707517056425	0.416134575265691	0.211977570686281	0.803	0.973945945945946	FALSE	TRUE
s__Prevotella_intermedia	2.03260074348895e-11	0.0101150374325632	0.238505007761799	0.464578050762341	0.423217517380945	0.515654855431989	0.238505007761799	0.821	0.973945945945946	FALSE	TRUE
s__Rothia_aeria	2.90333200782833e-12	-0.228680875376886	-0.366356216266293	0.451293259415135	0.449470501608984	0.550668384702746	0.366356216266293	0.663	0.973945945945946	FALSE	FALSE
s__Streptococcus_sp._HMSC034E03	-3.47215788908074e-11	-0.0665825651816312	-0.194387815333059	0.319850850184259	0.283153853935843	0.371544662779726	0.194387815333059	0.785	0.973945945945946	FALSE	FALSE
s__Streptococcus_anginosus	0.0492489436108722	0.0492489434362621	0.129528709994448	0.370406296406225	0.337836987352638	0.425486083174399	0.129528709994448	0.936	0.973945945945946	FALSE	TRUE
s__Veillonella_sp._oral_taxon_158	-5.65028710755017e-10	-0.0349815987925045	-0.227169183603459	0.357668149022374	0.332849759176884	0.449788444641656	0.227169183603459	0.799	0.973945945945946	FALSE	FALSE
s__Streptococcus_sp._XMC	-1.2285888089464e-10	-0.131195239100396	-0.131195283678514	0.408389943819922	0.381592376739475	0.483410543088575	0.131195283678514	0.95	0.975333333333333	FALSE	TRUE
