Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W	p_val	q_val	diff_abn	passed_ss
s__Rothia_sp._HMSC062F03	5.99109290160182e-11	0.019888240247332	0.519877870448633	0.480932725138394	0.450989299638001	0.561382322283232	0.519877870448633	0.436	0.973945945945946	FALSE	TRUE
s__Actinomyces_sp._ICM58	1.62937503723314e-10	2.00593110246146e-10	0.148739576629014	0.394049742721352	0.345020360007902	0.441731427616995	0.148739576629014	0.917	0.973945945945946	FALSE	TRUE
s__Leptotrichia_wadei	-7.60211954010665e-11	-0.0849857059345607	-0.241821457907141	0.495399578345819	0.455279419128951	0.565980732325408	0.241821457907141	0.864	0.973945945945946	FALSE	TRUE
s__Mogibacterium_diversum	0.0282184302926503	0.0282184303134826	0.230201406582796	0.394839383370596	0.366854249234224	0.484030532509291	0.230201406582796	0.807	0.973945945945946	FALSE	TRUE
s__Actinomyces_sp._oral_taxon_172	2.85410011270721e-10	2.34697182782358e-09	0.0854083011442063	0.377046765280257	0.340641452891172	0.442589436497955	0.0854083011442063	0.974	0.98237908496732	FALSE	TRUE
s__Porphyromonas_somerae	0.351814916674474	0.351814916607138	0.351814916687114	0.494557953173201	0.433602702178734	0.558164924750319	0.351814916687114	0.666	0.973945945945946	FALSE	TRUE
s__Porphyromonas_sp._oral_taxon_279	-0.109769066381925	-0.380843994942486	-0.760045012214433	0.484591023949172	0.42724393491684	0.594365265223487	0.760045012214433	0.214	0.973945945945946	FALSE	TRUE
s__sp._6	2.0427905621638e-11	-0.201581981744117	-0.30781063176433	0.367182338816864	0.349751064462194	0.415084131970839	0.30781063176433	0.593	0.973945945945946	FALSE	TRUE
s__Porphyromonas_bobii	-4.54743408731821e-10	-0.446599464219146	-0.587948115882542	0.437574829164676	0.381333764072769	0.543386091655958	0.587948115882542	0.338	0.973945945945946	FALSE	TRUE
s__Neisseria_flavescens	3.41061678848769e-11	-0.330550458200467	-0.332226076837229	0.454608863224438	0.442608649550674	0.541049140578687	0.332226076837229	0.704	0.973945945945946	FALSE	TRUE
s__Rothia_sp._HMSC072E10	3.1948003358558e-11	3.40824136830895e-10	0.43745475206357	0.451565115589106	0.439888585259886	0.570568687010683	0.43745475206357	0.556	0.973945945945946	FALSE	TRUE
s__Candidatus_Nanosynbacter_sp._HMT_352	-0.197764762323074	-0.811774855577504	-1.50768308916433	0.373515083129687	0.364137615163257	0.490950549676236	1.50768308916433	0.003	0.231	FALSE	TRUE
s__Parvimonas_micra	-8.77458863705485e-11	-0.375449967597387	-0.375449967702201	0.482550569476051	0.430547432978813	0.571529750115211	0.375449967702201	0.677	0.973945945945946	FALSE	TRUE
s__Prevotella_vespertina	-1.33535709010472e-11	3.4385689614696e-11	0.576455549801701	0.473617638448602	0.43402200946427	0.505515258451019	0.576455549801701	0.308	0.973945945945946	FALSE	TRUE
s__Porphyromonas_sp._KLE_1280	0.254500480658331	0.254500480616036	0.254500480622883	0.460230180270259	0.430759844584597	0.522313742811418	0.254500480622883	0.789	0.973945945945946	FALSE	TRUE
s__Prevotella_nanceiensis	-0.350646189342885	-0.350646189657002	-0.350646189905461	0.423627110459088	0.391506809593044	0.461070755479956	0.350646189905461	0.574	0.973945945945946	FALSE	TRUE
s__Fusobacterium_pseudoperiodonticum	-3.51158564450069e-10	-3.66965478084343e-10	-0.954132489439794	0.481760860220279	0.406693029446461	0.526209287366778	0.954132489439794	0.072	0.693	FALSE	TRUE
s__Streptococcus_sp._HMSC074B11	0.384025000625921	0.384025000600345	0.384025000723728	0.333226321286644	0.297299297702752	0.402810652949398	0.384025000723728	0.414	0.973945945945946	FALSE	TRUE
s__Abiotrophia_sp._HMSC24B09	-0.232866469879091	-0.232866469977736	-0.232866470842849	0.487721479756162	0.469851666029798	0.624274701578908	0.232866470842849	0.893	0.973945945945946	FALSE	TRUE
s__Streptococcus_sp._SK140	0.259742282183689	0.259742282133699	0.25974228318351	0.343039387096444	0.311000779499963	0.410282598541509	0.25974228318351	0.674	0.973945945945946	FALSE	TRUE
