Feature	lfc_(Intercept)	lfc_group1g2	lfc_group1g3	lfc_group1g4	lfc_age	lfc_loc2	lfc_loc3	lfc_loc4	lfc_abx_useyes	se_(Intercept)	se_group1g2	se_group1g3	se_group1g4	se_age	se_loc2	se_loc3	se_loc4	se_abx_useyes	W_(Intercept)	W_group1g2	W_group1g3	W_group1g4	W_age	W_loc2	W_loc3	W_loc4	W_abx_useyes	p_(Intercept)	p_group1g2	p_group1g3	p_group1g4	p_age	p_loc2	p_loc3	p_loc4	p_abx_useyes	q_(Intercept)	q_group1g2	q_group1g3	q_group1g4	q_age	q_loc2	q_loc3	q_loc4	q_abx_useyes	diff_(Intercept)	diff_group1g2	diff_group1g3	diff_group1g4	diff_age	diff_loc2	diff_loc3	diff_loc4	diff_abx_useyes	passed_ss_(Intercept)	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4	passed_ss_age	passed_ss_loc2	passed_ss_loc3	passed_ss_loc4	passed_ss_abx_useyes
s__Streptococcus_mitis	0.977694863571736	0.324925097795445	0.266596382621043	0.00309756652787064	0.00044388544472279	0.282343692389344	-0.803736505484656	-1.61920951905426	-0.254193440695749	0.476544388336184	0.378447466760765	0.368979757212341	0.468322883991093	0.00818876132923747	0.364728421439017	0.389871230822919	0.358375717310697	0.258185563840301	2.05163440699675	0.858573847980981	0.722523058270703	0.00661416862971307	0.0542066653155373	0.77412034761473	-2.06154350960488	-4.51818982381127	-0.984537775524036	0.0414059922090526	0.391523039082008	0.47075089919281	0.994728771944443	0.956820382369897	0.439702202185995	0.0404428573720001	1.02431698383662e-05	0.325947615408495	0.226954087809587	0.837424278036517	0.990108850486599	0.994976807945982	0.987025401848179	0.599240169350826	0.152277354279448	7.88724077554198e-05	0.888068042848373	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__Streptococcus_salivarius	-0.000664506697288381	0.0396807361054344	-0.268357718056394	-0.0762199224894593	0.0038521218219336	0.736589760507031	0.996202059648627	0.200946774113487	0.0384182143015532	0.581890239266094	0.457648493977161	0.423421891148128	0.540570270544092	0.00965016587413608	0.460656824582868	0.490758627660468	0.44373266675669	0.330277426853271	-0.00114197945324961	0.0867057067326757	-0.63378328722856	-0.140999101583487	0.39917674702959	1.59899891024956	2.02992266156929	0.452855489730421	0.116321041578845	0.999089881548522	0.930985393293991	0.526889731511935	0.888001453935996	0.690155539212154	0.111275820537692	0.0435848657886262	0.651105247307445	0.907505688010461	0.999134851742379	0.991560348134825	0.990108850486599	0.977265732655767	0.97375207734685	0.251019865287316	0.153827311628972	0.802161664682772	0.959713309379868	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_parasanguinis	0.0285640384926654	0.2886133641389	0.0385027532731792	0.145623481852583	0.000152130672225319	0.600377874968114	0.720800782867174	0.513700484853722	-0.125382662365775	0.454595484595174	0.377470658414817	0.334217639743636	0.420339583371126	0.00751204588343151	0.378273718631258	0.408710030266442	0.369540247872545	0.275513273244764	0.0628339687933818	0.764598142146804	0.115202636529637	0.346442466076314	0.0202515632340394	1.58715196271239	1.76359944579113	1.39010699865877	-0.455087556723214	0.949956554537751	0.445341534267567	0.908391039155983	0.729345905916663	0.983861303497687	0.113934262935242	0.0792067102110539	0.165920643451659	0.649501226207141	0.992989935438989	0.894877077123486	0.990108850486599	0.977265732655767	0.987025401848179	0.251019865287316	0.213797691137314	0.297113710366924	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
s__sp.	0.637117818015242	0.185701626747784	0.0650500180601279	0.119142030894758	-0.00335560997368903	0.522814624996098	-0.0524357403801245	-0.569500033994573	-0.0923242748650268	0.366539614750713	0.2909430091869	0.260120491697114	0.340315106271261	0.00631148752728407	0.27536866098868	0.308278952603378	0.28942611770832	0.198617018436032	1.73819634324806	0.638274922868107	0.250076484308174	0.350093277375091	-0.531667053001846	1.8985988569614	-0.170091859782548	-1.96768708540847	-0.464835670135494	0.0835947094987475	0.523967745423362	0.802764789939248	0.726608261635865	0.595500458253274	0.058944059615836	0.865096366651788	0.0503778571434822	0.642515219008957	0.332813531965548	0.894877077123486	0.990108850486599	0.977265732655767	0.97375207734685	0.177987944722328	0.918947957210353	0.110831285715661	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
s__Streptococcus_oralis	0.724932255372619	0.401970031957072	0.0415567703878061	0.235793576837533	0.00246430509068591	0.519461340803586	-0.968181374909607	-1.26955921873834	-0.130774137365411	0.47302448272098	0.362614247386429	0.356441343899498	0.44455106440655	0.00748504832233828	0.367649654639397	0.387131423767073	0.361564932002269	0.250764583628805	1.53254700729778	1.10853347559922	0.116587963486984	0.530408305629195	0.32923035157054	1.41292487086134	-2.50091135844384	-3.51128969202791	-0.521501623048135	0.12684408463432	0.268858586875744	0.907294404506831	0.596371221887803	0.742299126563812	0.159110514510937	0.013126666832639	0.000542336309092994	0.602549210945288	0.402172661821998	0.777947085374228	0.990108850486599	0.977265732655767	0.97375207734685	0.322408147824793	0.0842294455094335	0.00219788925264003	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
s__Rothia_mucilaginosa	0.348431492609473	0.238671463027153	-0.0398794917360565	0.127799686033315	-0.00149578847956543	0.517750897695504	0.405522425908853	0.0259282731822552	-0.167141393177061	0.443272389938013	0.353137759117294	0.325401705536504	0.400265596925714	0.00771855829817504	0.346815858581311	0.365590611388403	0.342927618158099	0.248234884839196	0.786043752145711	0.675859368943549	-0.12255464878497	0.319287210829248	-0.193791174696327	1.49286973154406	1.10922549233089	0.0756085885456491	-0.673319518670123	0.432703304409422	0.499852899701603	0.902573718471079	0.749817302205521	0.846521517244449	0.136930486696536	0.268566360389135	0.939800483996201	0.501463823537771	0.783956575047659	0.894877077123486	0.990108850486599	0.977265732655767	0.97375207734685	0.284963445287385	0.480921156975892	0.979277397318794	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_mucosa	0.435507988005705	0.609540845952638	-0.123962464543195	0.0830805663714849	0.0146015725375834	-0.14851887650147	-0.939681223515389	-1.99785439012328	0.196393623070221	0.684854497838652	0.532758516180772	0.519979675079246	0.572449561111895	0.0114021840041384	0.483183658518314	0.615969076253023	0.521656321337211	0.406969323644526	0.635913160211599	1.14412220065913	-0.238398673033332	0.145131679741554	1.2805943608947	-0.30737561977345	-1.52553311479779	-3.82982877501032	0.482575987082908	0.525545786637637	0.253913658274929	0.811811195042945	0.884750197360652	0.201790243947206	0.758871044952517	0.128675017569673	0.000170619103545262	0.629914250496994	0.813356123296008	0.777947085374228	0.990108850486599	0.977265732655767	0.97375207734685	0.859309859725644	0.292940352171083	0.000875844731532344	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
s__Haemophilus_parainfluenzae	0.561242190494012	0.636849901357387	0.0411096172181137	0.0515207620582758	0.010341397240461	-0.217454203088865	-0.826698639507448	-1.46133102540089	-0.103442688053426	0.565529215780444	0.44951527458386	0.427606647316403	0.513338238742801	0.00896407001142546	0.457183009715427	0.504229023697733	0.443725072568538	0.313257101289129	0.992419445067014	1.41674807813139	0.0961388637807939	0.100364161813571	1.15364976258329	-0.475639292073035	-1.63953005609416	-3.29332533981426	-0.330216578100653	0.322113752848078	0.158010668858091	0.923500255272298	0.920149183050518	0.249930609559113	0.634816534955222	0.102572094689612	0.00115842826289287	0.741559362054687	0.670344837008162	0.755542659235022	0.990108850486599	0.977265732655767	0.97375207734685	0.763763643618001	0.243016962803081	0.0041487895926861	0.943604877778293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
s__Neisseria_sicca	0.532616484238663	0.554025427512388	0.229101785183377	0.0343584100810046	0.00581884969664606	0.437047916055416	-1.00491398958914	-1.80335798683758	0.0361638957066037	0.71365466384804	0.532732973787438	0.490086606147447	0.642072871435612	0.0109057641499939	0.502471035413446	0.57060449754519	0.53773861918299	0.400720434261332	0.746322431870317	1.0399683420637	0.467472039246977	0.0535116987643202	0.533557265370469	0.869797232582375	-1.76113927231981	-3.3535958224044	0.0902471963359352	0.456336081652104	0.299591657248989	0.640663609938579	0.957376833651789	0.594231595271861	0.38543852384027	0.0797203934781399	0.000951672965500754	0.928179761897361	0.807767316947403	0.777947085374228	0.990108850486599	0.994976807945982	0.97375207734685	0.554743295994407	0.213797691137314	0.00348946754016943	0.959713309379868	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
s__sp._1	0.712415524277217	0.193120071372569	0.225134487576721	0.228894476315515	-0.00272676019644053	0.00205589927366171	-0.2843611292561	-0.349260107969146	-0.222857711151187	0.364087646893963	0.290085757576319	0.260997800664234	0.345652555336954	0.00636631526193284	0.285329509516247	0.320974377148201	0.27879031761147	0.208995499243947	1.95671435258747	0.665734412423751	0.862591512280021	0.662209703881348	-0.428310582220942	0.00720535102432035	-0.885930932501832	-1.25276986288988	-1.06632780111241	0.0516637505472442	0.506287909681477	0.389314386221325	0.508539492468695	0.668849831407736	0.994257631058219	0.376635447175392	0.21163779883215	0.287460430362814	0.256652180137923	0.894877077123486	0.990108850486599	0.977265732655767	0.97375207734685	0.994257631058219	0.571202145180037	0.343076010738432	0.841087611656943	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
