Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W_group1g2	W_group1g3	W_group1g4	p_group1g2	p_group1g3	p_group1g4	q_group1g2	q_group1g3	q_group1g4	diff_group1g2	diff_group1g3	diff_group1g4	passed_ss_group1g2	passed_ss_group1g3	passed_ss_group1g4
s__Streptococcus_australis	0.294335812416252	-0.225665290472025	-0.427350623997305	0.39608703959997	0.358488457473886	0.460175853227117	0.743108920487571	-0.629491091741674	-0.928668075476765	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_dispar	-0.327901871720647	0.196149692693565	0.217168087996909	0.434357648179723	0.395104556660313	0.522405190012706	-0.754912163040747	0.49645008994974	0.415708136421131	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Gemella_sanguinis	0.528610793377833	-0.0114093188508868	-0.448631876686915	0.431565448410276	0.40281389300628	0.564954988764763	1.22486819861283	-0.0283240450465519	-0.79410198265143	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Haemophilus_haemolyticus	0.70703162265799	0.114415861478031	-0.29961481595714	0.441359675071835	0.43513420843115	0.531962655728136	1.60193978424267	0.262943844131563	-0.563225280441981	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._oral_taxon_431	0.522015022176848	0.02251229869914	-0.276602860272667	0.31467077905211	0.28207776693249	0.378539195241883	1.65892436453529	0.0798088376264261	-0.730711281023146	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_rubneri	0.59523719935196	-0.0894740811602595	-0.711464547334937	0.415319093410292	0.388382337671007	0.471486228032006	1.43320451382168	-0.230376287698365	-1.50898267019295	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_vestibularis	0.491667483372916	0.0124369085725583	0.228586164392571	0.477097148866111	0.415241329785069	0.519058908994692	1.03053955476664	0.0299510373377229	0.440385783639269	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._M334	-0.171236934290379	0.376176298254422	0.448443403681325	0.502089183963221	0.45746528324331	0.56142469478363	-0.341048841041999	0.822305674405344	0.798759669547761	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_pallens	0.314900813794311	0.52991556792392	0.659291083398057	0.481833188264604	0.439408008251916	0.521180888173782	0.65354737171276	1.20597612690781	1.26499474243619	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Lancefieldella_parvula	-0.29346735346445	-0.0480670251768089	0.427384099554028	0.510111549878443	0.476839916666786	0.576267150909196	-0.575300350549566	-0.100803274844958	0.741642307529987	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_jejuni	-0.119942488195085	0.466085259222036	0.423086958751573	0.464777945872266	0.399979916910821	0.501089911919834	-0.258064069649399	1.16527165369144	0.844333419386938	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_gordonii	-0.0591340235478613	-0.196526054009961	-0.452328349278559	0.394541111147242	0.354960313327847	0.424418856431486	-0.149880511503382	-0.553656413494448	-1.06575931399876	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Granulicatella_adiacens	0.392317231606395	0.336046665048331	0.058113533013564	0.363171418668967	0.3355369191888	0.438430365478316	1.08025359772046	1.00151919455172	0.132549060442389	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Actinomyces_bouchesdurhonensis	0.31966131820974	-0.0961327576962799	-0.0421220570928271	0.404336142117391	0.369189450746247	0.429339724081039	0.790583093897483	-0.260388690689741	-0.0981089210484434	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_parvula	-0.404226983780159	0.154340783473823	-0.0519191293411619	0.426693129615141	0.368088159477654	0.46431438021144	-0.947348236295144	0.419303852894494	-0.111818913119854	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_rogosae	0.128507641177147	0.030952215567485	-0.163453520398453	0.365525169393933	0.342163296599939	0.456231136729238	0.351569883382371	0.0904603616900344	-0.358269103617665	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Actinomyces_oris	-0.180827398028544	-0.320924266219765	-0.0157428147268801	0.524858349328026	0.498148971496473	0.630020529548851	-0.344526095964857	-0.64423352166258	-0.0249877805381251	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Haemophilus_sputorum	0.0396240473679002	-0.299751130080596	-0.553485134035497	0.528967624884439	0.455906301809999	0.56106039454529	0.0749082656553068	-0.657484068306472	-0.986498315362409	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__sp._3	-0.0549131390157573	-0.0746748391536824	0.158586211983972	0.295597704759457	0.274863106281649	0.421861825153741	-0.185769842362081	-0.271680110742705	0.375919797735143	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_sp._HMSC065C12	0.115924061105772	0.300376372322458	0.119404732649294	0.414626159651312	0.351317745499801	0.434346911514333	0.279586944546047	0.854999145844821	0.274906369733342	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HSISS2	0.00450170405963067	-0.192321318007683	0.587436390736414	0.44734795692333	0.451085465499747	0.585016487064811	0.0100630929234404	-0.426352282919634	1.0041364708946	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_dentocariosa	0.268102725056386	-0.177168541803927	0.171657013821444	0.539038005905196	0.516699966564554	0.617721702485084	0.497372582488254	-0.342884755696598	0.277887296384231	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_timonensis	0.63667573850106	0.121276760521863	-0.11002422956984	0.388871203532987	0.354598960546627	0.441643545100777	1.63724064090298	0.342011043503655	-0.249124505023013	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Lautropia_mirabilis	0.322579661072901	-0.60745884088502	-1.32688454477456	0.611764661035442	0.571235992275225	0.631060497430922	0.527293715408339	-1.06341135555118	-2.10262653133317	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC067H01	0.621958504832296	0.147407351816162	-0.223451261464858	0.327822848763107	0.289540688003825	0.384332059260237	1.89723964384721	0.509107555253909	-0.58140156690274	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_sp._Marseille_Q3533	0.68296257302508	-0.0316334934676121	-0.353204668585696	0.398675303507905	0.353084435351286	0.458459186136597	1.71307970926656	-0.0895918661385901	-0.770416820659929	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_sp._HMSC072B04	0.373229343616633	-0.0693678372347831	0.0535668236013828	0.389037860876121	0.347740777879349	0.432009652975396	0.959365093094316	-0.199481457589799	0.123994506216354	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_tobetsuensis	-0.310010645287016	-0.250185925848103	-0.148972956913089	0.374393329526816	0.342416461555069	0.466791653940109	-0.828034638541313	-0.730648067303466	-0.319142288975463	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Alloprevotella_tannerae	0.49410005759227	0.58166865264759	0.539973681993478	0.511699902362995	0.448934534887209	0.656466008173148	0.965605143386876	1.29566475164075	0.822546293746645	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__sp._4	-0.220019399260136	-0.0710860369466373	0.240052876560375	0.334667335430834	0.316632024861992	0.424225112389882	-0.657427170108771	-0.224506781894918	0.565862014174576	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_sp._HMSC071A01	0.456224189406368	-0.043927623604512	-0.203068561987884	0.465097442713418	0.415581221422902	0.53717044687049	0.980921732755006	-0.105701656716126	-0.378033756642691	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Megasphaera_micronuciformis	-1.36084794680704	-0.61549433746277	-1.0186530257349	0.508331274437841	0.463436498459163	0.601525332274046	-2.67708877112074	-1.32810932999272	-1.69344991986276	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_meningitidis	0.680904915874837	0.116685859449966	0.346622780488399	0.458585903027828	0.431396738522706	0.511282905773855	1.48479251407237	0.270483870252589	0.677947133718008	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Alloprevotella_sp._oral_taxon_473	-0.0833876788611842	-0.303882368574675	-0.321981792083572	0.514129718272	0.46481633192008	0.578694661489335	-0.162191905851021	-0.653768698959837	-0.556393230334829	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_salivae	-0.412593578608082	0.081643611302273	0.0990820269365389	0.462012655298332	0.395622988523279	0.51496656458818	-0.893035231560184	0.206367207343081	0.192404776833958	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._UMB0029	-0.415578083450174	0.117176983272812	-0.241133754272792	0.427025106281947	0.383662384016611	0.490724583333243	-0.973193560136452	0.305416919026753	-0.491383074055292	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Solobacterium_moorei	0.15498601795388	0.227963354660108	0.569033751361498	0.409789150884046	0.402712014324851	0.514829740909865	0.378209178109097	0.56607040900503	1.10528531307426	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
s__sp._5	0.985772996163541	0.0681855822864459	0.298183675617886	0.420422645156999	0.441554034330203	0.496588093393149	2.34471907619396	0.154421830591758	0.600464810947075	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Peptostreptococcus_stomatis	0.520608551830416	0.289219468522963	0.31678551860434	0.452155878815291	0.435356404169246	0.517869074318328	1.15139175718445	0.66432804422587	0.611709666234319	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_nakazawae	-0.43927833085402	0.0365117223092482	0.269144079292234	0.418152802424539	0.376470948410329	0.49291608046486	-1.05052107341381	0.0969841695977368	0.546024140738944	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._F0442	0.613507299990032	0.131248115364937	-0.126317994866858	0.364186171123109	0.340187982987165	0.411786720199548	1.68459801232442	0.385810557481945	-0.306755873054005	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_sp._HPH0090	0.348179559322611	-0.0250500878460911	-0.109675382356435	0.362004260161668	0.331707517056425	0.416134575265691	0.961810668104062	-0.0755186016536068	-0.263557485667731	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_intermedia	-0.270157898496331	-0.0771366395875532	0.154505117568764	0.464578050762341	0.423217517380945	0.515654855431989	-0.581512402604944	-0.182262397986048	0.299628939669981	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_aeria	0.569368738239309	-0.00496609452415439	-0.136044637242453	0.451293259415135	0.449470501608984	0.550668384702746	1.26163802884448	-0.0110487662847219	-0.247053655197384	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC034E03	0.55670715492231	0.0303870367781442	-0.0972454548985412	0.319850850184259	0.283153853935843	0.371544662779726	1.74052110413839	0.107316345356999	-0.261732880701328	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Streptococcus_anginosus	0.144729223398234	-0.0232893151385256	0.1315050309937	0.370406296406225	0.337836987352638	0.425486083174399	0.39073100215205	-0.0689365463533924	0.309070111089387	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Veillonella_sp._oral_taxon_158	0.0303488116071883	-0.0275413461640539	-0.219561028392065	0.357668149022374	0.332849759176884	0.449788444641656	0.0848518709036344	-0.0827440771841382	-0.488142883632745	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._XMC	0.356305455331885	-0.0134433071842642	0.00461338299124573	0.408389943819922	0.381592376739475	0.483410543088575	0.872463831991407	-0.035229496194685	0.00954340582183045	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_sp._HMSC062F03	-0.69424097530493	-0.2430619395339	0.25902480223958	0.480932725138394	0.450989299638001	0.561382322283232	-1.44353032974654	-0.538952786083838	0.461405341703823	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Actinomyces_sp._ICM58	0.0437932362459136	-0.108532753991375	0.123576993843519	0.394049742721352	0.345020360007902	0.441731427616995	0.111136314779633	-0.314569128583859	0.279755946979319	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Leptotrichia_wadei	0.175129692540246	-0.0197390332069613	-0.166559525460114	0.495399578345819	0.455279419128951	0.565980732325408	0.353511993540686	-0.043355865382025	-0.294284797957311	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Mogibacterium_diversum	0.113057941070149	-0.0406800329391257	0.235419990921372	0.394839383370596	0.366854249234224	0.484030532509291	0.286339068066149	-0.110888814901399	0.48637425763395	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Actinomyces_sp._oral_taxon_172	-0.123564231292142	-0.0541916063804913	0.0408837867278425	0.377046765280257	0.340641452891172	0.442589436497955	-0.327715929880203	-0.159086940008456	0.0923740680558052	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Porphyromonas_somerae	0.638252470909176	0.335080459842466	-0.0143662557869228	0.494557953173201	0.433602702178734	0.558164924750319	1.29055142438615	0.772782222432607	-0.0257383707751776	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Porphyromonas_sp._oral_taxon_279	-0.10976548256983	-0.380843332254602	-0.760042533718657	0.484591023949172	0.42724393491684	0.594365265223487	-0.226511588422122	-0.891395526372375	-1.27874655231219	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__sp._6	0.583676504611789	-0.0410010562996065	-0.138923483318323	0.367182338816864	0.349751064462194	0.415084131970839	1.58960941992067	-0.117229253791273	-0.33468753107643	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Porphyromonas_bobii	0.0269756713680661	-0.439096495659362	-0.579226950985099	0.437574829164676	0.381333764072769	0.543386091655958	0.0616481332337197	-1.15147552361917	-1.06595836713435	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_flavescens	0.740959347457465	-0.0841904918649102	-0.0655870144817641	0.454608863224438	0.442608649550674	0.541049140578687	1.62988319717748	-0.19021429416343	-0.121221917867968	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Rothia_sp._HMSC072E10	-0.217321907281813	-0.170530816884253	0.318458327670277	0.451565115589106	0.439888585259886	0.570568687010683	-0.481263719847575	-0.387668201900495	0.558141964184435	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Candidatus_Nanosynbacter_sp._HMT_352	-0.197765787193565	-0.811775772428911	-1.50768441306613	0.373515083129687	0.364137615163257	0.490950549676236	-0.52947202435972	-2.22931039976455	-3.07094963853365	0.597276746096583	0.0273099190558526	0.00254259089465024	1	1	0.587338496664204	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Parvimonas_micra	0.251023038075214	-0.375209572258043	-0.0702641624267819	0.482550569476051	0.430547432978813	0.571529750115211	0.52020048043415	-0.871470931000783	-0.122940516066955	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_vespertina	-0.465657201513157	-0.272664790852947	0.368982055743274	0.473617638448602	0.43402200946427	0.505515258451019	-0.983192270960347	-0.628228027397753	0.729912796052675	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Porphyromonas_sp._KLE_1280	0.58715747955414	0.0362485140121599	0.159431957759575	0.460230180270259	0.430759844584597	0.522313742811418	1.27579090795251	0.0841501696777613	0.305241743978271	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_nanceiensis	-0.569378500042567	-0.304619424170787	-0.128520657036956	0.423627110459088	0.391506809593044	0.461070755479956	-1.34405585946926	-0.778069286936356	-0.278743892362402	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Fusobacterium_pseudoperiodonticum	-0.0929827434661074	0.0631842804398002	-0.952921234982037	0.481760860220279	0.406693029446461	0.526209287366778	-0.19300601427769	0.155361109891159	-1.8109167927282	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC074B11	0.798003483119955	0.141387703236746	0.234759216928946	0.333226321286644	0.297299297702752	0.402810652949398	2.39477926004983	0.475573620016112	0.582802900593686	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Abiotrophia_sp._HMSC24B09	-0.487524650047293	-0.0546552210092371	-0.102494700477221	0.487721479756162	0.469851666029798	0.624274701578908	-0.999596430099885	-0.116324416748521	-0.16418205033456	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._SK140	0.611135006406513	0.0555684446640237	0.108262681821014	0.343039387096444	0.311000779499963	0.410282598541509	1.7815301373387	0.178676223105834	0.263873442855902	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Prevotella_sp._oral_taxon_306	-0.209786545650855	-0.245005230431967	0.18057369532109	0.473849512935719	0.435391996923167	0.529674167348888	-0.442728207846261	-0.562723320969087	0.34091467255217	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Neisseria_sp._oral_taxon_014	0.15164012124299	-0.127595607754355	-0.231700712831037	0.488350142859339	0.443035833939881	0.56424614339587	0.310515156922289	-0.288002906265297	-0.410637654404804	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC061D10	0.611198172934946	0.128968496116017	0.284549509047409	0.344770917696205	0.297045273251725	0.398254520305204	1.77276603554336	0.434171177693595	0.714491599064195	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
s__Veillonella_sp._S13053_19	0.0466314078113914	0.0593676297907961	-0.178665693996727	0.344622849941391	0.326608648412369	0.434088202120834	0.135311421803058	0.181769925809925	-0.411588458575507	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Haemophilus_influenzae	0.595276606889626	0.125411820874819	-0.00292911407451588	0.401340538092114	0.375143064858386	0.464696248166508	1.48322073249675	0.334303983260788	-0.00630328754766776	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Streptococcus_sp._HMSC056C01	0.582973732618021	0.0335721095632468	-0.0755658209546884	0.334275805192536	0.308058354682574	0.403085271437593	1.74399021275931	0.108979708074594	-0.187468573796271	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Lachnoanaerobaculum_saburreum	0.321609068345948	-0.00291703761920911	0.294239535326789	0.395308603401667	0.348830233717043	0.424124623176187	0.813564555839345	-0.00836234172745271	0.693757257296891	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
s__Leptotrichia_sp._oral_taxon_218	-0.216934570054287	-0.419478542127506	-0.835744632784909	0.44660230278469	0.383457458610669	0.51418370357621	-0.485744405484788	-1.09393762647713	-1.62538140935274	1	1	1	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
