"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"s__Gemmiger_formicilis","GO_none",0.350790513833992,-0.47485987696514,23,76,0.000554024262745556,0.0707628795776902,0.825650390799132,40,1
"s__Victivallis_vadensis","GO.0016020.InterPro.",-0.719932241671372,0.199521531100478,22,56,4.5169008948625e-05,0.0330694679229384,0.919453772771851,2,1
"s__Waltera_intestinalis","GO.0005886.PANTHER.",0.727837380011293,-0.15006561105765,22,70,4.77635606188773e-05,0.033497746878358,0.877902991068943,12,1
"s__Prevotella_sp._P3_122","GO.0022857.InterPro.",0.725974025974026,-0.0394606935702826,21,73,0.000368718718671245,0.0621291040961047,0.765434719544309,10,1
"s__Kineothrix_sp._MSJ_39","GO.0016787.InterPro.",-0.693958215697346,-0.00277674935209182,22,73,0.00122587329671381,0.0864407233055073,0.691181466345254,4,1
"s__Phocaeicola_vulgatus","GO.0051536.InterPro.",0.647233201581028,-0.188600872811399,23,77,0.000175754322798986,0.0498565700891717,0.835834074392427,3,1
"s__Bacteroides_uniformis","GO.0030246.InterPro.",-0.270750988142292,0.502734107997266,23,77,0.00112053107329392,0.0841215142104234,0.773485096139558,9,1
"s__Mediterraneibacter_faecis","GO.0030170.InterPro.",0.790513833992095,0.193574846206425,23,76,0.000654933809691309,0.0749140075446794,0.59693898778567,1,1
"s__Flavonifractor_plautii","GO.0016740.InterPro.",-0.682806324110672,-0.0258688679741311,23,77,0.0016489542247005,0.0970265604915039,0.656937456136541,5,1
"s__Prevotella_multisaccharivorax","GO.0050660.InterPro.",0.665725578769057,-0.0806505700871898,22,71,0.000829518139953123,0.0794462990850648,0.746376148856247,19,1
"s__Prevotella_copri","GO.0006813.InterPro.",0.846837944664032,0.395026026604974,23,77,0.00130017391674876,0.0888473117715942,0.451811918059058,10,2
"s__Prevotella_sp._885","GO.0006813.InterPro.",0.738001129305477,0.0499857752489331,22,75,0.000655919153908864,0.0749140075446794,0.688015354056544,33,2
"s__Simiaoa_sunii","GO.0046933.InterPro.",0.722332015810277,0.0803267091131262,23,72,0.00130999925945296,0.0888473117715942,0.64200530669715,9,1
"s__Parabacteroides_distasonis","GO.0019867.InterPro.",-0.0177865612648221,0.653425521846574,23,77,0.00162210875980826,0.0965210132567735,0.671212083111397,2,1
"s__Waltera_intestinalis","GO.0006633.InterPro.",0.734613212874082,0.0800804828973843,22,70,0.00120531655265568,0.0861757532407837,0.654532729976698,12,1
"s__Bacteroides_uniformis","GO.0003896.InterPro.",0.661067193675889,-0.142936011357064,23,77,0.000251144570381092,0.0517998432643097,0.804003205032953,9,1
"s__Sutterella_sp._AM11_39","GO.0016627.InterPro.",0.766233766233766,0.0671297582661851,21,60,0.000620601508532585,0.0735341942690047,0.699104007967581,5,1
"s__Faecalibacterium_prausnitzii","GO.0006304.InterPro.",0.66897233201581,-0.0810242389189758,23,77,0.000521686299982308,0.0687941951491617,0.749996570934786,1,1
"s__Blautia_obeum","GO.0015293.InterPro.",-0.392292490118577,0.43984962406015,23,77,0.000518646902647904,0.0687941951491617,0.832142114178728,3,2
"s__Megasphaera_elsdenii","GO.0015293.InterPro.",-0.500846979107849,0.426108848574602,22,74,0.000125237336388045,0.0498565700891717,0.926955827682451,11,2
"s__Sutterella_sp._AM11_39","GO.0008661.InterPro.",0.744155844155844,0.0045012503473187,21,60,0.000531450625140333,0.0692995591546055,0.739654593808525,5,1
"s__Prevotella_copri","GO.0016757.PANTHER.",0.878458498023715,0.283295651716704,23,77,2.61663286058651e-05,0.0302804392969831,0.595162846307011,10,1
"s__Prevotella_sp._P5_108","GO.0022625.PANTHER.",-0.715415019762846,-0.0416083916083916,22,65,0.00136094672027809,0.0910185733105571,0.673806628154454,5,1
"s__Veillonella_parvula","GO.0004525.InterPro.",0.795595708639187,0.249043564112057,22,73,0.00163192501161836,0.0965210132567735,0.54655214452713,8,1
"s__Ruminococcus_flavefaciens","GO.0004823.InterPro.",-0.0938735177865613,0.631751203258053,23,74,0.00101383104476759,0.0819732424240099,0.725624721044614,5,2
"s__Ruminococcus_sp._210702_SL_1_03","GO.0004823.InterPro.",-0.331451157538114,0.471437319569591,22,70,0.00114882126419654,0.0846554310666763,0.802888477107706,4,2
"s__Ruminococcus_flavefaciens","GO.0006429.InterPro.",-0.0938735177865613,0.631751203258053,23,74,0.00101383104476759,0.0819732424240099,0.725624721044614,5,2
"s__Ruminococcus_sp._210702_SL_1_03","GO.0006429.InterPro.",-0.331451157538114,0.471437319569591,22,70,0.00114882126419654,0.0846554310666763,0.802888477107706,4,2
"s__Prevotella_sp._P5_108","GO.0009086.InterPro.",0.793337097684924,0.180681818181818,22,65,0.000788728494679812,0.0794462990850648,0.612655279503106,5,1
"s__Prevotella_pectinovora","GO.0009252.PANTHER.",0.785431959345003,0.203761569788967,22,74,0.00121886477541078,0.0863492422632268,0.581670389556036,13,1
"s__Bacteroides_uniformis","GO.0016763.InterPro.",0.446640316205534,-0.455912508544087,23,77,0.000140553836693435,0.0498565700891717,0.902552824749621,9,2
"s__Parabacteroides_distasonis","GO.0016763.InterPro.",0.153162055335968,-0.591277143908723,23,77,0.00103790361735851,0.0822257294389481,0.744439199244691,2,2
"s__Butyrivibrio_crossotus","GO.0005634.PANTHER.",-0.679277244494636,0.0367123287671233,22,74,0.00102576310418481,0.0819732424240099,0.715989573261759,2,1
"s__Prevotella_sp._Marseille_P4119","GO.0004107.InterPro.",0.728966685488425,0.0800284495021337,22,75,0.00129909151216862,0.0888473117715942,0.648938235986291,16,1
"s__Succinivibrio_sp._AGMB01872","GO.0003723.PANTHER.",-0.764285714285714,0.285382123117972,15,54,7.54997011277635e-05,0.0429971190331578,1.04966783740369,11,1
"s__Prevotella_multisaccharivorax","GO.0006231.InterPro.",0.658949745906268,-0.13608316566063,22,71,0.000445514118268591,0.0645846137148138,0.795032911566898,19,1
"s__Gemmiger_formicilis","GO.0016491.PANTHER.",-0.649209486166008,0.148954203691046,23,76,0.000319846118686667,0.0573444014149979,0.798163689857054,40,1
"s__Prevotella_copri","GO.0004560.PANTHER.",0.890316205533597,0.526447236973553,23,77,0.001116011071673,0.0841215142104234,0.363868968560044,10,1
"s__Duodenibacillus_massiliensis","GO.0005315.InterPro.",0.672727272727273,-0.093636675955262,21,68,0.000809823139092464,0.0794462990850648,0.766363948682535,6,2
