Feature	lfc_group1g2	lfc_group1g3	lfc_group1g4	se_group1g2	se_group1g3	se_group1g4	W	p_val	q_val	diff_abn	passed_ss	Description	Ontology	Definition
GO:0050043	5.69878109551915e-11	0.143070704624153	0.304445809864981	0.214353152384497	0.187677234570399	0.230624758946843	0.304445809864981	0.21	0.967496855345912	FALSE	TRUE	lactate racemase activity	MF	Catalysis of the reaction: (S)-lactate = (R)-lactate.
GO:0001530	-3.96749217896126e-12	-0.262619592341769	-0.304697219965495	0.210986800430105	0.202605450751861	0.234692171582479	0.304697219965495	0.231	0.967496855345912	FALSE	TRUE	lipopolysaccharide binding	MF	Interacting selectively and non-covalently with lipopolysaccharide.
GO:0010340	-0.0818238181073439	-0.0818238181168415	-0.287030443566515	0.243913161868818	0.203465465864446	0.275549690463653	0.287030443566515	0.343	0.99941354224958	FALSE	TRUE	carboxyl-O-methyltransferase activity	MF	Catalysis of the transfer of a methyl group to the carboxyl group of an acceptor molecule to form a methyl ester.
GO:0061077	-0.0869949966512133	-0.0869949966514279	-0.245267523825884	0.252623264231456	0.222536937350496	0.275402642980881	0.245267523825884	0.495	0.99941354224958	FALSE	TRUE	chaperone-mediated protein folding	BP	The process of inhibiting aggregation and assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure that is dependent on interaction with a chaperone.
GO:0030430	-1.00885769505779e-10	-0.267751234444208	-0.267751234457703	0.238344602404737	0.202042673386035	0.262005059069571	0.267751234457703	0.383	0.99941354224958	FALSE	TRUE	host cell cytoplasm	CC	The cytoplasm of a host cell.
GO:0098015	-1.00885769505779e-10	-0.267751234444208	-0.267751234457703	0.238344602404737	0.202042673386035	0.262005059069571	0.267751234457703	0.376	0.99941354224958	FALSE	TRUE	virus tail	CC	Part of the virion that may be used to recognize, attach and inject the viral genome and accessory proteins into the host cell.
GO:0033922	-0.242508480404609	-0.24250848200572	-1.14556449573058	0.265524157612399	0.217573281022969	0.304857253407153	1.14556449573058	0.001	0.0521111111111111	FALSE	TRUE	peptidoglycan beta-N-acetylmuramidase activity	MF	Catalysis of the hydrolysis of terminal, non-reducing N-acetylmuramic residues.
GO:0006506	0.228913785996549	0.228913786039017	0.228913786099668	0.237606594778352	0.199413262982252	0.292308758250018	0.228913786099668	0.555	0.99941354224958	FALSE	TRUE	GPI anchor biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of a glycosylphosphatidylinositol (GPI) anchor that attaches some membrane proteins to the lipid bilayer of the cell membrane. The phosphatidylinositol group is linked via the C-6 hydroxyl residue of inositol to a carbohydrate chain which is itself linked to the protein via an ethanolamine phosphate group, its amino group forming an amide linkage with the C-terminal carboxyl of the protein. Some GPI anchors have variants on this canonical linkage.
GO:0004135	3.16011199092528e-10	0.463663209598623	0.463663229779289	0.261392930529052	0.226679485715112	0.30782880589956	0.463663229779289	0.16	0.967496855345912	FALSE	TRUE	amylo-alpha-1,6-glucosidase activity	MF	Catalysis of the hydrolysis of (1->6)-alpha-D-glucosidic branch linkages in glycogen phosphorylase limit dextrin. Limit dextrin is the highly branched core that remains after exhaustive treatment of glycogen with glycogen phosphorylase. It is formed because these enzymes cannot hydrolyze the (1->6) glycosidic linkages present.
GO:0000009	-6.53794561083607e-12	-0.124153478416264	-0.208364735555762	0.230363311935747	0.201157921496182	0.287043479222608	0.208364735555762	0.605	0.99941354224958	FALSE	TRUE	alpha-1,6-mannosyltransferase activity	MF	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->6) linkage.
GO:0051191	-7.83275743343442e-12	-0.282266885143571	-0.282266885385834	0.215476334035272	0.184008386905911	0.283680187300822	0.282266885385834	0.4	0.99941354224958	FALSE	FALSE	prosthetic group biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of a prosthetic group, the non-amino acid portion of certain protein molecules. Prosthetic groups may be inorganic or organic and are usually required for the biological activity of the protein.
GO:0004376	-5.73961481003296e-13	-0.0548926275606291	-0.291102128377155	0.231772713965662	0.201202841567325	0.290929605917787	0.291102128377155	0.381	0.99941354224958	FALSE	TRUE	glycolipid mannosyltransferase activity	MF	Catalysis of the transfer of an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-D-mannosyl-D-mannose linkage.
GO:0015675	-0.167021119895502	-0.16702111995986	-0.663495628966973	0.225225236482368	0.190643931894423	0.259246258984506	0.663495628966973	0.008	0.224	FALSE	TRUE	nickel cation transport	BP	The directed movement of nickel (Ni) cations into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
GO:0004111	-0.712753965030596	-0.712753965105977	-0.712753965257517	0.22773795410496	0.204710053385055	0.284427738133544	0.712753965257517	0.009	0.228162162162162	FALSE	TRUE	creatine kinase activity	MF	Catalysis of the reaction: ATP + creatine = N-phosphocreatine + ADP + 2 H(+).
GO:0046314	-0.712753965030596	-0.712753965105977	-0.712753965257517	0.22773795410496	0.204710053385055	0.284427738133544	0.712753965257517	0.015	0.327209302325581	FALSE	TRUE	phosphocreatine biosynthetic process	BP	The chemical reactions and pathways resulting in the formation of phosphocreatine, a phosphagen of creatine which is synthesized and broken down by creatine phosphokinase.
GO:0015169	-5.03658777216908e-11	-0.171285552493141	-0.17128555260465	0.223879910033326	0.194668462055289	0.257953533186826	0.17128555260465	0.637	0.99941354224958	FALSE	TRUE	glycerol-3-phosphate transmembrane transporter activity	MF	Enables the transfer of glycerol-3-phosphate from one side of a membrane to the other. Glycerol-3-phosphate is a phosphoric monoester of glycerol.
GO:0015794	-5.03658777216908e-11	-0.171285552493141	-0.17128555260465	0.223879910033326	0.194668462055289	0.257953533186826	0.17128555260465	0.64	0.99941354224958	FALSE	TRUE	glycerol-3-phosphate transmembrane transport	BP	The process in which glycerol-3-phosphate is transported across a membrane. Glycerol-3-phosphate is a phosphoric monoester of glycerol.
GO:0034228	3.83745774970355e-11	1.14065265444817e-11	-0.433632017826559	0.22049987537093	0.206987362582717	0.26722860689354	0.433632017826559	0.106	0.853459227467811	FALSE	TRUE	ethanolamine transmembrane transporter activity	MF	Enables the transfer of ethanolamine from one side of a membrane to the other. Ethanolamine (2-aminoethanol, monoethanolamine) is an amino alcohol that occurs widely in living organisms as a constituent of certain types of phospholipids, such as phosphatidylethanolamine.
GO:0034229	3.83745774970355e-11	1.14065265444817e-11	-0.433632017826559	0.22049987537093	0.206987362582717	0.26722860689354	0.433632017826559	0.106	0.853459227467811	FALSE	TRUE	ethanolamine transport	BP	The directed movement of ethanolamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ethanolamine (2-aminoethanol, monoethanolamine) is an amino alcohol that occurs widely in living organisms as a constituent of certain types of phospholipids, such as phosphatidylethanolamine.
GO:0035446	5.32284002099000e-11	5.27578058737984e-10	0.92275084557194	0.214621894190917	0.17738113810669	0.254934502631615	0.92275084557194	0.001	0.0521111111111111	FALSE	TRUE	cysteine-glucosaminylinositol ligase activity	MF	Catalysis of the reaction: 1-(2-amino-2-deoxy-alpha-D-glucopyranoside)-1D-myo-inositol + L-cysteine + ATP = 1-D-myo-inosityl-2-L-cysteinylamido-2-deoxy-alpha-D-glucopyranoside + AMP + diphosphate + 2 H+. 1-(2-amino-2-deoxy-alpha-D-glucopyranoside)-1D-myo-inositol is also known as glucosaminyl-inositol or GlcN-Ins, and 1-D-myo-inosityl-2-L-cysteinylamido-2-deoxy-alpha-D-glucopyranoside as desacetylmycothiol or Cys-GlcN-Ins.
GO:0032150	1.4262113736741e-10	1.45034320936649e-10	0.215944019564396	0.224170943142976	0.200896220452315	0.259130258235088	0.215944019564396	0.51	0.99941354224958	FALSE	TRUE	ubiquinone biosynthetic process from chorismate	BP	The chemical reactions and pathways resulting in the formation of ubiquinone, beginning with the conversion of chorismate to 4-hydroxybenzoate.
GO:0004568	4.12600964091171e-11	0.0537041330139644	0.189964131681274	0.238876694663416	0.241408464443059	0.335107382940079	0.189964131681274	0.731	0.99941354224958	FALSE	TRUE	chitinase activity	MF	Catalysis of the hydrolysis of (1->4)-beta linkages of N-acetyl-D-glucosamine (GlcNAc) polymers of chitin and chitodextrins.
GO:0006032	4.12600964091171e-11	0.0537041330139644	0.189964131681274	0.238876694663416	0.241408464443059	0.335107382940079	0.189964131681274	0.722	0.99941354224958	FALSE	TRUE	chitin catabolic process	BP	The chemical reactions and pathways resulting in the breakdown of chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.
GO:0010126	-0.119800392623479	-0.119800392647476	-0.152789808270139	0.205920006376	0.181675714929705	0.277905795077675	0.152789808270139	0.752	0.99941354224958	FALSE	TRUE	mycothiol metabolic process	BP	The chemical reactions and pathways involving mycothiol, which consists of N-acetyl-L-cysteine linked to a pseudodisaccharide, D-glucosamine and myo-inositol. Mycothiol is produced in actinomycetes like mycobacteria and serves similar functions to glutathione.
