"","c__Clostridia","d__Bacteria","f__Lachnospiraceae","f__Oscillospiraceae","f__Ruminococcaceae","f__Veillonellaceae","g__[Clostridium]_innocuum_group","g__[Eubacterium]_coprostanoligenes_group","g__[Eubacterium]_eligens_group","g__[Eubacterium]_hallii_group","g__[Eubacterium]_ruminantium_group","g__[Ruminococcus]_gauvreauii_group","g__[Ruminococcus]_gnavus_group","g__[Ruminococcus]_torques_group","g__Acidaminococcus","g__Actinomyces","g__Agathobacter","g__Alistipes","g__Anaerostipes","g__Bacteroides","g__Bifidobacterium","g__Bilophila","g__Blautia","g__Butyricicoccus","g__Butyricimonas","g__Catenibacterium","g__Christensenellaceae_R-7_group","g__Clostridia_UCG-014","g__Clostridia_vadinBB60_group","g__Clostridium_sensu_stricto_1","g__Colidextribacter","g__Collinsella","g__Coprococcus","g__Dialister","g__Dorea","g__DTU089","g__Erysipelotrichaceae_UCG-003","g__Escherichia-Shigella","g__Faecalibacterium","g__Flavonifractor","g__Fusicatenibacter","g__Fusobacterium","g__GCA-900066575","g__Haemophilus","g__Holdemanella","g__Howardella","g__Incertae_Sedis","g__Intestinibacter","g__Lachnoclostridium","g__Lachnospira","g__Lachnospiraceae","g__Lachnospiraceae_NK4A136_group","g__Lachnospiraceae_UCG-001","g__Lachnospiraceae_UCG-004","g__Marvinbryantia","g__Megasphaera","g__Methanobrevibacter","g__Mitsuokella","g__Monoglobus","g__NK4A214_group","g__Odoribacter","g__Oscillibacter","g__Parabacteroides","g__Paraprevotella","g__Parasutterella","g__Phascolarctobacterium","g__Prevotella","g__Romboutsia","g__Roseburia","g__Ruminococcus","g__Slackia","g__Streptococcus","g__Subdoligranulum","g__Sutterella","g__Turicibacter","g__UCG-002","g__UCG-003","g__UCG-005","g__UCG-010","g__uncultured","g__Veillonella","o__Lactobacillales","o__Oscillospirales","s__[Clostridium]_leptum","s__[Eubacterium]_siraeum","s__Alistipes_obesi","s__Alistipes_shahii","s__Alistipes_sp.","s__Anaerostipes_hadrus","s__bacterium_YE57","s__Bacteroidaceae_bacterium","s__Bacteroides_stercoris","s__Bacteroides_vulgatus","s__Clostridium_sp.","s__Dorea_longicatena","s__Eubacterium_ramulus","s__gut_metagenome","s__human_gut","s__Lachnospiraceae_bacterium","s__Massiliprevotella_massiliensis","s__Megasphaera_elsdenii","s__metagenome","s__Parabacteroides_merdae","s__Prevotella_corporis","s__Prevotellaceae_bacterium","s__Trichuris_trichiura","s__uncultured_Alistipes","s__uncultured_bacterium","s__uncultured_Blautia","s__uncultured_Clostridium","s__uncultured_Desulfovibrionaceae","s__uncultured_Dorea","s__uncultured_Eubacterium","s__uncultured_Lachnospiraceae","s__uncultured_marine","s__uncultured_organism","s__uncultured_prokaryote","s__uncultured_Roseburia","s__uncultured_rumen","s__uncultured_Veillonellaceae","s__unidentified","Unassigned"
"c__Clostridia",0,0.424008878480871,-0.0290880782133451,0.340922742979339,-0.242083129603744,-0.104072237576797,0,-0.22295299168089,0.00112809852440783,-0.260528581834482,0.169958540048656,-0.340540903783017,0,0.041027293994455,0,-0.0579950011827978,-0.451004235470947,0.312746320468774,0.19123340090127,0.105776976474307,-0.584295992343991,-0.335534689873761,-0.238254332228711,0.185439813355369,0.0953140246067165,-0.125190598128654,-0.0361665378433203,-0.18998415151867,-0.792207708157712,0.151032985291339,0.959569304038216,0.51866012119797,0.307080706649322,-0.236050058413587,0.233119600076083,0,0.230968912192542,-0.778367972236,-0.189430981684895,-0.28059732059551,0.0478190686612636,0,-0.460266261693776,0.17577057093522,0.6718812393239,-0.303229469840948,0.318096930988128,0.302374822336464,0.138012406672774,-0.856842747465234,0.161296621082253,-0.0476185235496375,-0.36288820784163,0.212555114218678,0.00903337742727997,-0.0286288092247157,0.120823762664984,0.252997912082651,-0.684728559124555,0.207231320212182,-0.134554851719395,0.119221337472392,0.427004065063987,-0.29651929976709,-0.27678636709317,0,-0.0753869052768895,-0.00736219618425352,-0.170572748528181,-0.726198527866207,0.471199964556776,-0.0030706309056015,-0.807715137138531,0.00116340055556519,0.837011642610701,0.0693085565037975,0.467486329122465,0.0512952162776665,0.155587366057619,0.283177710084911,0.435191903114751,0.275993001245921,0.484159779764859,0.267393330637909,0.122011459337586,-0.19096996833917,0.0506071329172235,0.26935289321842,-0.143035545574921,-0.105756926505656,-0.413494634420131,0.242409761904935,0.0409242284373688,0.0253162813094251,-0.0656171278676577,0.508236160120864,0.388726767373788,0.0405139583208001,-0.781401077311632,-0.349825860682807,0.134425643632621,0.0617824854820336,0.249630504515745,0,-0.248820270678693,-0.490614270601918,0.102887146647378,-0.0166010274132197,-0.723708527205309,0.393965001789969,-0.206888173728718,0.107541055612864,0.0868444108783728,-0.0157981964319717,-0.0379028825603369,-0.361586710495591,-0.0444501149449588,-0.880857794995223,0.069625163659686,0.513297160248924,-0.563870475613841,0.0368779564655001
"d__Bacteria",0.424008878480871,0,-0.20321401965615,0.732561054317302,-0.217942339582587,0.264816342432071,0.15693902525347,-0.296617620164489,0.0483750626118246,-0.136990604202181,0.182521796207804,-0.523505107070176,0.422254138712609,0.413088237474244,0.531092870838787,0.489670151838754,-0.289996632260897,-0.159994321380502,-0.145369087003385,-0.0470026329484733,0.247004186772767,0.231250219503122,-0.246121708005893,-0.313149398810549,0.0960876950454832,0.530079808366276,0.0723109879540484,-0.138346530731385,0.112827597525426,0.365050987545704,0.322969559585501,0.56825242672243,-0.40281855207648,0.0673106358162318,0.0920826609211748,0.33394079842012,0.495145260962761,0.217249673871452,-0.137320676974119,-0.0142473837796172,-0.0461206045075419,-0.239992587787558,0.214888746555789,-0.347285221481749,0.142857198704373,0.100090212916794,0.017774339851877,0.165473265283357,0.047320922851006,-0.322969559585501,-0.547941858523226,0.298085197016672,0.39456903958203,0.1095899110141,-0.0906689761356134,0,0.340644102061439,0.372950302472469,-0.296620093830768,0.0626395517776991,0.0941300419106622,0.14269232836133,-0.135981181471654,-0.376361025988086,0,-0.0601595848596342,0.0678392209139399,0.378309305438707,-0.342599254641266,0.0261247951076697,0.420570393695528,-0.0264944615515824,0.0357980884763715,-0.0832543246854175,-0.0272556718215876,-0.153808062823024,0.265864445776627,0.266077220461948,0.541097612974654,0.434855253202352,-0.107297954432621,0.754964981894234,0.44765749152239,0.0190220224192409,0.0316053575222724,-0.641758466632563,0.381023616132438,0.364809387419419,-0.172822766087013,-0.17477148097175,-0.299146899086572,-0.074086059672489,0.273772944555516,0.239134633163476,-0.132563344870236,-0.073533684236665,0.262979329601119,-0.112245984229004,0,-0.371112525919782,0.356224130641798,-0.10141264190022,0.411368564617414,0,-0.234356159987637,-0.0347796591764556,-0.146140435936467,-0.164446728024989,0.155703916741428,0.566436487576186,-0.131618997141506,0.0828315828243832,0.576817652053909,-0.0421528846414767,0.23509387516015,0.118145842129833,0.256842955880575,-0.994176092012298,0.342182575587967,-0.6631289963254,0.0190369190021226,0.437867476684234
"f__Lachnospiraceae",-0.0290880782133451,-0.20321401965615,0,-0.741514006558711,0.0269303204847755,-0.271153721731524,0.162138751262432,-0.0128740770687921,0.0579114471827744,0.229299810410994,-0.335478607192888,-0.0851731662838003,0.120694632078077,0.126306698549131,0.0557871622340622,0.0514123188176601,0.264582052099582,0.650459128768108,0.313027325524591,0.235052321156405,-0.10262898807639,0.282883631791371,0.282502682942222,0.276411837093737,-0.266282347032775,-0.239211059831938,-0.410663570488887,-0.422265790700523,-0.485614260155992,0.00119904184158462,-0.0373827659628475,0.0789866956022461,0.199627044307943,0.414803570951054,0.0869856466838679,0.841765839410872,-0.062862199423746,0.0321657259162991,-0.142958470597738,-1.14935831401046,0.180400750636965,0.112499183160229,-0.0660533387387923,0.404792909305354,-0.129027029013252,-0.162015335137571,-0.0443630642267718,0.445781322603212,0.0211076856968943,0.0161372959809825,-0.137795076066794,-0.215241876867877,-0.251634266243277,-0.268929917539037,-0.0836963328993316,0.0844871466360525,0.044878987273678,0.0997521910778479,0.508294335877946,-0.0943728487176062,0.386977576095881,0.108928908266315,0.190239030266999,0.0721458016312067,0.0387353014345338,-0.0519206154017132,-0.467702437020538,0.301212510886845,-0.125960369361697,-0.184708461017038,0.361961002980822,0.321583894709085,0.0643255918607444,-0.0692462557665459,1.25731920083282,-0.600776247702403,-0.061838271064395,-0.486373647925755,-0.197702971793982,-0.0312245912676294,0.481822957382749,0.285799416802762,-0.679541126709874,-0.0277217896415465,-0.413780865440461,-0.291130444467143,0.141606151038886,0.0808538156911107,-0.944603793323306,-0.74497227965783,-0.153514173169355,0.602197039005704,0.100736959661998,0.282104915286733,0.251269198334927,0.175225524258451,-0.208041996211363,-0.0443047281624979,-0.742645452071821,-0.279618486404924,0.378943865642609,-0.0471566601488422,0.166794364350809,-0.225973506375931,-0.209474173918751,-0.267132478631957,0.443752256641971,-0.293446130999702,-0.604883076394365,-0.0854570865686811,-0.567991561350342,0.0366289665904221,0.271742995534077,0.747612649055405,-0.470873402514266,-0.257617449716961,-0.0934828389425714,-0.666843428835827,-0.38002791997117,-0.176592947596445,-0.172169757968195,-0.15979483691058
"f__Oscillospiraceae",0.340922742979339,0.732561054317302,-0.741514006558711,0,-0.695236951660747,-0.195562119433244,0.106776819439914,-0.682971438013218,0.454697386290127,0.107955485371349,0.0485175494723248,-0.380026386330228,0.0793946868376869,0.090339853452378,-0.412260091600662,-0.280896216739614,0.484011815096615,0.05178840677227,-0.0212576454312365,-0.0836399081632608,0.0571558965719371,0.532318183646854,0.462717423878992,0.214072341852905,0.204442045131149,-0.311234275287734,-0.0510828451697843,-0.0927245880783243,-0.18659093831618,-0.293961365819897,0.0591880663271369,0.478433442832889,0.239613184592192,0.467053219710213,-0.136113207569898,-0.0870285469920186,0.510050181365194,-0.217674963875093,0.299709455131011,-0.604802465421367,-0.0505198936770723,-0.0683276156674174,-0.118583346330337,0.334226021066735,-0.169539573207904,-0.176506378611354,0.127205559371425,-0.123734714675573,0.275647310198737,0.303261885605743,-0.181926592845966,-0.510309971108124,0.0724625300960975,-0.336424299995599,-0.297007740725718,-0.277816747644281,0.0517137302480947,-0.397306214725598,-0.702420371576097,-0.553148338591694,0.376575608260675,0.18671573097343,-0.230939730217221,0.548858075324509,-0.448512918125226,-0.722248154247634,-0.0631153108806774,0.189757472108845,0.175161312257554,0.0585159909928975,0.196938639662822,0.396859030109477,0.354167823416537,-0.264654254434984,-0.080621899548075,-0.0715046970899024,-0.322597343002764,-0.463259013509789,-0.228815595477259,-0.400014069652897,0.156757179264454,-0.202355522616461,-0.100022302001864,0.201355772298701,-0.0793039498381374,0.0605720189186199,-0.197007843076783,0.608635433722485,-0.266989690790162,-0.484618478018403,-0.36162262308384,-0.300236201921622,-0.0468459107528765,0.293593219558552,0.294202385309453,0.333585224032085,-0.0493259484420049,-0.12888085784759,0.787499445288041,0.52674288302915,0.815465274269151,-0.347422294451566,-0.451075327982474,0.0590652823186342,-0.111061224773257,0.609457665512263,0.436590317466207,-0.180987062223727,-0.263625737849184,-0.511734298216245,0.14633097505458,0.0308120096736102,0.308786442858227,0.268315257620618,0.0262355092296157,0.0304409855129902,-0.248287105700176,-0.597142705438025,0.253275517768159,-0.0503769644945831,-0.114348670221575,-0.592846352345612
"f__Ruminococcaceae",-0.242083129603744,-0.217942339582587,0.0269303204847755,-0.695236951660747,0,0.214773467526235,-0.420953295546327,-0.298787244349153,-0.793706292482185,0.200331936495262,-0.208506467610024,0.0344096279721413,-0.120895979997893,-0.227323432713605,0.443599534049274,0.683458088617787,0.313270058089938,0.115990932308283,0.624231865648303,0.663485771686138,0.392016660783552,0.301899424686016,0.254546686206259,0.0954603426635459,0.00383608994273997,0.174584676753163,-0.59903393310229,-0.570890418070043,0.076082567821799,-0.172164031109447,-0.101090274799044,0.0792976693560526,0.156011249714412,0.149372105015122,0.398037968175131,-0.166103471520792,1.47519905168655,0.284885700463271,0.161282653112321,-0.706931029419731,0.566456754647028,-0.411890716439179,0.00522470065834557,0.142718553574751,-0.950413374076204,-0.016677616849874,-0.179356064692848,-0.111533152794116,0.00281305442132634,0.248450548529241,0.274692965344353,-0.644747633662068,0.0616448911914563,-0.389675371370952,0.0410567368800293,0.051569342952193,0.0891055594185366,-0.437787313254966,0.12971555727407,-0.0522217257410181,-0.379720300427308,0.129998735913164,0.736564672395679,-0.1566836267126,0.0972920308785816,0.148066523925395,-0.356707580488694,-0.0646884652153475,0.0396760475307339,-0.18699283936072,-0.028595830101605,-0.0565876090333469,-0.149354140599936,-0.215652352771644,0.195566978246386,-0.475536239164345,-0.591756882425849,0.0916074241466164,-0.814051807128293,-0.201064751334511,0.908369272494174,-0.192732554054082,-0.475420145970903,0.141484159904897,-0.370354714582588,-0.812869893719975,0.272757844800607,0.0695307981498196,-0.596598152161953,-0.026893972998433,0.298805318488826,1.05848805818799,0.200199858419622,0.962014737459099,0.124279719152219,0.0983914148733443,-0.233033039584613,-0.387259890128035,-0.221923450723589,0.24423154865937,-0.0710570778750736,-0.553178360027664,0.108694431201387,0.224512304133357,0.216711817200616,0.0448893514882208,0.573481314138393,-0.244529770265691,-0.25235213624313,-0.0824212375974397,0.995507638349902,0.511044521298283,0.550646913597572,0.797238342923141,-0.00257964120442619,-0.253186430316693,-0.277341347631464,0.211732468135696,-0.498228213091132,0.266767290096141,0.0511515344462909,-0.162760140006719
"f__Veillonellaceae",-0.104072237576797,0.264816342432071,-0.271153721731524,-0.195562119433244,0.214773467526235,0,0,-0.11109311472097,0.354471200173842,-0.946603486102119,-0.266171530331348,-0.208181841208484,0,0.417513617096419,-0.0413527986338146,0,-0.0883716293876063,0.175210842227252,-0.35851256847148,-0.00812416314906728,-0.661464532169995,-0.0929330006307848,-0.256956595843575,0.0498838252972605,0.546147322487514,0.148369044962566,-0.559793395674363,-0.0518723732552233,0,0.0898090909363099,0.137419886324555,0.188318735037471,-0.250199371603653,-0.0613032479656585,-0.729533949451345,0,0,0,-0.0208965840879636,0.383095498744176,-1.14088294165252,0,0.308766334023974,-0.903122315980628,0.471507552116053,0.247814236078059,0.260292796399084,0.513089041567121,0.313554911643064,-0.204711243054919,0,0.306686270207976,0,-0.122893281357814,-0.346274455770555,0.00572397992947207,-0.509984641271797,-0.0157981964319717,-0.736652591847853,0.179699719202092,0.368808325075612,0.0760988167260827,0.02525044968287,-0.0199048704734037,0,0,0.242900033339694,-0.255178930211643,-0.193058786991816,0.181077587237776,0.289267368040974,-0.406412050050336,-0.265190752022695,1.24449098814034,0,0.551254682170156,0.744431773023474,0.387982590625647,0,-0.120521423662834,-0.283689250818406,0,-0.252280403005916,-0.0467651565005088,-0.27624474100645,0.132563344870236,-0.0315897424806343,0,0.137419886324555,0,-0.524306144334055,-0.409742468102736,-0.154219497640716,-0.248624323426608,-0.20176595932904,0.207240734098367,0.431879488388324,0.392438909938003,0,0.356892035887892,-0.39067220869988,0.212970066725374,0.0629617247967372,0,0.00382072029734767,0.358728811114941,-0.420993391936129,0.331102716881519,0.212748423425226,-0.355172771901628,0.544180232063282,0.0738415610271917,0.188884318402694,0,0,0.888356767058269,0.0471983212159161,-0.20176595932904,-0.314575946961714,0.526715351962916,0.456742441750733,0
"g__[Clostridium]_innocuum_group",0,0.15693902525347,0.162138751262432,0.106776819439914,-0.420953295546327,0,0,0,0,0.420029168502407,0,0.545896679039946,0.259130743497131,-0.0349934021773581,0,0,0.391169477310143,-0.487851069378683,-0.656423684297697,-0.710529714531977,0.214267652978,0.127146062386802,-0.138187699825116,0.42113347830006,0.403866789756292,0.367387492203756,-0.191621442942971,0,0,0.173092182673444,-0.0738702117085009,0.345265046209389,-0.212748423425226,0.159500175706355,0.485693542391807,0,-0.239992587787558,-0.660060931710321,-0.63478143044006,-0.52376816674782,-0.0212343785325391,0,0,-0.380974286622964,-0.414064378057259,0,0.041518632683001,0.143273248841464,-0.109145399708783,0.0190220224192409,0,0.221872475605928,0,-0.657432873094665,-0.0692195419543333,0,0,0,-0.524306144334055,0,0.264656378816196,0.26754671109932,-0.277006650817085,0,-0.697246163052748,0,0.214567133242035,0.921002229130354,0.0116484919462249,0,0.266171530331348,-0.328199844945758,-1.04902883434537,-0.173092182673444,0.265126689740473,0.356389547785564,0,0,0,0.165265884586016,-0.624106662496552,0,0.120895979997893,0.0745744103458,0,0,-0.547941858523226,0,0,0,0,-0.334007187294414,-0.0172783477596584,0.183735022189051,0,-0.293538133190359,0.206057285949448,0.292231071278227,0,0,0,0.52544389092901,-0.352106112194573,0,0.543920037793771,-0.203415969265892,0,0.421680772388875,0,-0.149448958720727,0,0.997648035014817,0.613595239445236,0,-0.277125909278258,0.155248290572136,-0.497566340086631,0,-0.243638680171781,0,-0.316236280099472,-0.0861102733464722
"g__[Eubacterium]_coprostanoligenes_group",-0.22295299168089,-0.296617620164489,-0.0128740770687921,-0.682971438013218,-0.298787244349153,-0.11109311472097,0,0,-0.273808453056243,0.188505263270055,-0.0153730921080928,0.0811099974995884,0,0.19013574798036,-0.0746865481602339,-0.0791708922265508,0.137446505467673,0.188587503920462,0.663646564250248,0.307704754513667,0.534763154593861,0.957221274464318,0.438993782229595,0.248401498377359,-0.304840820447051,0.244044384610564,-0.418252332569471,0.137446157166265,-0.0956895777845059,-0.199952242340235,-0.4574134045928,0.0410141584720597,0.0985392227106775,0.28665275145524,-0.0149070364233653,0,-0.490614270601918,0.516409113348297,0.190321776479675,0.357770059800684,0.153485056966156,0.0400928195363408,0.324731191596171,0.168704452256462,0.245048321088198,0.105649919735249,0.279649667337773,-0.0689772940261897,-0.133953483497713,0.288045724622189,-0.024328048653465,-0.152535285040772,0.220880832527026,-0.192900256958904,-0.0682267608592563,0.294519604203112,0.364809387419419,-0.309404072854292,0.335432336228493,-0.420807418880771,0.879716042684087,0.231323201518285,0.173982521561066,0.187312001906801,0.0745744103458,0.395897971598209,-0.824438026226754,0.171338048476613,-0.371270756315226,0.183702041744738,0.176472014821386,0.209647136499074,0.589313759982044,-0.0644774751071949,0.28501366091038,-0.542558562390587,-0.310430904651631,-0.0984079247746553,-0.521402349019083,0.00914052207725746,-0.0898090909363099,-0.0333899745323173,0.0785318512088058,-0.462289048538845,-0.162168416385885,-0.0106447539404158,0.0771428100369764,-0.125893750039719,0.44824137182728,0.170570020121789,0.502525931758646,0.239120488102521,0.134663445490271,-0.297432379374423,-0.155587366057619,0.0838864265535149,-0.737587625409834,-0.16999256024403,0.220649867799217,-0.237104430107561,0.317909567180622,-0.59033411671952,0.406691914944005,0,-0.195378509717139,-0.548177438009801,0.799025651608093,-0.563302561353072,-0.0425324860153202,-0.496197436191997,0.0281580484315814,0.549839549408182,0.259852265840533,0.867310801058098,-0.08688921144558,0.0507702160157813,0.120756733815068,0.347250975498781,-0.126046362058426,-0.0535512682161607,-0.191922717586967,-0.299519604203112
"g__[Eubacterium]_eligens_group",0.00112809852440783,0.0483750626118246,0.0579114471827744,0.454697386290127,-0.793706292482185,0.354471200173842,0,-0.273808453056243,0,-0.280170666242458,-0.175076743722364,0.644812130212192,0,-0.134209786315847,-0.556365837196206,0,-0.126857214641072,-0.0316935017884404,-0.231232543761495,-0.282096184708889,-0.679045731917324,0.230047585514081,-0.23057098718684,-0.309573931720272,0.172198679569712,0.349295045919652,0.0267164300710183,-0.45023945360804,0.0527510303577683,0.470865887144126,0.339400033534743,-0.262511470776573,-0.0719666676625097,-0.150264979332645,-0.032863512672353,-0.130400241032698,-0.123222772832956,-0.811242602395408,-0.341266362511272,-0.0689578765374834,0.13363836945967,0,0.0938094251095174,-0.295374802572806,-0.144645967833482,-0.29559206575447,0.0930222986962189,0.124217029359511,0.146352950408675,0.00945593695808257,-0.179341112221974,0.276917641551095,-0.276075848336141,0.89381830528002,0.201553157535263,0,-0.825114214783884,-0.0755403502403974,-0.505491448556984,0.0508601082814908,-0.166701473645756,0.0998226689644884,-0.0951286804777733,-0.341463608017539,0.0954215809426461,-0.705543233204587,0.658111619194283,0.38717465332671,0.141933869838017,-0.4436162270993,0.761124294712883,0.134697940418681,-0.361489208596916,-0.0812096721760544,-0.210473923914462,-0.0341359049469209,0.168395765733499,0.0398105053784708,0.71393796873751,-0.18509620927183,0.421801778153332,-0.203606946261715,0.096453207965759,0.012741586601955,-0.445404503774973,-0.41948744264951,-0.419370145065459,-0.417157547054922,0.462361237902826,-0.423098579450598,-0.177693083870595,-0.430237955965711,-0.182661978735942,0.0846380708299537,0.00814938437771473,-0.0166941404649835,0.202326969757253,0.178560780581803,0.197153521244532,-0.13849894202768,0.132622550801913,0.250432891043287,-0.375937389771012,0,0.436877267738802,0.377745808113001,0.0108303430677166,-0.0318252791348162,-0.343663970993781,0.0756859832776121,0.331345082209433,-0.191730480344393,-0.270448890599494,-0.177500113504311,0.211054087996929,0.0564866002961056,-0.412207920345883,0.225024422140864,-0.0794523941185977,0.258071626165801,-0.0536691014839706,0.308656921046138
"g__[Eubacterium]_hallii_group",-0.260528581834482,-0.136990604202181,0.229299810410994,0.107955485371349,0.200331936495262,-0.946603486102119,0.420029168502407,0.188505263270055,-0.280170666242458,0,0.0975085138453775,0.186772735603671,0.244345049899995,-0.271211713750239,0.172771219140073,0.0226732714723654,0.373839941124366,-0.343184671869478,0.0362753235942075,0.135513919899712,-0.387399247726776,0.334046709013939,0.0628949253696915,0.694515964158793,0.107273560780703,0.152687919016435,-0.233246598400515,-0.197300416098762,0.0190291579969787,-0.444137525497848,-0.189933378008481,-0.0933461222536967,0.249147821042273,0.327766524570986,0.251275475296993,0.56938952837313,0.243599212597465,0.218727841740168,0.355909305788693,0.396395332242741,0.332698099137755,0.737419032803855,-0.0411660523876743,-0.468661638951626,0.0272095118446806,0.413205609125334,0.156970645200106,-0.250211082082034,-0.00476330817918924,0.213511304960962,0.459061283243376,0.0774403618475826,0.69226179930046,-0.150548064549671,-0.0229570648644772,0.0666214679366972,-0.0242257167766657,-0.640306666217003,0.627263014730946,-0.186228653917616,0.0341261691387976,0.142214542292929,0.0478964467404377,-0.0691501591820513,-0.00853021684426996,0.190869106473257,-0.346501658004257,-0.214209136860385,-0.200919073044754,0.229055764419045,-0.0424752084913453,-0.12156682545109,0.558311713439735,-0.00296675991856998,-0.316222725809621,-0.0218631858628855,-0.185347335524061,0.00960850332912416,-0.416646613620555,0.203067175557448,-0.292607938714435,-0.084523832557048,-0.00498680499583037,0.23027070503916,0.0682609600261498,0.393410995333999,0.310014627596647,0.541167440268739,-0.260200289054901,0.983486278914745,-0.0153131876622386,0.0356206508274051,-0.155907949046039,0.174536337233924,-0.87477229083858,0.0306341007798678,0.115279027760588,0.00578430060116143,0.536001628785817,0.422294616837386,-1.17431759310631,0.183658759762464,0.00687802857605002,-0.0721567472313655,-0.213631742723337,-0.352105792835529,0.164136363704903,0.0377135931487674,0.578323141444021,-0.0148384235910428,-0.0128877233025733,-0.042245429624289,0.359314867063335,-0.342904028733388,-0.026301444094131,0.321889082973162,0.481253525493381,0.157904437882722,-0.207174072834213,-0.144097829492722,0.125391405337809,-0.326107624530243
