"t1","t2","r1","r2","n1","n2","p","BH_p"
"g__Alistipes","g__Bacteroides",0.605418719211823,0.350696864111498,29,41,0.196139607191892,0.320017253839403
"g__[Eubacterium]_hallii_group","g__Butyricicoccus",0.0279146141215107,0.622551092318534,28,44,0.006200538090036,0.0367421573143133
"g__[Ruminococcus]_gauvreauii_group","g__Butyricicoccus",-0.274529914529915,0.576923076923077,26,39,0.000518738111120243,0.00978273476137751
"g__Agathobacter","g__Butyricicoccus",-0.00164203612479475,0.543793415886439,28,43,0.0177070698433083,0.0715981519751164
"g__Bacteroides","g__Butyricimonas",0.735652173913043,0.29187675070028,24,35,0.0251959966423101,0.0836867031333871
"g__Blautia","g__Butyricimonas",-0.202608695652174,-0.584033613445378,24,35,0.10222859335343,0.22109905074114
"g__Alistipes","g__Coprococcus",-0.448461538461538,-0.534620334620335,25,36,0.674687596996825,0.746975553817914
"g__Blautia","g__Coprococcus",0.475579975579976,0.511627906976744,27,44,0.843096064114844,0.901240620260695
"g__Butyricicoccus","g__Coprococcus",0.0392307692307692,0.556275303643725,25,39,0.0315995248860448,0.0947985746581344
"g__Butyricimonas","g__Coprococcus",-0.42987012987013,-0.560483870967742,21,32,0.558614088141072,0.649388877463996
"g__Catenibacterium","g__Dorea",0.318555008210181,0.513951198161725,28,38,0.3654335493597,0.472018334589613
"f__Ruminococcaceae","g__Erysipelotrichaceae_UCG-003",-0.839160839160839,0.296428571428571,12,15,0.000821530222532591,0.0116157212863577
"f__Lachnospiraceae","g__Flavonifractor",0.735294117647059,-0.232019704433498,17,29,0.00052595348179449,0.00978273476137751
"g__Flavonifractor","g__Fusicatenibacter",0.00357142857142857,-0.695726495726496,15,26,0.0171855376530325,0.0715981519751164
"g__Clostridia_UCG-014","g__Lachnospiraceae_NK4A136_group",0.382352941176471,0.642292490118577,16,23,0.315766202086443,0.438302340209541
"g__Lachnospira","g__Lachnospiraceae_UCG-001",0.903030303030303,0.210714285714286,10,15,0.00959466913569517,0.0495724572010917
"g__Blautia","g__NK4A214_group",-0.342657342657343,-0.685714285714286,12,20,0.244017467850104,0.36021626206444
"g__Alistipes","g__Odoribacter",0.736842105263158,0.471306471306471,19,27,0.192743456136715,0.320017253839403
"g__Bacteroides","g__Parabacteroides",0.536373748609566,0.682740447957839,30,45,0.337332921730439,0.448170881727583
"g__Actinomyces","g__Phascolarctobacterium",0,0.866666666666667,3,10,0.234334390409339,0.357263906689648
"g__Bacteroides","g__Prevotella",-0.62258064516129,-0.376040703052729,31,47,0.175533686181539,0.302308015090429
"g__Collinsella","g__Prevotella",-0.328571428571429,-0.474437249460376,29,46,0.480790387289247,0.588335605498684
"g__Lachnospiraceae_UCG-004","g__Prevotella",0.63003663003663,0.396483267158253,27,42,0.225086733553076,0.350977993432579
"g__[Ruminococcus]_gauvreauii_group","g__Sutterella",-0.296442687747036,-0.553105737316264,22,37,0.269010475105325,0.37906021492114
"f__Lachnospiraceae","g__Turicibacter",-0.754385964912281,0.294805194805195,18,21,0.000322626169953127,0.00978273476137751
"g__Lachnospiraceae_NK4A136_group","g__UCG-003",0.641739130434783,0.32742551566081,24,34,0.144718255115352,0.263897994622112
"g__NK4A214_group","g__UCG-003",0.878787878787879,0.580882352941177,10,17,0.144225380638606,0.263897994622112
"g__NK4A214_group","g__UCG-005",0,0.805882352941176,9,16,0.0274492962937683,0.0880270536317398
"g__Lachnospiraceae_NK4A136_group","g__UCG-010",0.802197802197802,0.213186813186813,14,14,0.0423587735259078,0.113842464612885
"g__UCG-005","g__UCG-010",0.39010989010989,0.791208791208791,13,13,0.148589910903591,0.2657473406545
"g__Streptococcus","o__Lactobacillales",0.890909090909091,-0.0140350877192982,10,19,0.00215240007456886,0.0222414674372116
"g__Agathobacter","s__[Clostridium]_leptum",0.180598555211558,-0.63008547008547,18,26,0.00632123136590337,0.0367421573143133
"g__Holdemanella","s__[Clostridium]_leptum",-0.832167832167832,-0.332580463015246,12,22,0.0428439382951717,0.113842464612885
"g__Christensenellaceae_R-7_group","s__[Eubacterium]_siraeum",0.358241758241758,0.786561264822134,14,22,0.0716230223758699,0.17528792318305
"g__Alistipes","s__Alistipes_obesi",0.5,0.774509803921569,15,17,0.226437415117793,0.350977993432579
"g__Alistipes","s__Alistipes_shahii",0.68986568986569,0.178876678876679,27,27,0.022840594348867,0.0831471798299269
"g__Bacteroides","s__Alistipes_shahii",0.69567597153804,0.566935483870968,28,31,0.440076901174137,0.553069619043172
"g__Clostridium_sensu_stricto_1","s__Alistipes_sp.",-0.836363636363636,0.576470588235294,11,16,5.89429623535925e-05,0.0054816954988841
"s__Alistipes_obesi","s__Alistipes_sp.",0.9,0.0699300699300699,11,12,0.00511683612531026,0.0366050584349118
"g__NK4A214_group","s__bacterium_YE57",0,0.789010989010989,8,14,0.0541849033233161,0.136194486731578
