"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"s__Prevotella_sp._885","GO.0016868.InterPro.",0.781217750257998,-0.263157894736842,18,18,0.000422952884747092,0.0222713101102648,1.04437564499484,75,2
"s__Prevotella_disiens","GO.0016868.InterPro.",-0.108270676691729,0.64695652173913,20,24,0.00825202414640274,0.0509862367574586,0.75522719843086,37,2
"s__Prevotella_sp._885","GO.0006614.InterPro.",0.738345864661654,-0.180598555211558,20,18,0.00181815335271067,0.0301611214881288,0.918944419873212,75,1
"s__Roseburia_intestinalis","GO.0016114.InterPro.",0.662055335968379,-0.139328063241107,23,23,0.0036781226867798,0.038098213469606,0.801383399209486,67,1
"s__Roseburia_intestinalis","GO.0006281.PANTHER.",0.640316205533597,-0.132411067193676,23,23,0.005693885472705,0.045968027340282,0.772727272727273,67,1
"s__Streptococcus_mitis","GO.0000105.InterPro.",-0.872527472527473,-0.289473684210526,14,19,0.00920458530022334,0.0536735788746781,0.583053788316946,26,1
"s__Roseburia_intestinalis","GO.0006633.InterPro.",0.815217391304348,0.122529644268775,23,23,0.00150694813955686,0.0292444220370112,0.692687747035573,67,1
"s__Prevotella_disiens","GO.0004519.InterPro.",-0.144360902255639,0.626086956521739,20,24,0.0081708930600994,0.0509089872498275,0.770447858777378,37,2
"s__Roseburia_intestinalis","GO.0004519.InterPro.",0.675889328063241,-0.235177865612648,23,23,0.0010010279041733,0.0259418153402686,0.911067193675889,67,2
"s__Roseburia_intestinalis","GO.0043039.InterPro.",0.66798418972332,-0.269762845849802,22,23,0.000919833472248824,0.0249628653084142,0.937747035573123,67,1
"s__Oliverpabstia_intestinalis","GO.0000976.PANTHER.",0.719298245614035,-0.0771929824561404,19,19,0.00654237438725224,0.0478564786169986,0.796491228070175,7,1
"s__Roseburia_intestinalis","GO.0043138.PANTHER.",0.648785996612084,-0.255928853754941,22,23,0.001555194353351,0.0292909645693478,0.904714850367024,67,1
"s__Streptococcus_mitis","GO.0005506.InterPro.",-0.775824175824176,0.0385964912280702,14,19,0.00777600151797832,0.0499683811919669,0.814420667052246,26,1
"s__Faecalibacterium_prausnitzii","GO.0008173.InterPro.",0.736752136752137,0.0581592320722756,26,22,0.00492354184166897,0.0422135210519492,0.678592904679861,28,1
"s__Roseburia_intestinalis","GO.0009073.InterPro.",0.700592885375494,0.0266798418972332,23,23,0.00896197947778304,0.0531847497912157,0.673913043478261,67,1
"s__Prevotella_disiens","GO.0004478.InterPro.",-0.520300751879699,0.688695652173913,20,24,1.94272693886714e-05,0.00414330502984502,1.20899640405361,37,2
"s__Roseburia_intestinalis","GO.0004478.InterPro.",0.669113495200452,-0.214426877470356,22,23,0.00168582602119793,0.0292984936097848,0.883540372670807,67,2
"s__Prevotella_disiens","GO.0006556.InterPro.",-0.520300751879699,0.688695652173913,20,24,1.94272693886714e-05,0.00414330502984502,1.20899640405361,37,2
"s__Roseburia_intestinalis","GO.0006556.InterPro.",0.669113495200452,-0.214426877470356,22,23,0.00168582602119793,0.0292984936097848,0.883540372670807,67,2
"s__Ruminococcus_torques","GO.0006886.InterPro.",0.674901185770751,-0.0369230769230769,23,25,0.00651806721425677,0.0478564786169986,0.711824262693828,14,2
"s__Roseburia_intestinalis","GO.0006886.InterPro.",0.736871823828346,-0.112648221343874,22,23,0.00121305955434461,0.0268676607067451,0.849520045172219,67,2
"s__Prevotella_sp._885","GO.0000049.InterPro.",0.71578947368421,-0.164086687306502,20,18,0.00330027343005744,0.0370411054860726,0.879876160990712,75,1
"s__Faecalibacterium_prausnitzii","GO.0009360.InterPro.",0.723478260869565,0.038961038961039,24,22,0.00653395949654994,0.0478564786169986,0.684517221908526,28,1
"s__Oliverpabstia_intestinalis","GO.0003700.PANTHER.",0.740350877192982,0.00526315789473684,19,19,0.00884685588658599,0.0531336180596161,0.735087719298246,7,1
"s__Mitsuokella_jalaludinii","GO.0016620.InterPro.",-0.814285714285714,0.124812030075188,15,20,0.00107741113726116,0.0263867265668304,0.939097744360902,6,1
"s__Roseburia_intestinalis","GO.0016887.PANTHER.",0.656126482213439,-0.185770750988142,23,23,0.00253322404728252,0.0327370492264203,0.841897233201581,67,1
"s__Holdemanella_porci","GO.0016836.InterPro.",-0.0642857142857143,0.824561403508772,15,18,0.00180282971001229,0.0301611214881288,0.888847117794486,4,1
"s__Coprococcus_comes","GO.0016757.PANTHER.",-0.0426086956521739,0.697391304347826,24,24,0.00397822742855512,0.0390952266516503,0.74,2,1
"s__Roseburia_intestinalis","GO.0006221.InterPro.",0.652173913043478,-0.194664031620553,22,23,0.00283517397458389,0.0346063596854103,0.846837944664032,67,1
"s__Ruminococcus_torques","GO.0006605.InterPro.",0.635375494071146,-0.0638461538461538,23,25,0.00974813162616266,0.0551144365017658,0.6992216479173,14,2
"s__Roseburia_intestinalis","GO.0006605.InterPro.",0.671372106154715,-0.0484189723320158,22,23,0.00837854895608141,0.0512109911607678,0.719791078486731,67,2
"s__Prevotella_buccalis","GO.0008234.InterPro.",0.108359133126935,0.768492377188029,18,22,0.00974688205688758,0.0551144365017658,0.660133244061094,10,2
"s__Vescimonas_coprocola","GO.0008234.InterPro.",-0.785714285714286,0.0340557275541796,15,18,0.00595636280673459,0.0465943414238573,0.819770013268465,37,2
"s__Prevotella_buccalis","GO.0003684.InterPro.",-0.0691434468524252,0.692828910220215,18,22,0.00885564628248648,0.0531336180596161,0.76197235707264,10,2
"s__Roseburia_intestinalis","GO.0003684.InterPro.",0.697346132128741,-0.243083003952569,22,23,0.000683100629537487,0.0230052752910992,0.94042913608131,67,2
"s__Blautia_wexlerae","GO.0009307.InterPro.",-0.00347826086956522,0.668695652173913,24,24,0.00978398094592365,0.0551570740684507,0.672173913043478,11,1
"s__Roseburia_intestinalis","GO.0003678.PANTHER.",0.66600790513834,-0.0839920948616601,23,23,0.00589925590812257,0.0464566402764652,0.75,67,1
"s__Ruminococcus_gnavus","GO.0006508.PANTHER.",0.702569169960474,-0.0446153846153846,23,25,0.00357560198192136,0.0374820988887341,0.747184554575859,12,1
"s__Mitsuokella_jalaludinii","GO.0008237.InterPro.",0.125,0.833082706766917,15,20,0.00513937644278921,0.0435858656013469,0.708082706766917,6,1
"s__Roseburia_intestinalis","GO.0046983.InterPro.",0.709768492377188,-0.203557312252964,22,23,0.000822614620010648,0.0237211320971616,0.913325804630152,67,2
"s__Peptostreptococcus_anaerobius","GO.0046983.InterPro.",-0.782352941176471,-0.0721739130434783,16,24,0.00683104194338621,0.0478875199201074,0.710179028132992,9,2
"s__Blautia_massiliensis","GO.0033014.InterPro.",0.732330827067669,-0.103508771929825,20,19,0.00355262263556548,0.0374820988887341,0.835839598997494,5,1
"s__Roseburia_intestinalis","GO.0051539.PANTHER.",0.732213438735178,-0.0148221343873518,23,23,0.00322832885410442,0.0369790396015597,0.74703557312253,67,1
"s__Vescimonas_coprocola","GO.0006412.PANTHER.",-0.79656862745098,0.519091847265222,17,18,1.24024442288172e-05,0.00397780211266065,1.3156604747162,37,1
"s__Escherichia_coli","GO.0004222.PANTHER.",0.0688311688311688,-0.739130434782609,21,24,0.00185605275710046,0.0301611214881288,0.807961603613777,8,1
"s__Prevotella_hominis","GO.0006629.InterPro.",-0.791228070175439,0.0491228070175439,19,19,0.00185347373382973,0.0301611214881288,0.840350877192983,7,1
"s__Roseburia_intestinalis","GO.0006304.InterPro.",0.730095990965556,-0.0790513833992095,22,23,0.00202159288483423,0.0301611214881288,0.809147374364766,67,1
"s__Mitsuokella_jalaludinii","GO.0046034.InterPro.",-0.753571428571429,0.136842105263158,15,20,0.00389410709194807,0.0390952266516503,0.890413533834586,6,1
"s__Ruminococcus_bromii","GO.0005978.InterPro.",0.112280701754386,0.798496240601504,19,20,0.00565695669914213,0.0457746404462694,0.686215538847118,6,1
"s__Prevotella_stercorea","GO.0016987.PANTHER.",-0.428376068376068,0.641739130434783,26,24,7.3617187551816e-05,0.00837811089299377,1.07011519881085,21,1
"s__Roseburia_intestinalis","GO.0051301.PANTHER.",0.672501411631846,-0.304347826086957,22,23,0.000551428699484869,0.0222873946974854,0.976849237718803,67,1
"s__Roseburia_intestinalis","GO.0006189.InterPro.",0.782608695652174,0.0177865612648221,23,23,0.00130122927160891,0.0272936663395618,0.764822134387352,67,2
"s__Peptostreptococcus_anaerobius","GO.0006189.InterPro.",-0.805882352941176,-0.00395256916996047,16,23,0.00233496359930284,0.0317734216823559,0.801929783771216,9,2
"s__Catenibacterium_mitsuokai","GO.0016779.InterPro.",0.754901960784314,0.0255639097744361,17,20,0.00951872106733634,0.0542520968102789,0.729338051009878,10,1
"s__Faecalibacterium_prausnitzii","GO.0032784.InterPro.",0.662905982905983,-0.038961038961039,26,22,0.00795492089403804,0.0503000814163568,0.701867021867022,28,1
"s__Bacteroides_fragilis","GO.0004359.InterPro.",0.0163749294184077,-0.701538461538462,22,25,0.0053808421364012,0.0444581055204296,0.717913390956869,5,1
"s__Prevotella_sp._885","GO.0032549.InterPro.",0.760577915376677,-0.180598555211558,18,18,0.00159804580264321,0.0292909645693478,0.941176470588235,75,1
"s__Roseburia_intestinalis","GO.0004827.InterPro.",0.65330321852061,-0.223320158102767,22,23,0.00205177697198155,0.0301611214881288,0.876623376623377,67,1
"s__Roseburia_intestinalis","GO.0006433.InterPro.",0.65330321852061,-0.223320158102767,22,23,0.00205177697198155,0.0301611214881288,0.876623376623377,67,1
"s__Roseburia_intestinalis","GO.0005694.PANTHER.",0.702992659514399,-0.0859683794466403,22,23,0.00332138746304932,0.0370411054860726,0.788961038961039,67,1
"s__Faecalibacterium_prausnitzii","GO.0047429.InterPro.",0.792307692307692,0.220779220779221,25,22,0.00718613645994733,0.0485218627393292,0.571528471528472,28,1
"s__Prevotella_disiens","GO.0022900.InterPro.",-0.106766917293233,0.65304347826087,20,24,0.0076091000735398,0.0495891438916228,0.759810395554103,37,1
"s__Prevotella_disiens","GO.0003922.InterPro.",0.00902255639097744,0.701739130434783,20,24,0.00945525709639663,0.0541090083290919,0.692716574043805,37,1
"s__Prevotella_disiens","GO.0006177.InterPro.",0.00902255639097744,0.701739130434783,20,24,0.00945525709639663,0.0541090083290919,0.692716574043805,37,1
"s__Streptococcus_mitis","GO.0004072.InterPro.",-0.873626373626374,-0.107017543859649,13,19,0.00274414218883119,0.0336157418131821,0.766608829766725,26,1
"s__Vescimonas_coprocola","GO.0015934.InterPro.",-0.730392156862745,0.457172342621259,17,18,0.000189616140111622,0.0139367862982042,1.187564499484,37,1
"s__Prevotella_sp._885","GO.0048500.InterPro.",0.735087719298246,-0.0361197110423117,19,18,0.00792034866037769,0.0503000814163568,0.771207430340557,75,1
"s__Ruminococcus_torques","GO.0016052.InterPro.",0.722332015810277,0.0895652173913044,23,24,0.009686483761695,0.055095607976121,0.632766798418972,14,1
"s__Prevotella_sp._885","GO.0009378.InterPro.",0.771929824561403,0.0175438596491228,19,18,0.00604765903810479,0.0469247194240023,0.754385964912281,75,2
"s__Vescimonas_coprocola","GO.0009378.InterPro.",-0.737745098039216,0.0670794633642931,17,18,0.00786546132336355,0.0503000814163568,0.804824561403509,37,2
"s__Prevotella_disiens","GO.0005694.InterPro.",-0.0959752321981424,0.692173913043478,18,24,0.0059140096981439,0.0464606687348257,0.788149145241621,37,1
"s__Roseburia_intestinalis","GO.0003883.InterPro.",0.743647656691135,-0.157114624505929,22,23,0.000625462467717141,0.0222873946974854,0.900762281197064,67,1
"s__Ruminococcus_torques","GO.0006259.InterPro.",0.662055335968379,-0.0646153846153846,23,25,0.00625160849370512,0.04740320120958,0.726670720583764,14,1
"s__Prevotella_sp._885","GO.0016879.InterPro.",0.754385964912281,-0.168214654282766,18,18,0.00204929975034179,0.0301611214881288,0.922600619195046,75,1
"s__Mediterraneibacter_faecis","GO.0003723.PANTHER.",0.65330321852061,-0.0642292490118577,22,23,0.00971954807132821,0.0551144365017658,0.717532467532467,21,3
"s__Ruminococcus_bromii","GO.0003723.PANTHER.",0.230075187969925,0.83609022556391,20,20,0.00523012525360999,0.0438966259438492,0.606015037593985,6,3
"s__Oscillibacter_valericigenes","GO.0003723.PANTHER.",-0.163478260869565,0.720779220779221,24,21,0.0010485720572689,0.0262366114754941,0.884257481648786,29,3
"s__Ruminococcus_torques","GO.0004557.InterPro.",0.714285714285714,0.0158102766798419,22,23,0.00703582722873444,0.0479585116092962,0.698475437605872,14,1
"s__Streptococcus_mitis","GO.0003952.InterPro.",-0.818681318681319,-0.0237358101135191,13,18,0.00727934273398441,0.0489171831723752,0.7949455085678,26,1
"s__Prevotella_sp._885","GO.0030955.InterPro.",0.767156862745098,-0.0134158926728586,17,18,0.00698582836759044,0.0479084660746732,0.780572755417957,75,1
"s__Roseburia_intestinalis","GO.0034605.PANTHER.",0.656691134952004,-0.350790513833992,22,23,0.000421314009385237,0.0222713101102648,1.007481648786,67,1
"s__Prevotella_disiens","GO.0006090.InterPro.",-0.153383458646617,0.726086956521739,20,24,0.0012197315007931,0.0268676607067451,0.879470415168356,37,1
"s__Prevotella_stercorea","GO.0000224.PANTHER.",-0.17,0.637351778656126,25,23,0.00331634033845269,0.0370411054860726,0.807351778656127,21,1
"s__Vescimonas_coprocola","GO.0015935.InterPro.",-0.852941176470588,0.519091847265222,17,18,1.27362271108192e-06,0.000902145286160585,1.37203302373581,37,2
"s__Oscillibacter_valericigenes","GO.0015935.InterPro.",-0.472173913043478,0.707792207792208,24,21,2.06416814160492e-05,0.00414330502984502,1.17996612083569,29,2
"s__Mitsuokella_jalaludinii","GO.0008658.PANTHER.",-0.260714285714286,0.691729323308271,15,20,0.0038204467597085,0.0388430437125406,0.952443609022556,6,1
"s__Prevotella_buccalis","GO.0003887.PANTHER.",0.0897832817337461,0.777526821005082,18,22,0.00689664541919173,0.0478875199201074,0.687743539271336,10,1
"s__Mediterraneibacter_faecis","GO.0004659.InterPro.",0.65330321852061,-0.0899209486166008,22,23,0.00771011599925163,0.0497281339037655,0.743224167137211,21,1
"s__Prevotella_sp._885","GO.0008762.InterPro.",0.787409700722394,0.0464396284829721,18,18,0.0063620800407851,0.0477562093274252,0.740970072239422,75,1
"s__Streptococcus_mitis","GO.0034040.PANTHER.",0.802197802197802,-0.0192982456140351,14,19,0.00527555822000908,0.0438966259438492,0.821496047811837,26,1
"s__Roseburia_intestinalis","GO.0006164.PANTHER.",0.683794466403162,-0.229249011857708,22,23,0.00106920843113501,0.0263787926226876,0.91304347826087,67,1
"s__Prevotella_hominis","GO.0008081.InterPro.",-0.76140350877193,0.124561403508772,19,19,0.00186021148970691,0.0301611214881288,0.885964912280702,7,1
"s__Prevotella_sp._885","GO.0003747.InterPro.",0.808771929824561,-0.0381836945304438,19,18,0.00154213049372613,0.0292909645693478,0.846955624355005,75,2
"s__Vescimonas_coprocola","GO.0003747.InterPro.",-0.747549019607843,0.230134158926729,17,18,0.00161771469277425,0.0292909645693478,0.977683178534572,37,2
"s__Prevotella_disiens","GO.0050242.InterPro.",-0.28421052631579,0.742608695652174,20,24,0.000173733683463705,0.0130411156438287,1.02681922196796,37,2
"s__Roseburia_intestinalis","GO.0050242.InterPro.",0.656691134952004,-0.0968379446640316,22,23,0.00684963468303997,0.0478875199201074,0.753529079616036,67,2
"s__Prevotella_corporis","GO.0043190.PANTHER.",-0.325980392156863,0.724675324675325,17,21,0.00057211633358153,0.0222873946974854,1.05065571683219,10,4
"s__Prevotella_disiens","GO.0043190.PANTHER.",-0.252631578947368,0.676153846153846,20,25,0.0010346587010503,0.0260733992664675,0.928785425101215,37,4
"s__Prevotella_timonensis","GO.0043190.PANTHER.",-0.318627450980392,0.649209486166008,17,23,0.00195227665158462,0.0301611214881288,0.9678369371464,3,4
"s__Prevotella_buccalis","GO.0043190.PANTHER.",-0.223942208462332,0.720355731225296,18,23,0.00111727265393932,0.0266333643452561,0.944297939687629,10,4
"s__Mediterraneibacter_faecis","GO.0015937.InterPro.",0.67476002258611,-0.0484189723320158,22,23,0.00791899665861195,0.0503000814163568,0.723178994918125,21,1
"s__Ruminococcus_gnavus","GO.0016780.PANTHER.",0.766233766233766,0.180769230769231,22,25,0.00935714517738613,0.0541090083290919,0.585464535464535,12,1
"s__Dorea_longicatena","GO.0008887.InterPro.",0.66,-0.273913043478261,24,24,0.000640034059105364,0.0222873946974854,0.933913043478261,8,1
"s__Dorea_longicatena","GO.0031388.InterPro.",0.653913043478261,-0.296521739130435,24,24,0.000544314476258218,0.0222873946974854,0.950434782608696,8,1
"s__Prevotella_copri","GO.0006231.InterPro.",-0.13,0.624615384615385,25,26,0.00445743037369762,0.0404698098512138,0.754615384615385,13,2
"s__Oscillibacter_sp._ER4","GO.0006231.InterPro.",-0.124871001031992,0.68421052631579,18,20,0.00791008132726067,0.0503000814163568,0.809081527347781,18,2
"s__Holdemanella_porci","GO.0016866.InterPro.",-0.775,0.170278637770898,15,18,0.00247749396442957,0.0324929319944518,0.945278637770898,4,1
"s__Extibacter_muris","GO.0004674.PANTHER.",0.780701754385965,-0.00722394220846233,19,18,0.00406805142409885,0.0393300882149758,0.787925696594427,3,1
"s__Prevotella_copri","GO.0004342.InterPro.",0.107826086956522,0.728547008547009,24,26,0.00763905678910327,0.0496327667623505,0.620720921590487,13,1
"s__Phocaeicola_vulgatus","GO.0031554.InterPro.",-0.707792207792208,0.012987012987013,21,22,0.00761828684502822,0.0495891438916228,0.720779220779221,7,1
"s__Vescimonas_coprocola","GO.0006270.PANTHER.",-0.794117647058823,0.155830753353973,16,18,0.00142605017967832,0.0282646350219389,0.949948400412797,37,1
"s__Prevotella_disiens","GO.0000179.InterPro.",0.135338345864662,0.786923076923077,20,25,0.00463567983848185,0.041195663652806,0.651584731058415,37,1
"s__Prevotella_corporis","GO.0046373.InterPro.",-0.821428571428571,0.0608875128998968,15,18,0.00210344318024798,0.0304137194258806,0.882316084328468,10,2
"s__Prevotella_timonensis","GO.0046373.InterPro.",-0.855882352941176,-0.171428571428571,16,20,0.00335828077884966,0.0370411054860726,0.684453781512605,3,2
"s__Prevotella_corporis","GO.0046556.InterPro.",-0.821428571428571,0.0608875128998968,15,18,0.00210344318024798,0.0304137194258806,0.882316084328468,10,2
"s__Prevotella_timonensis","GO.0046556.InterPro.",-0.855882352941176,-0.171428571428571,16,20,0.00335828077884966,0.0370411054860726,0.684453781512605,3,2
"s__Prevotella_stercorea","GO.0030145.PANTHER.",0.00230769230769231,0.668695652173913,25,24,0.00946794637965338,0.0541090083290919,0.666387959866221,21,1
"s__Roseburia_intestinalis","GO.0016639.InterPro.",0.712987012987013,0.0266798418972332,21,23,0.00894422447178823,0.0531847497912157,0.68630717108978,67,1
"s__Roseburia_inulinivorans","GO.0004590.InterPro.",0.656126482213439,-0.102766798418972,23,23,0.00583203862239243,0.0461722228560773,0.758893280632411,5,1
"s__Prevotella_sp._885","GO.0016857.InterPro.",0.79360165118679,-0.0196078431372549,18,18,0.00318927306447712,0.0368731731703653,0.813209494324045,75,1
"s__Roseburia_intestinalis","GO.0006537.PANTHER.",0.803359683794466,0.254940711462451,23,23,0.0082890599192917,0.0510363060999321,0.548418972332016,67,1
"s__Prevotella_sp._885","GO.0004488.InterPro.",0.740350877192982,-0.0423116615067079,19,18,0.00685267195821909,0.0478875199201074,0.78266253869969,75,1
"s__Prevotella_sp._885","GO.0015648.PANTHER.",0.698245614035088,-0.244582043343653,19,18,0.0024922032287573,0.0325592110714884,0.942827657378741,75,1
"s__Faecalibacterium_prausnitzii","GO.0006979.InterPro.",-0.72,-0.00846979107848673,24,22,0.0052531389293791,0.0438966259438492,0.711530208921513,28,1
"s__Prevotella_sp._885","GO.0008716.InterPro.",0.698245614035088,-0.0959752321981424,19,18,0.00906203174718366,0.053373702844848,0.79422084623323,75,1
"s__Vescimonas_fastidiosa","GO.0006064.InterPro.",0.0593406593406593,-0.782352941176471,14,16,0.00823584223012725,0.0509755287506823,0.84169360051713,5,1
"s__Prevotella_sp._885","GO.0052906.InterPro.",0.754385964912281,-0.184726522187822,19,18,0.00146350871793114,0.0288450209880506,0.939112487100103,75,2
"s__Prevotella_disiens","GO.0052906.InterPro.",0.109774436090226,0.769762845849802,20,23,0.00667103771695035,0.0478564786169986,0.659988409759577,37,2
"s__Roseburia_intestinalis","GO.0071972.PANTHER.",0.712450592885375,-0.294466403162055,23,23,0.000208549005671581,0.0144266841570459,1.00691699604743,67,1
"s__Ruminococcus_bromii","GO.0008878.InterPro.",0.0546955624355005,0.803007518796993,18,20,0.00355294072277824,0.0374820988887341,0.748311956361492,6,1
"s__Roseburia_intestinalis","GO.0009423.PANTHER.",0.706380575945793,-0.184782608695652,22,23,0.00109640797549453,0.0264260084273126,0.891163184641445,67,1
"s__Ruminococcus_gnavus","GO.0008239.PANTHER.",0.736871823828346,-0.158260869565217,22,24,0.000630852420576259,0.0222873946974854,0.895132693393563,12,1
"s__Roseburia_inulinivorans","GO.0004056.InterPro.",0.24901185770751,0.802371541501976,23,23,0.00802691208543335,0.0503000814163568,0.553359683794466,5,3
"s__Vescimonas_coprocola","GO.0004056.InterPro.",0.155882352941176,-0.768833849329205,16,18,0.00247434018329568,0.0324929319944518,0.924716202270382,37,3
"s__Oscillibacter_sp._MSJ_31","GO.0004056.InterPro.",0.179411764705882,-0.7,16,19,0.00613636497389036,0.0471428660502076,0.879411764705882,14,3
"s__Roseburia_inulinivorans","GO.0042450.InterPro.",0.24901185770751,0.802371541501976,23,23,0.00802691208543335,0.0503000814163568,0.553359683794466,5,3
"s__Vescimonas_coprocola","GO.0042450.InterPro.",0.155882352941176,-0.768833849329205,16,18,0.00247434018329568,0.0324929319944518,0.924716202270382,37,3
"s__Oscillibacter_sp._MSJ_31","GO.0042450.InterPro.",0.179411764705882,-0.7,16,19,0.00613636497389036,0.0471428660502076,0.879411764705882,14,3
"s__Prevotella_sp._885","GO.0051087.InterPro.",0.816305469556244,-0.065015479876161,18,18,0.00117538286032708,0.0268676607067451,0.881320949432404,75,1
"s__Dialister_invisus","GO.0016311.PANTHER.",-0.279120879120879,0.694736842105263,14,19,0.0044613166531132,0.0404698098512138,0.973857721226142,1,1
"s__Prevotella_sp._885","GO.0042803.InterPro.",0.816305469556244,-0.065015479876161,18,18,0.00117538286032708,0.0268676607067451,0.881320949432404,75,1
"s__Ruminococcus_gnavus","GO.0051537.InterPro.",0.736871823828346,0.100769230769231,22,25,0.00827277679929464,0.0510250988599851,0.636102593059115,12,1
"s__Prevotella_sp._885","GO.0000774.InterPro.",0.816305469556244,-0.0588235294117647,18,18,0.00124544148910052,0.0268676607067451,0.875128998968008,75,1
"s__Faecalibacterium_prausnitzii","GO.0017013.InterPro.",0.703557312252964,-0.0852625635234331,23,22,0.00328553458378908,0.0370411054860726,0.788819875776398,28,1
"s__Prevotella_sp._885","GO.0009165.InterPro.",0.742002063983488,-0.0629514963880289,18,18,0.00647027254929822,0.0478564786169986,0.804953560371517,75,1
"s__Prevotella_stercorea","GO.0016209.InterPro.",-0.632307692307692,0.135652173913043,25,24,0.00454871181716869,0.040834237381606,0.767959866220736,21,1
"s__Prevotella_corporis","GO.0046556.PANTHER.",-0.792857142857143,0.0485036119711042,15,18,0.00458677121349555,0.0408639617202331,0.841360754828247,10,1
