"t1","t2","r1","r2","n1","n2","p","BH_p"
"s__Streptococcus_mitis","GO.0004252.InterPro.",-0.815384615384615,-0.628571428571429,14,20,0.314734261568362,0.374749400881938
"s__Prevotella_corporis","GO.0006355.PANTHER.",-0.727941176470588,-0.0103896103896104,17,21,0.0123619381727193,0.0607302765820007
"s__Prevotella_buccalis","GO.0006355.PANTHER.",-0.735810113519092,0.00889328063241107,18,23,0.00657029016292049,0.0478564786169986
"s__Dorea_formicigenerans","GO.0006355.PANTHER.",0.724308300395257,0.412055335968379,23,23,0.135984425330115,0.20849763257916
"s__Peptostreptococcus_anaerobius","GO.0006355.PANTHER.",-0.379411764705882,-0.64,16,24,0.311002761555982,0.371449942609911
"s__Ruminococcus_gnavus","GO.0015297.InterPro.",0.642608695652174,0.0823076923076923,24,25,0.0285882302076557,0.0878006682545937
"s__Roseburia_intestinalis","GO.0015297.InterPro.",0.714426877470356,0.284584980237154,23,23,0.0604421665090058,0.12659977252053
"s__Prevotella_stercorea","GO.0003678.InterPro.",0.651538461538462,0.413846153846154,25,25,0.269731976206799,0.333524021561244
"s__Prevotella_sp._885","GO.0003678.InterPro.",0.701754385964912,-0.0113519091847265,19,18,0.0164300224220762,0.066815328538339
"s__Escherichia_coli","GO.0003678.InterPro.",-0.377922077922078,-0.625217391304348,21,24,0.301690513823255,0.363016416360315
"s__Prevotella_sp._Marseille_P4119","GO.0003678.InterPro.",0.680406549971767,0.307312252964427,22,23,0.116333464071736,0.188654572922812
"s__Vescimonas_coprocola","GO.0003678.InterPro.",-0.732843137254902,-0.0773993808049536,17,18,0.024357579776369,0.0814535937924453
"s__Bacteroides_fragilis","GO.0022857.PANTHER.",0.64695652173913,0.393162393162393,24,27,0.244157730256993,0.310298441047071
"s__Ruminococcus_gnavus","GO.0022857.PANTHER.",0.796521739130435,0.376923076923077,24,25,0.0251517621620441,0.0828528635926158
"s__Bacteroides_fragilis","GO.0009279.PANTHER.",0.642292490118577,0.444786324786325,23,26,0.362896066841601,0.420458891237166
"s__Bacteroides_fragilis","GO.0015344.PANTHER.",0.681818181818182,0.415384615384615,23,26,0.210063395912923,0.278087677591291
"s__Ruminococcus_gnavus","GO.0015344.PANTHER.",0.682806324110672,0.422307692307692,23,25,0.22221041855364,0.28938833031748
"s__Gemmiger_formicilis","GO.0015344.PANTHER.",-0.0626086956521739,-0.703759398496241,24,20,0.0148377879026553,0.0649567552745762
"s__Ruminococcus_gnavus","GO.0016829.InterPro.",0.638339920948617,0.491538461538462,23,25,0.49053561205804,0.533973970793201
"s__Dorea_longicatena","GO.0006396.InterPro.",0.661538461538462,0.113913043478261,25,24,0.0281214805937222,0.0876436250306111
"s__Mediterraneibacter_faecis","GO.0006396.InterPro.",0.664596273291925,0.311264822134387,22,23,0.142090868477006,0.21306195762813
"s__Blautia_wexlerae","GO.0004176.InterPro.",0.692687747035573,0.44695652173913,23,24,0.241187964409768,0.306855801816682
"s__Mediterraneibacter_faecis","GO.0004176.InterPro.",0.753811405985319,0.422924901185771,22,23,0.103134325797089,0.175100048802757
"s__Ruminococcus_torques","GO.0004176.InterPro.",0.650197628458498,-0.0361538461538462,23,25,0.00995709957940987,0.0557597576446953
"s__Blautia_wexlerae","GO.0006814.InterPro.",0.58201581027668,0.650434782608696,23,24,0.725666822864694,0.747489795931866
"s__Roseburia_inulinivorans","GO.0006814.InterPro.",0.66501976284585,0.504940711462451,23,23,0.44372124972901,0.490121655931104
"s__Prevotella_stercorea","GO.0015986.InterPro.",0.636923076923077,0.426153846153846,26,25,0.324313183588737,0.382905805923327
"s__Prevotella_sp._885","GO.0015986.InterPro.",0.694736842105263,0.0856553147574819,20,18,0.0329667440977521,0.0942101623072695
"s__Blautia_wexlerae","GO.0015986.InterPro.",0.43304347826087,0.628695652173913,24,24,0.379223546227512,0.433960645828953
"s__Mediterraneibacter_faecis","GO.0015986.InterPro.",0.758328627893845,0.487154150197628,22,23,0.157386817121303,0.227752539296127
"s__Prevotella_disiens","GO.0006164.InterPro.",-0.0511278195488722,0.705217391304348,20,24,0.00517929316171229,0.0436098956432481
"s__Roseburia_inulinivorans","GO.0042910.InterPro.",0.642608695652174,0.314229249011858,24,23,0.168200770911776,0.239493559010069
"s__Ruminococcus_gnavus","GO.0042910.InterPro.",0.629565217391304,0.131538461538462,24,25,0.0501920590019355,0.115134970194297
"s__Dorea_longicatena","GO.0042910.InterPro.",0.492307692307692,0.654782608695652,25,24,0.430422915793324,0.479940596371317
"s__Mediterraneibacter_faecis","GO.0042910.InterPro.",0.648785996612084,0.484189723320158,22,23,0.453174664683564,0.499312997190385
"s__Ruminococcus_torques","GO.0042910.InterPro.",0.635652173913044,0.170769230769231,24,25,0.0625726399703348,0.129054765981394
"s__Roseburia_intestinalis","GO.0042910.InterPro.",0.735177865612648,0.390316205533597,23,23,0.100166948194883,0.171714768334085
"s__Bacteroides_fragilis","GO.0019867.InterPro.",0.813241106719368,0.451770451770452,23,27,0.034581975878957,0.0968295324610796
"s__Ruminococcus_gnavus","GO.0019867.InterPro.",0.712450592885375,0.422307692307692,23,25,0.159860715266739,0.23029342730137
"s__Gemmiger_formicilis","GO.0019867.InterPro.",-0.202608695652174,-0.703759398496241,24,20,0.0446359397304841,0.109282161949443
"s__Prevotella_sp._885","GO.0008033.InterPro.",0.696491228070175,-0.124871001031992,19,18,0.00737604100339561,0.0490268680303327
"s__Extibacter_muris","GO.0008408.InterPro.",0.682706766917293,0.568627450980392,20,18,0.596734061374316,0.629380498812731
"s__Mediterraneibacter_faecis","GO.0008408.InterPro.",0.662337662337662,0.339920948616601,21,23,0.181475332130973,0.252263582252984
"s__Bacteroides_fragilis","GO.0044718.PANTHER.",0.719367588932806,0.310769230769231,23,26,0.0601048179844888,0.126370558908985
"s__Ruminococcus_gnavus","GO.0044718.PANTHER.",0.697628458498024,0.383846153846154,23,25,0.145032563375175,0.216078920433961
"s__Gemmiger_formicilis","GO.0044718.PANTHER.",-0.091304347826087,-0.675187969924812,24,20,0.0288874045797755,0.0878006682545937
"s__Roseburia_inulinivorans","GO.0005524.PANTHER.",0.638260869565217,0.176877470355731,24,23,0.0697497836931856,0.137627089971789
"s__Mediterraneibacter_faecis","GO.0005524.PANTHER.",0.832862789384529,0.346837944664032,22,23,0.0101434858161844,0.0564451387373794
"s__Phocaeicola_massiliensis","GO.0005524.PANTHER.",-0.644268774703557,-0.65330321852061,22,22,0.962173593201155,0.964086463167757
"s__Roseburia_intestinalis","GO.0005524.PANTHER.",0.648221343873518,-0.213438735177866,23,23,0.00217267344845032,0.0311593167728973
"s__Prevotella_stercorea","GO.0051082.InterPro.",0.613846153846154,0.293913043478261,25,24,0.183441697046729,0.25389655048288
"s__Prevotella_sp._885","GO.0051082.InterPro.",0.717543859649123,0.0897832817337461,19,18,0.0269168615621517,0.0853213724988959
"s__Prevotella_sp._Marseille_P4119","GO.0051082.InterPro.",0.767363071710898,0.258893280632411,22,23,0.0214938395051278,0.0769500523630164
"s__Dorea_longicatena","GO.0051082.InterPro.",0.644347826086957,0.357391304347826,24,24,0.211673366605674,0.279182265799333
"s__Mediterraneibacter_faecis","GO.0051082.InterPro.",0.68266516092603,0.438735177865613,22,23,0.264931951926668,0.329460671976484
"s__Blautia_wexlerae","GO.0006310.PANTHER.",0.676521739130435,0.124347826086957,24,24,0.0262943227259735,0.0843330641611221
"s__Escherichia_coli","GO.0006364.InterPro.",-0.688311688311688,-0.624347826086956,21,24,0.734335917053615,0.754876781866304
"s__Holdemanella_porci","GO.0016746.InterPro.",-0.771428571428571,-0.0815273477812178,15,18,0.0179017539175949,0.0703311668388361
"s__Blautia_wexlerae","GO.0009435.InterPro.",0.709486166007905,0.339130434782609,23,24,0.0933399546416228,0.16344872226322
"s__Dorea_longicatena","GO.0009435.InterPro.",0.747826086956522,0.178260869565217,24,24,0.0119810369618132,0.0599912249598356
"s__Prevotella_stercorea","GO.0016987.InterPro.",0.0476190476190476,0.649230769230769,27,25,0.0156062688179555,0.0656086259459229
"s__Prevotella_sp._885","GO.0008658.InterPro.",0.785964912280702,0.234262125902993,19,18,0.0247141103625666,0.0821011123908992
"s__Roseburia_inulinivorans","GO.0008658.InterPro.",0.671304347826087,0.314229249011858,24,23,0.124129142828974,0.196821400404774
"s__Mediterraneibacter_faecis","GO.0008658.InterPro.",0.789949181253529,0.540513833992095,22,23,0.151133793407672,0.221889314665946
