"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"s__Prevotella_disiens","s__Blautia_wexlerae",-0.736842105263158,0.0197628458498024,20,23,0.00423673658971336,0.046604102486847,0.75660495111296,1,1
"s__Extibacter_muris","s__Roseburia_faecis",0.771428571428571,-0.0196078431372549,20,18,0.00389383720780715,0.046604102486847,0.791036414565826,1,1
"s__Collinsella_aerofaciens","s__Prevotella_bivia",-0.77296181630547,0.0180451127819549,18,20,0.00389722753146149,0.046604102486847,0.791006929087424,1,1
"s__Prevotella_buccalis","s__Dorea_formicigenerans",-0.865196078431373,-0.302089215132693,17,22,0.00530372946660302,0.0510483961160541,0.563106863298679,1,1
"s__Oscillibacter_sp._ER4","s__Roseburia_intestinalis",0.188854489164087,-0.73859649122807,18,19,0.00196579803265466,0.0461382901508747,0.927450980392157,1,1
"s__Coprococcus_comes","s__Fusicatenibacter_saccharivorans",0.754545454545455,0.0920383963862225,21,22,0.0078470967902968,0.0544673200467686,0.662507058159232,2,1
"s__Prevotella_ihumii","s__Anaerobutyricum_hallii",-0.744117647058824,0.186466165413534,16,20,0.00239679429355193,0.0461382901508747,0.930583812472357,1,1
"s__Coprococcus_comes","s__Blautia_massiliensis",0.683116883116883,-0.110526315789474,21,19,0.00705205402586095,0.0544673200467686,0.793643198906357,2,1
"s__Catenibacterium_mitsuokai","s__Streptococcus_mitis",-0.895104895104895,-0.285294117647059,12,16,0.00964125361222046,0.0571058867800751,0.609810777457836,1,2
"s__Prevotella_bivia","s__Streptococcus_mitis",0.874125874125874,-0.0588235294117647,12,17,0.0013693880827435,0.0461382901508747,0.932949403537639,1,2
"s__Ruminococcus_torques","s__Oscillibacter_valericigenes",0.232213438735178,-0.685714285714286,23,21,0.00117895481250651,0.0461382901508747,0.917927724449464,2,1
"s__Simiaoa_sunii","s__Waltera_intestinalis",0.573626373626374,0.942857142857143,14,15,0.00848841351378212,0.0544673200467686,0.369230769230769,1,1
"s__Ruminococcus_torques","s__Vescimonas_fastidiosa",0.142857142857143,-0.75,14,16,0.00801044210502928,0.0544673200467686,0.892857142857143,2,1
