"t1","t2","r1","r2","n1","n2","p","BH_p","abs_diff_cor","num_sig_corr_t1","num_sig_corr_t2"
"Ruminococcaceae [Family]","Oscillospira [Genus]",0.473387096774194,0.803924472417623,31,74,0.00741090408057733,0.077865299214886,0.33053737564343,2,1
"Ruminococcaceae [Family]","Prevotella copri",0.361957730812013,-0.465861837692824,30,71,0.000121167858712557,0.00609868423872517,0.827819568504837,2,1
"Sutterella [Genus]","S24-7 [Family]",0.8,-0.05,15,15,0.00615782684075445,0.0761779990249245,0.85,1,1
"Oscillospira [Genus]","Allisonella histaminiformans",-0.83609022556391,0.046360616128058,20,43,2.09183629403745e-05,0.0023010199234412,0.882450841691968,1,1
"Ruminococcus bromii","Catenibacterium mitsuokai",-0.428571428571429,0.679220779220779,15,21,0.00076944150620868,0.0141064276138258,1.10779220779221,1,1
"Escherichia coli","Lachnospiraceae [Family]",-0.794117647058823,0.108866995073892,16,29,0.000615114326760854,0.0135325151887388,0.902984642132715,1,1
"Desulfovibrio [Genus]","Peptococcus [Genus]",-0.657342657342657,0.582661290322581,12,31,0.000221770335953643,0.00609868423872517,1.24000394766524,1,1
"[Eubacterium] biforme","Dorea [Genus]",-0.138961038961039,0.563367252543941,21,46,0.00623274537476655,0.0761779990249245,0.70232829150498,1,1
"Roseburia [Genus]","Fusicatenibacter saccharivorans",0.61576354679803,0.0338974087784241,29,61,0.0043205441895865,0.0678942658363593,0.581866138019606,1,1
"Blautia [Genus]","Dorea formicigenerans",-0.0104560622914349,0.53353572750833,30,74,0.0077865299214886,0.077865299214886,0.543991789799765,1,1
"Bilophila [Genus]","Anaerostipes hadrus",0.715384615384615,-0.205254515599343,25,28,0.000198734763252137,0.00609868423872517,0.920639130983959,1,1
