t1,t2,r1,r2,r3,r4,E,pvals,trend
s__Fusobacterium_pseudoperiodonticum,s__Fusobacterium_periodonticum,0.960253699788584,0.858350951374207,0.938167388167388,0.440711462450593,5.4075754625082,0,decrease
s__Prevotella_sp._oral_taxon_306,s__Streptococcus_sp._Marseille_Q0941,-0.0220477197221383,-0.565837452394457,-0.433453737149208,-0.83300395256917,4.22531402367867,3.3e-05,decrease
s__Fusobacterium_periodonticum,s__Actinomyces_sp._oral_taxon_181,-0.204032258064516,-0.38508064516129,-0.407610993657505,0.757142857142857,3.81833972631382,0.000129,increase
s__Streptococcus_sp._oral_taxon_431,s__Streptococcus_sp._Marseille_Q3533,0.757051893321849,0.636590872439929,0.638177611861822,0.151392961876833,3.62767959019387,0.000295,decrease
s__Streptococcus_sp._HMSC062D07,s__Haemophilus_sp._Marseille_Q0026,-0.381238273921201,-0.0699201225517015,-0.110612244897959,0.527667984189723,3.50055600396444,0.000468,increase
s__Streptococcus_oralis,s__Actinomyces_oris,0.559062321326472,0.291140456182473,0.240739687055477,-0.178810160427807,3.49495894878989,0.00048,decrease
s__Streptococcus_sp._UMB0029,s__Corynebacterium_durum,0.59704433497537,0.189112903225806,0.200522648083624,-0.374025974025974,3.46232505551475,0.000542,decrease
s__Gemella_sanguinis,s__Actinomyces_oris,-0.236655378164812,-0.288775510204082,0.0788288288288288,0.492312834224599,3.45046960893243,0.000568,increase
s__Streptococcus_sp._Marseille_Q3533,s__Streptococcus_sp._HMSC061D10,0.4786103189007,0.24350911143364,0.347152847152847,-0.274193548387097,3.44833986534712,0.000574,decrease
s__Streptococcus_sp._HMSC067H01,s__Leptotrichia_sp._oral_taxon_221,-0.00664451827242525,-0.465267290848686,-0.0974309723889556,-0.768421052631579,3.41829100534677,0.000656,decrease
s__Actinomyces_bouchesdurhonensis,s__Mogibacterium_diversum,0.459663865546218,0.442513368983957,0.472551020408163,-0.549019607843137,3.40698199465873,0.000693,decrease
s__Streptococcus_sp._HMSC074B11,s__Haemophilus_sp._Marseille_Q0026,-0.504529616724739,-0.127016885553471,-0.417046818727491,0.380434782608696,3.40622044338755,0.000694,increase
s__Granulicatella_adiacens,s__Streptococcus_anginosus,-0.0452424163857921,0.206861063464837,0.0479943100995733,0.627673796791444,3.39304514388283,0.000728,increase
s__Rothia_sp._HMSC062F03,s__Candidatus_Nanosynbacter_sp._TM7_057,0.345161290322581,-0.0322427690848743,-0.361473955813578,-0.634674922600619,3.39008516694611,0.000739,decrease
s__Streptococcus_sp._HMSC074B11,s__Leptotrichia_sp._oral_taxon_221,-0.0194805194805195,-0.420567804288735,0.00148859543817527,-0.769924812030075,3.38705755090797,0.000744,decrease
s__Streptococcus_sp._1001283B150225_161107_H12,s__Streptococcus_sp._343_SSPC,0.918561522335107,0.901224489795918,0.811801242236025,0.638752052545156,3.37488701653184,0.000776,decrease
s__Streptococcus_timonensis,s__Streptococcus_sp._A12,0.581115949040477,0.616380090497738,0.599431009957326,-0.117686318131257,3.36099788652323,0.000829,decrease
s__Schaalia_odontolytica,s__Granulicatella_adiacens,0.353382885458357,0.292694726656991,0.175298037763791,-0.390708556149733,3.35739561659857,0.000843,decrease
s__Streptococcus_sp._HMSC034E03,s__Haemophilus_sp._Marseille_Q0026,-0.497560975609756,-0.050656660412758,-0.371236494597839,0.370553359683794,3.33202594601816,0.000924,increase
s__Haemophilus_sputorum,s__Fusobacterium_periodonticum,0.213812544045102,0.267852437417655,0.0946445587955022,-0.58596837944664,3.30571581648228,0.001017,decrease
s__Streptococcus_sp._oral_taxon_431,s__Haemophilus_sp._Marseille_Q0026,-0.418641114982578,-0.050281425891182,-0.314861944777911,0.446640316205534,3.29826044191502,0.001051,increase
s__Streptococcus_australis,s__Streptococcus_sp._1001283B150225_161107_H12,0.889321789321789,0.834713566123111,0.832460881934566,0.566184649610678,3.28112824499532,0.001134,decrease
s__Gemella_sanguinis,s__Actinomyces_naeslundii,-0.206530612244898,-0.251284513805522,0.120467592109383,0.529830322933771,3.27592391745583,0.001149,increase
s__Veillonella_dispar,s__Haemophilus_haemolyticus,-0.575512056002074,-0.267058823529412,-0.353987412069604,0.0912433155080214,3.25264402136707,0.001258,increase
s__Schaalia_odontolytica,s__Candidatus_Nanosynbacter_sp._TM7_053,0.66048906048906,0.183864915572233,0.246753246753247,-0.208771929824561,3.25087370246529,0.001266,decrease
s__Streptococcus_infantis,s__Streptococcus_sp._Marseille_Q6470,0.879425837320574,0.839185520361991,0.847284294652716,0.559157754010695,3.24919705352076,0.001277,decrease
s__Schaalia_odontolytica,s__Candidatus_Nanosynbacter_sp._HMT_352,0.635263835263835,0.148432055749129,0.335999261742902,-0.211688311688312,3.24474509827112,0.001301,decrease
s__Streptococcus_pneumoniae,s__Actinomyces_oris,0.217000190585096,0.195102040816327,0.0832147937411095,-0.485294117647059,3.21945262496295,0.001443,decrease
s__Actinomyces_sp._S6_Spd3,s__Actinomyces_sp._oral_taxon_181,0.762446657183499,0.180694980694981,0.829864253393665,-0.0318627450980392,3.21936542913756,0.001443,decrease
