t1,t2,r1,r2,r3,r4,E,pvals,trend
s__Fusobacterium_periodonticum,HMDB0304953,0.307246376811594,0.091304347826087,0.236295283663705,-0.679130434782609,4.21589402081984,3.4e-05,decrease
s__Lancefieldella_parvula,HMDB0038238,0.384591836734694,-0.0676606433838425,0.179264107271131,-0.594529914529915,4.20626937753526,3.4e-05,decrease
s__Porphyromonas_endodontalis,HMDB0255056,0.195827406353722,0.380676222781486,0.0099290780141844,-0.724449463579898,4.17842415127755,3.7e-05,decrease
s__Streptococcus_sp._Marseille_Q3533,HMDB0302594,0.500507551754899,0.0633768746976294,0.170671433829329,-0.383064516129032,4.10941737859832,4.5e-05,decrease
s__Campylobacter_concisus,HMDB0035167,-0.0604646113764655,-0.115633672525439,0.0377785896967483,-0.806923076923077,4.10474345812679,4.6e-05,decrease
s__Streptococcus_sp._HMSC067H01,HMDB0000243,0.325540619520748,0.00252525252525253,0.183264104316736,-0.513521772345302,3.98372147138361,7.4e-05,decrease
s__Prevotella_vespertina,HMDB0000177,-0.198731501057082,0.0903050437934159,-0.134267583289265,0.696521739130435,3.87568528511707,0.000103,increase
s__Streptococcus_sp._oral_taxon_431,HMDB0000947,0.178135285613215,0.229292929292929,-0.0289457378064973,-0.581359816653934,3.82865993634101,0.000123,decrease
s__Actinomyces_sp._S6_Spd3,HMDB0038238,0.103443068559348,0.11219512195122,0.239781271360219,-0.724449463579898,3.81060794458534,0.000133,decrease
s__Lancefieldella_parvula,HMDB0060474,0.293877551020408,0.10801393728223,0.152007342964323,-0.594529914529915,3.80808372097058,0.000134,decrease
s__Granulicatella_sp._HMSC30F09,HMDB0062747,0.187423103212577,0.00734226927345684,-0.200067069081154,-0.610887096774194,3.80140149359908,0.000137,decrease
s__Actinomyces_sp._S6_Spd3,HMDB0279169,0.0668982180610088,0.175797373358349,0.335885167464115,-0.693958215697346,3.77044519681011,0.00016,decrease
s__Prevotella_salivae,HMDB0038934,-0.261357466063348,0.121938775510204,-0.0914139568871027,0.599316239316239,3.72655546948156,0.000189,increase
s__Rothia_sp._HMSC072B04,HMDB0296943,-0.476329631794272,0.0882395382395382,-0.142993848257006,0.321524064171123,3.72344828618273,0.000193,increase
s__Veillonella_tobetsuensis,HMDB0001311,0.194684548894152,-0.203278063655422,0.194449803845906,-0.586290322580645,3.69458182709939,0.000219,decrease
s__Streptococcus_sp._Marseille_Q0941,HMDB0032935,-0.0922513765418807,0.243073593073593,0.0131447499868552,-0.64605614973262,3.66002885326379,0.000258,decrease
s__Actinomyces_sp._S6_Spd3,HMDB0035167,0.0548172757475083,0.248217636022514,0.286124401913876,-0.680406549971767,3.66278349433802,0.000258,decrease
s__Prevotella_salivae,HMDB0000177,-0.236923076923077,0.0694897959183673,-0.0654000730727073,0.599316239316239,3.62478456273913,0.000299,increase
s__Candidatus_Nanosynbacter_sp._HMT_352,HMDB0038238,0.303732303732304,0.136933797909408,-0.00279922483004706,-0.645454545454546,3.61965597135411,0.000303,decrease
s__Streptococcus_sp._HMSC074B11,HMDB0041125,-0.114706696607093,0.0105584143319992,-0.00123560649876439,0.613302139037433,3.60763064503813,0.000318,increase
s__Rothia_sp._HMSC065C12,HMDB0296943,-0.442985019533052,-0.0677339432056413,-0.215283663704716,0.336898395721925,3.60126953504321,0.000324,increase
s__Prevotella_sp._oral_taxon_306,HMDB0000244,-0.437632135306554,0.249493558058504,0.153305129561079,0.487154150197628,3.59794858399278,0.000325,increase
s__Alloprevotella_sp._oral_taxon_473,HMDB0029051,-0.199477351916376,0.00972515856236787,0.112049062049062,0.659130434782609,3.59178293754423,0.000334,increase
s__Granulicatella_sp._HMSC30F09,HMDB0302836,-0.0180451127819549,-0.257406300691539,0.0987592219986586,0.61008064516129,3.56747215898902,0.00036,increase
s__Rothia_sp._HMSC072B04,HMDB0005764,-0.385505552308591,-0.157287157287157,-0.0634313055365687,0.385695187165775,3.55307103997619,0.000377,increase
s__Prevotella_histicola,HMDB0041125,0.273160173160173,-0.0522929171668667,0.102450318348447,-0.534756431308155,3.55266961582558,0.000377,decrease
s__Megasphaera_micronuciformis,HMDB0000244,-0.378120978120978,0.366539343009931,0.00766152086906804,0.565217391304348,3.54003710510304,0.000397,increase
s__Streptococcus_sp._Marseille_Q6470,HMDB0242632,-0.351742993848257,-0.022262443438914,0.0072559019927441,0.422125668449198,3.53610028317678,0.000409,increase
s__Streptococcus_sp._oral_taxon_061,HMDB0242632,-0.377443609022556,-0.152307692307692,-0.0924128503075872,0.4125,3.53291441614071,0.000415,increase
s__Streptococcus_infantis,HMDB0000947,0.267341351625704,0.249206349206349,-0.0885064302785822,-0.483880825057296,3.52806037296915,0.000421,decrease
