t1,t2,r1,r2,r3,r4,E,pvals,trend
s__Yeguia_hominis,HMDB0244117,-0.433898305084746,-0.192063492063492,0.310343270099368,0.581451612903226,4.82128565693937,4e-06,increase
s__Allisonella_histaminiformans,HMDB0030930,0.0597402597402597,-0.0053475935828877,-0.0196172248803828,-0.846153846153846,4.7264798333977,4e-06,decrease
s__Prevotellamassilia_timonensis,HMDB0042008,0.358464384828862,0.0921319179969208,-0.0277755606991779,-0.641636141636142,4.41298427066752,1.6e-05,decrease
s__Clostridium_sp._AM49_4BH,HMDB0241538,-0.165892522070811,0.111243917015282,0.0847633379278949,0.698776418242492,4.33574019866986,1.9e-05,increase
s__Oscillibacter_sp._ER4,HMDB0061862,0.179160878021673,-0.0251191156851534,0.0894749179559306,-0.676612903225806,4.29488080710844,2.4e-05,decrease
s__Phascolarctobacterium_succinatutens,HMDB0000628,0.186185630588961,0.356389986824769,-0.0450953787213664,-0.653392658509455,4.26136895974268,3e-05,decrease
s__Collinsella_bouchesdurhonensis,HMDB0002350,0.226072041166381,-0.151298701298701,-0.139029391660971,-0.65241935483871,4.23686793735013,3.2e-05,decrease
s__Coprococcus_comes,HMDB0060719,-0.0881015335801163,-0.141421736158578,-0.0529584462511292,0.70241935483871,4.2303477447112,3.2e-05,increase
s__Faecalibacillus_sp._MSK20_93,HMDB0241396,-0.362627197039778,0.151821862348178,-0.0374357870128272,0.737745098039216,4.23148841365351,3.2e-05,increase
s__Faecalibacillus_sp._MSK20_93,HMDB0012273,-0.194958371877891,-0.346963562753036,0.214125319142391,0.779411764705882,4.19688096195817,3.5e-05,increase
s__Bacteroides_ovatus,HMDB0244885,-0.354098360655738,0.0457013574660633,-0.112043745727956,0.543145161290323,4.18877829035264,3.6e-05,increase
s__Phascolarctobacterium_sp._Marseille_Q4147,HMDB0000628,0.15645235892692,0.367325428194993,0.022897465437788,-0.648768472906404,4.15407320095913,4e-05,decrease
s__Agathobaculum_sp._M2,HMDB0251566,-0.091291642314436,-0.0431674208144796,-0.091212584883471,0.712124582869855,4.13991972752056,4.2e-05,increase
s__Bacteroides_thetaiotaomicron,HMDB0061862,0.128926493918562,0.11611030478955,0.174220516325779,-0.665322580645161,4.06319306132848,5e-05,decrease
s__Dorea_sp._AM10_31,HMDB0028930,0.285244086253038,0.0460072422336573,0.391692745376956,-0.577822580645161,4.05089360875281,5.3e-05,decrease
s__Parabacteroides_distasonis,HMDB0000017,0.0166049709148599,-0.261111111111111,0.0587877312560857,0.689162561576355,4.0276595322961,6.2e-05,increase
s__Dorea_sp._AM13_35,HMDB0032394,0.333574660633484,0.293421623968736,0.1846547314578,-0.577449370552819,4.01973245885854,6.6e-05,decrease
s__Bacteroides_xylanisolvens,HMDB0244885,-0.441618191433104,-0.0435301780286583,-0.226343276976188,0.439822024471635,4.01320707982314,6.7e-05,increase
s__Bacteroides_thetaiotaomicron,HMDB0001859,-0.122474881015336,-0.362280277374617,0.0115148009884852,0.599193548387097,4.00460796893226,6.8e-05,increase
s__Dorea_sp._AM13_35,HMDB0000535,0.323257918552036,-0.139383412939644,0.0540372670807453,-0.581828133552271,3.99967233324314,7e-05,decrease
s__Coprococcus_eutactus,HMDB0003355,0.131676361713379,-0.00560492139439508,0.0684959349593496,-0.663709677419355,3.99659964615272,7.1e-05,decrease
s__Bacteroides_thetaiotaomicron,HMDB0094803,-0.0345319936541512,0.193678438961458,-0.076186970923813,0.71491935483871,3.99579933359785,7.1e-05,increase
s__Clostridium_sp._AM49_4BH,HMDB0030995,-0.168476421913932,0.213950311619568,0.0883799744559238,0.653392658509455,3.99405597215569,7.1e-05,increase
s__Mediterraneibacter_faecis,HMDB0241240,0.0961924907456372,-0.228571428571429,-0.167321589882565,0.677822580645161,3.99075640019407,7.2e-05,increase
s__Porcipelethomonas_ammoniilytica,HMDB0029602,0.267467124070898,-0.182105353026552,0.0586532896006174,-0.587096774193548,3.97544085496316,7.5e-05,decrease
s__Dorea_ammoniilytica,HMDB0244117,0.0998246639392168,0.178879015721121,-0.231129864041256,-0.659274193548387,3.96919121705099,7.6e-05,decrease
s__Extibacter_muris,HMDB0000017,0.223426758328927,-0.0233082706766917,-0.100587172538392,-0.602822580645161,3.96713195248915,7.6e-05,decrease
s__Pseudoflavonifractor_phocaeensis,HMDB0251574,0.364198836594395,-0.0703349282296651,0.0398148148148148,-0.493548387096774,3.95964849969353,7.8e-05,decrease
s__Collinsella_aerofaciens,HMDB0094731,0.255526176626124,-0.233082706766917,-0.093970189701897,-0.577822580645161,3.94898420941175,8.3e-05,decrease
s__Anaeromassilibacillus_sp._An200,HMDB0000201,0.278466240622395,-0.0137074665376552,0.127371273712737,-0.568409343715239,3.93376664415752,8.9e-05,decrease
s__Blautia_faecis,HMDB0244117,0.416446324695928,0.0327409432672591,-0.066260162601626,-0.438709677419355,3.92504243084821,9.1e-05,decrease
s__Eggerthella_lenta,HMDB0029087,0.162559492332099,0.322146274777854,-0.109439927732611,-0.580645161290323,3.89729686622059,9.6e-05,decrease
s__Senegalimassilia_faecalis,HMDB0258887,0.358947970268725,0.144155844155844,-0.0639781271360219,-0.501209677419355,3.88959509573941,9.9e-05,decrease
s__Ruminococcus_flavefaciens,HMDB0251574,0.165268130036121,-0.140533151059467,0.00543834974214721,-0.629435483870968,3.87987731624951,0.000104,decrease
s__Clostridium_sp._AM49_4BH,HMDB0240777,-0.166569257744009,-0.0736788184068983,0.0721936291556545,0.638709677419355,3.87959391346437,0.000105,increase
s__Ruminococcus_torques,HMDB0112073,-0.352300370174511,-0.186056049213944,-0.0274390243902439,0.487903225806452,3.86885584129124,0.00011,increase
s__Bacteroides_caccae,HMDB0000715,-0.155487635454293,-0.0218193660442901,-0.151290165530672,0.640044493882091,3.86368422612107,0.000112,increase
s__Clostridium_spiroforme,HMDB0000715,0.392640655681721,-0.0218367346938776,0.0943734015345268,-0.530769230769231,3.86236339090121,0.000112,decrease
s__Prevotella_stercorea,HMDB0061862,0.149954751131222,-0.339557099435519,0.0950543443308251,-0.6587319243604,3.86097960211819,0.000112,decrease
s__Bilophila_wadsworthia,HMDB0038665,0.123867595818815,0.123663101604278,0.0699931647300068,-0.72034188034188,3.8492139972796,0.000116,decrease
s__Bacteroides_caccae,HMDB0000064,-0.150430675187552,-0.148501953973079,-0.123588120740019,0.640044493882091,3.84170346775554,0.000117,increase
s__Phocaeicola_massiliensis,HMDB0094731,-0.139551464869069,-0.0745041122399613,-0.0153911806543385,0.659113300492611,3.84866927397472,0.000117,increase
s__Dorea_sp._AM13_35,HMDB0028930,0.352579185520362,-0.109422492401216,0.068578735842163,-0.530925013683634,3.83735316447496,0.000119,decrease
s__Bacteroides_xylanisolvens,HMDB0014447,-0.162718138551031,-0.237841945288754,-0.111951339799441,0.608008898776418,3.82781604713405,0.000125,increase
s__Dorea_sp._AM13_35,HMDB0014447,0.261990950226244,-0.104320451584889,0.0193642674461089,-0.597701149425287,3.82786052444038,0.000125,decrease
s__Phascolarctobacterium_succinatutens,HMDB0112073,0.220721554116559,0.233860342555995,-0.047809082927608,-0.617797552836485,3.82612663659146,0.000126,decrease
s__Ruminococcus_torques,HMDB0092970,-0.352194606028556,-0.0725905673274094,0.0468383017163505,0.480241935483871,3.82540797691382,0.000126,increase
s__Clostridium_sp._L2_50,HMDB0002302,0.380699088145897,-0.292682926829268,0.241360044696305,-0.521978021978022,3.82115062796427,0.000128,decrease
s__Bacteroides_xylanisolvens,HMDB0035710,0.0693283976731888,-0.232522796352584,-0.240582202607519,0.64182424916574,3.81906981109063,0.000129,increase
s__Megasphaera_elsdenii,HMDB0000631,-0.0725023126734505,0.235918367346939,-0.0370107504435863,0.71264367816092,3.79782041727352,0.000141,increase
s__Collinsella_tanakaei,HMDB0000910,0.058983666061706,0.0404040404040404,0.222593196277407,-0.648790322580645,3.79590670774166,0.000142,decrease
s__Collinsella_tanakaei,HMDB0061714,0.00440757065076484,0.0656565656565657,0.183711025816289,-0.663306451612903,3.7945195962314,0.000142,decrease
s__Clostridium_sp._L2_50,HMDB0000795,-0.202453321754234,-0.106968641114983,0.155599010296113,0.645299145299145,3.78983179628217,0.000146,increase
s__Bacteroides_xylanisolvens,HMDB0000535,-0.139397144368059,-0.311875814155449,-0.063544050885823,0.587541713014461,3.78419311475238,0.000148,increase
s__Extibacter_muris,HMDB0244117,0.24151242728715,0.136705399863295,-0.188617886178862,-0.562096774193548,3.78449584247166,0.000148,decrease
s__Anthropogastromicrobium_aceti,HMDB0094731,-0.212057112638815,0.130663780663781,0.219105691056911,0.583467741935484,3.78729931791653,0.000148,increase
s__Prevotella_sp._885,HMDB0062652,-0.633583489681051,0.0522267206477733,0.254982517482517,0.128364849833148,3.78490140762478,0.000148,increase
s__Oscillibacter_sp._ER4,HMDB0112073,0.244178938594054,0.506384600724223,0.00679793717768401,-0.452822580645161,3.77988329829913,0.000149,decrease
s__Collinsella_bouchesdurhonensis,HMDB0000795,0.196874404421574,0.0456709956709957,-0.108626110731374,-0.604435483870968,3.77393493448086,0.000156,decrease
s__Kineothrix_sp._MSJ_39,HMDB0030991,-0.334370658516255,0.0551606288448394,-0.0474254742547425,0.487903225806452,3.77021735663616,0.000159,increase
s__Jingyaoa_shaoxingensis,HMDB0036804,0.000687466948704389,-0.0840738209159262,0.0413053297199639,0.685483870967742,3.76966391442617,0.000159,increase
s__Gallintestinimicrobium_propionicum,HMDB0002134,-0.293525979438733,-0.275803144224197,-0.31639566395664,0.516129032258065,3.75951421852947,0.000161,increase
s__Parolsenella_massiliensis,HMDB0032616,-0.394221282593376,0.128831329016343,-0.322914656891118,0.501368363437329,3.7597763646908,0.000161,increase
s__Phascolarctobacterium_succinatutens,HMDB0094731,-0.20172679617638,-0.00250329380764163,0.112299465240642,0.621802002224694,3.74474585465584,0.000175,increase
s__Bacteroides_thetaiotaomicron,HMDB0000064,-0.0739291380222105,-0.177229479116272,-0.0377254324622746,0.635483870967742,3.7439088545121,0.000177,increase
s__Blautia_ammoniilytica,HMDB0001999,0.113698249513754,-0.217498291182502,0.104900632339657,-0.641532258064516,3.740878180146,0.000179,decrease
s__Roseburia_sp._BX1005,HMDB0251566,-0.0451792164490136,-0.148598769651401,0.0109981933152665,0.65,3.72296104908055,0.000194,increase
s__Lachnoclostridium_sp._210928_DFI_6_3,HMDB0094731,-0.341379310344828,0.119191919191919,0.212938959774403,0.483426028921023,3.72103707274354,0.000196,increase
s__Ruminococcus_bromii,HMDB0038665,0.0838010558488469,-0.133561175666439,-0.250496838301716,0.634274193548387,3.70828590388715,0.000204,increase
s__Blautia_faecicola,HMDB0002250,-0.303490216816499,0.0701982228298018,-0.0895889792231256,0.501209677419355,3.7084720334542,0.000204,increase
s__Faecalibacterium_prausnitzii,HMDB0001860,-0.000317292437863564,-0.0568694463431306,0.093383017163505,0.684274193548387,3.70589476406778,0.000208,increase
s__Faecalibacterium_sp._Marseille_Q4896,HMDB0029668,-0.330925257015838,0.104478749761769,0.104763657395236,0.487430478309232,3.70397435906007,0.00021,increase
s__Blautia_wexlerae,HMDB0251574,-0.31427815970386,0.116336295283664,0.00164859981933153,0.491129032258065,3.70252255885631,0.000211,increase
s__Blautia_sp._BIOML_A1,HMDB0033724,0.250613676212741,-0.000273410799726589,-0.0878809188935771,-0.545564516129032,3.70205217318187,0.000212,decrease
s__Collinsella_tanakaei,HMDB0006012,0.0163987555094633,0.0681096681096681,0.0636994584363005,-0.676612903225806,3.70155110878686,0.000212,decrease
s__Blautia_wexlerae,HMDB0006460,0.0688524590163934,0.0502392344497608,-0.211540198735321,0.668951612903226,3.69731715285981,0.000215,increase
s__Dysosmobacter_welbionis,HMDB0062652,-0.0907071887784921,-0.0233044733044733,0.257780194489055,0.650403225806452,3.69545848180351,0.000219,increase
s__Waltera_intestinalis,HMDB0256665,0.165208475734792,0.47034632034632,0.107287449392713,-0.490322580645161,3.69127596308203,0.000227,decrease
s__Streptococcus_thermophilus,HMDB0030930,-0.32969387755102,-0.0967061923583663,0.00264410364886304,0.556923076923077,3.68728897032288,0.000235,increase
