t1,t2,r1,r2,r3,r4,E,pvals,trend
s__Ruminococcus_sp._Marseille_P6503,HMDB0033201,0.143510577472842,0.20440251572327,0.0662502054907118,-0.764112903225806,4.96260649004206,0,decrease
s__Eubacterium_coprostanoligenes,HMDB0001388,-0.36840832123851,-0.219973318086526,-0.138203568583315,0.634274193548387,4.74922755495365,4e-06,increase
s__Klebsiella_pneumoniae,HMDB0247339,-0.290080577938316,0.0391660970608339,0.00781391147244806,0.6625,4.69028179199104,5e-06,increase
s__Eubacterium_coprostanoligenes,HMDB0000152,0.407514916948879,-0.0203163712597675,0.171537323436058,-0.589516129032258,4.64249260599344,7e-06,decrease
s__Phocaeicola_vulgatus,HMDB0114746,0.16911686938128,-0.0215728715728716,-0.194060523938573,-0.711693548387097,4.55453391035022,1.1e-05,decrease
s__Extibacter_muris,HMDB0000943,0.312427287149656,0.179220779220779,0.002710027100271,-0.620564516129032,4.502889441378,1.3e-05,decrease
s__Dorea_sp._AM10_31,HMDB0242182,0.333969054723307,0.0244330093386697,0.389615931721195,-0.605645161290323,4.463736205181,1.4e-05,decrease
s__Blautia_massiliensis,HMDB0000943,0.137593776048902,0.0908407382091593,-0.203455284552846,-0.713306451612903,4.41681660978833,1.6e-05,decrease
s__Anaerostipes_hadrus,HMDB0240662,-0.56292966684294,-0.183458646616541,-0.217118337850045,0.369758064516129,4.40811919602968,1.6e-05,increase
s__Senegalimassilia_faecalis,HMDB0259613,0.261292166952544,0.037950937950938,0.000410116199589884,-0.649193548387097,4.37110825387381,1.8e-05,decrease
s__Terrisporobacter_mayombei,HMDB0253675,-0.332251082251082,0.0103304021173056,-0.101197087498457,0.606458675424193,4.25004848071946,3e-05,increase
s__Senegalimassilia_faecalis,HMDB0240719,0.402630074328188,-0.26053391053391,-0.204155844155844,-0.524193548387097,4.23607959849775,3.2e-05,decrease
s__Yeguia_hominis,HMDB0001889,0.363939216832262,-0.0487012987012987,0.0501355013550136,-0.532258064516129,4.15934468845237,3.9e-05,decrease
s__Dorea_sp._AM10_31,HMDB0000623,0.264265280383894,-0.192300362111683,-0.0234708392603129,-0.606048387096774,4.1391312761621,4.2e-05,decrease
