Metabolites	t1	cor_diff	p	BH_p
LysoPC(16:0/0:0)	s__Streptococcus_infantis	-0.371271480519912	0.00340070991904196	0.0275733236679078
LysoPC(16:0/0:0)	s__Streptococcus_sp._oral_taxon_431	-0.397312882313946	0.00167652094695262	0.0200672925485717
LysoPC(16:0/0:0)	s__Rothia_sp._HMSC065C12	-0.383671266749941	0.00431798968875483	0.0293492637775389
LysoPC(16:0/0:0)	s__Streptococcus_sp._Marseille_Q3533	-0.383582326502899	0.00440238956663084	0.0293492637775389
LysoPC(16:0/0:0)	s__Streptococcus_sp._F0442	-0.412006067782202	0.00218006803536847	0.0233578718075193
LysoPC(16:0/0:0)	s__Streptococcus_sp._Marseille_Q6470	-0.395561031060887	0.00316822051797278	0.0271561758683381
LysoPC(16:0/0:0)	s__Streptococcus_sp._Marseille_Q0941	-0.395644574739864	0.00265480294688006	0.0256916414214199
LysoPC(16:0/0:0)	s__Streptococcus_sp._Marseille_Q4154	-0.483164150469725	0.00012591413396551	0.00755484803793061
